Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Semaai,https://www.crunchbase.com/organization/semaai,"Agriculture, AgTech, Information Technology","Jakarta, Jakarta Raya, Indonesia",Full stack agriculture solution for Indonesian agriculture,368,Active,2021-04-01,month,,,,,For Profit,https://www.semaai.com,"Semaai aims to be the comprehensive end-to-end solution for farmers, Toko Tanis and other stakeholders in the agriculture supply chain.",Seed,2904700,USD,2904700
Ula,https://www.crunchbase.com/organization/ula,"Apps, B2B, E-Commerce, Marketplace","Jakarta, Jakarta Raya, Indonesia",Ula is a wholesale e-commerce marketplace that provides working capital and inventory sourcing for small business owners,"1,193",Active,2020-01-01,year,,,,,For Profit,https://ula.app/,"Ula is an Indonesia-focused marketplace app that uses technology to modernize distribution and credit in traditional retail. Its B2B marketplace provides small retailers competitive pricing, wide and accessible variety and favourable payment terms, all at the push of a button. The company leverages the power of technology to level the playing field for small retailers. Its ambitious and diverse team builds innovative solutions, addressing major pain points around supply chain and financial services to keep its retailers competitive in today's digital age.",Early Stage Venture,140500000,USD,140500000
GoTo Group,https://www.crunchbase.com/organization/goto-group,"Delivery Service, Health Care, Information Technology, Same Day Delivery","Jakarta, Jakarta Raya, Indonesia","GoTo Group offers a digital ecosystem for on-demand services, e-commerce, fintech, and logistics.","3,637",Active,2021-01-01,year,2022-04-11,day,,,For Profit,https://www.gotocompany.com,"GoTo Group is an application used for ride-hailing, food delivery, and other services. GoTo Group is driving progress by providing technology infrastructure and solutions that enable everyone to participate in and thrive in the digital economy.",IPO,1450000000,USD,1450000000
Pinhome,https://www.crunchbase.com/organization/pinhome,"FinTech, Property Management, Real Estate","Jakarta, Jakarta Raya, Indonesia",Pinhome is a property transaction and real estate fintech platform making property and home financing more accessible.,"4,707",Active,2020-01-01,year,,,,,For Profit,https://www.pinhome.id,"Pinhome is a property transaction and real estate fintech platform making property and home financing more accessible. Pinhome eliminates the challenges in property transactions by building a technology platform to organize property data and information, digitize property transactions, and the home financing process.",Early Stage Venture,75500000,USD,75500000
GajiGesa,https://www.crunchbase.com/organization/gajigesa,"Employee Benefits, Finance, Financial Services, FinTech, Personal Finance, Software","Jakarta, Jakarta Raya, Indonesia",GajiGesa is a financial wellness platform helping Indonesians achieve financial dignity and security from their work.,"6,943",Active,2020-01-01,year,,,,,For Profit,https://gajigesa.com/,"GajiGesa is the preferred financial wellness partner for employers in Indonesia. GajiGesa's powerful fintech platform is built to help millions of hardworking Indonesians take control of their financial lives with dignity. The GajiGesa app provides member employees with earned wage access, financial education, and other financial management tools to improve their long-term financial health responsibly. It also empowers employer partners with an enterprise-grade HR analytics platform to improve employee productivity, engagement, and retention by reducing financial stress for their teams.    The company has seen 12x growth since January with more large enterprises keen to embrace this financial wellness solution. And we have doubled our overall enterprise customer base in the last quarter and now partner with 60+ companies, serving tens of thousands of employees.    Based on GajiGesa’s most recent survey, for employers that partner with GajiGesa, over 75% of their employees have stopped using informal lenders for short term needs because our EWA solution gives them the financial security they need under the purview of the employer. GajiGesa is also increasingly popular for employees that have micro-businesses at home. They often use GajiGesa and use their salary as working capital rather than turning to informal lenders. Health related expenses is another common reason for GajiGesa usage.    In early May, the company launched GajiTim, Southeast Asia’s first employee management app for MSMEs and SMEs to manage their workforce efficiently bringing transparency in income tracking and salary calculation. The app is aimed at businesses with between 5 to 100 workers and has gained more than 50,000 active users since it was launched in mid-March.    This latest product innovation supercharges GajiGesa’s effort to expand financial resilience - establishing greater transparency in employee management as well as creating a holistic and meaningful integrated employee benefits solution for businesses of all sizes and their employees.   The company was founded in 2020 by Martyna Malinowska (formerly Product Lead at Standard Chartered Bank, Product Director at LenddoEFL) and Vidit Agarwal (formerly Head of Business Development APAC at Stripe, COO at CARRO, and first employee at Uber in Asia). The company is Headquartered in Jakarta with a distributed team also based in India and Singapore. GajiGesa announced a US$2.5 million Seed round in February (led by Defy.vc and Quest Ventures) and an undisclosed growth round in early May from additional strategic investors including OCBC NISP Ventura,  the Founders of Kopi Kenangan, and other Indonesian investors and family offices.",Seed,11091981,USD,11091981
Segari,https://www.crunchbase.com/organization/segari,"Food and Beverage, Grocery, Retail","Jakarta, Jakarta Raya, Indonesia",Segari operates as an online grocery company that offers fresh food products.,"8,694",Active,2020-01-01,year,,,,,For Profit,https://segari.id,"Segari runs an online retail platform for selling fresh grocery products. The company provides a variety of grocery products such as vegetables, fruit, meat, and other essentials, allowing clients to obtain required materials.",Early Stage Venture,39500000,USD,39500000
BroilerX,https://www.crunchbase.com/organization/broilerx,"Enterprise Resource Planning (ERP), Farming, Livestock","Sleman, Yogyakarta, Indonesia","BroilerX is a poultry tech startup offering precision, sustainable, and scalable poultry technology and business to poultry farmers.","8,992",Active,2020-11-18,day,,,,,For Profit,https://broilerx.com,"BroilerX is a poultry tech startup offering precision, sustainable, and scalable poultry technology and business to smallholder poultry farmers. By having an extensive poultry farming experience and reliable smart poultry technology, we aim to enhance poultry output and work with the poultry farmers and farming practitioners to understand the challenges they face then tap into smart technology for solutions.  We have been working with poultry farmers on a contractual basis since 2020. We provide smart tech services and technical expertise, as well as live birds and feed supplies, while the poultry farmers provide the labor, housing, and utilities to support the birds. This benefits the farmers because it protects the poultry farmer from the risk of changing market prices for poultry and feed ingredients such as corn and soybean meal, which represents most of the cost of raising poultry and helps keeping the price of nutritious poultry affordable for millions of families and the foodservice industry in Indonesia. We proudly work with thousands of independent poultry farmers every day, bringing quality protein from family farms to family tables.",Early Stage Venture,1300000,USD,1300000
Eratani,https://www.crunchbase.com/organization/eratani,"Agriculture, AgTech, Information Services, Information Technology, Supply Chain Management","Jakarta, Jakarta Raya, Indonesia",Eratani is an Agri-tech company that provides a positive and constructive social impact on agricultural ecosystems.,"11,326",Active,2021-01-01,year,,,,,For Profit,https://eratani.co.id,Eratani is an Agri-tech company that focuses on building an agricultural ecosystem and seeks to provide farmers with access to technology to increase the productivity and welfare of the agricultural ecosystem. Their aim is to create a healthy agricultural environment by utilizing digitalization and transparency at every stage. Collaborating with food and beverage companies to increase national food security.,Seed,7393349,USD,7393349
Broom,https://www.crunchbase.com/organization/broom-bc45,"Automotive, Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia",Broom provides access for dealers in automotives to get short-term loans by putting their car inventories up as collateral.,"12,937",Active,2021-01-01,year,,,,,For Profit,https://broom.id/,Broom provides access for dealers in automotives to get short-term loans by putting their car inventories up as collateral.,Seed,19446830,USD,19446830
DayaTani,https://www.crunchbase.com/organization/dayatani,"Agriculture, Farming","Dki Jakarta, Jakarta Raya, Indonesia",DayaTani supplies farmers with comprehensive services to increase their productivity.,"13,535",Active,2023-01-01,year,,,,,For Profit,https://dayatani.id,DayaTani supplies farmers with comprehensive services to increase their productivity.,Seed,2300000,USD,2300000
