Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Doku,https://www.crunchbase.com/organization/doku,"Finance, InsurTech, Payments, Risk Management","Jakarta, Jakarta Raya, Indonesia",Doku is a electronic payment and risk management company.,"11,742",Active,2007-01-01,year,,,,,For Profit,http://doku.com,"PT Nusa Satu Inti Artha (dba “DOKU”) is Indonesia’s largest and fastest growing provider of electronic payment and risk management solutions. We provide electronic payment processing, online and in mobile applications. Enabling e-Commerce merchants of any size to accept a wide range of online payment options, from credit cards to emerging payment types.  We partner with and connect directly to a large network of payment processors and other payment service providers to offer a one-stop solution for our clients – providing simplified electronic payment management. Our payment solutions are enhanced with the most advanced risk management features to address complexities and risk of online transactions. We are a certified PCI DSS Level 1 compliant payment gateway and a licensed operator for e-money.  Founded in 2007, DOKU has a well-established track record in designing, integrating, and optimizing commerce transaction systems for local and international merchants in various industries. From our headquarters in Jakarta, we currently process payments valued in excess of USD500M per year on behalf of 800 businesses in Indonesia. Our respected list of clients includes Garuda Indonesia, AirAsia, Guvera, Unicef, WWF, Java Jazz Production, RajaKarcis, Mulia Hotel, and Bank of South Pacific. Enjoying constant growth, year after year, DOKU remains privately owned.",,32000000,USD,32000000
Indika Energy,https://www.crunchbase.com/organization/indika-group,"Energy, Energy Management, Mining, Solar","Jakarta, Jakarta Raya, Indonesia",Indika Energy is an energy company providing customers with integrated energy solutions through its diversified investments.,"20,182",Active,2008-01-01,year,2008-06-20,day,,,For Profit,http://www.indikaenergy.co.id,"Indika Energy is an integrated energy company that provides energy solutions to meet national and global needs through its diversified investments in the areas of energy resources, energy services, and energy infrastructure. For more than 10 years, the company has been actively exploring for, producing, and processing coal with an ownership interest in mining enterprises that provide energy resources for Indonesia and many countries around the globe.",IPO,675000000,USD,675000000
Visinema,https://www.crunchbase.com/organization/visinema,"Film, Media and Entertainment","Jakarta, Jakarta Raya, Indonesia",Visinema operates as an entertainment and IP development company.,"57,470",Active,2008-01-01,year,,,,,For Profit,https://visinema.co/,"Visinema operates as an entertainment and IP development company. Visinema conceptualises, produces, and distributes content across several formats, including film, television, and digital.",Early Stage Venture,3250000,USD,3250000
Aino Indonesia,https://www.crunchbase.com/organization/aino-indonesia,Information Technology,"Tebet, Jakarta Raya, Indonesia",Aino Indonesia is a payment processing company and system integrator for public transportation.,"64,302",Active,2006-01-01,year,,,,,For Profit,https://ainosi.co.id/id/,Aino Indonesia is a payment processing company and system integrator for public transportation.,Early Stage Venture,4000000,USD,4000000
Zenius Education,https://www.crunchbase.com/organization/zenius-education,Education,"Jakarta, Jakarta Raya, Indonesia",Zenius provides comprehensive self-learning materials for K12 students across Indonesia.,"67,990",Closed,2007-07-07,day,,,2024-01-04,day,For Profit,http://www.zenius.net,Zenius provides a great learning experience to Indonesian students by emphasizing critical thinking and scientific knowledge as a natural part of their everyday lives. We provide accessible yet elaborate subscription-based self-learning materials for K12 students across Indonesia.,Early Stage Venture,20000000,USD,20000000
FemaleDaily Network,https://www.crunchbase.com/organization/femaledaily-network,"Content Discovery, E-Commerce","Jakarta, Jakarta Raya, Indonesia",Female Daily is Indonesia's largest beauty destination.,"78,549",Active,2007-05-14,day,2019-04-08,day,,,For Profit,http://www.femaledaily.com,"Female Daily is Indonesia's largest beauty destination on a mission to revolutionise the way Indonesian women discover, share and  buy beauty products, services & cosmetics.  It's home to the largest female online community and beauty enthusiast where content, community meets commerce. Share and discover most comprehensive beauty products, reviews, trends, and original editorial content.",M&A,1000000,USD,1000000
PT Bank KEB Hana Indonesia,https://www.crunchbase.com/organization/pt-bank-keb-hana-indonesia,"Banking, Commercial, Financial Services","Jakarta, Jakarta Raya, Indonesia",PT Bank KEB Hana Indonesia provides commercial banking services.,"86,532",Active,2008-01-01,year,,,,,For Profit,https://www.hanabank.co.id,,,15360000,USD,15360000
Edulab,https://www.crunchbase.com/organization/edulab-033c,"Consulting, E-Learning, Education, Hospitality","Yogyakarta, Yogyakarta, Indonesia","EDULAB offers online tutorial, videos and modules of examination subjects for Indonesian students.","95,515",Active,2007-06-01,day,,,,,For Profit,https://edulab.co.id/,"Edulab ""is committed to providing the best educational assistance to students, educators and the community through innovation of content and context in order to create qualified human beings"". As the only educational consultant institution that provides integrated educational services, Edulab guides to find educational goals in accordance with their potential and forming learning character.",Early Stage Venture,3050000,USD,3050000
Mapan,https://www.crunchbase.com/organization/mapan,"Apps, Communities, Enterprise, Financial Services, FinTech, Information Technology","Jakarta, Jakarta Raya, Indonesia",Community based social financial technology application.,"106,681",Active,2007-06-01,day,,,,,For Profit,https://www.mapan.id/,Mapan is social financial technology company focusing on providing financing access to the masses through a community of micropreneurs who are mostly women We harness the power of communities by empowering community influencers with tools to help their community grow collectively towards self-sufficiency while earning income as reselling agents.,Early Stage Venture,15050000,USD,15050000
Frappio,https://www.crunchbase.com/organization/frappio,"Apps, Incubators, Information Technology, Mobile Apps, Professional Services, Social Media, Software, Venture Capital","Semaran, Jawa Tengah, Indonesia","Website, Application, Software, Information Technology","117,791",Active,2008-05-16,day,,,,,For Profit,https://frappio.biz,The trustworthy technology service company.,,106200000,IDR,7709
