Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Emtek Group,https://www.crunchbase.com/organization/emtek-group,"Information Technology, Social Media, Telecommunications","Jakarta, Jakarta Raya, Indonesia","Emtek Group is a modern group of companies with three main business divisions: Media, Telecommunications and IT Solutions, and Connectivity.","19,871",Active,1983-01-01,year,2010-01-22,day,,,For Profit,https://www.emtek.co.id,"Founded in 1983 as PT Elang Mahkota Teknologi (the Emtek Group), a company providing personal computer services, the Emtek Group has evolved into a modern, integrated group of companies with three main business divisions: Media, Telecommunications and IT Solutions, and Connectivity. The Media Division consists of two free-to-air (FTA) television channels. SCTV is one of Indonesia’s leading nationwide free-to-air channels with audiences in excess of 160 million viewers in more than 240 cities across the country. The Jakarta-based O Channel provides free-to-air lifestyle and entertainment programming for the capital. The Solutions Division provides a range of infrastructure and information, communication and technology solutions for the telecommunication, banking and retail payment industries, including service solutions for integrated VSAT, smart card infrastructure and the retail distribution of telecommunications services.",IPO,424000000,USD,424000000
PROTON Holdings,https://www.crunchbase.com/organization/proton-holdings,"Automotive, Autonomous Vehicles, Machinery Manufacturing, Manufacturing","Subang, Jawa Barat, Indonesia","<a href=""https://proton.autodeal.my/"">PROTON</a> Holdings is a manufactures, assembles, and sells motor vehicles.","28,165",Active,1983-01-01,year,,,,,For Profit,https://protonsales.online,"Proton Holdings Berhad, through its subsidiaries, manufactures, assembles, and sells motor vehicles and related products primarily in Malaysia. It also involves in the importation, distribution, and wholesale of motor vehicle and related parts.",,460300000,CNY,66801431
MedcoEnergi,https://www.crunchbase.com/organization/medcoenergi,Oil and Gas,"Jakarta, Jakarta Raya, Indonesia",MedcoEnergi is an oil and gas company.,"29,782",Active,1980-06-09,day,2005-04-05,day,,,For Profit,http://www.medcoenergi.com/,"MedcoEnergi  as a Private National Oil & Gas Company and its partners has succeeded in monetizing the Senoro gas field which was previously considered as stranded gas, by supplying gas to the Donggi Senoro LNG plant among others. The inauguration of both projects was in conjunction with the release of first cargo of LNG shipment by the President of the Republic of Indonesia, Mr. Joko Widodo. Senoro Gas Development, one of MedcoEnergi's major developments, was once considered stranded gas due to its remote location and unavailability of infrastructure for the gas captives. We successfully develop and monetize the abundant gas resources into high quality markets that will take gas up to 310 mmscf per day. In January 2015, MedcoEnergi inked a Gas Sales Agreement of over US$ 2 billion in value, monetizing 200 BCF reserves from the Block A Production Sharing Contract in Aceh Province, Indonesia. The customer is the state owned company Pertamina, with an agreed gas price of US$ 9.45 per MMBTU. This contract demonstrates the Company’s support to the development of the Indonesian domestic gas market, at the same time creating value for the company and establishing a vital economic presence in the province of Aceh.",IPO,500000000,USD,500000000
Chandra Asri,https://www.crunchbase.com/organization/chandra-asri,"Chemical, Manufacturing","Jakarta, Jakarta Raya, Indonesia","Chandra Asri is a petrochemical company that produces olefins, pygas, mixed C4, and polyolefins.","35,272",Active,1988-01-01,day,2008-06-06,day,,,For Profit,http://chandra-asri.com/,"Chandra Asri is a petrochemical company that produces ethylene, styrene monomer, butadiene, polyethylene, packaging products, pipes, automotive, electronics, and polypropylene. Chandra Asri has an integrated plant with world-class, cutting-edge technology and supporting facilities.",IPO,194000000,USD,194000000
CEO PT. Matahari Putra Prima Tbk,https://www.crunchbase.com/organization/mppa,"Consumer, Retail","Tangerang, Jawa Barat, Indonesia",MPPA is supermarket company.,"72,004",Active,1986-03-11,day,1992-12-21,day,,,For Profit,http://www.mppa.co.id/,"PT. Matahari Putra Prima Tbk provides network expansion, renovations, sustainable retail management, daily basic necessity products, inventory management, and more efficient store formats. They also support with the expanding usage of digital payments.",IPO,144850000000,IDR,10095660
Bank Maspion,https://www.crunchbase.com/organization/bank-maspion,"Banking, Financial Services, Wealth Management","Surabaya, Jawa Timur, Indonesia","Bank Maspion conducts banking business, securities business, and other related businesses.","85,768",Active,1989-01-01,year,2013-07-16,day,,,For Profit,http://www.bankmaspion.co.id,"Bank Maspion is an Indonesian banking and financial services company that conducts banking business, securities business, and other related businesses.",M&A,20000000,USD,20000000
BFI Finance,https://www.crunchbase.com/organization/bfi-finance,"Finance, Manufacturing","Banten, Jawa Barat, Indonesia",BFI participate and increase their support in Indonesia.,"168,837",Active,1982-01-01,year,2005-04-06,day,,,For Profit,http://www.bfi.co.id/,"Established in 1982 as a joint venture with Manufacturer Hanover Leasing Corporation , USA, PT BFI Finance Indonesia Tbk. (BFI) is one of the oldest finance company in Indonesia. In 1986, PT Bank Umum Nasional and Essompark Ltd. , Hong Kong, took over ownership of the Manufacturer Hanover Leasing Corporation in the Company. In 1990, the Company changed the operating license to carry on business finance and renamed PT Bunas Finance Indonesia. In the same year the company changed its status to a public company after listing its shares on the Jakarta Stock Exchange (JSX) and Surabaya Stock Exchange (BES). BFI is one of the first finance company became a public company in 1990.",IPO,,USD,
MNC Group,https://www.crunchbase.com/organization/mnc-group,Financial Services,"Jakarta Pusat, Jakarta Raya, Indonesia",MNC Corporation began in the financial service industry as a brokerage house and has evolved to become Indonesia's leading investment group.,"183,883",Active,1989-01-01,year,2005-04-08,day,,,For Profit,http://www.mncgroup.com,"Established in late 1989, MNC Investama or known as MNC Corporation began in the financial service industry as a brokerage house and has evolved to become Indonesia's leading investment group. It went public on the Indonesian Stock Exchange in 1997. Under the leadership of its founder and Group CEO, Hary Tanoesoedibjo, MNC Corporation focuses on 3 strategic investments: Media, Financial Services, Property and Portfolio Investments. In the media sector, operated under its subsidiary Global Mediacom or known as MNC Media, MNC Group own the largest and the most integrated media in South East Asia, with a portfolio of free to air TV stations, Pay TV platforms and online business. In advertising related business, MNC owns four national free to air stations. Being the largest TV station in Indonesia, RCTI specializes in family drama series and major entertainment programs. Some major programs produced by RCTI include Indonesian Idol, Master Chef, X Factor and Rising Star. MNCTV focuses on variety shows, traditional type of drama and live sports. And Global TV entertains kids and young adults with hollywood movies and cartoons. MNC also owns iNews TV, the largest national TV network, comprising 51 local TV stations across Indonesia with focus on news programs operates 22 Pay TV channels under the MNC family brand and has the largest content library of more than 270,000 hours. iNews TV network and Pay TV channels will become an important source of future growth for MNC Media.",IPO,,,
PT Bank HSBC Indonesia,https://www.crunchbase.com/organization/hsbc-indonesia,"Banking, Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia", PT Bank HSBC Indonesia serves as a commercial banking institution in Indonesia.,"199,109",Active,1989-01-01,year,2009-05-26,day,,,For Profit,https://www.hsbc.co.id,"HSBC Indonesia serves as a commercial banking institution in Indonesia. It is formerly known as Bank Ekonomi Raharja until acquired by a UK-based bank, HSBC, in 2008 and was re-branded as HSBC Indonesia. ",M&A,,,
Bisnis,https://www.crunchbase.com/organization/bisnis,"News, Publishing","Jakarta, Jakarta Raya, Indonesia","Bisnis is a daily newspaper, covering Indonesian financial and business news and issues.","220,273",Active,1985-01-01,year,,,,,For Profit,http://www.bisnis.com,"Bisnis is a daily newspaper, covering Indonesian financial and business news and issues. The newspaper gained its momentum from the rise of stock market in 1987 and new policy in banking known as Paket Oktober 1998. Then it shifted its coverage to focus on micro-economics and business news, in the time when most competitors still reporting heavily on macro-economic issue. Bisnis also supplies news content for international news agencies, including Japan-based NewsNet Asia, [Factiva](https://www.crunchbase.com/organization/factiva) and joint venture Dow Jones, [Reuters](https://www.crunchbase.com/organization/reuters), and [ISI Emerging Markets](https://www.crunchbase.com/organization/isi-emerging-markets) owned by Euromoney Institutional Investor Group, Chinese news agency Xinhua, and [Bloomberg](https://www.crunchbase.com/organization/bloomberg). Bisnis is published in Jakarta, Indonesia by PT Jurnalindo Aksara Grafika, a company founded by three conglomerate businessmen in Indonesia that include Sukamdani Sahid Gitosardjono, Ciputra, Anthony Salim, and media veteran Eric FH Samola. It was first published in 1985.",,,,
