Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Bank Mandiri,https://www.crunchbase.com/organization/bank-mandiri,"Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia","Bank Mandiri, headquartered in Jakarta, is the largest bank in Indonesia in term of assets, loans and deposits.","14,564",Active,1998-01-01,year,2005-09-30,day,,,For Profit,http://bankmandiri.co.id/,"Bank Mandiri operates as a bank and financial institute. It provides various banking products and services to individuals and businesses. Its consumer banking products and services comprise savings accounts, current accounts, time deposits, and foreign currency deposits; housing loans, loan and credit facilities, and loans to purchase new or used cars.  Bank Mandiri was founded in 1998 and is headquartered in Jakarta, Indonesia.",IPO,300000000,USD,300000000
Jago,https://www.crunchbase.com/organization/bank-artos,"Banking, Financial Services","Jakarta, Jakarta Raya, Indonesia",Jago provides banking and financial services.,"19,810",Active,1992-12-14,day,2016-01-12,day,,,For Profit,https://www.jago.com/,"Bank Jago is a listed technology-based bank and is a mobile on-demand services and payments platform. Jago integrated a cashless payment method on the through the Gojek app. Jago was established on December 14, 1992 by Linawati Arto Hardy in Bandung, Jawa Barat.",IPO,160000000,USD,160000000
Cimory Group,https://www.crunchbase.com/organization/cimory-group,"Commercial, Food and Beverage, Sales","Jakarta, Jakarta Raya, Indonesia",Cimory Group is a manufacturer of packaged protein-based food and beverage products.,"28,912",Active,1992-01-01,year,2021-12-10,day,,,For Profit,https://cimory.com,"Cimory Group is premium dairy products and premium consumer food businesses have performed exceptionally well. The general brands and euro gourmet, the primary group currently manufactures processed meat, dairy products, and eggs. The group is ready to continue achieving its goal of creating delicious and nutritious products to increase consumers' protein intake.",IPO,130000000,USD,130000000
Mitra Adiperkasa,https://www.crunchbase.com/organization/mitra-adiperkasa,"E-Commerce, Fashion, Lifestyle, Retail","Jakarta, Jakarta Raya, Indonesia","MAP is the leading lifestyle retailer in Indonesia with over 2,000 retail stores.","30,778",Active,1995-01-01,year,,,,,For Profit,http://www.map.co.id,"Incorporated in 1995, MAP achieved phenomenal growth over the years culminating in its IPO in November 2004. Today, MAP is the leading lifestyle retailer in Indonesia with over 2,000 retail stores and a diversified portfolio that includes sports, fashion, department stores, kids, food & beverage and lifestyle products. Some of their iconic brands include Starbucks, Zara, Marks & Spencer, SOGO, SEIBU, Debenhams, Oshkosh B’ Gosh, Reebok, among many others. Listed on the Indonesia Stock Exchange, with over 22,000 employees, MAP was voted Fortune Indonesia’s Most Admired Companies (Top 20) in 2012 and Forbes Indonesia’s Top 40 Companies in 2011. Apart from retailing, MAP is also a leading distributor for sports, kids and lifestyle brands.",Private Equity,80900000,USD,80900000
Bhinneka.Com,https://www.crunchbase.com/organization/bhinneka-com,"Computer, E-Commerce, Internet, Sustainability","Jakarta, Jakarta Raya, Indonesia",Bhinneka.Com is Indonesia's pioneer of eCommerce website.,"39,808",Active,1993-01-01,year,,,,,For Profit,http://www.bhinneka.com/,"Since the beginning Bhinneka.Com stand, They are committed to building sustainable business long. Giving priority to the brand image of the service and make it part of the work culture. Focus on service means adding value in every service. That is why Their customers press the 'buy' and keep coming back again in the future. Looking back to the moment, They are grateful to focus on service and the 'human touch' in building Bhinneka.Com, which is formulated with a simple sentence 'Care From the Heart'. And now, this phrase has become essential in every step that They do, easy to digest without any frills and phrases that are difficult to understand the whole Bhinnekaners in serving our customers.",,22000000,USD,22000000
Bank Index,https://www.crunchbase.com/organization/bank-index,"Banking, Commercial, Financial Services, Small and Medium Businesses","Jakarta, Jakarta Raya, Indonesia",Bank Index provides lending services to small and medium enterprise.,"40,046",Active,1993-01-01,year,,,,,For Profit,http://www.bankindex.co.id/,"Bank Index provides working capital and investment loans by prioritizing the expansion of market share in the small and medium enterprises segment as well as establishing joint financing with financial institutions like rural banks and finance companies. Established in 1993, Bank Index’s physical footprint includes 42 branches and offices, 24 of which are located in Jakarta while the rest are in major cities. Bank Index is majority owned by Setiawan family, a prominent Indonesian family, whose business interests range from financial services, sugar and flour refinery, and property.",,32100233,USD,32100233
Garudafood,https://www.crunchbase.com/organization/garudafood-putra-putri,Consumer Goods,"Kebayoran Lama Utara, Jakarta Raya, Indonesia",Garudafood is a consumer goods producer.,"52,009",Active,1994-01-01,year,2018-10-19,day,,,For Profit,http://www.garudafood.com/,Garudafood  is a consumer goods producer.,IPO,2660000000000,IDR,181101733
PT Nippon Indosari Corpindo,https://www.crunchbase.com/organization/sari-roti,"Food and Beverage, Food Processing, Organic Food","Bekasi, Jawa Barat, Indonesia",Sari Roti is a brand of bread famous in Indonesia producing a wide range of bread and sweet bread.,"53,862",Active,1995-01-01,year,2010-07-08,day,,,For Profit,http://www.sariroti.com/,Sari Roti is a brand of bread famous in Indonesia producing a wide range of bread and sweet bread.,IPO,74000000,USD,74000000
Japfa Comfeed Indonesia,https://www.crunchbase.com/organization/japfa-comfeed-indonesia,"Animal Feed, Food Processing, Manufacturing","Jakarta, Jakarta Raya, Indonesia",Japfa Comfeed Indonesia primarily engaged in manufacturing animal feed.,"64,471",Active,1999-01-01,year,2005-04-08,day,,,For Profit,https://www.japfacomfeed.co.id,"Japfa Comfeed Indonesia is a provider of the leading and reliable in the field of food products affordable protein in Indonesia, based on cooperation and experience-tested , in order to provide benefits for all parties concerned.",IPO,81200000,USD,81200000
"PT Widodo Makmur Perkasa, Tbk",https://www.crunchbase.com/organization/pt-widodo-makmur-perkasa-tbk,"Agriculture, Consumer Goods, Food and Beverage, Food Processing","Jakarta, Jakarta Raya, Indonesia","PT Widodo Makmur Perkasa, Tbk is engaged in the consumer goods and agricultural commodities sector.","94,216",Active,1995-01-01,year,2021-12-10,day,,,For Profit,https://widodomakmurperkasa.co.id/,"PT Widodo Makmur Perkasa, Tbk is engaged in the consumer goods and agricultural commodities sector. It has grown and developed for 26 years, is managed and supported by young and skilled workers, has five integrated business lines, namely:",IPO,600000000000,IDR,41721861
