Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Bank BTPN,https://www.crunchbase.com/organization/bank-btpn,"Banking, Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia","Bank BTPN is now bigger and stronger to serve a broad segment of customers, from retail to corporations.","30,974",Active,1958-01-01,year,,,,,For Profit,https://www.btpn.com/,"Bank BTPN is now bigger and stronger to serve a broad segment of customers, from retail to corporations.",,500000000,USD,500000000
Bank Jasa Jakarta,https://www.crunchbase.com/organization/bank-jasa-jakarta,Financial Services,"Jakarta, Jakarta Raya, Indonesia",Bank Jasa Jakarta provides solutions for the financial needs of its customers & maintains the achievement of positive financial performance.,"36,668",Active,1971-01-01,year,2021-12-06,day,,,For Profit,https://www.bjj.co.id/,Bank Jasa Jakarta provides solutions for the financial needs of its customers & maintains the achievement of positive financial performance.,M&A,3870000000000,IDR,258428129
Kimia Farma,https://www.crunchbase.com/organization/kimia-farma,Pharmaceutical,"Jakarta, Jakarta Raya, Indonesia",Kimia Farma is a pioneer in Indonesian pharmaceutical industry. ,"44,430",Active,1971-01-01,year,2005-09-30,day,,,For Profit,http://www.kimiafarma.co.id/,"Kimia Farma is a pioneer in Indonesian pharmaceutical industry. The embryo of the company could be traced back to 1917, when NV Chemicalien Handle Rathkamp & Co., the first pharmaceutical company in the East Indies, was founded. In line with the nationalization policy of former Dutch companies, in 1958 the government merged a number of pharmaceutical companies into PNF Bhinneka Kimia Farma. Subsequently on 16 August 1971 the legal form was changed to Limited Liability Company, PT Kimia Farma (Persero). Since July 4, 2001 Kimia Farma is listed as a public company on the Jakarta Stock Exchange and Surabaya Stock Exchange. Armed with a long industry tradition for over 187 years and a name synonymous with quality, ",IPO,1860000000000,IDR,119234971
Bank Bumi Arta,https://www.crunchbase.com/organization/bank-bumi-arta,"Banking, Finance, Financial Services","Jakarta Pusat, Jakarta Raya, Indonesia",Bank Bumi Arta is a commercial banking company that provides banking services to its customers.,"52,245",Active,1967-03-03,day,2006-06-01,day,,,For Profit,https://www.bankbba.co.id/,"Bank Bumi Arta is a commercial banking company that provides banking services to its customers. The company is operating the organization through a process of sustainable human resource development in order to provide consistently excellent service in business activities at the national and international levels. It also provides ATM (automated teller machine) and debit card services, as well as phone banking and internet banking. Bank Bumi Arta operates in two geographical areas: the Special District of Jakarta (DKI Jakarta) and the area outside of DKI Jakarta.",IPO,1343000000000,IDR,93949452
Sritex,https://www.crunchbase.com/organization/sritex,"Manufacturing, Textiles","Jetis, Jawa Tengah, Indonesia","SRITEX is a textile and garment producer with production units that include spinning, weaving, dyeing, and garment.","54,424",Active,1966-01-01,day,2013-06-17,day,,,For Profit,https://www.sritex.co.id/,"Sritex is a textile and garment manufacturer. The production unit includes spinning, weaving, fabric, dyeing, and garments that include yarn, gray, fashion, ready-made clothing, uniforms, dyed fabric, and printed fabric. Sritex's mission is to provide the most innovative product in accordance with the needs and requirements of its customers.",IPO,65000000,USD,65000000
Bank Bisnis Internasional,https://www.crunchbase.com/organization/bank-bisnis,"Banking, Commercial, Financial Services","Bandung, Jawa Barat, Indonesia",Bank Bisnis Internasional is a non-foreign exchange private commercial bank.,"55,705",Active,1957-03-16,day,2020-09-07,day,,,For Profit,http://bankbisnis.id,Bank Bisnis Internasional is a non-foreign exchange private commercial bank.,M&A,551000000000,IDR,38457109
Garudafood,https://www.crunchbase.com/organization/garudafood,"Food and Beverage, Hospitality, Snack Food","Gresik, Jawa Timur, Indonesia",GarudaFood is a food and beverage company subordinated to Tudung Group.,"59,900",Active,1958-01-01,year,,,,,For Profit,https://garudafood.com,"PT GarudaFood Putra Putri Jaya produces and markets snacks, biscuits, confectionary, fruit-flavored tea, and jelly drinks in Indonesia. ",Private Equity,150000000,USD,150000000
PT Ultrajaya Milk Industry,https://www.crunchbase.com/organization/pt-ultrajaya-milk-industry,"Consumer, Consumer Goods, Food and Beverage","Bandung, Jawa Barat, Indonesia",Indonesia's leading producer of aseptic dairy products,"61,950",Active,1975-01-01,year,2005-04-08,day,,,For Profit,http://www.ultrajaya.co.id/,"The leading dairy and Aseptic/UHT beverage manufacturer in Indonesia, founded in 1975. PT Ultrajaya Milk Industry & Trading Co. Tbk is headquartered in the city of Bandung and has a public listing on the Jakarta Stock Exchange.",IPO,60000000,USD,60000000
Bayan Resources,https://www.crunchbase.com/organization/bayan-resources,"Mineral, Mining","Kebayoran Baru, Jakarta Raya, Indonesia",Bayan Resources is a coal mining company.,"63,777",Active,1973-01-01,day,2008-08-12,day,,,For Profit,https://www.bayan.com.sg/,"Bayan Resources produces coal ranging from sub-bituminous low-sulfur, low-ash coal to bituminous coal with a calorific value. They provide their coal products to the power stations.",IPO,49400000,USD,49400000
Radana Bhaskara Finance,https://www.crunchbase.com/organization/radana-bhaskara-finance,"Finance, Financial Services, FinTech, Leasing","Pinggirrawa Barat, Jakarta Raya, Indonesia",Radana Finance is an Indonesia-based company engaged in motorcycle financing and multipurpose financing.,"67,476",Active,1972-01-01,year,,,,,For Profit,http://radanafinance.co.id/,"Radana Bhaskara Finance is a financial services platform focusing more on motorcycle financing activities for both new and used motorcycles, used four-wheeled financing as well as multipurpose financing. The Company is currently headquartered in Jakarta with its branch offices spread across Java and Sumatra. As of November 30, 2015, the number of Branch Offices of the Company amounts to 49 Branch Offices.",,40000000,USD,40000000
PT. Astra International Tbk,https://www.crunchbase.com/organization/astra-international,"Automotive, Financial Services, Information Technology, Infrastructure, Manufacturing","Jakarta, Jakarta Raya, Indonesia","Astra International is a company doing various activities include trading, industrial, mining, transportation, agriculture and construction.","165,496",Active,1957-01-01,year,2005-04-07,day,,,For Profit,http://www.astra.co.id,"Astra was first established as a trading company in a small room in Jakarta in 1957. At the age of 56 years now, the Astra has developed into one of the nation's largest companies were reinforced with 189 459 employees in 178 companies including subsidiaries, associates and jointly controlled entities Perseverance in establishing cooperation and partnership with leading companies in foreign countries has led to many opportunities for Astra to serve various aspects of Indonesian society through 6 of its business, which consists of: Automotive, Financial Services, Heavy Equipment and Mining, Agribusiness, Infrastructure and Logistics and Information Technology.",IPO,,,
Bank Central Asia,https://www.crunchbase.com/organization/bank-central-asia,"Banking, Finance, Financial Services, Personal Branding","Jakarta, Jakarta Raya, Indonesia",Bank Central Asia is an Indonesian private bank that provides financial solutions to achieve optimal satisfaction for customers.,"165,788",Active,1955-01-01,year,,,,,For Profit,https://roket123.store/,"Bank Central Asia (BCA) is an Indonesian private bank that provides financial solutions to achieve optimal satisfaction for customers. It has more than 25,000 employees spread across more than 1,200 BCA branches throughout Indonesia. The company was awarded The Best Bank 2015, 2016 Banking Service Excellence, Gallup Great Workplace Award 2017 and many others.",,,,
Meratus Group,https://www.crunchbase.com/organization/meratus-group,"Logistics, Shipping, Transportation","Surabaya, Jawa Timur, Indonesia",Meratus is a Leading Integrated Maritime and Logistics Operator in Indonesia,"172,753",Active,1957-01-01,year,,,,,For Profit,https://www.meratus.com,,,,,
Sinarmas,https://www.crunchbase.com/organization/sinarmas,Venture Capital,"Jakarta Pusat, Jakarta Raya, Indonesia",Sinarmas is a company that prides itself on giving quality services and excellent products to customers in several fields.,"176,381",Active,1962-01-01,year,,,,,For Profit,http://www.sinarmas.com,"PT Sinar Mas Group, through its subsidiaries, manufactures paper pulp and related products. The company was founded in 1962 and is based in Jakarta Pusat, Indonesia.",,,,
PT Pertamina,https://www.crunchbase.com/organization/pt-pertamina-persero,"Energy, Geothermal Energy, Mining, Renewable Energy","Jakarta, Jakarta Raya, Indonesia","As a state-owned company To carry out integrated business core in oil, gas, renewable and new energy","190,907",Active,1957-01-01,year,,,,,For Profit,http://www.pertamina.com/,"As a state-owned company To carry out integrated business core in oil, gas, renewable and new energy based on strong commercial principles both inside and outside the country, Pertamina strives to provide the best and a real contribution to the welfare of the nation in utilizing every potential of Indonesia. Improvements and innovations in all operations, as demanded by global conditions, are some of Pertamina’s commitments in fulfilling its strategic role in the national economy. The currently proclaimed Renewable Spirit is one proof of Pertamina’s commitment in creating alternatives in providing more efficient energy sources which are sustainable and environmentally sound. Given initiatives in harnessing resources and potentials for new and renewable energy sources in addition to its main business, Pertamina has moved forward steadily to actualize its Vision of Becoming a World Class National Energy Company. To support its vision, Pertamina has established a longterm corporate strategy, “Aggressive Upstream, Profitable Downstream”, in which the Company seeks to expand its upstream business while making the downstream business more efficient and profitable. Pertamina relies on a solid foundation in actualizing its vision and mission through implementing Corporate Governance in accordance with global standards of best practice, as well as upholding the corporate governance values of Clean, Competitive, Confident, Customer-focused, Commercial, and Capable. Along with this, Pertamina manifests its commitment to stakeholder concerns through well-structured social programs and environmental practices. Since establishment on December 10th, 1957, Pertamina has participated in the oil and gas business, upstream to downstream. Pertamina’s upstream business is conducted in several regions in Indonesia and abroad include activities in the fields of exploration, production, and oil and gas distribution. To support the exploration and production activities, Pertamina also pursues technology and drilling service businesses, as well as other activities that develop geothermal energy and Coal Bed Methane (CBM). In exploiting oil and gas both within and outside the country, Pertamina operates either independently or through various partner cooperation arrangements, namely through Cooperation Operations (KSO), a Joint Operation Body (JOB), a Technical Assistance Contract (TAC), Indonesia Participating/Pertamina Participating Interest (IP/PPI), and a Joint Operations Board (BOB).",,,,
PT Sinar Mas Agro Resources and Technology,https://www.crunchbase.com/organization/pt-sinar-mas-agro-resources-and-technology,"AgTech, Consumer Goods, Food Processing, Manufacturing","Jakarta, Jakarta Raya, Indonesia","PT Sinar Mas Agro Resources and Technology focuses on sustainable palm oil production and offers cooking oil, margarine and other products.","194,385",Active,1962-01-01,year,1992-11-20,day,,,For Profit,http://www.smart-tbk.com,"PT SMART Tbk (SMART) is one of Indonesia's leading and integrated publicly traded palm oil-based consumer products company committed to sustainable palm oil production. SMART's oil palm plantations cover 137,000 hectares (including plasma). Our main activities are planting and harvesting oil palm trees, processing fresh fruit bunches (FFB) into palm oil (CPO) and palm kernel, and processing CPO into value-added products such as cooking oil, margarine, shortening, biodiesel and oleochemicals, as well as product trading. based on palm oil throughout the world. SMART also operates 16 palm oil mills, 4 palm kernel mills and 4 refineries in Indonesia. Apart from bulk and industrial oil, SMART's derivative products are also marketed under various brands such as Filma and Kunci Mas. Currently, these brands are recognized for their quality and have a significant market share in their respective segments in Indonesia.",IPO,,,
Gunung Sewu Group,https://www.crunchbase.com/organization/gunung-sewu-group,"Association, Financial Services","Jakarta, Jakarta Raya, Indonesia",Over the years Gunung Sewu Group has thrived through visionary leadership recognizing unique growth opportunities.,"195,787",Active,1953-01-01,year,,,,,For Profit,http://gunungsewu.com,"Over the years Gunung Sewu Group has thrived through visionary leadership recognizing unique growth opportunities, forecasting the evolution of new markets and consistently investing in and strengthening our core businesses.",,,,
Tempo,https://www.crunchbase.com/organization/tempo-2,"News, Public Relations, Social News","Jakarta, Jakarta Raya, Indonesia",Tempo is a media company focused on news around the world and in Indonesia.,"196,763",Active,1971-01-01,year,,,,,For Profit,http://tempo.co,"Tempo, a renowned news source, delivers comprehensive and timely information to its audience. With a commitment to staying at the forefront of journalism, Tempo offers valuable insights and reporting on a wide range of topics.",,,,
