Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Amartha,https://www.crunchbase.com/organization/amartha,"Financial Services, FinTech, Lending, Mobile Apps","Jakarta, Jakarta Raya, Indonesia",Amartha is a microfinance technology platform that connects micro and SME business partners with investors.,"2,306",Active,2010-01-01,year,,,,,For Profit,https://amartha.com,Amartha is a financial technology company that connects micro and SME business partners with investors.,,358796701,USD,358796701
Bukalapak,https://www.crunchbase.com/organization/bukalapak,"E-Commerce, E-Commerce Platforms, Internet, Online Portals","Jakarta, Jakarta Raya, Indonesia",Bukalapak provides an e-commerce shopping platform providing transaction support for buyers and sellers.,"5,384",Active,2010-01-01,year,2021-08-06,day,,,For Profit,http://bukalapak.com/,"Bukalapak operates an e-commerce shopping portal intended to offer a wide range of consumer products. Its portal offers products across a range of categories alongside easy returns, flexible payment options like cash on delivery, credit or debit card transactions, and net banking, among others, enabling consumers to find and shop wide varieties of commercial and personal products. It was founded in 2010 and headquartered in Jakarta Raya, Indonesia.",IPO,925029995,USD,925029995
Migo,https://www.crunchbase.com/organization/migo-entertainment,"Content, Digital Media, Education, Media and Entertainment, Video","Tebet, Jakarta Raya, Indonesia",Migo is a digital content platform that allows customers to download an entire film.,"16,449",Active,2010-01-01,year,,,,,For Profit,https://migo.io,"Migo levels the digital playing field for 3 billion under-innovated consumers – bringing the best bits of the internet to the corner store, across the emerging world. After bringing reading into the digital era, Kindle tech inventor Barrett Comiskey built Migo’s disruptive unique ecosystem solution to provide affordable access to digital products and services. Backed by Temasek, YouTube’s Co-Founding CTO, blue chip VCs, and key industry insiders, Migo delivers data up to 100 times cheaper than existing networks, and that cost advantage is growing. Migo launched in Indonesia in 2020. Migo’s initial product is sachet passes providing customers access to entertainment and education at convenient neighborhood clouds (aka Migo Download Stations/MDS). Migo today has over 300 MDS locations across Jakarta and is rapidly scaling.   In September 2021, MNC Vision Networks (MVN), a subsidiary of leading media conglomerate MNC Group, invested $40 million for a minority stake in Migo Indonesia, accelerating Migo Indonesia’s rollout to reach 100 million Indonesians across Java by end of 2022. Prior to the investment, Migo Indonesia became the core distributor of Vision+ (MVN’s OTT) content, by launching Vision+ on Migo to deliver a tailored experience to offline consumers.  In addition to its cornerstone partnership with Vision+, Migo Indonesia also carries entertainment content from a range of top local and international producers, and education content from the best Indonesian EdTech players, as well from the Ministry of Education, Culture, Research and Technology.",Late Stage Venture,60000000,USD,60000000
Orami,https://www.crunchbase.com/organization/orami,"E-Commerce, Internet, Parenting, Shopping","Tangerang, Jawa Barat, Indonesia","Orami is the first parenting platform in Indonesia that combines Commerce, Content, and Community within one ecosystem.","22,362",Active,2012-01-01,year,2021-04-07,day,,,For Profit,https://www.orami.co.id,"Orami is the first parenting platform in Indonesia that combines Commerce, Content, and Community within one ecosystem.",M&A,15000000,USD,15000000
Gojek,https://www.crunchbase.com/organization/go-jek,"Consumer Applications, E-Commerce, Food Delivery, Logistics, Payments, Transportation","Jakarta, Jakarta Raya, Indonesia","Gojek is an app that provides a variety of services from payments, food delivery, transportation, and logistics.","30,655",Active,2010-01-01,year,2022-04-11,day,,,For Profit,https://www.gojek.io,"Gojek is an app that providing a variety of services from payments, food delivery, transportation, and logistics. The app is used for food ordering, commuting, digital payments, shopping, hyper-local delivery, getting a massage, and other services. It aims to create a positive socio-economic impact on customers, driver-partners, business, and MSMEs. Gojek is backed by investors including Google, Facebook, PayPal, Sequoia Capital, and Tencent Holdings. The company was founded in 2009 in Jakarta, Jakarta Raya, Indonesia by Kevin Aluwi, Nadiem Makarim, and Michaelangelo Moran.",IPO,5293000000,USD,5293000000
Traveloka,https://www.crunchbase.com/organization/traveloka,"Big Data, In-Flight Entertainment, Search Engine, Travel","Jakarta, Jakarta Raya, Indonesia",Traveloka is an online travel aggregator that helps customers choose and book their next travel location.,"35,710",Active,2012-01-01,year,,,,,For Profit,http://traveloka.com,Traveloka is an online travel aggregator that helps customers choose and book their next travel location. Traveloka is an Indonesian flight search engine covering mostly domestic routes and airlines. The company is is expanding its reach by operating in six countries and experimenting with new endeavors that will create large impact in the markets and industries they touch.,,1470000000,USD,1470000000
Indotrading,https://www.crunchbase.com/organization/inovasi-sukses-sentosa,"B2B, E-Commerce, Online Portals, SEO","Jakarta, Jakarta Raya, Indonesia","IndoTrading.com helps local B2B Business in Indonesia to have presence in Internet, boost their export sales, and maximize their sales.","57,412",Active,2012-01-01,year,,,,,For Profit,http://www.indotrading.com,"IndoTrading.com is a company and business directory website, not a buy-and-sell website. This site is established to help marketization of SME’s products and services online locally, as well as internationally. We provide some sophisticated marketing services to help business owners to compete digitally, such as Search Engine Optimization, Google AdWords, etc. Beside promoting, we also provide Web Design and Hosting service, all to enhance your business growth. We have more than 52.000 companies registered and more than 355.000 products being advertised online. IndoTrading.com won Best Graduates in Founder Institute Third Batch in Jakarta.",Early Stage Venture,1500000,USD,1500000
Lazada,https://www.crunchbase.com/organization/lazada-southeast-asia,"E-Commerce, Internet","Dki Jakarta, Jakarta Raya, Indonesia",Lazada is an online e-commerce service provider.,"58,097",Active,2012-01-01,year,,,,,For Profit,https://www.lazada.com/en/,"Lazada Group is the leading eCommerce platform in Southeast Asia. They are accelerating progress in Indonesia, Malaysia, the Philippines, Singapore, Thailand, and Vietnam through commerce and technology. With the largest logistics and payments networks in the region, Lazada is a part of consumers’ daily lives in the region. Founded in 2012 and is based in Dki Jakarta, Jakarta Raya, Indonesia.",,,,
Indosurya Inti Finance,https://www.crunchbase.com/organization/indosurya-inti-finance,"Business Information Systems, Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia",Indosurya Inti Finance is a multi-finance company based in indonesia.,"81,790",Active,2011-05-01,month,,,,,For Profit,https://indosurya.finance/,"PT Indosurya Inti Finance is one of the financial institution entities under the auspices of Indosurya Group which is engaged in finance and property in Indonesia for more than 30 years.We are the first Multifinance Company in Indonesia that focuses on providing small and medium business (SME) financing facilities, as a form of our commitment to support economic growth, especially in the small and medium business sector which is evenly distributed to the people in Indonesia.",,44700000,USD,44700000
Qoo10-Indonesia,https://www.crunchbase.com/organization/qoo10-indonesia,"Consumer, E-Commerce","Selatan, Jawa Timur, Indonesia",Qoo10 is the number one ranked ecommerce website,"91,210",Active,2012-01-01,year,,,,,For Profit,http://www.qoo10.co.id/,"PT.Giosis(Qoo10) is founded as a joint venture with eBay; the world’s largest ecommerce service provider, to build a dynamic Pan Asia emarketplace. Giosis Gmarket offers an innovative ecommerce platform providing the customers fun, convenient, price competitive and secure shopping experiences for reliable goods and services from all over the world. Kalau ada pertanyaan, kamu bisa menghubugi customer service kami di 021-2934-3525 (senin s/d jumat 08.00 s/d 17.00) atau kirim e-mail ke help@qoo10.co.id",Early Stage Venture,82000000,USD,82000000
Lakupon,https://www.crunchbase.com/organization/lakupon,"Digital Entertainment, E-Commerce, Food and Beverage, Lifestyle","Jakarta, Jakarta Raya, Indonesia",LaKupon adalah website Deal yang menawarkan deal-deal menarik dengan diskon terbaik!,"103,789",Active,2012-01-01,year,,,,,For Profit,https://lakupon.com/,"Lakupon.com, the largest daily deals website in Indonesia that offers various promo vouchers, promo discount of up to 90% as well as the promotion of products at low prices. Get Discount Voucher Travel, Restaurant Discounts, Discount Hotel, Cheap Tour Packages, Travel Package Offers very interesting. There are also a wide selection of products ranging from Electronics Deals, Promo Gadgets, Fashion Man Woman, until Housewares other Offers. For those who want a vacation and traveled with the family, there are many Promo Package Travel in the State, and the Foreign Travel Package Offers only in Lakupon.com. Cheap and Easy Online Shopping, Lakupon.com solution.",,1000000,USD,1000000
PT Global Tiket Network,https://www.crunchbase.com/organization/pt-global-tiket-network,"E-Commerce, Travel","Jakarta, Jakarta Raya, Indonesia",PT Global Tiket Network is an online travel booking website based in Indonesia.,"106,563",Active,2011-01-01,year,2017-06-16,day,,,For Profit,https://www.tiket.com/,"Tiket.com is the fastest growing online travel booking in Indonesia. Tiket.com focused heavily on domestic flights and hotels reservation in Indonesia. Tiket.com is founded on August 2011. Tiket.com aims to help users to find the cheapest flights , railways , hotels reservation in Indonesia. Tiket.com compares flights from local budget airlines to help users to find the most ideal flights for them. Tiket.com is the first company to launch railways internet reservation in Indonesia which helps to eliminate middle-men and modernize the internet reservation engine of railways.",M&A,1000000,USD,1000000
HijUp,https://www.crunchbase.com/organization/hijup-com,"E-Commerce, Fashion, Graphic Design","Jakarta, Jakarta Raya, Indonesia",HijUp provides wide range of the best products from Indonesian Islamic fashion designers. ,"111,820",Active,2011-06-01,day,,,,,For Profit,http://hijup.com,"HijUp provides wide range of the best products from Indonesian Islamic fashion designers.  The products they provide are for Moslem women in particular, from clothing, hijab/headscarf, accessories and more. Since its establishment, HIJUP.com functions as an agent between designers and their prospective buyers around the world. With HIJUP.com designers can increase their profits more efficiently while making it easier for buyers to find the products they want. HIJUP stands for Hijab Up (just like in Make Up or Dress Up). Because they believe that they can bring something Up to all Moslem women around the world. That while wearing Hijab, they are not limited to do anything worthwhile, create something wonderful, and earn a lot of respect from others. They deserve to be happy and looking great in pretty but syar'i outfit and fashionable hijab.",Seed,50000,USD,50000
Berry Kitchen,https://www.crunchbase.com/organization/berry-kitchen,"Customer Service, E-Commerce, Food and Beverage, Internet, Retail, Travel","Grogolpetamburan, Jakarta Raya, Indonesia",Berry Kitchen is a Indonesia's online food catering industry,"119,261",Closed,2012-01-01,year,2019-06-01,day,,none,For Profit,http://berrykitchen.com/new/,"Berry kitchen is a Indonesia’s online food catering industry. Berry Kitchen makes lunch boxes and bento meals, typically for office workers. It does the whole thing – it deals with suppliers, makes the food, does the packaging, and then delivers the food to clients.",M&A,1250000,USD,1250000
General Tech,https://www.crunchbase.com/organization/general-technology,"Big Data, Communications Infrastructure, Consulting, Information Technology, Internet, IT Infrastructure, Mobile Apps","Jakarta, Jakarta Raya, Indonesia",General Tech or General Technology is an information technology and outsourcing firm based in Indonesia.,"132,816",Active,2012-01-01,day,,,,,For Profit,http://generaltech.co.id,General Tech or General Technology is an information technology and outsourcing firm based in Indonesia.,Seed,500000,USD,500000
