Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Julia Woodhouse,https://www.crunchbase.com/person/julia-woodhouse-6760,,,,Julia is an independent non-executive director on the board of Outokumpu,,,,,,,,,,,"236,498"
Mukesh Srivastava,https://www.crunchbase.com/person/mukesh-srivastava-43c8,,,"Noida, Uttar Pradesh, India","""Samosa Kingdom"" is a culinary adventure that transports you to a world where crispy, golden pockets of delight i.e. our ""SAMOSA"" take cente...",,Seed,,,,,,,,,"236,400"
Maarten Dom,https://www.crunchbase.com/person/maarten-dom,,,,Maarten Dom,,,,,,,,,,,"236,405"
John Glaser,https://www.crunchbase.com/person/john-glaser,,,"Munich, Bayern, Germany",John Glaser is the Executive in Residence at Harvard Medical School. John Glaser attended University of Minnesota.,,,,,,,,,,,"236,406"
Anthony Finkelstein,https://www.crunchbase.com/person/anthony-finkelstein,,,"London, England, United Kingdom",Anthony Finkelstein is a Fellow of the Royal Academy of Engineering and a Fellow of the City & Guilds of London Institute. He is a graduate ...,,,,,,,,,,,"236,409"
Ryan Meade,https://www.crunchbase.com/person/ryan-meade-2da3,,,"Ireland, Europe",Ryan Meade,Investment Partner,,,1,,,,,,,"236,408"
Vishal Gupta,https://www.crunchbase.com/person/vishal-gupta-9df2,,,,Vishal Gupta,Investment Partner,,,1,,,,,,,"236,411"
Amy Broadbridge,https://www.crunchbase.com/person/amy-broadbridge,,,"Rhinelander, Wisconsin, United States","Amy Broadbridge is the Camp Director of Camp Deerhorn .He previously worked at St. Joseph School in Wilmette, IL as a Teacher. He attended D...",,,,,,,,,,,"236,412"
Tachibana Mai,https://www.crunchbase.com/person/tachibana-mai,,,,Tachibana Mai,,,,,,,,,,,"236,415"
Teal Linde,https://www.crunchbase.com/person/teal-linde,1,,,Teal Linde,Individual/Angel,,1,,,,,,,,"236,416"
