Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Wonder LAB Osaka,https://www.crunchbase.com/organization/wonder-lab-osaka,,,"Kadoma, Osaka, Japan","Wonder LAB Osaka is a co-creation space located in Osaka, Japan.",,,,,,,,,,,"198,000"
Lilian Hudong,https://www.crunchbase.com/organization/lilian-hudong,1,,"Shenyang, Liaoning, China",Lilian Hudong is an information technology software service company.,,,1,,1,,,,,,"198,002"
Yonggang Wuka,https://www.crunchbase.com/organization/yonggang-wuka,4,,,Yonggang Wuka is a investment firm.,,,4,,2,,,,,,"198,001"
Silvana Huaman,https://www.crunchbase.com/person/silvana-huaman,,,"Montréal, Quebec, Canada",Silvana is an international marketing professional with broad experience supporting dozens of companies developing new businesses throughout...,,,,,,,,,,,"198,003"
Andrew Cooper,https://www.crunchbase.com/person/andrew-cooper-2,,,"New York, New York, United States",Andrew Cooper is the Operating Partner at New Mountain Capital. He was a former Partner at Pegasus Capital. He has over 18 years of business...,,,,,,,,,,,"198,004"
Shenzhen Shidai Lianxian Technology,https://www.crunchbase.com/organization/shenzhen-shidai-lianxian-technology,1,1,"Shenzhen, Guangdong, China","Shenzhen Shidai Lianxian Technology is engaged in information consulting, corporate image planning, etc.",,,1,,1,,1,,,,"198,005"
Holly Herndon,https://www.crunchbase.com/person/holly-herndon-56b7,2,,,Holly Herndon,Individual/Angel,,2,,,,,,,,"198,007"
Vanya Andropov,https://www.crunchbase.com/person/vanya-andropov,,,"South Australia, Australia, Oceania",Vanya Andropov is the Co-Founder and Director at Mogo Cars. He attended the University of South Australia.,,,,,,,,,,,"198,008"
Julie Klaff,https://www.crunchbase.com/person/julie-klaff,,,"Chicago, Illinois, United States",Julie Klaff is a Partner at Origami Capital Partners.,Investment Partner,,,2,,,,,,,"198,009"
Shenzhen Baiboli,https://www.crunchbase.com/organization/shenzhen-baiboli,1,,"Shenzhen, Guangdong, China",Shenzhen Baiboli is an investment firm that offer investment consulting service.,,,1,,,,,,,,"198,012"
Sandrine Montsma,https://www.crunchbase.com/person/sandrine-montsma,,,"Israel, Asia",Sandrine Montsma currently works as the Co-founder and Managing Partner for Bridges Israel. She Previously worked at Orbix Medical as the Vi...,Investment Partner,,,2,,,,,,,"198,013"
Guangdong Shunde Saiying Chuangye Touzi,https://www.crunchbase.com/organization/guangdong-shunde-saiying-chuangye-touzi,1,,"Foshan, Guangdong, China",Guangdong Shunde Saiying Chuangye Touzi is an investment management firm.,,,1,,1,,,,,,"198,014"
Reema Agarwal,https://www.crunchbase.com/person/reema-agarwal,1,,"San Francisco, California, United States",Reema Agarwal,Individual/Angel,,1,,,,,,,,"198,015"
Tom Waterhouse,https://www.crunchbase.com/person/tom-waterhouse-0409,,,"Sydney, New South Wales, Australia","Tom Waterhouse is an Australian businessman, entrepreneur and the Chief Investment Officer of Waterhouse VC. He is the fourth generation of ...",Investment Partner,,,2,,,,,,,"198,019"
