Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Lim Kaling,https://www.crunchbase.com/person/lim-kaling,2,,"Singapore, Asia",Lim Kaling,Individual/Angel,,2,,1,,,,,,"110,404"
The Canadian Urban Transit Research & Innovation Consortium,https://www.crunchbase.com/organization/the-canadian-urban-transit-research-innovation-consortium,1,,"Toronto, Ontario, Canada",The Canadian Urban Transit Research & Innovation Consortium (CUTRIC) supports the transportation projects across Canada.,Angel Group,,1,,,,,,,,"110,405"
Anhui Huilong Agricultural Means of Production,https://www.crunchbase.com/organization/anhui-huilong-agricultural-means-of-production,1,,"Hefei, Anhui, China",Anhui Huilong Agricultural Means of Production is a producer of chemical fertilizers and pesticides.,,,1,,1,,,,,,"110,407"
Rich Schmelzer,https://www.crunchbase.com/person/rich-schmelzer,1,1,"Denver, Colorado, United States",Rich Schmelzer is the Founder & CEO at Commutifi.,Individual/Angel,Seed,1,,,1,1,,,,"110,411"
Jerome Luciat-Labry,https://www.crunchbase.com/person/jerome-luciat-labry,,,"Brussel, Brussels Hoofdstedelijk Gewest, Belgium",Jerome Luciat-Labry is a Partner - Operations at CVC Capital Partners. He Attended CentraleSupélec.,,,,,,,,,,,"110,423"
Creeris Ventures,https://www.crunchbase.com/organization/creeris-ventures,2,,"Houston, Texas, United States","Creeris is a VENTURE company that creates, funds, and operates companies under its control.","Micro VC, Venture Capital",Seed,2,,,,,,,,"110,431"
BitRiver,https://www.crunchbase.com/organization/bitriver,,,"Newyork, Argyll and Bute, United Kingdom",BitRiver is an investment Management Firm.,Hedge Fund,,,,,,,,,,"110,432"
Gordy Oil Company,https://www.crunchbase.com/organization/gordy-oil-company,1,,"Houston, Texas, United States",Gordy Oil Company,,,1,,1,,,,,,"110,434"
Working Ventures,https://www.crunchbase.com/organization/working-ventures-2,4,3,"Kelowna, British Columbia, Canada","Working Ventures specialized in offering union members, retired union members, and other group insurance benefits.",Venture Capital,,3,,,,3,,,,"110,437"
Weiying Ding,https://www.crunchbase.com/person/weiying-ding,,,"San Francisco, California, United States","Weiying is the Investment Partner at TEEC Angel Fund. She specializes in product designing, marketing, management and strategic partnerships...",Investment Partner,,,4,,,,,,,"110,444"
Fribourg Innovation,https://www.crunchbase.com/organization/fribourg-innovation,2,,"Freiburg, Fribourg, Switzerland",Fribourg Innovation throgh entreprenuership programs & competitions awards grants to innovative companies.,Entrepreneurship Program,Grant,2,,2,,,,,,"110,445"
Beta-Start,https://www.crunchbase.com/organization/beta-start,,,"Lisbon, Lisboa, Portugal",The Beta-start is an acceleration program for entrepreneurs that want to create and develop their startups.,Accelerator,,,,,,,,2019-10-02,,"110,446"
Michele Marzola,https://www.crunchbase.com/person/michele-marzola,,,"Verona, Veneto, Italy",Michele Marzola - Director and Lead Investor @ Watgrid,,,,,,,,,,,"110,447"
LX Capital,https://www.crunchbase.com/organization/lx-capital,,,"London, England, United Kingdom","LXC is an advisor and investor in early stage and start-up companies with an investment focus on: Internet Services, eCommerce, Telecoms.",Venture Capital,,,,,,,,,,"110,450"
Julie Harrelson,https://www.crunchbase.com/person/julie-harrelson,,,"Bend, Oregon, United States","Julie Harrelson is a Managing Director of the Cascade Seed Fund. As an entrepreneur and investor in Oregon’s startup community, she has navi...",Investment Partner,,,2,,,,,,,"110,455"
MRT Inc.,https://www.crunchbase.com/organization/mrt-inc-,1,1,"Shibuya, Kanagawa, Japan",MRT is a company that provides a medical information platform.,,,1,,,,1,,,,"110,458"
Jack Porter,https://www.crunchbase.com/person/jack-porter,1,1,"Livermore, California, United States",Mr. Jack Porter is a 7 time CEO and has extensive experience in social networking and social media. Three of his companies have provided adv...,Individual/Angel,Seed,1,,,,1,,,,"110,467"
