Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Common Wealth Growth,https://www.crunchbase.com/organization/common-wealth-growth,1,1,,Common Wealth Growth,,,1,,1,1,1,,,,"149,404"
Daishi Hokuetsu Capital Partners,https://www.crunchbase.com/organization/daishi-hokuetsu-capital-partners,1,,,Daishi Hokuetsu Capital Partners is an Investment firm.,,,1,,,,,,,,"149,400"
John Furton,https://www.crunchbase.com/person/john-furton,1,,"Park City, Utah, United States",John A. Furton is the COO at Sifter. John previously worked at Peapod as a Co-founder / SVP Operations and CIO. He attended Michigan Technol...,Individual/Angel,,1,,1,,,,,,"149,401"
Tenglong,https://www.crunchbase.com/organization/tenglong,3,1,"Changzhou, Zhejiang, China","Tenglong is a well-known enterprise in the industry providing services of auto parts R&D, manufacturing and sales.",,,3,,1,,1,,,,"149,402"
Isaac Choi,https://www.crunchbase.com/person/isaac-choi-2,1,,"Santa Clara, California, United States",A believer in Maslow's hierarchy of needs believing that there the world currently must focus on the needs of each and every individual in t...,Individual/Angel,Seed,1,,,,,,,,"149,403"
Cindi Bough,https://www.crunchbase.com/person/cindi-bough,,,,"Cindi Bough, Managing Director Ventures at CI.",Investment Partner,,,2,,,,,,,"149,405"
Fernando Diana,https://www.crunchbase.com/person/fernando-diana,3,,"Roma, Lazio, Italy",Fernando Diana - Manager - Acquisitions & Sales Management @ CityNews,Individual/Angel,Seed,2,,1,,,,,,"149,410"
Andi Kazeroonian,https://www.crunchbase.com/person/andi-kazeroonian,,,"London, England, United Kingdom",Andi Kazeroonian - Investment Manager @ Outward VC,Investment Partner,,,3,,,,,,,"149,412"
East Peak Advisors,https://www.crunchbase.com/organization/east-peak-advisors,,,"Greenbrae, California, United States",East Peak Advisors is a boutique investment banking firm.,Investment Bank,,,,,,,,,,"149,406"
Tony Pantuso,https://www.crunchbase.com/person/tony-pantuso,,,"New York, New York, United States",Tony Pantuso - Board of Directors @ Nimble CRM,Investment Partner,,,1,,,,,,,"149,415"
Nathan Potter,https://www.crunchbase.com/person/nathan-potter,,,"New York, New York, United States",Nathan Potter is the Senior Vice President of Engineering at Amplify. Nathan Potter attended Columbia University in the City of New York.,,,,,,,,,,,"149,407"
Roberto Riccio,https://www.crunchbase.com/person/roberto-riccio,1,,"San Francisco, California, United States",Roberto Riccio is the Head of Product at Alliance DAO and was a Co-founder and CEO at Glio. He attended Pontifícia Universidade Católica do ...,Individual/Angel,,1,,,,,,,,"149,410"
Idanta Partners,https://www.crunchbase.com/organization/idanta-partners,1,,"San Diego, California, United States",Idanta Partners was an investment firm founded by David Dunn,Venture Capital,"Early Stage Venture, Seed",1,,,,,,,,"149,409"
Kexiang Zhou,https://www.crunchbase.com/person/kexiang-zhou,,,,Kexiang Zhou received his Doctor’s degree from Peking University Health Science Center. He is a venture capitalist and entrepreneur in the h...,Investment Partner,,,1,,,,,,,"149,412"
Ben Steven,https://www.crunchbase.com/person/ben-steven,,,"San Francisco, California, United States","Investor, operator, and entrepreneur with 15+ years’ experience in venture capital, business management, and investments. Ben combines exper...",Investment Partner,,,14,,,,,,,"149,424"
Taiya Dingfu,https://www.crunchbase.com/organization/taiya-dingfu,5,,"Xiamen, Fujian, China",Taiya Dingfu is an investment management and asset management firm.,Private Equity Firm,,5,,2,,,,,,"149,425"
Liandong Asset,https://www.crunchbase.com/organization/liandong-asset,1,,"Zhangshan, Guangdong, China",Liandong Asset is an investment firm that offers asset management services.,,,1,,,,,,,,"149,413"
Paul Sohmer,https://www.crunchbase.com/person/paul-sohmer,,,,Paul R. Sohmer is the Business Development/Scientific Advisor at SRI International-Biosciences Division,,,,,,,,,,,"149,414"
Takeyuki Kato,https://www.crunchbase.com/person/takeyuki-kato,,,"Tokyo, Tokyo, Japan",Takeyuki Kato - Vice President @ Persol Holdings,Investment Partner,,,1,,,,,,,"149,417"
John Liu,https://www.crunchbase.com/person/john-liu,,,"Greater New York Area, United States, North America",John Liu is the Chairman and CEO of Han Capital Management. He attended the University of Pennsylvania.,,,,,,,,,,,"149,418"
Anuj Sharma,https://www.crunchbase.com/person/anuj-sharma-da88,1,,"Mumbai, Maharashtra, India",Anuj Sharma,Individual/Angel,,1,,,,,,,,"149,419"
Erik Hodge,https://www.crunchbase.com/person/erik-hodge,,,"Beverly Hills, California, United States","Erik Hodge is a Partner Raine. At Raine, Erik has worked on a number of advisory and investment assignments in the entertainment and digital...",Investment Partner,,,2,,,,,,,"149,420"
Tianhe Life Sciences Venture Fund,https://www.crunchbase.com/organization/tianhe-life-sciences-venture-fund,1,1,"Sichuan, Gansu, China",Tianhe Life Sciences Venture Fund,,,1,,1,,1,,,,"149,422"
Michele Travierso,https://www.crunchbase.com/person/michele-travierso,1,,"Shanghai, Shanghai, China",CEO at DGIM CO.,Individual/Angel,Seed,1,,,,,,,,"149,423"
Murali Venkatesan,https://www.crunchbase.com/person/murali-venkatesan-ed34,,,"San Francisco, California, United States",Murali Venkatesan is a head of Danaher Ventures and vice president at Danaher.,Investment Partner,,,1,,,,,,,"149,424"
Mark Curtis,https://www.crunchbase.com/person/mark-curtis,1,,"London, England, United Kingdom",Mark Curtis - President @ enter:marketing,Individual/Angel,Seed,1,,,,,,,,"149,425"
Maine Wealth Partners,https://www.crunchbase.com/organization/maine-wealth-partners,,,"South Portland, Maine, United States","Maine Wealth Partners LLC is a private investment firm with a highly focused, socially responsible investment platform.",Private Equity Firm,Private Equity,,,,,,,,,"149,437"
STOCKWERK Coworking,https://www.crunchbase.com/organization/stockwerk-coworking-2,,,"Vienna, Wien, Austria","Coworking space with 65 fix- and flex-desks, conference room, many booking options and packages, 2 separate office-rooms available.",Co-Working Space,,,,,,,,,,"149,426"
Nate Grossman,https://www.crunchbase.com/person/nate-grossman,,,"San Francisco, California, United States",Nate Grossman,Investment Partner,,,4,,,,,,,"149,444"
Sarah Pura,https://www.crunchbase.com/person/sarah-pura,,,"Los Angeles, California, United States",Sarah Pura,,,,,,,,,,,"149,427"
Ayalim Trust Funds,https://www.crunchbase.com/organization/ayalim-trust-funds,1,1,,Ayalim Trust Funds,,,1,,1,,1,,,,"149,428"
