Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Stelios Gerogiannakis,https://www.crunchbase.com/person/stelios-gerogiannakis,1,,"London, England, United Kingdom",Stelios Gerogiannakis,Individual/Angel,,1,,,,,,,,"127,208"
Ti Kawamoto,https://www.crunchbase.com/person/ti-kawamoto,1,,"New York, New York, United States","Ti Kawamoto - Owner @ LunarCannon, LLC",Individual/Angel,,1,,,,,,,,"127,209"
"Percipio Capital Management, LLC",https://www.crunchbase.com/organization/percipio-capital-management-llc,,,"Cambridge, Massachusetts, United States",Machine learning based hedge fund.,,Private Equity,,,,,,,,,"127,214"
Klaus Lovgreen,https://www.crunchbase.com/person/klaus-lovgreen,5,,"Monaco, Monaco, Europe",Klaus moved to the United Arab Emirates in 1992. In 1996 he initiated AME Info with a view to enhance communication for business in the regi...,Individual/Angel,Seed,4,,,,,,,,"127,215"
Ningbo Xixiang Touzi Youxian Gongsi,https://www.crunchbase.com/organization/ningbo-xixiang-touzi-youxian-gongsi,1,,"Beijing, Beijing, China",Ningbo Xixiang Touzi Youxian Gongsi is an investment firm that provides investment management and consulting services.,,,1,,,,,,,,"127,223"
Victor Guixer,https://www.crunchbase.com/person/victor-guixer,,,"London, England, United Kingdom",Victor Guixer - Managing Partner @ Guixer and Partners,,,,,,,,,,,"127,232"
Advanced Computing Solutions,https://www.crunchbase.com/organization/advanced-computing-solutions,1,,"Muntinlupa City, Rizal, Philippines",Philippine IT company that works with top tech partners to provide fully-integrated end-to-end software and hardware systems and platforms.,,,1,,,,,,,,"127,237"
Chang Development,https://www.crunchbase.com/organization/chang-development,7,1,"Changping, Beijing, China",Chang Development is an industrial ecological investment operation platform,"Private Equity Firm, Venture Capital","Early Stage Venture, Venture",7,,,,1,,,,"127,241"
Patrick De Silva,https://www.crunchbase.com/person/patrick-de-silva,1,,"Singapore, Central Region, Singapore",Patrick De Silva is the Founder & Chief Investment Partner of Pix Vine Capital.He Previously worked at Global innovations & Technology Platf...,Individual/Angel,Seed,1,,,,,,,,"127,245"
Alexander El Gammal,https://www.crunchbase.com/person/alexander-el-gammal,3,,"Hamburg, Hamburg, Germany",Alexander El Gammal,Individual/Angel,Seed,1,,,,,,,,"127,248"
AF WPartners,https://www.crunchbase.com/organization/af-wpartners,1,,,AF WPartners is a financial investment partner.,,,1,,1,,,,,,"127,254"
Dmitri Bourkovski,https://www.crunchbase.com/person/dmitri-bourkovski,,,"Los Angeles, California, United States",Dmitri Bourkovski is the VP & Global Business Development at Xsolla.,Investment Partner,,,1,,,,,,,"127,257"
John Lansink,https://www.crunchbase.com/person/john-lansink,,,"Tilsonburg, Ontario, Canada",John Lansink,Investment Partner,,,3,,,,,,,"127,263"
Khaled Alashmouny,https://www.crunchbase.com/person/khaled-alashmouny,2,,"Cupertino, California, United States",Khaled Alashmouny is the AMS IC Design at Apple.Khaled Alashmouny attended University of Michigan.,Individual/Angel,,2,,,,,,,,"127,265"
David Sheen,https://www.crunchbase.com/person/david-sheen,,,"New York, New York, United States",David Sheen is the Chief Financial Officer of Vestwell.,,,,,,,,,,,"127,267"
Anuv Ratan,https://www.crunchbase.com/person/anuv-ratan,,,"San Francisco, California, United States","Anuv joined Romulus Capital in 2012 where he works extensively to source investments, perform due-diligence, and work alongside portfolio co...",Investment Partner,,,3,,,,,,,"127,269"
Guanrui Technology,https://www.crunchbase.com/organization/guanrui-technology,1,1,"Beijing, Beijing, China",Guanrui Technology is an investment company.,,,1,,,,1,,,,"127,270"
3800 Carpenter Realty Corp.,https://www.crunchbase.com/organization/3800-carpenter-realty-corp,1,1,"Bronx, New York, United States",3800 Carpenter Realty Corp. is a real estate corporation.,,,1,,,1,1,,,,"127,273"
Tony Grover,https://www.crunchbase.com/person/tony-grover,,,"Ann Arbor, Michigan, United States",Tony Grover is a Managing Director at RPM Ventures. Tony previously worked at Intel Corporation as a Financial Analyst. He attended Northwes...,Investment Partner,,,15,,,,,,,"127,276"
Michaël Diguet,https://www.crunchbase.com/person/michaël-diguet,3,,"Paris, Ile-de-France, France",Michael Diguet is the Co-founder & CEO at Co-founder & CEO. Attended National School of Computer Science and Applied Mathematics of Grenoble...,Individual/Angel,,3,,,,,,,,"127,282"
Jorge Woldenberg,https://www.crunchbase.com/person/jorge-woldenberg,7,1,,Jorge Woldenberg,Individual/Angel,Seed,3,,,,1,,,,"127,283"
Parkinson's Virtual Biotech,https://www.crunchbase.com/organization/parkinson-s-virtual-biotech,1,,"London, England, United Kingdom",Parkinson's Virtual Biotech is the drug discovery and development programme founded by Parkinson’s UK.,,,1,,,,,,,,"127,200"
Banque Commerciale du Marché Nord Europe,https://www.crunchbase.com/organization/banque-commerciale-du-marche-nord-europe,1,1,"Lille, Nord-Pas-de-Calais, France",Banque Commerciale du Marché Nord Europe is a provider of corporate banking products and services.,,,1,,,,1,,,,"127,201"
Automagi,https://www.crunchbase.com/organization/automagi,1,,"Tokyo, Tokyo, Japan","Automagi develops and provides artificial intelligence (AI), knowledge database, and machine learning solution.",,,1,,,,,,,,"127,203"
Litian Investment,https://www.crunchbase.com/organization/litian-investment,1,,"Beijing, Beijing, China",Beijing Litian Investment is a Beijing-based investment firm,,,1,,,,,,,,"127,287"
Hongke Baishi,https://www.crunchbase.com/organization/hongke-baishi,1,,,Hongke Baishi is an investment firm.,,,1,,,,,,,,"127,204"
Sarus Capital,https://www.crunchbase.com/organization/sarus-capital,1,,"Ho Chi Minh City, NA - Vietnam, Vietnam",Sarus Capital is a global asset management firm focused on investment opportunities in the public and private markets of Indochina.,Venture Capital,,1,,,,,,,,"127,207"
Lihu Avitov,https://www.crunchbase.com/person/lihu-avitov,,,"Israel, Asia","Mr. Avitov became Angioslide CEO in May 2011, following 4 years as the company's chairman. He most recently served as an EVP at Ofer Hi-Tech...",Investment Partner,,,2,,,,,,,"127,208"
Blake Picquet,https://www.crunchbase.com/person/blake-picquet,1,,"Kailua, Hawaii, United States",Blake Picquet is the co-founder of CUE Audio.,Individual/Angel,,1,,1,,,,,,"127,209"
Chongqing Venture Capital,https://www.crunchbase.com/organization/chongqing-venture-capital,5,,"Chongqing, Heilongjiang, China",Chongqing Venture Capital is engaged in venture capital.,Venture Capital,,5,,1,,,,,,"127,210"
Huanghai Financial Holdings,https://www.crunchbase.com/organization/huanghai-financial-holdings,1,,"Yancheng, Jiangsu, China",Huanghai Financial Holdings is an investment firm that offer venture capital and private equity financing.,"Corporate Venture Capital, Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity, Venture",1,,,,,,,,"127,211"
