Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Busan Metropolitan City,https://www.crunchbase.com/organization/busan-metropolitan-city,1,,"Busan, Pusan-jikhalsi, South Korea","Busan Metropolitan City offers culture, tourism, transportation, business, and community services.",Government Office,,1,,,,,,,,"59,405"
K-Bridge Ventures,https://www.crunchbase.com/organization/k-bridge-ventures,9,1,"Seoul, Seoul-t'ukpyolsi, South Korea",K-Bridge Ventures is an investment management company that offers services for biomedical and artificial intelligence.,Venture Capital,,9,,2,,1,,,,"59,407"
The Provco Group,https://www.crunchbase.com/organization/the-provco-group,2,2,"Bryn Mawr, Pennsylvania, United States",The Provco Group is a private equity and venture capital firm specializing in early and mature stage financing.,"Private Equity Firm, Venture Capital",,2,,1,,2,,,,"59,406"
Michael Madden,https://www.crunchbase.com/person/michael-madden-3,,,"Waltham, Massachusetts, United States",Michael has spent the majority of his career in leadership roles at growing organizations.  He has focused his time primarily as an investor...,Investment Partner,,,26,,,,,,,"59,408"
Jeremy Larner,https://www.crunchbase.com/person/jeremy-larner,,,"New York, New York, United States","Rob Dyrdek’s Manager and business partner. Managed Dyrdek's entire business empire, comprised of various ventures including multiple lines o...",,Seed,,,,,,,,,"59,410"
The International Business Accelerator,https://www.crunchbase.com/organization/international-business-accelerator-long-beach-city-college,,,"Long Beach, California, United States",The IBA @ LBCC is a training program that uses proven business acceleration techniques to bring companies to global markets.,Accelerator,,,,,,,,,,"59,414"
Horizon Capital Holdings,https://www.crunchbase.com/organization/horizon-capital-holdings,1,,"Montréal, Quebec, Canada",Horizon Capital Holdings is the Family office of the Right Honorable Paul Martin.,"Family Investment Office, Private Equity Firm",,1,,,,,,,,"59,417"
Aflac Global Investments,https://www.crunchbase.com/organization/aflac-global-investments,1,1,"New York, New York, United States",Aflac Global Investments is responsible for managing the invested assets of Aflac Incorporated's insurance subsidiaries.,Private Equity Firm,,1,,1,,1,,,,"59,416"
Exto Partners,https://www.crunchbase.com/organization/exto-partners,11,2,"Sydney, New South Wales, Australia",Exto Partners is an Australian private equity firm specialized in seed investments.,Private Equity Firm,"Private Equity, Seed",7,,4,,2,,,,"59,433"
Ronald Lauder Ventures,https://www.crunchbase.com/organization/ronald-lauder-ventures,3,1,"New York, New York, United States",Ronald Lauder Ventures is a venture capital firm.,Venture Capital,,3,,,,1,,,,"59,441"
Chirisa,https://www.crunchbase.com/organization/chirisa-capital-management,3,,"Dublin, Dublin, Ireland",Chirisa is a private investment firm which identifies and develops distinctive opportunities for its investors and companies.,Venture Capital,"Early Stage Venture, Late Stage Venture",3,,2,,,,,,"59,443"
DevCo Partners,https://www.crunchbase.com/organization/devco-partners,1,,"Helsinki, Southern Finland, Finland",DevCo Partners is an investment company that brings together a combination of industrial and investment experience.,Private Equity Firm,Private Equity,1,,,,,,,,"59,400"
JASTEC,https://www.crunchbase.com/organization/jastec,1,1,"New York, New York, United States",JASTEC is a manufacturer of superconducting wires and magnets.,,,1,,,,1,,,,"59,401"
Arweave SCP Ventures,https://www.crunchbase.com/organization/arweave-scp-ventures,2,,,Arweave SCP Ventures is a investment firm.,Venture Capital,,2,,,,,,,,"59,402"
WeVenture,https://www.crunchbase.com/organization/weventure-global,7,,"Singapore, Central Region, Singapore",Helping companies and consumers navigate the complex subscription economy.,Venture Capital,,6,,,,,,,,"59,403"
Opus8,https://www.crunchbase.com/organization/opus8,,,"Chevy Chase, Maryland, United States","Opus8 is a private investment, advisory, and conference management firm located in the Washington, DC area.",,,,,,,,,,,"59,404"
RBR Asset Management,https://www.crunchbase.com/organization/rbr-asset-management,2,,"São Paulo, Sao Paulo, Brazil",RBR Asset Management is an asset management firm that manages investment funds and club deals.,,,2,,1,,,,,,"59,412"
Volkan Bicer,https://www.crunchbase.com/person/volkan-bicer,2,1,"Istanbul, Istanbul, Turkey","Volkan Biçer is the co-founder of Mobilike, a mobile advertisement network. Bicer’e employment history includes his time as product manag...","Investment Partner, Individual/Angel",,2,1,,,1,,,,"59,405"
SCG Packaging,https://www.crunchbase.com/organization/scg-packaging,1,,"Bangkok, Krung Thep, Thailand",SCG Packaging is an industrial company that focuses on offering packaging services and solutions.,,,1,,1,,,,,,"59,406"
SK Square,https://www.crunchbase.com/organization/sk-square-5cac,5,1,"Seoul, Seoul-t'ukpyolsi, South Korea",SK Square is a strategic portfolio management firm that oversees the semiconductor and ICT platform industries.,Investment Bank,,4,,3,,1,,,,"59,407"
Quincy Smith,https://www.crunchbase.com/person/quincy-smith,3,1,"San Francisco Bay Area, California, United States","Quincy Smith is a founding partner of CODE Advisors.  He formerly served as Chief Executive Officer, CBS Interactive for CBS Corporation....",Individual/Angel,Seed,3,,,,1,,,,"59,408"
Deepen Parikh,https://www.crunchbase.com/person/deepen-parikh,1,1,"New York, New York, United States","Deepen Parikh is a Partner at Courtside Ventures, which invest in early-stage companies that are transforming the intersection of sports tec...","Investment Partner, Individual/Angel",Early Stage Venture,1,11,,,1,,,,"59,409"
AJ Malhotra,https://www.crunchbase.com/person/aj-malhotra,,,"New York, New York, United States","AJ Malhotra joined Insight in 2014. Previously, he worked at Viacom, specifically for Nickelodeon in their e-commerce department. Prior to t...",Investment Partner,,,14,,,,,,,"59,410"
Mike Rosengarten,https://www.crunchbase.com/person/mike-rosengarten,1,,"Mountain View, California, United States",Mike founded Persista to make working at companies more fun and delightful. We're building intelligent tools that connect employees to their...,Individual/Angel,,1,,,,,,,,"59,411"
ReTool Ventures,https://www.crunchbase.com/organization/retool-ventures,9,2,"New York, New York, United States",ReTool Ventures is a new technology investment firm that seeks to retool the facilities management industry by curating a “digital toolbox”,Venture Capital,,4,,2,,2,,,,"59,412"
Prabir Adarkar,https://www.crunchbase.com/person/prabir-adarkar,1,,"San Francisco, California, United States","Prabir Adar is the President and COO at DoorDash. He attended NYU Stern School of Business, Columbia Engineering, and the University of Mumb...","Investment Partner, Individual/Angel",,1,2,,,,,,,"59,413"
Niprotech,https://www.crunchbase.com/organization/niprotech,1,,"Lagos, Lagos, Nigeria",NIPROPTECH is the conference that connects different generations of real estate practitioners to collaborate and share insights,,,1,,1,,,,,,"59,414"
Nassim Usman,https://www.crunchbase.com/person/nassim-usman,,,"South San Francisco, California, United States","Nassim Usman is the President and CEO of Totus Medicines. He previously worked at Catalyst Biosciences as a President, CEO, and Member Board...",Investment Partner,,,6,,,,,,,"59,415"
Aurelien Capital Partners,https://www.crunchbase.com/organization/aurelien-capital-partners,1,,"Chicago, Illinois, United States",Aurelien Capital Partners offer specialised family office and investment advisory services.,Family Investment Office,Seed,1,,,,,,,,"59,416"
Robert Huret,https://www.crunchbase.com/person/robert-a-huret,,,"San Francisco Bay Area, California, United States","Bob Huret is a founder and Managing Member of FTV Capital, a global private equity firm that invests in software and business services compa...",Investment Partner,,,1,,,,,,,"59,456"
FREESPIRIT VENTURES,https://www.crunchbase.com/organization/freespirit-ventures,,,"London, England, United Kingdom",FREESPIRIT VENTURES is a venture capital firm that provides advisory and investment services to startups and investment houses.,"Private Equity Firm, Venture Capital",,,,,,,,,,"59,457"
SNH48,https://www.crunchbase.com/organization/snh48,1,,"Shanghai, Shanghai, China","SNH48 is a Chinese idol girl group based in Shanghai, China.",,,1,,1,,,,,,"59,417"
The Senshu Ikeda Bank,https://www.crunchbase.com/organization/the-senshu-ikeda-bank,6,1,"Osaka, Osaka, Japan",The Senshu Ikeda Bank provides banking services to customers.,Investment Bank,,6,,,,1,,,,"59,418"
Alberto Dalmasso,https://www.crunchbase.com/person/alberto-dalmasso,1,,,Alberto Dalmasso - Founder and CEO @ Satispay,Individual/Angel,,1,,,,,,,,"59,419"
LeafHouse Financial,https://www.crunchbase.com/organization/leafhouse-capital,26,,"Austin, Texas, United States",LeafHouse Financial is an international firm that has its hands invested in a variety of sectors,Investment Bank,"Early Stage Venture, Late Stage Venture, Seed",19,,24,,,,,,"59,459"
Damian Scavo,https://www.crunchbase.com/person/damian-scavo,2,1,"Palo Alto, California, United States","Damian Scavo is a serial entrepreneur in AI, Big Data and Machine Learning with diverse experience ranging from business development in soft...",Individual/Angel,Seed,1,,,,1,,,,"59,420"
Rizwan Ye,https://www.crunchbase.com/person/rizwan-ye,,,"Sydney, New South Wales, Australia","Rizwan Ye is currently working as a python programmer, contributing actively within Machine Learning and Artificial Intelligence Field by pu...",,Seed,,,,,,,,,"59,421"
Cross Pacific Capital Partners,https://www.crunchbase.com/organization/cross-pacific-capital-partners,17,3,"Vancouver, British Columbia, Canada","CrossPacific Capital invests in disruptive technologies that have the potential to transform global industries, with a link to Asia","Micro VC, Venture Capital","Early Stage Venture, Seed",16,,6,1,3,,,,"59,422"
Klever Internet,https://www.crunchbase.com/organization/klever-internet-investments-limited,7,2,"Moscow, Moscow City, Russian Federation",Stage-agnostic venture capital firm,Venture Capital,"Early Stage Venture, Seed",6,,4,,2,,,,"59,423"
Skywalker Ventures,https://www.crunchbase.com/organization/skywalker-ventures,1,,,Skywalker Ventures is an investment firm focusing on early stage web and mobile companies.,Venture Capital,Early Stage Venture,1,,1,,,,,,"59,462"
Andy Rebele,https://www.crunchbase.com/person/andy-rebele,1,,"Seattle, Washington, United States",Andy Rebele - Founder & CEO @ Pure Watercraft,Individual/Angel,Seed,1,,,,,,,,"59,423"
iStart Valley,https://www.crunchbase.com/organization/istart-valley,,,"Plano, Texas, United States",IStart Valley is a non-profit business accelerator for technology-based growing startups and entrepreneurs.,Accelerator,"Non Equity Assistance, Seed",,,,,,,2020-01-12,17,"59,424"
Topspin Medical,https://www.crunchbase.com/organization/topspin-medical,1,1,"Lod, HaMerkaz, Israel",An Israel-based MRI technology platform developer,,,1,,,,1,,,,"59,464"
Adey Salamin,https://www.crunchbase.com/person/adey-salamin,,,"Jordan, Asia","Adey Salamin is the Founder of iMENA Group & CEO of OpenSooq.com. Having started his career as an entrepreneur and a corporate executive, he...",Investment Partner,,,2,,,,,,,"59,425"
Maryland Innovation Initiative (MII),https://www.crunchbase.com/organization/maryland-innovation-initiative-mii,23,1,"Columbia, Maryland, United States",Maryland Innovation Initiative (MII) is a partnership between the State of Maryland and five Maryland academic research institutions,Government Office,,23,,23,4,1,,,,"59,426"
Startup Angels,https://www.crunchbase.com/organization/startup-angels,,,"Washington, District of Columbia, United States",A global platform where new angels discover startup investing and experienced angels discover startup markets.,Angel Group,"Crowdfunding, Early Stage Venture, Non Equity Assistance, Seed",,,,,,,,,"59,466"
Sanitas Health Insurance,https://www.crunchbase.com/organization/sanitas-health-insurance,1,,"Zürich, Zurich, Switzerland","Sanitas is an insurance company which offers Health Insurance, Prevention, Exercise, Health, Health Insurance & Digital Health services.",,,1,,1,,,,,,"59,468"
Ben Auspitz,https://www.crunchbase.com/person/ben-auspitz,,,"Boston, Massachusetts, United States","Ben is a Partner at F-Prime Capital and has worked in pharmaceuticals and life science for over twenty years, both in industry, as a consult...",Investment Partner,,,9,,,,,,,"59,428"
James Moran,https://www.crunchbase.com/person/jim-moran,2,1,"New York, New York, United States",James Moran is a Member of the Board of Directors and Co-Founder of YipitData.,Individual/Angel,Seed,1,,,2,1,,,,"59,429"
AngelVision Investors,https://www.crunchbase.com/organization/angelvision-investments,2,1,"Los Angeles, California, United States","AngelVision Investors is a Los Angeles-based angel investment group focused on the entertainment, marketing, and new media industries.",Angel Group,Early Stage Venture,2,,,,1,,,,"59,430"
