Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Ivaylo Ivanov,https://www.crunchbase.com/person/ivaylo-ivanov,1,,"Bulgaria, Europe","Ivaylo is a Fintech expert with experience in professional services, business development, consulting and project management and a passion f...",Individual/Angel,,1,,,,,,,,"198,602"
Invest For Jobs,https://www.crunchbase.com/organization/invest-for-jobs,1,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","Invest For Jobs is a private closed-end fund investing in unlisted companies, infrastructure, and real estate.",Private Equity Firm,,1,,,,,,,,"198,601"
Silver Hill Ventures,https://www.crunchbase.com/organization/silver-hill-ventures,,,,We in invest in the next generation of innovative startups,Micro VC,,,,,,,,,,"198,600"
Zaid Al-Farekh,https://www.crunchbase.com/person/zaid-al-farekh,,,,Zaid Al-Farekh,Investment Partner,,,2,,,,,,,"198,604"
Eric Altmann,https://www.crunchbase.com/person/eric-altmann,1,,,Eric Altmann,Individual/Angel,Seed,1,,,,,,,,"198,603"
Sam Mostyn,https://www.crunchbase.com/person/sam-mostyn,1,,"Sydney, New South Wales, Australia",Sam Mostyn - President @ ACFID,Individual/Angel,Seed,1,,,,,,,,"198,606"
Red de Business Angels de Cádiz,https://www.crunchbase.com/organization/red-de-business-angels-de-c-diz,,,"Cadiz, Andalucia, Spain","Net private networking smart investors who bring capital, ie money, expertise and entrepreneurship with borrowing.",,,,,,,,,,,"198,607"
Benjamin Genocchio,https://www.crunchbase.com/person/benjamin-genocchio,,,,"Benjamin Genocchio was born in Sydney, Australia, the second of four boys. Benjamin Genocchio grew up in the Lane Cove area and attended New...",,,,,,,,,,,"198,609"
Clinton Karcher,https://www.crunchbase.com/person/clinton-karcher-717c,,,,Clinton Karcher is the Partner at SDC Capital Partners.,Investment Partner,,,2,,,,,,,"198,608"
Jingxin Investment,https://www.crunchbase.com/organization/jingxin-investment,1,1,"Gaoyou, Jiangsu, China","Jingxin Investment is an investment firm that provides asset management, investment management and consulting services.",Private Equity Firm,,1,,,,1,,,,"198,612"
Eivind Bergsmyr,https://www.crunchbase.com/person/eivind-bergsmyr,,,"Trondheim, Sor-Trondelag, Norway",Eivind is Partner at Viking Venture. His wide-ranging industry background enables him to think both strategically and operationally. He has ...,Investment Partner,,,6,,,,,,,"198,613"
Zhongluan Enterprise Management,https://www.crunchbase.com/organization/zhongluan-enterprise-management,1,,"Shanghai, Shanghai, China",Zhongluan Enterprise Management is engaged in business management consulting.,,,1,,,,,,,,"198,616"
Xinqiu Tongxin,https://www.crunchbase.com/organization/xinqiu-tongxin,1,,"Hongkou, Shanghai, China",Xinqiu Tongxin develops hardware related to communication equipment and network equipment.,,,1,,,,,,,,"198,614"
David Kass,https://www.crunchbase.com/person/david-kass-66bf,0,,,David E. Kass is President of Continental Real Estate Companies and CEO of Continental Retail and Continental Hospitality Group.,,,0,,,,,,,,"198,617"
