Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Gilles Berdugo,https://www.crunchbase.com/person/gilles-berdugo,2,,"Casablanca, Grand Casablanca, Morocco",Gilles Berdugo is an international businessman and angel investor. He was raised in Morocco and studied International Business and Science a...,Individual/Angel,Seed,2,,,,,,,,"92,400"
Treehouse Global Ventures,https://www.crunchbase.com/organization/treehouse-global-ventures,2,,"Chicago, Illinois, United States",Treehouse Global Ventures is a fund founded by women designed to identify.,Venture Capital,,2,,,2,,,,,"92,414"
VTB,https://www.crunchbase.com/organization/vtb-8cba,,,"Washington, District of Columbia, United States",#software #ai #ml #tech #crypto #astrophysics #metaverses #fintech #health #nfts #daos #space #seti #daos #blockchains #ceti #defi #vr #web3,"Entrepreneurship Program, Fund Of Funds, Incubator",,,,,,,,,,"92,417"
Rockmore Capital,https://www.crunchbase.com/organization/rockmore-capital,2,2,"New York, New York, United States","Rockmore Capital is an investment advisory firm that is headquartered in New York, United States.",Venture Capital,,2,,,,2,,,,"92,428"
Kairos Society Europe,https://www.crunchbase.com/organization/kairos-society-europe,,,,Kairos Society Europe incubates impact-driven projects and ideas to tackle the key challenges.,Incubator,,,,,,,,,,"92,431"
Fukuoka Capital Partners,https://www.crunchbase.com/organization/fukuoka-capital-partners,1,,"Fukuoka, Fukuoka, Japan",Fukuoka Capital Partners is Arrangement and management of various funds Real estate development arrangement consulting.,Venture Capital,,1,,,,,,,,"92,442"
Omer Ozden,https://www.crunchbase.com/person/omer-ozden,,,"Chaoyang, Liaoning, China","Omer Ozden, founder of RockTree Capital. He previously worked at Beijing Capital Group Co as a Managing Partner. Omer has also attended Univ...",Investment Partner,,,3,,,,,,,"92,448"
Jerome Elfassy,https://www.crunchbase.com/person/jerome-elfassy,4,2,"New York, New York, United States",Jerome Elfassy is the Chief Financial Officer at Jellysmack.,Individual/Angel,Seed,3,,,2,2,,,,"92,423"
Wittleben Fabian,https://www.crunchbase.com/person/wittleben-fabian,1,,"Berlin, Berlin, Germany",Wittleben Fabian is an individual investor.,Individual/Angel,,1,,,,,,,,"92,458"
Martin Claure,https://www.crunchbase.com/person/martin-claure,1,,"Miami, Florida, United States",Martin Claure is the Founder and CEO of Aprende Institute. He previously worked at MC Capital Advisors LLC as a Founder and Managing Directo...,"Investment Partner, Individual/Angel",Early Stage Venture,1,4,,1,,,,,"92,459"
Scott English,https://www.crunchbase.com/person/scott-english,,,"New York, New York, United States",Scott English is the Senior Managing Director and Head of U.S. Investment at Hearst Ventures. He attended Columbia Business School and Trini...,Investment Partner,Seed,,29,,,,,,,"92,460"
Siyuan Investment,https://www.crunchbase.com/organization/siyuan-investment,1,,"Yichang, Hubei, China",Siyuan Investment is an investment firm.,Venture Capital,,1,,,,,,,,"92,465"
LimeHK,https://www.crunchbase.com/organization/limehk,,,"Wan Chai, Hong Kong Island, Hong Kong",LimeHK acceleration program which helps early startups survive and succeed.,Accelerator,,,,,,,,,,"92,466"
Gourav Bhattacharya,https://www.crunchbase.com/person/gourav-bhattacharya,1,,"Mumbai, Maharashtra, India",Founder of Glipped,"Investment Partner, Individual/Angel",,1,6,,,,,,,"92,475"
Huaxin Century Investment Group,https://www.crunchbase.com/organization/huaxin-century-investment-group,4,,"Beijing, Beijing, China",Huaxin Century Investment Group is an investment firm based in China.,Private Equity Firm,,4,,1,,,,,,"92,478"
Tom Kosnik,https://www.crunchbase.com/person/tom-kosnik-6ef6,,,"Palo Alto, California, United States","Tom Kosnik joined FoundersX Ventures as Partner in 2016.Tom Kosnik is a Fenwick and West Consulting Professor, Stanford Technology Ventures ...",,,,,,,,,,,"92,483"
Southern Ontario Fund for Investment in Innovation (SOFII),https://www.crunchbase.com/organization/southern-ontario-fund-for-investment-in-innovation-sofii,5,2,"Peterborough, Ontario, Canada",Southern Ontario Fund for Investment in Innovation is a loan program that supports innovative SMEs in both rural and urban areas.,Syndicate,,5,,1,,2,,,,"92,401"
Bill Miller,https://www.crunchbase.com/person/bill-miller-2,4,1,"Denver, Colorado, United States",Bill Miller is the founder and Managing Partner of Miller Investment Management. Bill is responsible for the overall investment strategy of ...,"Investment Partner, Individual/Angel",Seed,4,13,1,,1,,,,"92,485"
Julien Havelock-Hill,https://www.crunchbase.com/person/julien-havelock-hill,5,,"London, England, United Kingdom",Julien Havelock-Hill is the Founder & CEO of Thirteen Concierge. Julien Havelock-Hill attended the University of Westminster.,Individual/Angel,"Crowdfunding, Seed",5,,5,,,,,,"92,486"
Anglo Asian Mining,https://www.crunchbase.com/organization/anglo-asian-mining,2,1,"Baku, Baki, Azerbaijan","Anglo Asian Mining is a company with a portfolio of gold, copper and silver production and exploration assets in Azerbaijan.",,,1,,1,,1,,,,"92,488"
Tokyo Metropolitan Government,https://www.crunchbase.com/organization/tokyo-metropolitan-government,1,,"Tokyo, Tokyo, Japan","Tokyo Metropolitan Government governs the special wards, cities, towns, and villages that constitute the whole Tokyo Metropolis.",Government Office,,1,,1,,,,,,"92,430"
Jannis Dargel,https://www.crunchbase.com/person/jannis-dargel,1,,"Manila, Manila, Philippines",Jannis Dargel - Co-Founder & COO @ Locad,Individual/Angel,,1,,,,,,,,"92,491"
Torsten M. Madsen,https://www.crunchbase.com/person/torsten-m-madsen,,,"Greater Chicago Area, United States, North America",Torsten earned his MD and PhD from Copenhagen University. After a postdoctoral stay at the Molecular Psychiatry Lab at Yale Medical School a...,,,,,,,,,,,"92,405"
Room & Pillar,https://www.crunchbase.com/organization/room-pillar,1,,,"Room & Pillar is a venture capital firm that focuses on property insurance, real estate, and finance innovation.",,,1,,,,,,,,"92,407"
Ash Ome,https://www.crunchbase.com/person/ash-ome,3,,"Dhaka, Dhaka, Bangladesh","Ash Ome is the Founder of Checkoutify, an Official Member at Forbes Business Council, and a founder and CEO at MOTIF. Ash attended Varendra ...",Individual/Angel,Seed,1,,3,,,,,,"92,409"
Nick Yang,https://www.crunchbase.com/person/nick-yang,2,1,"Detroit, Michigan, United States","Nick Yang is a Venture Partner with the Beijing office. Mr. Yang is a co-founder, president, Director and Chief Technology Officer of KongZh...",Individual/Angel,Seed,2,,,,1,,,,"92,410"
Cabio,https://www.crunchbase.com/organization/cabio,1,,"Wuhan, Hubei, China","Cabio produces ARA (arachidonic acid), DHA (docosahexaenoic acid) and other premium food ingredients.",,,1,,,,,,,,"92,496"
1991 Group,https://www.crunchbase.com/organization/1991-group,,,"Surfside, California, United States","1991 Group is an advisory, consulting and investment firm specializing in transforming professional services.",,,,,,,,,,,"92,412"
Saturn Blockchain Ventures,https://www.crunchbase.com/organization/saturn-blockchain-ventures,1,,"California City, California, United States",Saturn Blockchain Ventures is an investment firm.,Venture Capital,,1,,,,,,,,"92,411"
OKS Grup,https://www.crunchbase.com/organization/oks-group-7a37,,,,OKS Grup is an early stage focused venture capital firm based,,,,,,,,,,,"92,413"
Jay Gujral,https://www.crunchbase.com/person/jay-gujral,,,"London, England, United Kingdom",Satoshi Block Dojo is a Partner and Chief Commercial Officer at Satoshi Block Dojo. Attended Economics With Business.,Investment Partner,,,1,,,,,,,"92,415"
