Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Cooper Ventures,https://www.crunchbase.com/organization/cooper-ventures,,,"Los Altos, California, United States","Cooper Ventures concentrates on early, seed-stage or first round investments.",Venture Capital,,,,,,,,,,"106,800"
Aaron L Greenspan,https://www.crunchbase.com/person/aaron-greenspan-21b0,,,"Toronto, Ontario, Canada","Aaron L. Greenspan is an executive producer, photographer, digital marketing manager, technologist and former art director based in Toronto,...",,,,,,,,,,,"106,801"
Ashley Dombkowski,https://www.crunchbase.com/person/ashley-dombkowski,,,"San Francisco Bay Area, California, United States","Ashley Dombkowski, Ph.D. is the CEO and Co-Founder at Alladapt Immunotherapeutics.",Investment Partner,,,1,,,,,,,"106,804"
Everett Leonidas,https://www.crunchbase.com/person/everett-leonidas,,,"Singapore, Central Region, Singapore",Everett Leonidas,Investment Partner,,,2,,,,,,,"106,807"
Maurizio Raffone,https://www.crunchbase.com/person/maurizio-raffone,,,"Tokyo, Tokyo, Japan","Financial Engineer with over 20 years in capital markets and international finance, structuring, trading, originating and selling structured...",,"Early Stage Venture, Seed",,,,,,,,,"106,809"
Bjorn Stray,https://www.crunchbase.com/person/bjrn-stray,,,"Oslo, Oslo, Norway","Bjørn Stray co-founded Northzone in 1996.  His primary areas of focus are ecommerce, consumer internet, infrastructure, and SaaS, and he spe...",Investment Partner,,,11,,,,,,,"106,818"
Seller Hub,https://www.crunchbase.com/organization/seller-hub,,,"Seoul, Seoul-t'ukpyolsi, South Korea",Sellerhub is an ecosystem for all e-commerce B2B solutions.,,,,,,,,,,,"106,819"
PIR Equities,https://www.crunchbase.com/organization/pir-equities,,,"Grand Cayman, Midland, Cayman Islands",PIR Equities is an employee owned private equity group focused on opportunistic value-based investing.,,,,,,,,,,,"106,822"
Lukas Weder,https://www.crunchbase.com/person/lukas-weder,,,"Zürich, Zurich, Switzerland",Lukas Weder is the Founding Partner of Wingman Ventures. He attended the University of St.Gallen.,Investment Partner,,,7,,,,,,,"106,823"
China Health Industry Investment Fund,https://www.crunchbase.com/organization/china-health-industry-investment-fund,3,1,"Beijing, Beijing, China",China Health Industry Investment Fund,,,3,,,,1,,,,"106,824"
Daouda Leonard,https://www.crunchbase.com/person/daouda-leonard-fa0a,1,,"Los Angeles, California, United States","Daouda Leonard joined CREATESAFE as Founder, CEO and he attended Northeastern University in 1997.",Individual/Angel,,1,,,,,,,,"106,827"
Options Solutions,https://www.crunchbase.com/organization/options-solutions,,,"Maryland, Louisiana, United States",Options solutions provides conservative options strategies to help investors better navigate the stock market.,,,,,,,,,,,"106,839"
Danielle Hootnick,https://www.crunchbase.com/person/danielle-hootnick,,,"Miami, Florida, United States","Danielle Hootnick is a Partner, Chief Marketing Officer, and Head of Investor Relations at Greycroft and was a Senior Manager of Marketing a...",,,,,,,,,,,"106,844"
Prapti Ventures,https://www.crunchbase.com/organization/prapti-ventures,,,"Cupertino, California, United States",Seed stage investor across the US and India,Venture Capital,"Early Stage Venture, Seed",,,,,,,,,"106,845"
Pacific Rim Ventures,https://www.crunchbase.com/organization/pacific-rim-ventures,7,5,"San Francisco, California, United States",Pacific Rim Ventures is focused on investing in life science companies with a global focus.,Venture Capital,Venture,7,,,,5,,,,"106,846"
OJAS MedTech Accelerator,https://www.crunchbase.com/organization/ojas-medtech-accelerator,,,"Hyderabad, Andhra Pradesh, India",OJAS MedTech Accelerator is an accelerator for companies that develops devices for healthcare.,Accelerator,Seed,,,,,,,2020-01-12,,"106,847"
Sinotrans,https://www.crunchbase.com/organization/sinotrans,1,,"Guangzhou, Guangdong, China",Sinotrans is a logistics company whose subsidiaries provide a wide range of transportation services.,,,1,,,,,,,,"106,850"
Sam Nazarian,https://www.crunchbase.com/person/sam-nazarian,3,,"Los Angeles, California, United States",Sam Nazarian is the Founder & CEO at SBE Entertainment.,Individual/Angel,Seed,3,,,1,,,,,"106,854"
Sky Venture Partners,https://www.crunchbase.com/organization/sky-venture-partners,1,1,"Pudong, Shandong, China",Sky Venture Partners is an investment firm.,"Private Equity Firm, Venture Capital",,1,,,,1,,,,"106,855"
Baotong Investment,https://www.crunchbase.com/organization/baotong-investment,2,,,Baotong Investment is an investment firm.,Venture Capital,,1,,1,,,,,,"106,856"
David Rowe,https://www.crunchbase.com/person/david-rowe-4,,,"London, England, United Kingdom","Former CEO and founder of Easynet Group, a highly profitable $350m global Enterprise Cloud services business built from scratch over the cou...",Investment Partner,,,1,,,,,,,"106,857"
Suzhou High-speed Railway Xincheng Fund,https://www.crunchbase.com/organization/suzhou-high-speed-railway-xincheng-fund,1,,"Suzhou, Jiangsu, China",Suzhou High-speed Railway Xincheng Fund is an investment fund.,,,1,,1,,,,,,"106,870"
Stallion Partners,https://www.crunchbase.com/organization/stallion-partners,3,,"Seoul, Seoul-t'ukpyolsi, South Korea",Stallion Partners is an investment company that invests in and supports growing companies.,Venture Capital,,3,,,,,,,,"106,872"
Paulo Bichucher,https://www.crunchbase.com/person/paulo-bichucher,1,,"Sao Paulo, Brazil, South America",Paulo Bichucher is the Co-Founder and CEO at Yuca. He attended The Wharton School.,Individual/Angel,,1,,,,,,,,"106,875"
Inner Mongolia Rong Shi Hi-Tech,https://www.crunchbase.com/organization/inner-mongolia-rong-shi-hi-tech,1,1,,Inner Mongolia Rong Shi Hi-Tech.,,,1,,1,,1,,,,"106,877"
K.C. Cleary,https://www.crunchbase.com/person/k-c-cleary,,,"Los Angeles, California, United States","K.C. oversees relationships with Anchors, Strategic LPs and portfolio companies K.C. joins Fifth Wall from McKinsey & Company where he was ...",,,,,,,,,,,"106,878"
David Heinemeier Hansson,https://www.crunchbase.com/person/david-heinemeier-hansson-c089,1,,"Copenhagen, Hovedstaden, Denmark","David Heinemeier Hansson is the creator of Ruby on Rails, Co-founder of Basecamp and HEY, best-selling author, Le Mans class-winning racing ...",Individual/Angel,,1,,,,,,,,"106,800"
GIG,https://www.crunchbase.com/organization/gig,1,1,,GIG,,,1,,,,1,,,,"106,802"
Guo Jia,https://www.crunchbase.com/person/guo-jia,,,,Guo Jia is the managing director of Shaanxi Investment Growth Fund.,Investment Partner,,,5,,,,,,,"106,881"
Ashish Soni,https://www.crunchbase.com/person/ashish-soni-3,,,"Marina Del Rey, California, United States",Ashish Soni currently works as an Advisor for BEZALEL. He previously worked at Avata Intelligence as an Advisor. Ashish Soni attended the Un...,,,,,,,,,,,"106,804"
Victoria Katsov,https://www.crunchbase.com/person/victoria-katsov,,,,"Victoria Katsov is a partner in Wall Street Technology Partners LP (""WSTP"").  Previously she was a Director of Dresdner Kleinwort Wasserstei...",,,,,,,,,,,"106,805"
Emmanuel Fiessinger,https://www.crunchbase.com/person/emmanuel-fiessinger,,,,Emmanuel graduated as an engineer from AM Lille and holds a Master of busines and finance from EM Lyon. Emmanuel started his career as an en...,Investment Partner,,,3,,,,,,,"106,806"
Michael G. Wells,https://www.crunchbase.com/person/michael-g-wells,2,,"Skillman, New Jersey, United States","Michael Wells is the Chairman, CEO, and Lead Investor of Fidelis Pharmaceuticals.",Individual/Angel,,2,,,,,,,,"106,883"
John Merrells,https://www.crunchbase.com/person/john-merrells,1,1,"San Francisco, California, United States","I am a product and engineering leader with 30 years of experience as a software engineer, systems architect, engineering manager, product ma...",Individual/Angel,"Early Stage Venture, Seed",1,,,,1,,,,"106,808"
Substance Capital,https://www.crunchbase.com/organization/substance-capital,4,,,Substance Capital,Private Equity Firm,,3,,1,,,,,,"106,885"
Kelly Coyne,https://www.crunchbase.com/person/kelly-coyne,,,"San Francisco, California, United States","Kelly Coyne - Co-Founder, Managing Partner @ Grit Ventures",Investment Partner,,,2,,,,,,,"106,809"
Andrew McDonald,https://www.crunchbase.com/person/andrew-mcdonald-6204,,,"New York, New York, United States","Dr. McDonald co-founded Attune and has served as CEO since inception. He is also CEO and a Founding Partner of LifeSci Partners, an investor...",,,,,,,,,,,"106,810"
RK Partners,https://www.crunchbase.com/organization/rk-partners,1,,"São Paulo, Sao Paulo, Brazil",RK Partners is an independent advisory firm that specializes in complex corporate reorganizations. ,,,1,,,,,,,,"106,888"
Brittany Yoon,https://www.crunchbase.com/person/brittany-binna-yoon,1,,"San Francisco Bay Area, California, United States","Brittany is the Head of Operations at Ethos. Prior to joining Ethos, Brittany launched Uber in Korea. Prior to joining Uber, Brittany was a ...",Individual/Angel,,1,,,,,,,,"106,812"
Kevin Doerr,https://www.crunchbase.com/person/kevin-doerr,,,"Palo Alto, California, United States",Kevin Doerr is the Chief Product Officer at Marqeta. He attended Suffolk University.,Investment Partner,,,1,,,,,,,"106,813"
Meir Dick,https://www.crunchbase.com/person/meir-dick,,,"Toronto, Ontario, Canada",Meir Dick is the Head of Product and Growth of Payquad Solutions. He was a Co-Founder at Bridge7. He atteded the University of Toronto.,,,,,,,,,,,"106,814"
Barcamper Ventures Lazio,https://www.crunchbase.com/organization/barcamper-ventures-lazio,1,,,Barcamper Ventures Lazio is an investment firm.,,,1,,,,,,,,"106,815"
Sky Light Holdings,https://www.crunchbase.com/organization/sky-light-holdings,2,,"Baoan, Guangdong, China","Sky Light Holdings designs, develops, and manufactures digital devices and solutions.",,,2,,,,,,,,"106,895"
Wadi Ventures,https://www.crunchbase.com/organization/wadi-ventures,12,1,"Tel Aviv, Tel Aviv, Israel",Wadi Ventures is a micro-seed investment fund that supports Israel's disruptive internet and media startups.,Micro VC,"Private Equity, Seed",11,,2,,1,,,,"106,816"
Puldin Properties Invest,https://www.crunchbase.com/organization/puldin-properties-invest-reit,,,"Sofia, Grad Sofiya, Bulgaria",Puldin Properties Invest is engaged in activities such as real estate securitization and furnishing of buildings.,,,,,,,,,,,"106,897"
