Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Kimura Jitsugyo,https://www.crunchbase.com/organization/kimura-jitsugyo,1,1,"Kyoto, Kyoto, Japan",Kimura Jitsugyo engages in real estate leasing and rental buildings.,,,1,,,,1,,,,"162,600"
Daxie Hansheng,https://www.crunchbase.com/organization/daxie-hansheng,1,,"Ningbo, Zhejiang, China",Daxie Hansheng is an investment firm.,,,1,,,,,,,,"162,601"
Cap Création,https://www.crunchbase.com/organization/cap-création,1,,, Cap Création,,,1,,,,,,,,"162,605"
FT Chong,https://www.crunchbase.com/person/ft-chong,,,"New York, New York, United States",FT Chong is a Managing Director for the PineBridge Investments (formerly AIG Investment Group) in New York. He joined the company in 1998 an...,,,,,,,,,,,"162,604"
Chinanx Financial Services,https://www.crunchbase.com/organization/chinanx-financial-services,2,1,"Beijing, Beijing, China",Chinanx Financial Services is an investment firm.,Private Equity Firm,Private Equity,2,,,,1,,,,"162,606"
John Gibson,https://www.crunchbase.com/person/john-gibson-4,,,"Rochester, New York, United States","John Gibson joined Paychex as Senior Vice President of Service in May 2013. He brings over 20 years of experience in HR solutions, technolog...",Investment Partner,,,3,,,,,,,"162,601"
ABRAMAK Bilgi Teknolojileri,https://www.crunchbase.com/organization/abramak-bilgi-teknolojileri,1,,"Istanbul, Istanbul, Turkey",ABRAMAK Bilgi Teknolojileri funds national technology capabilities.,,,1,,,,,,,,"162,604"
Jonathan Saari,https://www.crunchbase.com/person/jonathan-saari,,,"Montréal, Quebec, Canada",Jonathan Saari is the Investment Director at Innovacorp. He attended McGill University.,Investment Partner,,,1,,,,,,,"162,607"
James Douglas,https://www.crunchbase.com/person/james-douglas-1e1b,,,"Melbourne, Victoria, Australia",James Douglas is a Director at Acorn Capital.,Investment Partner,,,3,,,,,,,"162,606"
Zhihe Capital,https://www.crunchbase.com/organization/zhihe-capital-4370,3,1,"Langfang, Hebei, China",Zhihe Capital,Venture Capital,,3,,,,1,,,,"162,609"
Bhuvan Jain,https://www.crunchbase.com/person/bhuvan-jain,,,"Los Angeles, California, United States",Bhuvan Jain is the Senior Vice President at Charlesbank Capital Partners.,Investment Partner,,,1,,,,,,,"162,610"
Fatih Ozluturk,https://www.crunchbase.com/person/fatih-ozluturk,,,"New York, New York, United States",He is the Founder - Managing Principal at Armada IP Capital.,,,,,,,,,,,"162,607"
Chuck Arendt,https://www.crunchbase.com/person/chuck-arendt,1,,"San Francisco, California, United States",Product Manager With Deep Technical Understanding,Individual/Angel,Seed,1,,,1,,,,,"162,610"
Ividea,https://www.crunchbase.com/organization/ividea,1,,"Beijing, Beijing, China",Ividea is a media and marketing company developing its own online programs and television shows.,,,1,,1,,,,,,"162,611"
Joshua Walter,https://www.crunchbase.com/person/joshua-walter-5377,,,"Oxford, Oxfordshire, United Kingdom",Joshua Walter,,,,,,,,,,,"162,612"
Shunchong,https://www.crunchbase.com/organization/shunchong,1,,"Hangzhou, Zhejiang, China",Shunchong is a pet product technology developer.,,,1,,1,,,,,,"162,614"
Kyoko Watanabe,https://www.crunchbase.com/person/kyoko-watanabe,,,,"Kyoko Watanabe is the Director of Finance Operations for DEFTA Partners. Since 1995, Ms. Watanabe has managed all financial, operational and...",Investment Partner,,,1,,,,,,,"162,615"
Michael Tandrup,https://www.crunchbase.com/person/michael-tandrup,,,"Zug, Zug, Switzerland",Michael Tandrup - Partner @ Nordic Eye Venture Capital,Investment Partner,,,2,,,,,,,"162,616"
Rick DeGolia,https://www.crunchbase.com/person/rick-degolia,1,,"Atherton, California, United States",Rick DeGolia,Individual/Angel,Seed,1,,,,,,,,"162,617"
Simon Taylor,https://www.crunchbase.com/person/simon-taylor-7,,,"Richmond Upon Thames, Richmond upon Thames, United Kingdom","A Business Management graduate, Simon began his working life in product management, firstly at Toshiba Information Systems and then Cable & ...",,,,,,,,,,,"162,618"
Marco Zanuttini,https://www.crunchbase.com/person/marco-zanuttini,,,"Udine, Friuli-Venezia Giulia, Italy","Marco Zanuttini is the Founder and CEO of TechStar. He was the Founder, Chairman, and CEO of OverIT. Marco attended the University of Udine.",,,,,,,,,,,"162,619"
Michael Plocher,https://www.crunchbase.com/person/michael-plocher-050e,1,,"Detroit, Michigan, United States",Michael Plocher,Individual/Angel,Seed,1,,,,,,,,"162,620"
Gain Loyalty,https://www.crunchbase.com/organization/gain-loyalty,1,,"Hong Kong, Hong Kong Island, Hong Kong",Gain Loyalty is an investment firm.,,,1,,,,,,,,"162,621"
Startup Central,https://www.crunchbase.com/organization/startup-central,,,,Startup funding. Mentors. Angel investors. Experts. VC news.,Angel Group,,,,,,,,,,"162,622"
ArcheMatrix Ventures,https://www.crunchbase.com/organization/archematrix-ventures,,,"Los Angeles, California, United States",ArcheMatrix Ventures is an Early-stage venture capital firm.,Venture Capital,Early Stage Venture,,,,,,,,,"162,624"
Lisa Walden,https://www.crunchbase.com/person/lisa-walden,,,"Slough, United Kingdom, Europe",Lisa Walden is the B2B Marketing Consultant at LW Marketing. She attended Digital Marketing Institute.,,,,,,,,,,,"162,625"
Linsang Partners LLC,https://www.crunchbase.com/organization/linsang-partners-llc,,,,Telecommunications infrastructure.     Linsang Partners LLC was added in 2014.,,"Early Stage Venture, Seed",,,,,,,,,"162,626"
Joerg Trouvain,https://www.crunchbase.com/person/jrg-trouvain,1,,"Berlin, Berlin, Germany",Joerg Trouvain is a renowned authority of the European travel industry and an experienced expert in the e-commerce sector: He will now funct...,Individual/Angel,Seed,1,,,,,,,,"162,627"
Charles E. Harris,https://www.crunchbase.com/person/charles-e-harris,,,,Charles E. Harris - Chairman and CEO @ 180 Degree Capital,Investment Partner,,,4,,,,,,,"162,628"
Jamie Butterworth,https://www.crunchbase.com/person/jamie-butterworth,,,"Edinburgh, Edinburgh, City of, United Kingdom","Jamie Butterworth is a Partner of Circularity Capital, a specialist fund manager supporting the growth and innovation of businesses operatin...",Investment Partner,,,5,,,,,,,"162,622"
Margarida Garcia,https://www.crunchbase.com/person/margarida-garcia,,,"Madrid, Madrid, Spain",Margarida Garcia is the Angel Investor at Alma Angels. Margarida Garcia attended IE Business School.,,,,,,,,,,,"162,625"
Kevin Madill,https://www.crunchbase.com/person/kevin-madill-ab7e,,,"Ottawa, Ontario, Canada",Kevin Madill is an Investment Director at MaRS Investment Accelerator Fund.,Investment Partner,,,2,,,,,,,"162,631"
Start-Up Hustle Incubator,https://www.crunchbase.com/organization/start-up-hustle-incubator,,,,"A six week intensive incubator by Hacker Lab in partnership with Sierra College to take place in Rocklin, California.",Incubator,,,,,,,,2015-09-28,,"162,628"
Eric Dodin,https://www.crunchbase.com/person/eric-dodin,1,,,Eric Dodin is the ex CEO of Europcar and CEO of AssurOne.,Individual/Angel,,1,,,,,,,,"162,632"
Bart Jan Manten,https://www.crunchbase.com/person/bart-jan-manten,1,,,Bart Jan Manten is an founder At Neolea Fine Food and Bubbles.,Individual/Angel,,1,,,,,,,,"162,633"
Claudio Nessi,https://www.crunchbase.com/person/claudio-nessi,,,"Geneva, Geneve, Switzerland",Claudio Nessi joined NeoMed in June 2001 and became a partner in 2004.  He has been involved in the creation and early financing of numer...,Investment Partner,,,15,,,,,,,"162,635"
Dean Tilyard,https://www.crunchbase.com/person/dean-tilyard,,,"New Zealand, Oceania",Dean Tilyard is Chief Executive Officer of The Bio Commerce Centre in Palmerston North. Dean works primarily in investment for early-stage t...,Investment Partner,,,1,,,,,,,"162,637"
Zhejiang University Tuling,https://www.crunchbase.com/organization/zhejiang-university-tuling,1,,"Hangzhou, Zhejiang, China","Zhejiang University Tuling specializes in IT solutions and provides technical assistance, and consulting services.",,,1,,,,,,,,"162,638"
Shanghai Yinshi Venture Capital,https://www.crunchbase.com/organization/shanghai-yinshi-venture-capital,1,,,Shanghai Yinshi Venture Capital is an investment firm.,,,1,,,,,,,,"162,639"
"Primespark, LLC",https://www.crunchbase.com/organization/primespark-llc,,,"Atlanta, New York, United States",Microseed investments and advisory,Venture Capital,Venture,,,,,,,,,"162,634"
Bamboo Angel Group,https://www.crunchbase.com/organization/bamboo-angel-group,1,,"Detroit, Michigan, United States",Bamboo Angel Group is a Detroit-based network of angel investors.,,,1,,,1,,,,,"162,635"
Beijing Junmao Investment Center,https://www.crunchbase.com/organization/beijing-junmao-investment-center,2,1,"Beijing, Beijing, China",Beijing Junmao Investment Center is engaged in investment management and project investment.,Private Equity Firm,,2,,,,1,,,,"162,636"
