Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Jay Hagan,https://www.crunchbase.com/person/jay-hagan,,,"San Diego, California, United States","Jay Hagan is the President, CEO, and Director of Regulus Therapeutics. He attended the D'Amore-McKim School of Business at Northeastern Univ...",,,,,,,,,,,"148,207"
transaction Japan,https://www.crunchbase.com/organization/transaction-japan,1,,"Shibuya, Kanagawa, Japan",Transaction Group has been committed to manufacturing and has provided attractive products.,,,1,,,,,,,,"148,221"
Wuhan Huibo Yongdao Chuangtou,https://www.crunchbase.com/organization/wuhan-huibo-yongdao-chuangtou,2,,"Wuhan, Hubei, China",Wuhan Huibo Yongdao Chuangtou is a venture capital investment firm.,Venture Capital,,2,,,,,,,,"148,222"
Yingsheng Venture Capital,https://www.crunchbase.com/organization/yingsheng-venture-capital,2,,"Beijing, Beijing, China",Yingsheng Venture Capital is engaged in venture capital business.,,,2,,1,,,,,,"148,229"
Bricapital,https://www.crunchbase.com/organization/bricapital,,,"Miami, Florida, United States",Bricapital is a private equity and asset management firm focused on the hospitality sector.,Private Equity Firm,,,,,,,,,,"148,232"
Soda Rock Partners,https://www.crunchbase.com/organization/soda-rock-partners,1,1,,Soda Rock Partners	,,,1,,,,1,,,,"148,200"
Bruno Larvol,https://www.crunchbase.com/person/bruno-larvol,3,,"San Francisco, California, United States",Bruno Larvol is the Founder and CEO of Larvol Group attended Northwestern University.,Individual/Angel,,3,,,,,,,,"148,202"
Collin Thompson,https://www.crunchbase.com/person/collin-thompson,,,"Bangkok, Krung Thep, Thailand",A software designer specializing in artificial intelligence and payments for creator marketing. I’m also the CEO of a Stealth startup where...,,,,,,,,,,,"148,238"
Luciano Freitas,https://www.crunchbase.com/person/luciano-freitas,1,,"São Paulo, Sao Paulo, Brazil","Head Trainer, entrepreneur and consumer-reaction driven professional with 10+ years of experience creating business opportunities all around...",Individual/Angel,,1,,,,,,,,"148,203"
Harvey Adams,https://www.crunchbase.com/person/harvey-adams,1,,"Atlanta, Georgia, United States",Harvey Adams,Individual/Angel,"Early Stage Venture, Seed",1,,,,,,,,"148,239"
Michael Zelnick,https://www.crunchbase.com/person/michael-zelnick,2,,"Atlanta, Georgia, United States",Michael Zelnick is the Senior Principal Engineer and Senior ASIC Engineer at Broadcom.,Individual/Angel,Seed,2,,,,,,,,"148,204"
Songbo Li,https://www.crunchbase.com/person/songbo-li,3,1,"Changzhou, Zhejiang, China","Li Songbo, Partner at DFJ Compass, has more than 15 years of experience in telecommunications, media and technology (TMT) sector.  Li co-...",Individual/Angel,Seed,2,,,,1,,,,"148,206"
Matt Vasey,https://www.crunchbase.com/person/matt-vasey,,,"Seattle, Washington, United States",Matt Vasey,,,,,,,,,,,"148,207"
StartupWorld,https://www.crunchbase.com/organization/startupworld-hungary-plc,1,,"Budapest, Budapest, Hungary",StartupWorld organizes a series of events to bring the domestic startup firms they represent closer together.,,,1,,1,,,,,,"148,205"
Scudder Technology Fund,https://www.crunchbase.com/organization/scudder-technology-fund,3,2,"Chicago, Illinois, United States",Scudder Technology Fund is a wealth management firm that provides its users with investment advice and trade execution services.,Investment Bank,,3,,1,,2,,,,"148,208"
Fawaz H. Zu’bi,https://www.crunchbase.com/person/fawaz-h-zu-bi,,,"Amman, Jordan, Asia",Dr. Fawaz is the Founder and Chief Executive Officer of Silicon Badia and has been at the forefront of the EMEA region’s technology developm...,Investment Partner,,,1,,,,,,,"148,242"
Diego Lijtmaer,https://www.crunchbase.com/person/diego-lijtmaer-d445,1,,,Diego Lijtmaer is the Co-Founder at rumi.finance. He attended The Wharton School.,Individual/Angel,,1,,,,,,,,"148,243"
Gansu Xuanyuan Pharmaceutical Development,https://www.crunchbase.com/organization/gansu-xuanyuan-pharmaceutical-development,1,,,Gansu Xuanyuan Pharmaceutical Development,,,1,,,,,,,,"148,244"
Mike Lempres,https://www.crunchbase.com/person/mike-lempres,,,"San Francisco Bay Area, California, United States","Mike Lempres is an Advisor and Legal Strategist for several companies. He attended University of California, Berkeley.",,,,,,,,,,,"148,211"
Hanjiang Investment Holding,https://www.crunchbase.com/organization/hanjiang-investment-holding,1,1,"Xiangyang, Hubei, China",Hanjiang Investment Holding is an investment firm.,Fund Of Funds,,1,,,,1,,,,"148,245"
Adam Kubeczka,https://www.crunchbase.com/person/adam-kubeczka,,,,Angel Investor & founder of AJTK Investments. AJTK has established partnerships with VC funds and startups focused on new and emerging techn...,,"Early Stage Venture, Seed",,,,,,,,,"148,212"
Iowa Capital Investment Corporation,https://www.crunchbase.com/organization/iowa-capital-investment-corporation,,,"Des Moines, Iowa, United States",Iowa Capital Investment Corporation announces fund investment in Dwolla.,Fund Of Funds,,,,,,,,,,"148,213"
Matthew Young,https://www.crunchbase.com/person/matthew-young-3d77,,,"Menlo Park, California, United States",Matthew Young is the Managing Director at Longitude Capital.,Investment Partner,,,2,,,,,,,"148,214"
Alexander Lubański,https://www.crunchbase.com/person/alexander-lubanski,,,"Warsaw, Mazowieckie, Poland","Entrepreneur, investor. Co-founder and partner in Black Pearls. For many years he served executive positions in Europe’s largest network ...",Investment Partner,,,2,,,,,,,"148,215"
matikata Bazar,https://www.crunchbase.com/organization/matikata-bazar,,,"Dhaka, Dhaka, Bangladesh","Grocery products Delivered at your Doorstep. online shopping store with 15,000 products at discounts in Matikata Road.","Corporate Venture Capital, Venture Capital","Early Stage Venture, Venture",,,,,,,,,"148,218"
Nicholas A. Pappas,https://www.crunchbase.com/person/nicholas-a-pappas,,,"Boston, Massachusetts, United States","Nick Pappas has been working with early-stage technology companies for over 10 years, advising management teams and boards of directors on m...",Investment Partner,,,4,,,,,,,"148,219"
Wanli Min,https://www.crunchbase.com/person/wanli-min,,,"Hangzhou, Zhejiang, China",Wanli Min is the founder of North Summit Capital. He is a former Vice President and Chief Machine Intelligence Scientist at Alibaba Cloud.,Investment Partner,,,2,,,,,,,"148,248"
Herbert Kloiber,https://www.crunchbase.com/person/herbert-kloiber,2,,,"After a Ph. D. in law at the university of Vienna, Herbert G. Kloiber started his career at Beta/Taurus in the year 1970. In 1974 he was nam...",Individual/Angel,Seed,1,,,,,,,,"148,222"
Justin Kaplan,https://www.crunchbase.com/person/justin-kaplan,,,"Westport, Connecticut, United States","Justin Kaplan serves as a partner at Balance Point Capital Partners. Prior to joining BPCA, Justin was a Senior Vice President for BNY Mello...",Investment Partner,,,11,,,,,,,"148,223"
Whetstone Partners,https://www.crunchbase.com/organization/whetstone-partners,,,,Whetstone Partners is an internationally based hotel asset management and consulting firm led by industry veterans Jonathan Crellin.,Venture Capital,,,,,,,,,,"148,224"
Block Distribution Capital,https://www.crunchbase.com/organization/block-distribution-capital,1,,,Block Distribution Capital,,,1,,,,,,,,"148,225"
LavLabs Investments (LI),https://www.crunchbase.com/organization/lavlabs-investments-li,,,"Beverly Hills, California, United States",LavLabs Investments is the corporate venture capital (CVC) arm of LavLabs Inc.,Corporate Venture Capital,Venture,,,,,,,,,"148,226"
Wyngate Investments,https://www.crunchbase.com/organization/wyngate-investments,1,,,"Boston-based venture capital & investment firm. Their portfolio includes pre-seed and seed stage investments in AI, IoT, Fintech, & Esports",,,1,,,,,,,,"148,229"
Plamen Dragozov,https://www.crunchbase.com/person/plamen-dragozov,1,,"Redwood City, California, United States",Plamen Dragozov,Individual/Angel,Seed,1,,,,,,,,"148,230"
Mohan Kumar Pillai,https://www.crunchbase.com/person/mohan-kumar-pillai,1,,"Singapore, Asia",Mohan Kumar Pillai,Individual/Angel,Seed,1,,,,,,,,"148,231"
Qingyuan Huaqing,https://www.crunchbase.com/organization/qingyuan-huaqing,1,,"Suzhou, Jiangsu, China",Qingyuan Huaqing operates as an investment firm.,,,1,,,,,,,,"148,232"
The Parkside Group,https://www.crunchbase.com/organization/the-parkside-group-2,,,"San Francisco, California, United States",The Parkside Group invests in real estate assets and operating companies.,Venture Capital,,,,,,,,,,"148,233"
Tianrui Chuangxin Keji,https://www.crunchbase.com/organization/tianrui-chuangxin-keji,1,,"Baoan, Guangdong, China",Tianrui Chuangxin Keji is an investment firm.,,,1,,1,,,,,,"148,234"
Cropperbros Research,https://www.crunchbase.com/organization/cropperbros-research,3,,"Lisbon, Lisboa, Portugal",Cropperbros Research,,,3,,,,,,,,"148,269"
L G,https://www.crunchbase.com/organization/lg-group-investments,,,"Genève, Geneve, Switzerland",Venture Capital Investments,,,,,,,,,,,"148,236"
John Glicksman,https://www.crunchbase.com/person/john-glicksman,,,"Pittsburgh, Pennsylvania, United States",Mr. Glicksman joined the PLSG in 2004 and is an officer of the company.  He has over 20 years of legal and business experience and has serve...,,,,,,,,,,,"148,237"
Elisabeth Brinton,https://www.crunchbase.com/person/elisabeth-brinton,,,"Sydney, New South Wales, Australia","Elisabeth has more than 25 years of experience growing companies and leading innovation across sectors including energy, technology, consume...",Investment Partner,,,7,,,,,,,"148,238"
Mohamadi Tapsoba,https://www.crunchbase.com/person/mohamadi-tapsoba,,,"Miami, Florida, United States","Mohamadi Tapsoba is the Founder and Chief Executive Officer of TAW Group Inc an umbrella company owns ( TAW Theme, TAW Media Group, TAW Capi...",,,,,,,,,,,"148,240"
Arthur Chupeau,https://www.crunchbase.com/person/arthur-chupeau,,,"Nairobi, Nairobi Area, Kenya",Arthur Chupeau is the Head of Ventures at The Baobab Network. Arthur Chupeau attended CEFAM Centre d'Études Franco-Américain de Management.,Investment Partner,,,5,,,,,,,"148,241"
Asturgar,https://www.crunchbase.com/organization/asturgar,2,,"Llanera, Asturias, Spain","Asturgar is a non-profit financial organization that provides financing to SMEs, freelancers and entrepreneurs.",,,2,,,,,,,,"148,273"
The Brakemen Foundation,https://www.crunchbase.com/organization/the-brakemen-foundation,,,"Calgary, Alberta, Canada",The Brakemen Foundation as a nonprofit organization focused on helping children in Calgary and the surrounding area.,,,,,,,,,,,"148,244"
Peter Graham,https://www.crunchbase.com/person/peter-graham-b1c8,1,,,Peter Graham,Individual/Angel,,1,,1,,,,,,"148,245"
Helen Ryan,https://www.crunchbase.com/person/helen-ryan,1,,,Helen Ryan was the Chief Executive Officer of Creganna-Tactx Medical from 2005 until September 2013. Creganna-Tactx Medical is a global supp...,Individual/Angel,Seed,1,,,,,,,,"148,246"
Tightline Holdings,https://www.crunchbase.com/organization/tightline-holdings,1,,"Lefkosia, Nicosia, Cyprus",Tightline Holdings,,,1,,,,,,,,"148,247"
Swae Lee,https://www.crunchbase.com/person/swae-lee,3,1,,"Swae Lee is the Grammy-nominated rapper, composer, and member of Rae Sremmurd.",Individual/Angel,,2,,1,,1,,,,"148,248"
Aftab Jutt,https://www.crunchbase.com/person/aftab-jutt,,,"United States, North America","As the CEO of ""https://www.healthfitnesslove.com/,"" Aftab jutt is at the helm of a dynamic online platform dedicated to promoting health and...",,Early Stage Venture,,,,,,,,,"148,249"
United Humanitarian Front,https://www.crunchbase.com/organization/united-humanitarian-front,,,"Kyiv, Kyyiv, Ukraine",United Humanitarian Front is a non-governmental organization that aids Ukraine in advancing toward victory.,,,,,,,,,,,"148,250"
Emerging India,https://www.crunchbase.com/organization/emerging-india,2,1,,Emerging India,,,2,,1,,1,,,,"148,252"
Tim Bukher,https://www.crunchbase.com/person/tim-bukher,,,"New York, New York, United States","Tim Bukher is an internationally recognized venture capital and IT expert, having a decade of experience on complex matters in digital tech....",,,,,,,,,,,"148,254"
Guangzhou Lianxing Investment Management,https://www.crunchbase.com/organization/guangzhou-lianxing-investment-management,1,1,"Guangzhou, Guangdong, China",Guangzhou Lianxing Investment Management is engaged in investment management.,Private Equity Firm,,1,,1,,1,,,,"148,253"
KSD Advisory,https://www.crunchbase.com/organization/ksd-advisory,1,1,"Frankfurt, Hessen, Germany",KSD Advisory is a Business management consultant.,,,1,,1,,1,,,,"148,255"
Rajeev Dutt,https://www.crunchbase.com/person/rajeev-dutt,,,"Seattle, Washington, United States","Rajeev Dutt is the Founder and CEO of  DimensionalMechanics, Inc. He previously worked at Intel Corporation as a Mobile Communications Group...",,,,,,,,,,,"148,257"
Medtekwiz Advisory Ltd,https://www.crunchbase.com/organization/medtekwiz-advisory-ltd,2,,"Rochdale, Rochdale, United Kingdom",Medtekwiz Advisory Ltd,,,2,,2,1,,,,,"148,258"
Bioenterprise Capital,https://www.crunchbase.com/organization/bioenterprise-capital,,,"Toronto, Ontario, Canada",Bioenterprise Capital is one of the premier investment firms targeting global opportunities in agricultural technology.,"Private Equity Firm, Venture Capital",,,,,,,,,,"148,259"
Soohong Park,https://www.crunchbase.com/person/soohong-park,,,"South Korea, Asia",Soohong Park - Founder & CEO @ Bagel Labs,,,,,,,,,,,"148,260"
Global Health Innovation Accelerator (GHIA),https://www.crunchbase.com/organization/global-health-innovation-accelerator-ghia,,,,GHIA is an accelerator for medical technologies with the potential to help vulnerable patients in South Africa.,Accelerator,,,,,,,,,,"148,263"
Michael Lukin,https://www.crunchbase.com/person/michael-lukin-b98a,,,"Sydney, New South Wales, Australia",Michael Lukin,Investment Partner,,,1,,,,,,,"148,262"
Jonan Mirai Fund,https://www.crunchbase.com/organization/jonan-mirai-fund,,,"Tokyo, Tokyo, Japan",Jonan Mirai Fund is an investment firm with attributes in cooperative banking.,Venture Capital,,,,,,,,,,"148,264"
Larry Cutler,https://www.crunchbase.com/person/larry-cutler,,,"San Francisco, California, United States",Co-founder and CTO at Baobab Studios.,,,,,,,,,,,"148,265"
Mikal Boe,https://www.crunchbase.com/person/mikal-boe,,,"London, England, United Kingdom",Mikal Boe is a Chief Executive Officer at CORE POWER (UK) Ltd. He attended Aston University.,,Early Stage Venture,,,,,,,,,"148,266"
Bruce Downey,https://www.crunchbase.com/person/bruce-downey,,,"Washington, District of Columbia, United States",Bruce Downey is the Partner at NewSpring Capital.,Investment Partner,,,1,,,,,,,"148,267"
A Better Financial Plan,https://www.crunchbase.com/organization/a-better-financial-plan,,,"King Of Prussia, Pennsylvania, United States",A Better Financial Plan is committed to discovering and making available alternative safe investments that deliver attractive rates returns.,Private Equity Firm,,,,,,,,,,"148,288"
Utho Capital Fund Managers,https://www.crunchbase.com/organization/utho-capital-fund-managers,,,"Johannesburg, NA - South Africa, South Africa",Utho Capital Fund Managers is providing creative financial solutions to both private and public sector clients in South Africa.,Fund Of Funds,,,,,,,,,,"148,268"
Juan Manuel Cortés,https://www.crunchbase.com/person/juan-manuel-cortés-cf03,,,"Spain, Europe","Juan Manuel Cortés Galindo, also known as Juanma, is an entrepreneur and investor with plenty of experience in growing tech companies across...",,Seed,,,,,,,,,"148,271"
Changjiangyun,https://www.crunchbase.com/organization/changjiangyun,3,,"Wuhan, Hubei, China",Changjiangyun is an application that provide users with news and government-related information.,,,3,,1,,,,,,"148,273"
Matteo di Montezemolo,https://www.crunchbase.com/person/matteo-di-montezemolo,,,"Madrid, Madrid, Spain",Matteo di Montezemolo is the founder of Charme Capital Partners. He previously worked at Goldman Sachs in London as an Investment Banking di...,,,,,,,,,,,"148,274"
DIT Partners,https://www.crunchbase.com/organization/dit-partners,3,1,"Paris, Ile-de-France, France",DIT PARTNERS is an agency that specializes in establishing brands in France and abroad,Private Equity Firm,,3,,,,1,,,,"148,276"
Lorenzo Calcagni,https://www.crunchbase.com/person/lorenzo-calcagni,,,"Milan, Lombardia, Italy",Lorenzo Calcagni is a Partner at MIP. He Attended King's College London during 2009-2010.,,"Early Stage Venture, Late Stage Venture, Private Equity",,,,,,,,,"148,292"
Simple Juneja,https://www.crunchbase.com/person/simple-juneja,1,,,"Simple Juneja is a Global Business leader. Ex- Coca-Cola, Bacardi, LVMH",Individual/Angel,,1,,,,,,,,"148,277"
