Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Bill Fradin,https://www.crunchbase.com/person/bill-fradin,,,"New York, New York, United States",Bill Fradin - Managing Partner & Founder @ Seal Rock Partners,Investment Partner,,,2,,,,,,,"146,407"
Makoto Rheault-Kihara,https://www.crunchbase.com/person/makoto-rheault-kihara,,,"Montréal, Quebec, Canada",Makoto Rheault-Kihara,Investment Partner,,,1,,,,,,,"146,413"
Jim Warwick,https://www.crunchbase.com/person/jim-warwick,1,,"Cambridge, Cambridgeshire, United Kingdom","Jim started work at Analysys Limited, a Cambridge-based telecommunications consultancy, heading up its IT, software and web development init...","Investment Partner, Individual/Angel",,1,1,,,,,,,"146,423"
Greg Raleigh,https://www.crunchbase.com/person/greg-raleigh,,,"San Francisco, California, United States",Greg Raleigh is the Venture Advisor at New Enterprise Associates and the Founder & Managing Board Member at Headwater Partners.,,,,,,,,,,,"146,429"
Rob Gronkowski,https://www.crunchbase.com/person/rob-gronkowski,1,,,Rob Gronkowski is an individual investor.,Individual/Angel,,1,,,,,,,,"146,431"
Cristy Barnes,https://www.crunchbase.com/person/cristy-barnes,,,"Menlo Park, California, United States",Cristy Barnes - Managing Director @ Hercules Capital,Investment Partner,,,7,,,,,,,"146,437"
Reapra Japan,https://www.crunchbase.com/organization/reapra-japan,1,,"Tokyo, Tokyo, Japan",Reapra Japan uses an investment approach that allows both entrepreneurs and businesses to grow in the long run.,Venture Capital,,1,,,,,,,,"146,439"
Jinpei Li,https://www.crunchbase.com/person/jinpei-li,1,,"Silicon Valley, California, United States","CFA, Berkeley Haas MBA, USC MSEE",Individual/Angel,Seed,1,,,,,,,,"146,445"
Shereen El Zarkani,https://www.crunchbase.com/person/shereen-zarkan,,,"Copenhagen, Hovedstaden, Denmark",Shereen El Zarkani is the Head of Maersk Growth.,Investment Partner,,,1,,,,,,,"146,450"
Heinrich Gröller,https://www.crunchbase.com/person/heinrich-gröller,1,,"Vienna, Wien, Austria","Heinrich has extensive hands-on know-how in company building, be it by starting and managing a greenfield project – in particular, a wooden ...","Investment Partner, Individual/Angel",,1,4,,,,,,,"146,463"
Tim Phang,https://www.crunchbase.com/person/tim-phang-4eed,,,"Singapore, Asia",Tim Phang is a visionary entrepreneur and technology leader dedicated to revolutionizing the way people access and utilize external data. Wi...,,,,,,,,,,,"146,467"
Theodore Mollinger,https://www.crunchbase.com/person/theodore-mollinger,1,,,Theodore Mollinger,Individual/Angel,,1,,,,,,,,"146,472"
Ray Yang,https://www.crunchbase.com/person/ray-yang,,,"Beijing, Beijing, China","Ray Yang joined NLVC with more than 15 years of experience in direct investments, government agencies and multinational corporations. Prior ...",Investment Partner,,,1,,,,,,,"146,400"
Gregg Rosenthal,https://www.crunchbase.com/person/gregg-rosenthal,,,,"Prior to University Ventures, Gregg was Vice President of Corporate Development at Bertelsmann SE & Co. KGaA (>$20b in revenues, >100,000 em...",,,,,,,,,,,"146,402"
Carlos Javier Cabello Morales,https://www.crunchbase.com/person/carlos-javier-cabello,,,"Vélez-málaga, Andalucia, Spain",Carlos Cabello is a Software Engineer at Ebury. He attended Malaga University.,,,,,,,,,,,"146,480"
Save Earth,https://www.crunchbase.com/organization/save-95d6,1,,,Save Earth is a venture capital investment firm.,,,1,,,,,,,,"146,404"
Louis Colosimo,https://www.crunchbase.com/person/louis-colosimo,,,"New York, New York, United States",Louis Colosimo is a Managing Director at ICG. Louis was a Managing Director and institutional private equity advisor at Lehman Brothers / Ne...,,,,,,,,,,,"146,406"
GB Whatsapp Download,https://www.crunchbase.com/person/gb-whatsapp-download,,,,Download the Official GB WhatsApp APK Latest Version for Android Devices. This is the Most Advanced and No.1 WhatsApp Mod Application in the...,,,,,,,,,,,"146,407"
Jake Shaw,https://www.crunchbase.com/person/jake-shaw-2de6,,,"Blackpool, United Kingdom, Europe","Jake Shaw is a music industry entrepreneur and founder of YourOwnMusic, a music marketing agency. He has worked with numerous artists, helpi...",,,,,,,,,,,"146,408"
Sachin Arora,https://www.crunchbase.com/person/sachin-arora,2,,"Bengaluru, Karnataka, India",Sachin Arora is a Co-founder at Chqbook.com.,Individual/Angel,Seed,2,,,,,,,,"146,409"
InvestLinc Wealth Services,https://www.crunchbase.com/organization/the-investlinc-group,1,,"Chagrin Falls, Ohio, United States","InvestLinc Wealth Services is providing unique wealth solutions, comprehensive Wealth Planning and sophisticated Wealth Integration.",Venture Capital,,1,,1,,,,,,"146,410"
Trinity media,https://www.crunchbase.com/organization/trinity-media,,,"Dubai, Dubai, United Arab Emirates","Trinity media specializes in graphic design, advertising, indoor and outdoor digital printing services.",,,,,,,,,,,"146,486"
Emergya Ventures,https://www.crunchbase.com/organization/emergya-ventures,2,,"Seville, Andalucia, Spain",Emergya Ventures is the sister VC firm of the Software Development company Emergya.,Incubator,"Early Stage Venture, Seed",2,,,,,,,,"146,411"
NewSpeed Capital,https://www.crunchbase.com/organization/newspeed-capital,1,1,"San Mateo, California, United States",NewSpeed acquires ownership positions in and operates technology companies. Focus is on all aspects of Commu. & Internet Infrastructure.,Private Equity Firm,,1,,,,1,,,,"146,492"
Yinling Capital,https://www.crunchbase.com/organization/yinling-capital,6,4,"Shanghai, Shanghai, China",Yinling Capital is an innovative asset management company.,Venture Capital,,6,,,,4,,,,"146,413"
Ruud Stelder,https://www.crunchbase.com/person/ruud-stelder,1,,"Amsterdam, Noord-Holland, The Netherlands",Founder & Investor @ Orderchamp .,Individual/Angel,,1,,1,,,,,,"146,415"
Supreet Manchanda,https://www.crunchbase.com/person/supreet-manchanda,,,"San Francisco Bay Area, California, United States",Supreet Manchanda,Investment Partner,Early Stage Venture,,5,,,,,,,"146,416"
Guohua Yiyao,https://www.crunchbase.com/organization/guohua-yiyao,1,,"Jiangshu, Jiangsu, China",Guohua Yiyao is a company engaged in research and experimental development.,,,1,,,,,,,,"146,417"
Delphys,https://www.crunchbase.com/organization/delphys,1,1,"Tokyo, Tokyo, Japan","Delphys provides newspaper advertising, internet advertising and transportation advertising services.",,,1,,1,,1,,,,"146,418"
Juan Ramon Zarco,https://www.crunchbase.com/person/juan-ramon-zarco,1,,"New York, New York, United States",Juan Ramon Zarco is the Founder and Partner at Crimson Growth Partners.,Individual/Angel,Seed,1,,,,,,,,"146,496"
Rachel Sterne Haot,https://www.crunchbase.com/person/rachel-haot,,,"New York, New York, United States","Rachel Sterne Haot - Executive Director, Transit Innovation Partnership @ Partnership Fund for New York City",,,,,,,,,,,"146,422"
Power Equity AG,https://www.crunchbase.com/organization/power-equity-ag,1,,,Power Equity AG,,,1,,,,,,,,"146,500"
Amine A.,https://www.crunchbase.com/person/amine-a,1,,"United Arab Emirates, Asia",Amine A.,Individual/Angel,,1,,,,,,,,"146,423"
Kalamazoo,https://www.crunchbase.com/organization/kalamazoo,1,,,Kalamazoo specializes in dealer management systems.,,,1,,,1,,,,,"146,424"
Yizhen Lim,https://www.crunchbase.com/person/yizhen-lim,,,"Singapore, Asia",Yizhen Lim Investment Manager at Sofina.,Investment Partner,,,1,,,,,,,"146,501"
Dennis Hall,https://www.crunchbase.com/person/dennis-hall,,,"Northampton, Northamptonshire, United Kingdom",Dennis Hall is the Partner and Global Head of Portfolio Management at Baird Capital Private Equity. Dennis Hall joined Baird Capital's U.K....,,,,,,,,,,,"146,425"
Geoffroy Bragadir,https://www.crunchbase.com/person/geoffroy-bragadir,1,1,"Paris, Ile-de-France, France",Geoffroy Bragadir - CEO @ Aurinvest,"Investment Partner, Individual/Angel",Seed,1,6,,,1,,,,"146,426"
Maria Woodman,https://www.crunchbase.com/person/maria-woodman-3133,,,"New York, New York, United States",Maria Woodman is a Principal of RockCreek.,Investment Partner,,,1,,,,,,,"146,428"
Chee We Ng,https://www.crunchbase.com/person/chee-we-ng-f0e0,,,"Singapore, Asia",Chee-We Ng is a partner at Oak Seed Ventures.,Investment Partner,,,1,,,,,,,"146,431"
Nahu Ghebremichael,https://www.crunchbase.com/person/nahu-ghebremichael,,,"San Francisco, California, United States","Nahu Ghebremichael As the Head of Insurance at NerdWallet, a go-to personal finance resource that provides consumers with tools and informat...",Investment Partner,,,1,,,,,,,"146,432"
Wilson Capital,https://www.crunchbase.com/organization/wilson-capital,1,1,"Austin, Texas, United States",Wilson Capital operates as an investment firm.,Private Equity Firm,,1,,,,1,,,,"146,507"
i2A Capital - Asia incubator,https://www.crunchbase.com/organization/i2a-capital-asia-incubator,,,"Shanghai, Shanghai, China",i2A Capital is a venture capital firm that invests in Startups in China and South East Asia countries,"Angel Group, Incubator, Micro VC","Early Stage Venture, Seed",,,,,,,,,"146,433"
TiE Hyderabad,https://www.crunchbase.com/organization/tie-hyderabad,1,,"Kondapur, Andhra Pradesh, India","The Indus Entrepreneurs is an organization for entrepreneurs focusing on mentoring, networking, education, funding, and incubation.",,,1,,,,,,,,"146,508"
Davide Turco,https://www.crunchbase.com/person/davide-turco,,,"Milano, Lombardia, Italy",Davide Turco	joined Indaco Venture Partners as Co-Founder & Managing Director.,Investment Partner,,,10,,,,,,,"146,435"
Zeeshan Khalid,https://www.crunchbase.com/person/zeeshan-khalid,,,"Islamabad, Islamabad, Pakistan","Our revered CEO of UnitedSol has a passion for producing the best and most effective web solutions clients can avail. Being the prime mover,...",,,,,,,,,,,"146,436"
Maarten Derks,https://www.crunchbase.com/person/maarten-derks,,,"Bosch En Duin, Utrecht, The Netherlands",Maarten Derks is the Managing Partner at TIIN Capital.,Investment Partner,,,1,,,,,,,"146,434"
David Montgomery,https://www.crunchbase.com/person/david-montgomery-28da,,,"London, England, United Kingdom",David Montgomery is the Managing Director of M&G Investments. He previously worked at Transamerica as a COO of Individual Solutions. David M...,Investment Partner,,,1,,,,,,,"146,438"
