Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Andy Meyers,https://www.crunchbase.com/person/andy-meyers-aec2,,,,Andy Meyers,,,,,,,,,,,"237,860"
Christina D’asaro,https://www.crunchbase.com/person/christina-d-asaro,,,,Christina D’asaro,,,,,,,,,,,"237,600"
Scot Milchman,https://www.crunchbase.com/person/scot-milchman,,,"Eden Prairie, Minnesota, United States",Scot Milchman,,,,,,,,,,,"237,605"
Greg Page,https://www.crunchbase.com/person/greg-page-e436,,,"Chelmsford, Massachusetts, United States",Greg Page,,,,,,,,,,,"237,608"
Adrianna Czornyj,https://www.crunchbase.com/person/adrianna-czornyj,,,"Toronto, Ontario, Canada","Experienced Partner with a demonstrated history in the private equity industry. Strong professional skilled in Mergers & Acquisitions (M&A),...",Investment Partner,Private Equity,,2,,,,,,,"237,603"
Francisco Moran,https://www.crunchbase.com/person/francisco-moran-3b2d,,,,Francisco Moran,,,,,,,,,,,"237,602"
Mark Rosenberg,https://www.crunchbase.com/person/mark-rosenberg-1952,,,"Melbourne, Victoria, Australia",Mark Rosenberg is the Application Manager at T2 Tea. Mark Rosenberg attended Founder Institute.,,Seed,,,,,,,,,"237,606"
Eric Bradley,https://www.crunchbase.com/person/eric-bradley-7bc0,,,,Eric Bradley is the EVP of Business Development for the BERKS Group.,Investment Partner,,,1,,,,,,,"237,607"
Luis Ruano,https://www.crunchbase.com/person/luis-ruano,,,"Spain, Georgia, United States",Luis Ruano - Gerencia (CEO) / Dirección financiera (CFO) @ Ricari,Investment Partner,,,1,,,,,,,"237,601"
Aaron Hawkey,https://www.crunchbase.com/person/aaron-hawkey-d576,,,,Aaron Hawkey,,,,,,,,,,,"237,609"
Collince Owino,https://www.crunchbase.com/person/collince-owino,,,"Nairobi, Nairobi Area, Kenya",Entrepreneur enthusiast.,,Early Stage Venture,,,,,,,,,"237,610"
Kevin Kerr,https://www.crunchbase.com/person/kevin-kerr-bc5b,,,"Canada, North America","Kevin Kerr is a Managing Director, Americas, Infrastructure & Natural Resources at Ontario Teachers'​ Pension Plan.",Investment Partner,,,1,,,,,,,"237,611"
Navid Rahgozar,https://www.crunchbase.com/person/navid-rahgozar-d602,,,"Greater Chicago Area, United States, North America",Navid Rahgozar,Investment Partner,,,1,,,,,,,"237,612"
Mike Biddulph,https://www.crunchbase.com/person/mike-biddulph,,,"London, England, United Kingdom",Mike Biddulph - Partner & Head of Portfolio @ August Equity,,,,,,,,,,,"237,629"
Andres Manguel,https://www.crunchbase.com/person/andres-manguel,,,,Andres Manguel,,,,,,,,,,,"237,615"
Michael Tresh,https://www.crunchbase.com/person/michael-tresh,,,"United States, North America",Michael Tresh - Director of IoT Solution Management @ ThingWorx,,,,,,,,,,,"237,618"
Globalie Foundation,https://www.crunchbase.com/organization/globalie-foundation,,,,"Globalie is an independent, non-partisan, coalition of international leaders focused on social enterprise",,,,,,,,,,,"237,626"
Nick Hillebrand,https://www.crunchbase.com/person/nick-hillebrand,,,"Netherlands, Missouri, United States","Nick Hillebrand, General Manager at JEX.",Investment Partner,,,1,,,,,,,"237,619"
Josh Streets,https://www.crunchbase.com/person/josh-streets,,,,"Entrepreneur, Advisor, Consultant, Investor",,"Convertible Note, Early Stage Venture, Non Equity Assistance, Seed",,,,,,,,,"237,613"
Paul Brodie,https://www.crunchbase.com/person/paul-brodie-32f5,,,,Paul Brodie,Investment Partner,,,1,,,,,,,"237,600"
Joanne Long,https://www.crunchbase.com/person/joanne-long-9214,,,"Singapore, Central Region, Singapore",Joanne Long is the Founder of DragonEx.,,,,,,,,,,,"237,627"
Pawan Chawla,https://www.crunchbase.com/person/pawan-chawla,,,"New Delhi, Delhi, India","Pawan Chawla entrepreneur based out in Delhi. He is into several businesses like entertainment, real estate etc. Exclusively managing celebr...",,,,,,,,,,,"237,632"
