Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
QR Pharmaceuticals,https://www.crunchbase.com/organization/qr-pharmaceuticals,1,,"Wuhan, Hubei, China",QR Pharmaceuticals is a pharmaceutical company that develops and manufactures a wide range of medicines.,,,1,,1,,,,,,"42,604"
The Meridian Group,https://www.crunchbase.com/organization/the-meridian-group,,,"Bethesda, Maryland, United States","The Meridian Group is a Washington, D.C. based real estate development and investment firm.",Private Equity Firm,,,,,,,,,,"42,605"
The Firefly Group,https://www.crunchbase.com/organization/the-firefly-group,,,"Carmel, Indiana, United States","The Firefly Group invests in growth-oriented, lower-middle market companies in the Midwest.",Private Equity Firm,Private Equity,,,,,,,,,"42,606"
Rosepaul Investments / RosePaul Ventures,https://www.crunchbase.com/organization/rosepaul-investments,15,7,"New York, New York, United States",RosePaul Investments is a family office based in NYC. We invest in seed stage companies and VC via our captive VC Fund RosePaul Ventures.,Angel Group,Seed,15,,,4,7,,,,"42,608"
CMS Ventures,https://www.crunchbase.com/organization/cms-ventures,2,,"Cambridge, Cambridgeshire, United Kingdom",CMS Ventures is an investment company that invests in the biotech and life science sectors.,Venture Capital,"Early Stage Venture, Seed",2,,1,,,,,,"42,611"
Flipkart Leap,https://www.crunchbase.com/organization/flipkart-leap,8,1,"Bengaluru, Karnataka, India",Flipkart Leap aiming to create an ecosystem of strong startups in the Technology and Consumer Internet space focused on the India Market.,Accelerator,Seed,8,,8,,1,Online,,,"42,616"
Red Diamond Capital,https://www.crunchbase.com/organization/red-diamond-capital,,,"New York, New York, United States","Red Diamond Capital is an independent $150 million PE fund that invests in market manufacturing, distribution & service businesses.",Private Equity Firm,,,,,,,,,,"42,617"
Amit Patel,https://www.crunchbase.com/person/amit-patel-2,,,"San Francisco, California, United States",Amit Patel is a Managing Director at Owl Ventures. He has experience scaling several education startups and is deeply committed to building ...,Investment Partner,,,20,,,,,,,"42,618"
ESP Capital,https://www.crunchbase.com/organization/esp-capital,,,"Singapore, Central Region, Singapore",ESP Capital is an early stage supporter providing IT Consulting support.,Accelerator,Grant,,,,,,,,,"42,622"
Yixia Technology,https://www.crunchbase.com/organization/yixia-technology,1,,"Changyang, Beijing, China",Yixia provides a mobile platform for sharing short videos.,,,1,,1,,,,,,"42,628"
Greenlight Energy,https://www.crunchbase.com/organization/greenlight-energy,1,,"Forest Hills, New York, United States",Greenlight Energy is energy company which provide electricity to consumer with eco friendly product and service.,,,1,,1,,,,,,"42,631"
China Equity,https://www.crunchbase.com/organization/china-equity,78,10,"Beijing, Beijing, China","ChinaEquity is China's private merchant bank engaging in VC, PE, Direct investments as well as investment management.",Investment Bank,"Early Stage Venture, Late Stage Venture, Seed",65,,16,4,10,,,,"42,632"
Bruce Linton,https://www.crunchbase.com/person/bruce-linton,6,3,"Ottawa, Ontario, Canada",Mr. Linton is the founder of Canopy Growth Corporation (CGC) and co-founder of Tweed Marijuana Inc.Bruce’s primary focus has been to positio...,"Investment Partner, Individual/Angel",,5,1,2,,3,,,,"42,636"
Copernicus EU,https://www.crunchbase.com/organization/copernicus-eu,1,,"Vincennes, Indiana, United States",Environmental information is of crucial importance.,,,1,,1,,,,,,"42,600"
Phil Black,https://www.crunchbase.com/person/phil-black,1,,"San Francisco, California, United States",Phil is an early stage venture capitalist and co-founder of True Ventures. He learned the venture trade and met his future True Ventures co-...,"Investment Partner, Individual/Angel",,1,29,,,,,,,"42,639"
Mavrik,https://www.crunchbase.com/organization/mavrik,1,,"Montréal, Quebec, Canada",Mavrik operates as a family office with a broad range of investment and financing activities.,Family Investment Office,Venture,1,,,,,,,,"42,603"
Standard Communities,https://www.crunchbase.com/organization/standard-communities,1,,"Charleston, South Carolina, United States",Standard Communities is a housing solutions firm that offers mixed-income and workforce housing services.,,,1,,,1,,,,,"42,604"
Sanaka Capital Partners,https://www.crunchbase.com/organization/sanaka-capital-partners,1,,"Mumbai, Maharashtra, India",Sanaka Capital  is a  sector agnostic Private Equity Company focused on investing in Mid cap growth opportunities.,Private Equity Firm,"Late Stage Venture, Private Equity",1,,1,,,,,,"42,605"
Initiate Ventures,https://www.crunchbase.com/organization/initiate-ventures,2,,"Park City, Utah, United States",Initiate Ventures is a venture capital firm.,Venture Capital,Early Stage Venture,2,,,,,,,,"42,643"
