Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Michael Lujan,https://www.crunchbase.com/person/michael-lujan-0806,,,"Tyler, Texas, United States",Michael Lujan is the Co-founder and Owner of Mentoring Minds.,,,,,,,,,,,"199,200"
Franek Low,https://www.crunchbase.com/person/franek-low,3,,,Franek Low,Individual/Angel,,1,,,,,,,,"199,203"
Huiqiu Touzi,https://www.crunchbase.com/organization/huiqiu-touzi,6,,"Shanghai, Shanghai, China",Huiqiu Touzi is an investment firm.,Private Equity Firm,,5,,,,,,,,"199,206"
Concord EFS,https://www.crunchbase.com/organization/concord-efs,,,,Concord EFS is a company that provides payment gateway or pos terminal services.,,,,,,,,,,,"199,207"
Tyler Menlo,https://www.crunchbase.com/person/tyler-long,,,"San Diego, California, United States",Tyler Sosin is the Partner at Menlo Ventures. Tyler Sosin attended Stanford University.,,,,,,,,,,,"199,208"
Anji Juhai,https://www.crunchbase.com/organization/anjiju-hai,1,,"Hangzhou, Zhejiang, China",Anji Juhai is a technology company.,,,1,,,,,,,,"199,209"
Yangli Konggu,https://www.crunchbase.com/organization/yangli-konggu,2,,"Shenyang, Liaoning, China",Yangli Konggu is an investment firm.,,,1,,1,,,,,,"199,210"
Katada Kohei,https://www.crunchbase.com/person/katada-kohei,2,,"Tokyo, Tokyo, Japan",Katada Kohei - Chief Financial Officer @ Gojo & Company,Individual/Angel,,2,,,,,,,,"199,211"
Majdi Allulu,https://www.crunchbase.com/person/majdi-allulu,,,"Jiddah, Makkah, Saudi Arabia",Majdi Allulu is the Founder & CEO at Grintafy. He attended University of Central Florida.,,,,,,,,,,,"199,212"
Jørgen Bardenfleth,https://www.crunchbase.com/person/jørgen-bardenfleth,1,,"Copenhagen, Hovedstaden, Denmark",Jørgen Bardenfleth is Board Member at Nordic Power Convertors.,Individual/Angel,,1,,,,,,,,"199,213"
Venture Academy,https://www.crunchbase.com/organization/venture-academy-3,,,"Boston, Massachusetts, United States","Venture Academy was born from the idea that with the right information and guidance, any start-up can be successful.",Accelerator,Private Equity,,,,,,,,,"199,215"
Daniel Burton,https://www.crunchbase.com/person/daniel-burton-f596,,,"Reading, Pennsylvania, United States",Daniel Burton is the Owner of Brand View.,,,,,,,,,,,"199,216"
Anandamoy Roychowdhary,https://www.crunchbase.com/person/anandamoy-roychowdhary-6ec0,,,,Anandamoy Roychowdhary,Investment Partner,,,1,,,,,,,"199,217"
Andre Salvi,https://www.crunchbase.com/person/andre-salvi-c194,,,"Toronto, Ontario, Canada",Andre Salvi is a Senior Vice President at BMO Financial Group.,Investment Partner,,,2,,,,,,,"199,218"
Michael Stoddard,https://www.crunchbase.com/person/michael-stoddard,1,,"Portage, Michigan, United States","Michael Stoddard serves as the chief operating officer of BASIC, a Portage, Michigan-based third-party benefits administrator. For four year...",Individual/Angel,Seed,1,,,,,,,,"199,219"
Verified Stripe Account,https://www.crunchbase.com/organization/verified-stripe-account,,,,➤Email: yourpvashop@gmail.com ➤Telegram: Youpvashop ➤Skype: Your Pva Shop,,,,,,,,,,,"199,220"
Ricky Roman,https://www.crunchbase.com/person/ricky-roman-9a08,,,"New York, New York, United States",Ricky Roman,Investment Partner,,,1,,,,,,,"199,221"
