Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Dave Alfaro,https://www.crunchbase.com/person/dave-alfaro-915d,,,"Irvine, California, United States","With 15+ years of adept leadership, I've orchestrated successful implementation,  consulting, and Customer Success teams in cybersecurity. B...",,,,,,,,,,,"171,601"
Rohit Vanjani,https://www.crunchbase.com/person/rohit-vanjani,,,"New York, New York, United States",Rohit Vanjani,Investment Partner,,,1,,,,,,,"171,602"
Grant Barton,https://www.crunchbase.com/person/grant-barton,,,,Grant Barton,,,,,,,,,,,"171,601"
Nicholas Smalle,https://www.crunchbase.com/person/nicholas-smalle,,,"London, England, United Kingdom",Nicholas Smalle - Director @ Apis Partners,,,,,,,,,,,"171,602"
Legadalfeva,https://www.crunchbase.com/organization/legadalfeva,1,,,Legadalfeva,,,1,,,,,,,,"171,603"
Vinod Mukani,https://www.crunchbase.com/person/vinod-mukani-eead,,,"New York, New York, United States",Vinod Mukani Managing Director at Nomura,Investment Partner,,,4,,,,,,,"171,607"
Junhao Hongshi,https://www.crunchbase.com/organization/junhao-hongshi,1,,,Junhao Hongshi is an investment firm.,,,1,,,,,,,,"171,604"
Michele Contrini,https://www.crunchbase.com/person/michele-contrini,,,"Milano, Lombardia, Italy",Michele Contrini is the Co-Founder & CEO at Letsell.,,,,,,,,,,,"171,605"
Anthony Lamport,https://www.crunchbase.com/person/anthony-lamport,,,"New York, New York, United States",Anthony Lamport,Investment Partner,,,1,,,,,,,"171,606"
Shoucheng Holdings,https://www.crunchbase.com/organization/shoucheng-holdings,2,,"Wan Chai, Hong Kong Island, Hong Kong","Shoucheng Holdings engages in parking asset management, urban renewal business, and fund management business.",,,1,,,,,,,,"171,609"
Jay J.P. Peak,https://www.crunchbase.com/person/jay-j-p-peak,,,"United States, North America",Jay J.P. Peak was inducted into the National Academy of Best Selling Authors in 2015. His book Co-Authored with Brian Tracy hit three Nation...,,Venture,,,,,,,,,"171,610"
Kailash Nadh,https://www.crunchbase.com/person/kailash-nadh-51d2,,,"Bangalore, Karnataka, India",Kailash Nadh is a CTO at Zerodha.,Investment Partner,,,1,,,,,,,"171,612"
Story Stock Exchange,https://www.crunchbase.com/organization/story-stock-exchange,,,"Boulder, Colorado, United States",Story Stock Exchange is an angel fund that invests capital and marketing resources in promising high-growth companies.,Incubator,,,,,,,,,,"171,613"
Alan Richards,https://www.crunchbase.com/person/alan-richards,,,"London, England, United Kingdom",Alan has over 30 years capital markets experience. He began his career with consulting actuaries Bacon & Woodrow before becoming an investme...,Investment Partner,,,1,,,,,,,"171,615"
Bytes Foundation,https://www.crunchbase.com/organization/bytes-foundation,1,,"Higley, Arizona, United States","The Bytes Foundation is a nonprofit company that offers free computers, software, instruction, and technical support services.",,,1,,1,,,,,,"171,616"
Cristina Ventura,https://www.crunchbase.com/person/cristina-ventura,1,,,Cristina Ventura,Individual/Angel,,1,,,,,,,,"171,617"
Jordan Lamour,https://www.crunchbase.com/person/jordan-lamour,1,,"Lyon, Rhone-Alpes, France",Jordan Lamour is the Chief Technical Officer and Founder of TopOrder and he attended Rennes 2 University.,Individual/Angel,,1,,,,,,,,"171,617"
Shenyang Venture Capital Management Group,https://www.crunchbase.com/organization/shenyang-venture-capital-management-group,3,,"Shenyang, Liaoning, China",Shenyang Venture Capital Management Group is an investment firm.,Venture Capital,,3,,2,,,,,,"171,618"
Dermot Stratton,https://www.crunchbase.com/person/dermot-stratton,,,"Cupertino, California, United States",Dermot Stratton is the Alloy Manufacturing Quality Engineer at Apple.He attended University College Dublin.,,,,,,,,,,,"171,619"
Kevin Kuby,https://www.crunchbase.com/person/kevin-kuby,,,"Chevy Chase, Maryland, United States","Kevin Kuby joined Blackstreet Capital Management, LLC as a Managing Director – Restructuring in 2012. Mr. Kuby has worked in the turnaround ...",,,,,,,,,,,"171,623"
Shanghai Crop Capital Management Center,https://www.crunchbase.com/organization/shanghai-crop-capital-management-center,1,1,"Shanghai, Shanghai, China","Shanghai Crop Capital Management Center is a fund management company focusing on industrial mergers and acquisitions, equity investment.",,,1,,,,1,,,,"171,620"
John Milburn,https://www.crunchbase.com/person/john-milburn,,,"Dallas, Texas, United States","John was responsible for product, financial and operational direction for all solutions supporting One Identity, a wholly owned business ope...",,,,,,,,,,,"171,622"
Bert van der Els,https://www.crunchbase.com/person/bert-van-der-els,1,,"Vught, Noord-Brabant, The Netherlands",Bert van der Els - Commissioner President @ Eindhoven Airport,Individual/Angel,,1,,,,,,,,"171,623"
Meng Lian,https://www.crunchbase.com/person/meng-lian,,,,Meng Lian - VP @ IDG Capital,Investment Partner,,,1,,,,,,,"171,627"
Jude Gomes,https://www.crunchbase.com/person/jude-gomes-6c88,1,,"Sri Lanka, Asia",Jude Gomes,Individual/Angel,Seed,1,,1,,,,,,"171,626"
Peter Horan,https://www.crunchbase.com/person/peter-horan,3,1,"Bend, Oregon, United States",Peter is a seasoned media and marketing executive with experience in both startups and multi-billion dollar public companies. He has had thr...,Individual/Angel,Seed,3,,,,1,,,,"171,636"
Intelligence Market Research,https://www.crunchbase.com/organization/intelligence-market-research,,,"Saugatuck, Michigan, United States","Intelligence Market Research & Consulting, LLP (IMRC) is a global provider of research reports, business intelligence & consulting services.",,,,,,,,,,,"171,628"
Matt Dibb,https://www.crunchbase.com/person/matt-dibb,,,"Dubai, Dubai, United Arab Emirates",Matt Dibb - Founder @ Incipient IT,,,,,,,,,,,"171,637"
MDI Partners,https://www.crunchbase.com/organization/mdi-partners,,,"North Bend, Ohio, United States",MDI Partners was founded in 2004 to design and develop innovative medical devices that will improve the quality of treatment for patients,Venture Capital,,,,,,,,,,"171,631"
Yogesh Parulekar,https://www.crunchbase.com/person/yogesh-parulekar,1,,"Pune, Maharashtra, India",Yogesh Parulekar Business Intelligence professional.,Individual/Angel,,1,,,,,,,,"171,633"
Michael Bogdan,https://www.crunchbase.com/person/michael-bogdan-0b73,,,"New York, New York, United States",Michael Bogdan is a Managing Partner at Post Road Group.,Investment Partner,,,3,,,,,,,"171,634"
Neil Pollock,https://www.crunchbase.com/person/neil-pollock,,,"Sydney, New South Wales, Australia","Neil has been a global business leader with over 27 years of experience in the ICT, telco and energy sectors across Australasia, the Middle ...",,,,,,,,,,,"171,635"
Sudeep Goyal,https://www.crunchbase.com/person/sudeep-goyal,,,"Noida, Uttar Pradesh, India",Sudeep Goyal is the President and Chief Executive Officer at EbizON.,,,,,,,,,,,"171,636"
Ashley Johansen,https://www.crunchbase.com/person/ashley-johansen,,,,Ashley heads up our Investor Relations and Fundraising program at Monomoy. She is proud to be Monomoy’s 30th employee and thankful that she ...,,,,,,,,,,,"171,637"
George Perez,https://www.crunchbase.com/person/george-l-perez,,,"Miami, Florida, United States",George Perez is the current Founding Principal and Senior Wealth Advisor of GenTrust. He previously worked at Merrill Lynch as a First Vice ...,,,,,,,,,,,"171,638"
Gisli Kr,https://www.crunchbase.com/person/gisli-kr,,,"Iceland, Europe",Gisli Kr. was the Chief Sales Officer (CSO) of atNorth. He was also the Chief Commercial officer of atNorth (formerly Advania Data Centers) ...,,,,,,,,,,,"171,639"
Paolo Pettinato,https://www.crunchbase.com/person/paolo-pettinato,,,"Milan, Lombardia, Italy",Paolo Pettinato,,,,,,,,,,,"171,641"
Ryan Donato,https://www.crunchbase.com/person/ryan-donato,1,,,Team USA Olympian / NHL Player for the San Jose Sharks,Individual/Angel,,1,,,1,,,,,"171,640"
JIJO KV,https://www.crunchbase.com/person/kv-jijo,,,"Cochin, Kerala, India","JIJO KV (born 04 April 1983 ) is an Indian entrepreneur and the Founder & CEO of Zia Holidays & Resorts (P) Ltd, And Managing Director of FN...",,"Early Stage Venture, Venture",,,,,,,,,"171,642"
Zeki Şafak Ozan,https://www.crunchbase.com/person/zeki-şafak-ozan,,,"Izmir, Turkey, Europe",Zeki Şafak Ozan,Investment Partner,,,1,,,,,,,"171,643"
Paul Hofmann,https://www.crunchbase.com/person/paul-hofmann-6f94,,,,Paul Hofmann,Investment Partner,,,4,,,,,,,"171,644"
Guangzhou Maite Xinghua Pharmaceutical Factory,https://www.crunchbase.com/organization/guangzhou-maite-xinghua-pharmaceutical-factory,1,1,"Guangzhou, Guangdong, China",Guangzhou Maite Xinghua Pharmaceutical Factory is engaged in manufacturing of chemical preparations and proprietary Chinese medicines.,,,1,,,,1,,,,"171,652"
Colenso Capital,https://www.crunchbase.com/organization/colenso-capital,,,"Panama City, Panama, Panama",Clenso Capital focuses on providing financial services in sub-Saharan advisory and investment opportunities.,Venture Capital,,,,,,,,,,"171,655"
Frank J. Segarra,https://www.crunchbase.com/person/frank-j-segarra,,,"New York, New York, United States","Frank J. Segarra is the Founder, CEO & President of ConnexiCore.",,,,,,,,,,,"171,645"
