Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Zafar Mirzaliev,https://www.crunchbase.com/person/zafar-mirzaliev,,,"New York, New York, United States",Investor at Betaworks Ventures,,"Convertible Note, Early Stage Venture, Seed, Venture",,,,,,,,,"53,402"
Masters Capital Management,https://www.crunchbase.com/organization/masters-capital-management,10,4,"Atlanta, Georgia, United States",Masters Capital Management,Hedge Fund,"Early Stage Venture, Late Stage Venture",7,,4,,4,,,,"53,403"
Dinama,https://www.crunchbase.com/organization/dinama,1,,"Caracas, NA - Venezuela, Venezuela","Dinama is a service provider which provides Banking an Mobile payment services, Advertising and Media services to customers.",,,1,,,,,,,,"53,400"
Elad Raz,https://www.crunchbase.com/person/elad-raz-2,1,,"Israel, Asia",Elad Raz is the CEO of NextSilicon. He is a former CTO at Integrity Project.,Individual/Angel,,1,,,,,,,,"53,408"
Naresh Malhotra,https://www.crunchbase.com/person/naresh-malhotra,1,,,"Naresh Malhotra is an Operating Partner with Sequoia Capital India. Prior to joining Sequoia Capital India, Naresh was the CEO of Caf̩ Coff...",Individual/Angel,,1,,1,,,,,,"53,416"
Wearable World Labs,https://www.crunchbase.com/organization/wearable-world-labs,,,"San Francisco, California, United States","Wearable World Labs is an incubator that is focused on wearable technologies, entrepreneurship, and the internet of things.",Accelerator,"Crowdfunding, Early Stage Venture, Seed",,,,,,,,,"53,419"
HOPP,https://www.crunchbase.com/organization/hopp,,,"Brooklyn, New York, United States",HOPP is a women's footwear line that combines modern design with comfort technology to create a new kind of wearable: the perfect shoe.,,,,,,,,,,,"53,421"
Vesper Investment,https://www.crunchbase.com/organization/vesper-investment,1,,"Paris, Ile-de-France, France",Vesper Investment is a Paris-based investment firm that focuses on long-term investments in growing and sustainable companies.,"Private Equity Firm, Venture Capital",Early Stage Venture,1,,,,,,,,"53,426"
HCP & Company,https://www.crunchbase.com/organization/hcp-company,3,1,"Chicago, Illinois, United States",HCP & Company is an investment management company.,Private Equity Firm,Private Equity,3,,2,,1,,,,"53,400"
Luke Evnin,https://www.crunchbase.com/person/luke-evnin,,,"Brisbane, California, United States",Luke Evnin is the Co-Founder and Managing Director of MPM Capital.,Investment Partner,,,6,,,,,,,"53,427"
Oghma Partners,https://www.crunchbase.com/organization/oghma-partners,1,,"London, England, United Kingdom","Oghma Partners provide advice on acquisitions, divestments, strategy, and raising capital.",Venture Capital,,1,,1,,,,,,"53,402"
Samir Khosla,https://www.crunchbase.com/person/samir-khosla-34dd,2,,"United Arab Emirates, Asia",Samir is an entrepreneur who has built and led five successful ventures across four continents over the last two decades. While his entrepre...,"Investment Partner, Individual/Angel","Early Stage Venture, Late Stage Venture, Venture",1,4,1,,,,,,"53,403"
Praxis Capital Partners,https://www.crunchbase.com/organization/praxis-capital-partners,12,2,"Seoul, Seoul-t'ukpyolsi, South Korea",Praxis Capital Partners is a private equity firm registered with the Financial Services Commission.,Private Equity Firm,,9,,6,,2,,,,"53,430"
