Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Ceteri Capital,https://www.crunchbase.com/organization/ceteri-capital,1,,"Los Angeles, California, United States",Ceteri Capital is a venture capital investment firm.,Venture Capital,,1,,,,,,,,"51,001"
Kerten Private Equity,https://www.crunchbase.com/organization/kerten-private-equity,,,"Rathmines, Dublin, Ireland","We lead the transformation of mid-sized companies in Central, Eastern Europe and Turkey into market leaders.",Private Equity Firm,Private Equity,,,,,,,,,"51,004"
Igor Vaks,https://www.crunchbase.com/person/igor-vaks,,,"Los Angeles, California, United States","Igor Vaks is the CEO and Founder of CreatorIQ, a premier SaaS platform that helps agencies, brands and publishers manage private brand advoc...",,,,,,,,,,,"51,013"
Coddy Johnson,https://www.crunchbase.com/person/coddy-johnson-5e3c,1,,"Charlottesville, Virginia, United States","Coddy Johnson is a Investor, Board Member - Former President, Chief Operating Officer.","Investment Partner, Individual/Angel",,1,1,,,,,,,"51,028"
Jesus Monleon,https://www.crunchbase.com/person/jess-monleon,9,5,"Barcelona, Catalonia, Spain","Jesus Monleon is a serial entrepreneur and Internet enthusiast. Co-founded eMagister.com, SeedRocket and Offerum founder, a daily offers col...","Investment Partner, Individual/Angel",Seed,9,3,1,,5,,,,"51,030"
ETA Equity,https://www.crunchbase.com/organization/eta-equity,,,"Dallas, Texas, United States",ETA Equity is a private equity investment firm that invests in and supports search fund entrepreneurs.,Private Equity Firm,,,,,,,,,,"51,037"
George Bell,https://www.crunchbase.com/person/george-bell,,,"Boston, Massachusetts, United States","George is a 30-year veteran of creating and growing consumer businesses which he has done as a CEO of five companies, including two public, ...",Investment Partner,,,10,,,,,,,"51,038"
Ethan Wingfield,https://www.crunchbase.com/person/ethan-wingfield,,,"Washington, District of Columbia, United States",Ethan Wingfield is the Founder and General Partner at Edge Capital. He attended Brown University.,,,,,,,,,,,"51,040"
Tom McConnell,https://www.crunchbase.com/person/tom-mcconnell,,,,Thomas C. McConnell is a Managing Director investing in medical technology companies. Tom is a venture capital veteran of over 25 years who ...,,,,,,,,,,,"51,044"
HBC Investments,https://www.crunchbase.com/organization/hbc-investments,4,1,"Dallas, Texas, United States",HBC Investments is an private equity firm.,Private Equity Firm,Private Equity,4,,3,1,1,,,,"51,045"
Ole Ruch,https://www.crunchbase.com/person/ole-ruch,1,,"London, England, United Kingdom",Ole Ruch is the Managing Partner at Nordstar. He attended Imperial College London.,"Investment Partner, Individual/Angel",,1,5,,,,,,,"51,050"
