Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Fabian-Carlos Guhl,https://www.crunchbase.com/person/fabian-carlos-guhl,,,"Berlin, Berlin, Germany","At 31, Fabian-Carlos Guhl is passionate about developing people and unmistakably obsessive about efficiency in all he and his team do. Gu...",,,,,,,,,,,"122,401"
Woodland Venture Fund,https://www.crunchbase.com/organization/woodland-venture-fund,1,,"Roslyn, New York, United States",Woodland Venture Fund,Fund Of Funds,,1,,,,,,,,"122,403"
Rami Hadar,https://www.crunchbase.com/person/rami-hadar,,,"Israel, Asia",Rami Hadar is the Managing Partner at Claridge Israel.,Investment Partner,,,3,,,,,,,"122,405"
BrasilAgro Companhia Brasileira de Propriedades Agricolas,https://www.crunchbase.com/organization/brasilagro-companhia-brasileira-de-propriedades-agricolas,2,,"São Paulo, Sao Paulo, Brazil",Brazil-based company involved in crop production,,,1,,,,,,,,"122,409"
H.N. and Frances C. Berger Foundation,https://www.crunchbase.com/organization/h-n-and-frances-c-berger-foundation,1,,"Palm Desert, California, United States",H.N. and Frances C. Berger Foundation is a catalyst to help others achieve their goals and demonstrate.,,,1,,1,,,,,,"122,413"
Nyjah Huston,https://www.crunchbase.com/person/nyjah-huston,2,1,,"Nyjah Huston began skating at the age of nine, and by the time he was eleven, had already begun to make a name for himself in the skateboard...",Individual/Angel,"Early Stage Venture, Late Stage Venture, Seed",2,,,,1,,,,"122,414"
Robert Creamer,https://www.crunchbase.com/person/robert-creamer,,,"Chicago, Illinois, United States","Robert Creamer is President and CEO of Geneva Trading USA, LLC, serves on the Board of the Futures Industry Association (FIA), is Chairman o...",,,,,,,,,,,"122,417"
Lizzi Ackerman,https://www.crunchbase.com/person/lizzi-ackerman,1,,"Denver, Colorado, United States",Lizzi Ackerman is the Co-Founder of Birch Benders.,Individual/Angel,,1,,,1,,,,,"122,420"
Hangzhou Dongfang Jiafu Asset Management Co.,https://www.crunchbase.com/organization/hangzhou-dongfang-jiafu-asset-management-co,5,,"Hangzhou, Zhejiang, China","Hangzhou Dongfang Jiafu Asset Management specializes in TMT, advanced manufacturing, and healthcare investments.",Venture Capital,,5,,3,,,,,,"122,423"
Andrew Amigo,https://www.crunchbase.com/person/andrew-amigo,,,"Rowley, Massachusetts, United States","Andrew J. Amigo is the Founder & CEO of Blackburn Energy, Inc., the manufacturer of RelGen®, a globally patented hybrid charging solution th...",,,,,,,,,,,"122,424"
Timothy Abbott,https://www.crunchbase.com/person/timothy-abbott,4,2,"San Francisco, California, United States",Timothy Abbott - Founder & CEO @ Zulip,Individual/Angel,Seed,4,,,1,2,,,,"122,428"
Zhou Zang,https://www.crunchbase.com/person/zhou-zang-cb30,,,"Greater Chicago Area, United States, North America",Zhou Zang is an Investor and Senior Associate at Corazon Capital and Corazon Monoceros. She previously worked at Polsky Center for Entrepren...,,,,,,,,,,,"122,429"
Ralph C Derrickson,https://www.crunchbase.com/person/ralph-c-derrickson,,,"Greater Seattle Area, Washington, United States",Ralph C Derrickson - President & CEO @ Bsquare,,,,,,,,,,,"122,433"
Crédit Agricole Innovations et Territoires (CAIT),https://www.crunchbase.com/organization/crédit-agricole-innovations-et-territoires-cait,2,1,"Paris, Ile-de-France, France",Crédit Agricole Innovations et Territoires (CAIT),,,2,,,,1,,,,"122,438"
Saizhi Bole,https://www.crunchbase.com/organization/saizhi-bole,5,,,Saizhi Bole is an investment firm.,Venture Capital,,4,,2,,,,,,"122,447"
EffectMobi,https://www.crunchbase.com/organization/effectmobi,1,,"Sichuan, Gansu, China","EffectMobi was founded in 2014, by a group of online marketing experts in Hong Kong.",,,1,,1,,,,,,"122,450"
Pete Mare,https://www.crunchbase.com/person/pete-mare,1,,"San Francisco, California, United States","Pete De Mare impact Investor, Business Mentor, Industry Moderator, Business Cluster Growth Creator, Green Building + Real Estate Development...",Individual/Angel,,1,,,,,,,,"122,451"
