Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Xingongxiao Jijin,https://www.crunchbase.com/organization/xingongxiao-jijin,3,,"Jiangshu, Jiangsu, China",Xingongxiao Jijin is an investment firm.,Private Equity Firm,,3,,,,,,,,"188,403"
David Bloom,https://www.crunchbase.com/person/david-bloom-412b,,,"London, England, United Kingdom","David Bloom is a Partner at Noé Group.David was previously Chief Executive and founder of Goldacre Ventures, now part of the Noé Group. Davi...",Investment Partner,,,1,,,,,,,"188,400"
Shenzhenshi Huaxia Dexin Jijin Guanli Youxian Gongsi,https://www.crunchbase.com/organization/shenzhenshi-huaxia-dexin-jijin-guanli-youxian-gongsi,1,,"Guangdong, Jilin, China",Shenzhenshi Huaxia Dexin Jijin Guanli Youxian Gongsi is an investment firm.,Private Equity Firm,,1,,,,,,,,"188,402"
Jin Zhugang,https://www.crunchbase.com/person/jin-zhugang,,,,Jin Zhugang is the investment director of Minmetals Venture Capital.,Investment Partner,,,1,,,,,,,"188,404"
Bug Out Pest Solutions,https://www.crunchbase.com/organization/bug-out-pest-solutions,,,"Deception Bay, Queensland, Australia","Ensure your health and wellbeing with a pest-free environment today. At Bug Out Pest, we offer the widest range of pest control services.",,,,,,,,,,,"188,405"
Rachel Senko Foltz,https://www.crunchbase.com/person/rachel-senko-foltz,,,,"Rachel joined Endeavour in 2013. Since that time, she has worked with companies in the consumer, retail, business services, and manufacturin...",,,,,,,,,,,"188,406"
Javier Rage,https://www.crunchbase.com/person/javier-rage,1,,"Zapopan, Jalisco, Mexico",Javier Rage,Individual/Angel,,1,,1,,,,,,"188,407"
Hamed Haddadi,https://www.crunchbase.com/person/hamed-haddadi,,,"Tehran, Iran, Asia",Hamed Haddadi,,,,,,,,,,,"188,408"
Beijing Qingchuang Chengzhang Touzi,https://www.crunchbase.com/organization/beijing-qingchuang-chengzhang-touzi,1,,"Beijing, Beijing, China",Beijing Qingchuang Chengzhang Touzi is an investment firm that provides asset management and investment management services.,Private Equity Firm,,1,,,,,,,,"188,410"
Minsik Park,https://www.crunchbase.com/person/minsik-park,,,"Seoul, Seoul-t'ukpyolsi, South Korea",Minsik Park is the Chief Investment Officer at STIC Ventures. He attended Seoul National University.,Investment Partner,,,2,,,,,,,"188,411"
James T Hackett,https://www.crunchbase.com/person/james-t-hackett-2,,,"New York, New York, United States","Mr. Hackett is a Partner of Riverstone. He is based in Houston. Prior to joining Riverstone in 2013, Mr. Hackett was Chairman of the Boar...",,,,,,,,,,,"188,412"
Relay Foundation,https://www.crunchbase.com/organization/relay-foundation,,,"San Francisco, California, United States",The Relay Foundation empowers students ages 17-25 throughout the San Francisco Bay Area.,"Micro VC, Venture Capital",,,,,,,,,,"188,413"
Zhongjinshi Venture Capital,https://www.crunchbase.com/organization/zhongjinshi-venture-capital,1,,"Futian, Guangdong, China",Zhongjinshi Venture Capital operates as an investment firm that offer investment management and consulting service.,Venture Capital,,1,,,,,,,,"188,414"
Green Pine Colorful Dream,https://www.crunchbase.com/organization/green-pine-colorful-dream,1,,"Shenzhen, Guangdong, China","Green Pine Colorful Dream exclusively forces on the investment in startups that are engaged in enterprise-oriented services, big data & AI.",,,1,,1,,,,,,"188,415"
Nantong Yingji Construction Management,https://www.crunchbase.com/organization/nantong-yingji-construction-management,1,,,Nantong Yingji Construction Management  is an investment Firm.,,,1,,1,,,,,,"188,417"
Saad Alsaud,https://www.crunchbase.com/person/saad-alsaud,,,"Los Angeles, California, United States",Saad Alsaud is the Partner at Thursday Capital.,,"Early Stage Venture, Seed",,,,,,,,,"188,418"
Wuhan Renfu Biomedical Industry Investment Fund Center,https://www.crunchbase.com/organization/wuhan-renfu-biomedical-industry-investment-fund-center,1,,"Wuhan, Hubei, China",Wuhan Renfu Biomedical Industry Investment Fund Center is an investment firm.,,,1,,1,,,,,,"188,416"
Hiroko Benko,https://www.crunchbase.com/person/hiroko-benko,,,,"Hiroko is the president of the Condor Express, known to some as ""the Commodore."" She launched Condor Express Whale Watching in 2002 with her...",,,,,,,,,,,"188,421"
Ross Furukawa,https://www.crunchbase.com/person/ross-furukawa,,,,"Ross Furukawa is the President, Co-Founder of Santa Monica Daily Press. Ross Furukawa attended Arizona State University.",,,,,,,,,,,"188,419"
Bob Stearns,https://www.crunchbase.com/person/bob-stearns,,,"Needham, Massachusetts, United States","Bob Stearns is the Co-founder and Managing Director at Sternhill Associates, LLC. He holds an M.S. from the Massachusetts Institute of Techn...",,,,,,,,,,,"188,423"
Ken Sexton,https://www.crunchbase.com/person/ken-sexton-563b,,,"Aurora, Ohio, United States","Ken Sexton is the Chief Financial Officer of Encompass Digital Media. Took up BS, Business Administration, Accounting at The Ohio State Univ...",,,,,,,,,,,"188,424"
ClearTech Ventures,https://www.crunchbase.com/organization/cleartech-ventures-llc,,,"Auburn Hills, Michigan, United States","ClearTech Ventures invests in disruptive emerging technologies across the defense, security, energy, and advanced outdoors markets.",Venture Capital,,,,,,,,,,"188,404"
Guangdong Provincial Expressway Development,https://www.crunchbase.com/organization/guangdong-provincial-expressway-development-3619,1,,"Guangzhou, Guangdong, China",Guangdong Provincial Expressway Development engaged in the development and operation of expressways and large bridges.,,,1,,,,,,,,"188,426"
Jean Neltner,https://www.crunchbase.com/person/jean-neltner,1,,"Paris, Ile-de-France, France",Jean Neltner is a Founding Partner at 55 and CEO at OLIVER France. Jean previously worked at Southern Europe Head of Strategic Partnerships....,Individual/Angel,,1,,,,,,,,"188,427"
Colin Watts,https://www.crunchbase.com/person/colin-watts,,,"London, England, United Kingdom",Colin is responsible for investments in the information and communications sectors. He brings to the team a combination of deep market knowl...,Investment Partner,,,10,,,,,,,"188,428"
Nanjing Jiangbei New District Service Trade Innovation Development Fund,https://www.crunchbase.com/organization/nanjing-jiangbei-new-district-service-trade-innovation-development-fund,1,,"Nanjing, Jiangsu, China",Nanjing Jiangbei New District Service Trade Innovation Development Fund,,,1,,1,,,,,,"188,430"
Sebastian Muena Cortes,https://www.crunchbase.com/person/sebastian-muena-cortes,,,,"Chilean, business administrator and entrepreneur in health tech startup, Candel Medical Company, formerly COO-CFO. Angel investor",,Seed,,,,,,,,,"188,417"
Tom Carroll,https://www.crunchbase.com/person/tom-carroll-3,,,"New York, New York, United States",Tom Carroll is a co-founder and part of the board of directors of Work-Bench.,,,,,,,,,,,"188,433"
Solage Partners Limited,https://www.crunchbase.com/organization/solage-partners-limited,1,,,Investor,Private Equity Firm,Seed,1,,1,,,,,,"188,434"
William Miller,https://www.crunchbase.com/person/william-miller,1,,"San Francisco, California, United States",William F. Miller is Herbert Hoover Professor of Public and Private Management Emeritus; Professor of Computer Science Emeritus; President E...,Individual/Angel,Seed,1,,,,,,,,"188,435"
Andreas Livadiotis,https://www.crunchbase.com/person/andreas-livadiotis,,,"Cyprus, Europe","I am the founder of XValley Technologies Ltd, a firm with vast tailor-made services, focused on developing and trading software for diverse ...",,,,,,,,,,,"188,436"
North Carolina GlaxoSmithKline Foundation,https://www.crunchbase.com/organization/north-carolina-glaxosmithkline-foundation,1,,"Durham, North Carolina, United States",North Carolina GlaxoSmithKline Foundation is an independent self-funding 501(c)3 nonprofit organization.,,,1,,1,,,,,,"188,437"
Shanghai Guangya Touzi,https://www.crunchbase.com/organization/shanghai-guangya-touzi,1,,"Shanghai, Shanghai, China",Shanghai Guangya Touzi is an investment firm.,,,1,,,,,,,,"188,422"
Ken Saunders,https://www.crunchbase.com/person/ken-saunders-3,,,"Salt Lake City, Utah, United States",Ken Saunders is the COO/CFO at DeepSee.ai. He attended The Wharton School.,,,,,,,,,,,"188,438"
Joachim Beickler,https://www.crunchbase.com/person/joachim-beickler,,,,Joachim Beickler,,,,,,,,,,,"188,440"
"Hangzhou Junpin Technology Co., Ltd.",https://www.crunchbase.com/organization/hangzhou-junpin-technology-co-ltd,1,,"Hangzhou, Zhejiang, China","Hangzhou Junpin Technology Co., Ltd. is an investment firm.",,,1,,,,,,,,"188,441"
