Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Belcan Corp.,https://www.crunchbase.com/organization/belcan-corp,1,,"Cincinnati, Ohio, United States",Belcan is a global supplier of engineering project management and technical staffing solutions,,,1,,1,1,,,,,"16,841"
MACSF,https://www.crunchbase.com/organization/macsf,20,,"La Défense, Ile-de-France, France",Mutuelle d'Assurance du Corps de Santé Français (MACSF) provides insurance to health professionals.,Venture Capital,,18,,2,,,,,,"16,812"
Interscope Records,https://www.crunchbase.com/organization/interscope-records,1,,"Santa Monica, California, United States","Interscope Records is a music label focusing primarily on EDM, dance, and electronic artists.",,,1,,,,,,,,"16,816"
Texas Women Ventures Fund,https://www.crunchbase.com/organization/texas-women-ventures-fund,1,,"Dallas, Texas, United States",Texas Women Ventures (TWV) started investing in 2005 with a simple goal: to help women-owned businesses reach their full potential.,Private Equity Firm,Private Equity,1,,1,1,,,,,"16,819"
MS & Consulting,https://www.crunchbase.com/organization/ms-consulting,1,,"Chuo, Hokkaido, Japan","MS & Consulting provides a wealth of solutions, from research that clarifies the feelings of customers.",,,1,,1,,,,,,"16,821"
New Ventures,https://www.crunchbase.com/organization/new-ventures,1,,"Mexico City, Distrito Federal, Mexico","New Ventures is a platform that accelerates, promotes, and invests in impact ventures through LATAM.","Accelerator, Venture Capital","Early Stage Venture, Seed",1,,,,,,,,"16,829"
Girish Mathrubootham,https://www.crunchbase.com/person/girish-mathrubootham,42,7,"Burlingame, California, United States",Girish Mathrubootham is the CEO and Founder at Freshworks. Girish Mathrubootham attended University of Madras.,"Investment Partner, Individual/Angel",Seed,40,8,2,1,7,,,,"16,800"
HSBC Innovation Banking,https://www.crunchbase.com/organization/hsbc-innovation-banking,6,,"London, England, United Kingdom","HSBC Innovation Banking offer flexible banking solutions for start-ups, scale-ups, growth businesses, investors.",,,6,,4,,,,,,"16,801"
Center for Women & Enterprise,https://www.crunchbase.com/organization/center-for-women-enterprise,,,"Boston, Massachusetts, United States",The Center for Women & Enterprise is a nationally known nonprofit organization dedicated to helping people start and grow their businesses.,Entrepreneurship Program,,,,,,,,,,"16,802"
National Institute on Drug Abuse (NIDA),https://www.crunchbase.com/organization/national-institute-on-drug-abuse-nida,53,9,"Bethesda, Maryland, United States",National Institute on Drug Abuse (NIDA) is a United States federal-government research institute.,Government Office,,41,,39,9,9,,,,"16,803"
