Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Singularity University Ventures,https://www.crunchbase.com/organization/singularity-university-ventures,41,5,"Mountain View, California, United States",The Ventures division of Singularity University.,Venture Capital,"Early Stage Venture, Seed",40,,,16,5,On-Site,2019-01-15,52,"49,200"
Michael Skok,https://www.crunchbase.com/person/michael-skok,,,"Boston, Massachusetts, United States",Michael Skok is the Founding Partner of Underscore VC. He is a former Co-lead investor and Board member of Demandware. He attended the Unive...,Investment Partner,,,28,,,,,,,"49,204"
James Lu Morrissey,https://www.crunchbase.com/person/james-morrissey-2,4,,"New York, New York, United States",James Lu Morrissey is currently working at Mentor Collective as a Co-founder and President. He is also an Investor at Umami Capital.,"Investment Partner, Individual/Angel","Early Stage Venture, Seed",4,5,,2,,,,,"49,208"
Rick Gordon,https://www.crunchbase.com/person/rick-gordon-6c98,,,"Washington, District of Columbia, United States",Rick Gordon is the Co-Founder and Chief Executive Officer of Tidal Cyber. He previously worked at MITRE as a Managing Director of Programs. ...,,,,,,,,,,,"49,210"
Argentil Capital Partners,https://www.crunchbase.com/organization/argentil-capital-partners,3,,"Lagos, Lagos, Nigeria",Àrgentil Capital Partners is a boutique investment banking firm that offers financial advisory services.,Investment Bank,,3,,1,,,,,,"49,211"
Tripost Capital Partners,https://www.crunchbase.com/organization/tripost-capital-partners,1,,"New York, New York, United States",TriPost Capital Partners is a private equity firm that invests in real estate companies for the long term.,Private Equity Firm,,1,,1,,,,,,"49,212"
red-stars.com,https://www.crunchbase.com/organization/red-stars-com,7,,"Vienna, Wien, Austria",red-stars invests in and manages companies that provide mission critical products and offerings for Digitalization and Life Sciences,Venture Capital,"Early Stage Venture, Venture",6,,7,,,,,,"49,219"
ABC-CLIO Corporate,https://www.crunchbase.com/organization/abc-clio-corporate,1,1,"Santa Barbara, California, United States","ABC-CLIO Corporate is a publishing company, mainly in the creation of innovative reference and professional development resources.",,,1,,,,1,,,,"49,222"
Crescent HydePark,https://www.crunchbase.com/organization/crescent-hydepark,2,,"Shanghai, Shanghai, China",Crescent HydePark is a venture capital and advisory firm.,Venture Capital,,2,,2,,,,,,"49,223"
Point Nine,https://www.crunchbase.com/organization/point-nine,2,,"London, England, United Kingdom","Point Nine offers middle and back office services to Financial Institutions. Their operations team, combined with their proprietary",,,2,,,,,,,,"49,224"
Harvest Properties,https://www.crunchbase.com/organization/harvest-properties-inc,,,"Oakland, California, United States","Harvest Properties is a commercial real estate investment firm specializing in acquiring, managing, and financing a commercial property.",,,,,,,,,,,"49,269"
Cornerstone Capital,https://www.crunchbase.com/organization/cornerstone-capital-6cb9,16,2,"Beijing, Beijing, China",Cornerstone Capital is an investment firm.,Private Equity Firm,,15,,2,,2,,,,"49,236"
Zhongsu Capital,https://www.crunchbase.com/organization/zhongsu-capital,4,,"Shanghai, Shanghai, China","Zhongsu Capital invests primarily in consumer goods, intelligent manufacturing, medical health, and information technology.",Venture Capital,,4,,1,,,,,,"49,200"
Virginia Catalyst,https://www.crunchbase.com/organization/virginia-catalyst,12,2,"Richmond, Virginia, United States",Virginia Catalyst is a nonprofit corporation focusing on economic development through life sciences discoveries.,,,12,,12,4,2,,,,"49,201"
PING Capital Management,https://www.crunchbase.com/organization/ping-capital-management,,,"New York, New York, United States",PING Capital Management is an investment management firm focused on investing in undervalued macro asset classes.,Venture Capital,,,,,,,,,,"49,204"
M Asif Rahman,https://www.crunchbase.com/person/m-asif-rahman,2,,"Orlando, Florida, United States",M Asif Rahman is the Founder of WP Developer. He attended North South University and Notre Dame College.,Individual/Angel,,2,,1,,,,,,"49,205"
Kris Jenner,https://www.crunchbase.com/person/kris-jenner-08cb,1,,"Annapolis, Maryland, United States",Kris Jenner is a Partner of Rock Springs Capital.,"Investment Partner, Individual/Angel",,1,4,,,,,,,"49,206"
WDC,https://www.crunchbase.com/organization/wdc,2,,"Kolkata, West Bengal, India","The WDC Investment Fund fulfils a distinctive role in funding businesses, community initiatives and — flagship — projects in the",Private Equity Firm,"Early Stage Venture, Seed",2,,,,,,,,"49,208"
Andy Snyder,https://www.crunchbase.com/person/andrew-m-snyder,,,"New York, New York, United States",Andy Snyder is the current CEO of Cambridge Information Group. He previously worked at Blucora as a Director. Andy attended Georgetown Unive...,,,,,,,,,,,"49,245"
Sofaer Capital,https://www.crunchbase.com/organization/sofaer-capital,,,"Hong Kong, Hong Kong Island, Hong Kong","Sofaer Capital, one of the longest established hedge fund managers, was founded by Michael Sofaer in Hong Kong in 1986.",Hedge Fund,,,,,,,,,,"49,209"
Mike Sherbakov,https://www.crunchbase.com/person/mike-sherbakov-d6b4,5,,"San Diego, California, United States",VC investor. Startup mentor. Military veteran. General Partner: The Veteran Fund Managing Director: Founder Institute San Diego CEO: Greatn...,"Investment Partner, Individual/Angel","Crowdfunding, Early Stage Venture, Seed",5,1,,1,,,,,"49,253"
Jonathan E. Friesel,https://www.crunchbase.com/person/jonathan-e-friesel,,,"Atherton, California, United States","Mr. Friesel serves on the board of directors of Local TV, LLC, Security Networks and WaveDivision Holdings. Prior to joining Oak Hill, he wo...",,,,,,,,,,,"49,210"
Polipo Ventures,https://www.crunchbase.com/organization/polipo-ventures,4,,"Sydney, New South Wales, Australia",Polipo Ventures is a venture capital firm.,Venture Capital,"Early Stage Venture, Late Stage Venture",4,,,,,,,,"49,247"
Mike Markkula,https://www.crunchbase.com/person/mike-markkula,2,2,,Mike Markkula,Individual/Angel,Seed,2,,,,2,,,,"49,212"
OKAYA & CO.,https://www.crunchbase.com/organization/okaya-co,3,,"Nagoya, Aichi, Japan","OKAYA & CO. engages in the sale, exporting, and importing of products in a multifaceted manner via the global network of the Okaya Group.",,,2,,,,,,,,"49,213"
Knowcap Exchange,https://www.crunchbase.com/organization/exchange-program-summer-20,1,,"Atlanta, Georgia, United States",Exchange is a 26-week program that was built to help entrepreneurs build their companies faster.,Accelerator,,1,,,,,,2020-05-16,26,"49,214"
Hefei City Construction and Investment Holding Group,https://www.crunchbase.com/organization/hefei-city-construction-and-investment-holding-group,6,1,"Ciyu, Hebei, China",Hefei City Construction and Investment Holding Group offers investment services.,Private Equity Firm,,6,,2,,1,,,,"49,215"
JVC Investment Partners,https://www.crunchbase.com/organization/jvc-investment-partners,4,2,"Northbrook, Illinois, United States",JVC is a private investment firm that partners with owners and managers of middle market companie.,Venture Capital,Early Stage Venture,4,,,,2,,,,"49,216"
Jagmeet Lamba,https://www.crunchbase.com/person/jagmeet-lamba,1,,"San Francisco, California, United States","2x entrepreneur: Previously, co-founder of a startup backed by Microsoft and TechStars Social media consulting: Guided clients’ social me...",Individual/Angel,,1,,,,,,,,"49,217"
Bijan Sabet,https://www.crunchbase.com/person/bijan-sabet,1,,"Boston, Massachusetts, United States","Bijan Sabet has been a General Partner at Spark Capital since its inception in 2005. Bijan led Spark's investments at Twitter, Tumblr, Bo...","Investment Partner, Individual/Angel",Seed,1,54,,,,,,,"49,252"
MidMark Capital,https://www.crunchbase.com/organization/midmark-capital,3,3,"Morristown, New Jersey, United States","MidMark Capital, through its two private equity funds, MidMark Equity Partners, L.P. and MidMark Equity Partners II, L.P., combines",Private Equity Firm,,3,,,,3,,,,"49,254"
Andorra Ventures Corporation,https://www.crunchbase.com/organization/andorra-ventures-corporation,1,,"Makati, Manila, Philippines","Andorra Ventures Corporation was incorporated on July 7, 2005 to manage the annual $100,000 Robert V.","Micro VC, Venture Capital",,1,,1,,,,,,"49,219"
