Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Kim Do hyeong,https://www.crunchbase.com/person/kim-do-hyeong,,,,Kim Do-hyeong is a director of Nice Investment Partners.,Investment Partner,,,1,,,,,,,"257,405"
Francois Mihelic,https://www.crunchbase.com/person/francois-mihelic,,,"Paris, Ile-de-France, France",Francois Mihelic,,,,,,,,,,,"257,402"
Eric Nicoli,https://www.crunchbase.com/person/eric-nicoli,2,,,Eric Nicoli,Individual/Angel,Seed,2,,,,,,,,"257,401"
Shelley R Sylva,https://www.crunchbase.com/person/shelley-r-sylva,,,"Greater Philadelphia Area, Pennsylvania, United States",Shelley R. Sylva is the head of U.S Corporate Citizenship at TD.,Investment Partner,,,1,,,,,,,"257,404"
Geert Reynders,https://www.crunchbase.com/person/geert-reynders,,,"Limburg, Belgium, Europe",Geert Reynders,Investment Partner,,,1,,,,,,,"257,424"
Deepak Kalyani,https://www.crunchbase.com/person/deepak-kalyani,,,"Delhi, Delhi, India",Eminent divorce lawyer in Delhi. Help clients to represent their case in hon'ble courts in Delhi and round the county. Also deal in mutual c...,,,,,,,,,,,"257,403"
Trausti Kristjánsson,https://www.crunchbase.com/person/trausti-kristjánsson,1,,,Trausti Kristjánsson,Individual/Angel,,1,,,,,,,,"257,417"
Matt Lee,https://www.crunchbase.com/person/matt-lee-3,,,"San Francisco, California, United States",Matt Lee,,,,,,,,,,,"257,406"
Herald Smith,https://www.crunchbase.com/person/herald-smith,,,,Herald Smith,,,,,,,,,,,"257,431"
Eric Franklin,https://www.crunchbase.com/person/eric-franklin-6fc7,,,,Eric Franklin,,,,,,,,,,,"257,407"
Serghei Lazzaretti,https://www.crunchbase.com/person/serghei-lazzaretti,,,,Serghei Lazzaretti,,,,,,,,,,,"257,423"
Peter Meyers,https://www.crunchbase.com/person/peter-meyers,,,,"Peter’s primary responsibilities include originating, underwriting and closing new investments for Comvest’s debt fund. Previously, Peter...",,,,,,,,,,,"257,419"
Julia Sokolova,https://www.crunchbase.com/person/julia-sokolova,,,"Moscow, Moscow City, Russian Federation",Julia Sokolova is the Investment Manager at CapMan. Julia Sokolova attended Finance University under the Government of the Russian Federatio...,,,,,,,,,,,"257,444"
Renee Vogl,https://www.crunchbase.com/person/renee-vogl,,,"Greater Chicago Area, United States, North America","Renee is responsible for coordinating Adams Street Partners' reporting for both external clients and internal management, and various other ...",,,,,,,,,,,"257,422"
Rob Dower,https://www.crunchbase.com/person/rob-dower,,,,Rob Dower,Investment Partner,,,1,,,,,,,"257,429"
Aparecida Martins,https://www.crunchbase.com/person/aparecida-martins,1,,,Aparecida Martins,Individual/Angel,Seed,1,,,,,,,,"257,408"
Tilly Spoorenberg,https://www.crunchbase.com/person/tilly-spoorenberg,,,,Tilly Spoorenberg,,,,,,,,,,,"257,417"
Hideo Fujii,https://www.crunchbase.com/person/hideo-fujii-5417,,,,Hideo Fujii,,,,,,,,,,,"257,412"
Cynthia Stroum,https://www.crunchbase.com/person/cynthia-stroum,1,1,,Cynthia Stroum,Individual/Angel,Seed,1,,,1,1,,,,"257,418"
Henrik Elschner Pedersen,https://www.crunchbase.com/person/henrik-elschner-pedersen,,,,"Henrik Elschner Pedersen, IFC Regional Industry Director",,,,,,,,,,,"257,419"
Jackie Chen,https://www.crunchbase.com/person/jackie-chen,,,"Beijing, China, Asia",Jackie Chen - Founding Partner @ Taishan Invest AG,,,,,,,,,,,"257,452"
Nguyen Trung Thanh,https://www.crunchbase.com/person/nguyen-trung-thanh,,,"Vietnam, Asia",Everything has just begun. I will make HICANHA boat become the number one travel company providing services in Phu Quoc.,,,,,,,,,,,"257,432"
Anders Björk,https://www.crunchbase.com/person/anders-bjork,,,"Stockholm, Stockholms Lan, Sweden","“Without customers we don’t have a business so let’s make them happy.” Anders brings 20 years of software development, professional servi...",,,,,,,,,,,"257,427"
Don Troiano,https://www.crunchbase.com/person/don-troiano-d48e,1,,,Don Troiano,Individual/Angel,Seed,1,,,,,,,,"257,429"
Harvinderjit Bhatia,https://www.crunchbase.com/person/harvinderjit-bhatia,,,"Mumbai, Maharashtra, India",Harvinderjit Bhatia,Investment Partner,,,1,,,,,,,"257,421"
Jenny Ventura,https://www.crunchbase.com/person/jenny-ventura-3220,,,"Kansas City, Missouri, United States",Jenny Kelly Ventura Program Officer - Policy at Kauffman Foundation,Investment Partner,,,1,,,,,,,"257,437"
John Orloff,https://www.crunchbase.com/person/john-orloff-fb25,,,"Boston, Massachusetts, United States",John Orloff,Investment Partner,,,1,,,,,,,"257,436"
Krishna Gurung,https://www.crunchbase.com/person/krishna-gurung-96f7,,,"Kathmandu, Bagmati, Nepal",Startup,,Debt,,,,,,,,,"257,446"
Teppei Yamagami,https://www.crunchbase.com/person/teppei-yamagami,,,,Teppei Yamagami,,,,,,,,,,,"257,411"
Başar Kaya,https://www.crunchbase.com/person/başar-kaya,1,,,Başar Kaya,Individual/Angel,,1,,,,,,,,"257,440"
Sergio Navarro Radoselovics,https://www.crunchbase.com/person/sergio-navarro-radoselovics,,,,Sergio Navarro Radoselovics,,,,,,,,,,,"257,441"
Bill Gee,https://www.crunchbase.com/person/bill-gee,1,1,,Bill Gee,Individual/Angel,Seed,1,,,,1,,,,"257,442"
Danish Ashraf,https://www.crunchbase.com/person/danish-ashraf-41ed,,,,Danish Ashraf,,,,,,,,,,,"257,443"
Patrick Tresserras,https://www.crunchbase.com/person/patrick-tresserras,,,"Barcelona, Catalonia, Spain",Ophthalmology entrepreneur based in Barcelona that led the foundation of AVX Pharma in 2013 and has been key in securing both financing and ...,,,,,,,,,,,"257,420"
Alberto Lamadrid,https://www.crunchbase.com/person/alberto-lamadrid,,,,Alberto Lamadrid,,,,,,,,,,,"257,425"
Tales Mendes,https://www.crunchbase.com/person/tales-mendes,,,"Sao Paulo, Brazil, South America",Tales Mendes,,,,,,,,,,,"257,430"
Reena Pathak,https://www.crunchbase.com/person/reena-pathak-0bc5,,,,Reena Pathak,,Early Stage Venture,,,,,,,,,"257,413"
Chris Klein,https://www.crunchbase.com/person/chris-klein-3,,,,Chris Klein - Managing Director of Operations @ Actua Corporation,Investment Partner,,,1,,,,,,,"257,414"
Yutaka Washizu,https://www.crunchbase.com/person/yutaka-washizu,,,,Yutaka Washizu - Executive Vice President @ ITOCHU Corporation,,,,,,,,,,,"257,431"
Jens Oliver Meiert,https://www.crunchbase.com/person/jens-oliver-meiert,,,"Hamburg, Hamburg, Germany","Engineering lead and author (ex-Google, W3C, O’Reilly)",,,,,,,,,,,"257,432"
Lin Hsi-Lei,https://www.crunchbase.com/person/lin-hsi-lei,1,,"Taiwan, Asia",Lin Hsi-Lei is a Taiwanese actress and model who has appeared mainly in Hong Kong films.,Individual/Angel,,1,,,,,,,,"257,451"
Simon Adams,https://www.crunchbase.com/person/simon-adams-62e3,,,"San Francisco, California, United States","Experienced Partner with a demonstrated history of working in the law practice industry. Skilled in Real Estate law, Legal Research, Joint V...",,Seed,,,,,,,,,"257,433"
Daniel Contreras,https://www.crunchbase.com/person/daniel-contreras-e10d,,,"Madrid, Madrid, Spain",Founder of: https://www.condoscojines.com/,,,,,,,,,,,"257,434"
Agustín Spaccesi,https://www.crunchbase.com/person/agustín-spaccesi,,,,Agustín Spaccesi,,,,,,,,,,,"257,438"
Paul M. Black,https://www.crunchbase.com/person/paul-m-black,1,,,Paul M. Black,Individual/Angel,Seed,1,,,,,,,,"257,428"
Andrea Ponce,https://www.crunchbase.com/person/andrea-ponce-f460,1,,,Andrea Ponce,Individual/Angel,,1,,,,,,,,"257,424"
Kathryn D. Huff,https://www.crunchbase.com/person/kathryn-d-huff,,,,Dr. Kathryn D. Huff serves as the Acting Assistant Secretary and Principal Deputy Assistant Secretary for the Office of Nuclear Energy.,Investment Partner,,,1,,,,,,,"257,450"
