Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Meinong Touzi,https://www.crunchbase.com/organization/meinong-touzi,2,1,,Meinong Touzi is an investment firm.,,,2,,,,1,,,,"196,200"
Pranav Maheshwari,https://www.crunchbase.com/person/pranav-maheshwari-0697,1,,"Delhi, Delhi, India",Pranav Maheshwari is an Engineer of The Graph.,Individual/Angel,,1,,,,,,,,"196,202"
Shun Cajot Yoshida,https://www.crunchbase.com/person/shun-cajot-yoshida,1,,"Tokyo, Tokyo, Japan",Shun Cajot Yoshida,Individual/Angel,Seed,1,,,,,,,,"196,201"
Christine Lang,https://www.crunchbase.com/person/christine-lang,,,"Beijing, Beijing, China","Christine Lang has more than 10 years of investment and industry research experience in the Chinese TMT space. Prior to joining IWDF, she ac...",,,,,,,,,,,"196,203"
Hechuang Investment Management,https://www.crunchbase.com/organization/hechuang-investment-management,1,,"Hefei, Anhui, China",Hechuang Investment Management is engaged in investment management.,Private Equity Firm,,1,,1,,,,,,"196,206"
Elizabeth Hammond,https://www.crunchbase.com/person/elizabeth-hammond,,,"New York, New York, United States","Elizabeth Hammond (New York) joined KKR's Managing Director in 2009. Prior to joining KKR, she was a director at Citi Alternative Investment...",,,,,,,,,,,"196,208"
Jonathan Hobday,https://www.crunchbase.com/person/jonathan-hobday,,,"Hemel Hempstead, Hertford, United Kingdom","Jonathan is a senior executive at Cortex where he leads the sales and marketing efforts. He is a Member of the IET, a Fellow of the Chartere...",,Seed,,,,,,,,,"196,209"
Vicwood,https://www.crunchbase.com/organization/vicwood,,,,Vicwood was added in 2010.,,,,,,,,,,,"196,210"
Genfan Touzi,https://www.crunchbase.com/organization/genfan-touzi,1,,"Jinhua, Zhejiang, China",Genfan Touzi engaged in investment management and consulting.,,,1,,,,,,,,"196,212"
Michael Annunziata,https://www.crunchbase.com/person/michael-annunziata-fc48,1,,"Rochester, New York, United States",Michael Annunziata,"Investment Partner, Individual/Angel",,1,1,,1,,,,,"196,211"
Praveen Palanisamy,https://www.crunchbase.com/person/praveen-palanisamy,1,1,"Seattle, Washington, United States",Praveen Palanisamy is the Principal AI Engineering Lead at Microsoft.,Individual/Angel,,1,,,,1,,,,"196,213"
Eric Doyle,https://www.crunchbase.com/person/eric-doyle-2,,,"Southbury, Connecticut, United States",Eric Doyle is an Art Director and Owner at Rubicon Venture Capital.,,Seed,,,,,,,,,"196,214"
Paul Fine,https://www.crunchbase.com/person/paul-fine,,,"Greater New York Area, United States, North America",Paul Fine is the Managing Director at KKR. He attended Cornell University.,,,,,,,,,,,"196,215"
Juan Ortiz,https://www.crunchbase.com/person/juan-ortiz,,,"Madrid, Madrid, Spain","VC investor / adviser (tech VC, wine cellar). Int'nal Business Development: Europe (Spain, Belgium, UK), America (US, Mexico), Middle East. ...",,"Convertible Note, Early Stage Venture, Seed",,,,,,,,,"196,216"
Mark Chapman,https://www.crunchbase.com/person/mark-chapman-4,2,,"London, England, United Kingdom",Mark Chapman,Individual/Angel,Seed,1,,,,,,,,"196,219"
Xinruan Software,https://www.crunchbase.com/organization/xinruan-software,1,,,Xinruan Software is a software Company.,,,1,,,,,,,,"196,220"
Andrew Davison,https://www.crunchbase.com/person/andrew-davison,,,"London, England, United Kingdom",Andrew is a Partner at SEP. He is deputy head of SEP’s investment team and focuses on growth stage investments across the information and co...,Investment Partner,,,5,,,,,,,"196,222"
Dennis Sandstedt,https://www.crunchbase.com/person/dennis-sandstedt,,,"Washington, District of Columbia, United States","Dennis Sandstedt - Vice President, Corporate Development @ Danaher",Investment Partner,,,1,,,,,,,"196,221"
Suzhou Gaoman,https://www.crunchbase.com/organization/suzhou-gaoman,1,,,Suzhou Gaoman is a venture capital firm.,Venture Capital,,1,,1,,,,,,"196,223"
Yee Rock Leong,https://www.crunchbase.com/person/yee-rock-leong,2,,,Yee Rock Leong,Individual/Angel,Seed,1,,,,,,,,"196,225"
Stephen Gill,https://www.crunchbase.com/person/stephen-gill-2,,,"Zürich, Zurich, Switzerland",Stephen Gill - Managing Partner @ Pala Investments,Investment Partner,,,1,,,,,,,"196,228"
Clay Cole,https://www.crunchbase.com/person/clay-cole,,,"Boston, Massachusetts, United States",Clay Cole,,,,,,,,,,,"196,227"
Anonymous  ,https://www.crunchbase.com/person/michael-liou,13,1,,Anonymous  ,Individual/Angel,,13,,4,1,1,,,,"196,229"
Loic Lecerf,https://www.crunchbase.com/person/loic-lecerf,1,,"Grenoble, Rhone-Alpes, France","Founder of Fairme, previously Fouder and CEO of Smart Me Up, exited to Magneti Marelli in 2018.",Individual/Angel,,1,,,,,,,,"196,230"
Jason Cohen,https://www.crunchbase.com/person/jason-cohen-b930,,,"Chicago, Illinois, United States",Jason Cohen is a Senior Architect at West Monroe.,,,,,,,,,,,"196,231"
Gunnar Lea,https://www.crunchbase.com/person/gunnar-lea,,,,"General and company doctor with 5 years of experience. Authorized petroleum doctor, diving doctor and sailor doctor. Researches specifically...",,,,,,,,,,,"196,232"
Amit Raj,https://www.crunchbase.com/person/amit-raj-4e22,,,"Delhi, Delhi, India",Amit Raj is the foundder and director at FoxMechanic.,,,,,,,,,,,"196,233"
Markus Hokfelt,https://www.crunchbase.com/person/markus-hokfelt,,,,"As Fund Manager, Marcus has overall responsibility for team and investments in Almi Invest’s GreenTech fund, which manages SEK 650 million. ...",Investment Partner,,,4,,,,,,,"196,234"
Hongguang Touzi,https://www.crunchbase.com/organization/hongguang-touzi,2,1,"Guangzhou, Guangdong, China",Hongguang Touzi is an investment management firm.,Venture Capital,,2,,1,,1,,,,"196,236"
Tongrui Management Consulting,https://www.crunchbase.com/organization/tongrui-management-consulting,2,1,"Shanghai, Shanghai, China",Tongrui Management Consulting is engaged in fund management consulting.,,,1,,,,1,,,,"196,235"
Wilfred Njagi,https://www.crunchbase.com/person/wilfred-njagi,,,"Kenya, Africa",Wilfred Njagi,Investment Partner,,,2,,,,,,,"196,238"
Ross Brooks,https://www.crunchbase.com/person/ross-brooks-8152,,,"Oslo, Oslo, Norway",Ross Brooks Investment Manager at Katapult Ocean,Investment Partner,,,4,,,,,,,"196,239"
Mikko Alanko,https://www.crunchbase.com/person/mikko-alanko,,,"Singapore, Central Region, Singapore",Mikko is a globally experienced and dedicated business professional with more than 15 years of successful Business Development experience wi...,,,,,,,,,,,"196,240"
Sujaree Junsawang,https://www.crunchbase.com/person/sujaree-junsawang,1,,"Bangkok, Krung Thep, Thailand","Sujaree Junsawang is the Managing Director at Wealth Republic Mutual Fund Brokerage Securities Co.,Ltd.",Individual/Angel,,1,,,,,,,,"196,241"
Bob Glandfield,https://www.crunchbase.com/person/bob-glandfield,1,,,Bob Glandfield,Individual/Angel,Seed,1,,,,,,,,"196,243"
Bas Vaessen,https://www.crunchbase.com/person/bas-vaessen,,,,Bas Vaessen is LSP’s General Counsel. At LSP he is is responsible for deal co-ordination and providing legal assistance to the life sciences...,,,,,,,,,,,"196,244"
Henri Lastenouse,https://www.crunchbase.com/person/henri-lastenouse,2,1,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Henri Lastenouse - Equity Partner @ 20 STM,Individual/Angel,Seed,1,,,,1,,,,"196,246"
Marec Gasiun,https://www.crunchbase.com/person/marec-gasiun,1,,,Former Head of Automotive Business Development at Google,Individual/Angel,,1,,,,,,,,"196,247"
Deborah Pascoe,https://www.crunchbase.com/person/deborah-pascoe,,,"Brisbane, Queensland, Australia",Deborah focuses on solving complex cross-disciplinary problems and developing people and ideas.  She most recently led Operations at 23an...,Investment Partner,,,1,,,,,,,"196,248"
Matteo Chiampo,https://www.crunchbase.com/person/matteo-chiampo,1,,"Cambridge, Massachusetts, United States",Matteo Chiampo is an Independent Non-Executive Board Member at ATEC* Biodigesters International. He attended Harvard Extension School.,Individual/Angel,Seed,1,,,,,,,,"196,249"
Jeremy Hendon,https://www.crunchbase.com/person/jeremy-hendon,1,,,Jeremy Hendon,Individual/Angel,Seed,1,,,,,,,,"196,250"
Joseph Besdin,https://www.crunchbase.com/person/joseph-besdin-e98a,,,"Brooklyn, New York, United States",Joseph Besdin is the Co-Founder and CEO of Hapn. Joseph Besdin attended Brooklyn Law School.,,,,,,,,,,,"196,252"
Marie-Louise Murville,https://www.crunchbase.com/person/marie-louise-murville,,,"Washington, District of Columbia, United States","Marie-Louise Murville is the CEO and Founder at Delight Me, Inc. She attended London Business School.",Investment Partner,,,1,,,,,,,"196,253"
Philip Ehrhorn,https://www.crunchbase.com/person/philip-ehrhorn,,,"Amsterdam, Noord-Holland, The Netherlands",Philip Ehrhorn is the CTO and Co-founder of The Great Bubble Barrier,,,,,,,,,,,"196,254"
Aydın Mizrahi,https://www.crunchbase.com/person/aydın-mizrahi,2,,,Aydın Mizrahi,Individual/Angel,,2,,,,,,,,"196,255"
Russian connections,https://www.crunchbase.com/organization/russian-connections,,,,Russian Connections is a non-profit organization that focuses on the growth of local enterprises.,,,,,,,,,,,"196,257"
Deepak Dara,https://www.crunchbase.com/person/deepak-dara-8613,,,,Senior Managing Director and Head of India at OTPP,Investment Partner,,,1,,,,,,,"196,258"
Vellayan Subbiah,https://www.crunchbase.com/person/vellayan-subbiah,5,,,Vellayan Subbiah,Individual/Angel,Seed,5,,,,,,,,"196,259"
Andrés Echecopar,https://www.crunchbase.com/person/andrés-echecopar,3,,,Andrés Echecopar,Individual/Angel,,3,,,,,,,,"196,262"
Tamara Polewik,https://www.crunchbase.com/person/tamara-polewik,,,"Austin, Texas, United States","Prior to joining Whitney, Tamara was an investment professional with FdG Associates and Wind Point Partners. Previously she was in the corpo...",,,,,,,,,,,"196,267"
Brendan Regan,https://www.crunchbase.com/person/brendan-regan,1,,"Vancouver, British Columbia, Canada","Brendan Regan have 25 year of experience leading large development, infrastructure and technology projects.",Individual/Angel,Seed,1,,,,,,,,"196,266"
Ogundiran Kayode,https://www.crunchbase.com/person/ogundiran-kayode,1,,"Nigeria, Africa",Ogundiran Kayode is an individual investor.,Individual/Angel,,1,,,,,,,,"196,264"
Kuorinka,https://www.crunchbase.com/organization/kuorinka,1,,,Holding,,,1,,1,,,,,,"196,268"
Joanne Xu,https://www.crunchbase.com/person/joanne-xu-1273,,,,Joanne Xu,Investment Partner,,,2,,,,,,,"196,201"
Taylor McKinley,https://www.crunchbase.com/person/taylor-mckinley,,,"San Francisco, California, United States",Taylor McKinley is the Partner at Mainsail PartnersTaylor McKinley attended Stanford University Graduate School of Business .,Investment Partner,,,4,,,,,,,"196,269"
Chandrima Trexim Pvt Ltd,https://www.crunchbase.com/organization/chandrima-trexim-pvt-ltd,,,,Chandrima Trexim Pvt Ltd,,,,,,,,,,,"196,270"
Zihuai Capital,https://www.crunchbase.com/organization/zihuai-capital,1,1,"Jiading, Shanghai, China",Zihuai Capital is an investment firm that provides investment management and consulting services.,,,1,,,,1,,,,"196,205"
Andrew MacLeod,https://www.crunchbase.com/person/andrew-macleod-f1fe,,,"Toronto, Ontario, Canada",Mr. MacLeod is the President and Chief Executive Officer of Postmedia Network Inc. He joined Postmedia in 2014 as EVP and Chief Commercial O...,Investment Partner,,,1,,,,,,,"196,272"
Andrew Smith,https://www.crunchbase.com/person/andrew-smith,1,1,"Cleveland, Ohio, United States",Andrew Smith is Co-Founder and President of Houlihan Capital. He previously worked at ATDynamics as the Founder and CEO. Andrew Smith attend...,Individual/Angel,Seed,1,,,,1,,,,"196,273"
Quang Vo Ohio,https://www.crunchbase.com/person/quang-vo-ohio,,,"Ohio, United States, North America","Quang Vo founded V Platinum Consulting, LLC – and Texas Allied Health – in 2001, and led the company throughout its ten-year run.  As Physi...",,,,,,,,,,,"196,275"
Bryan Wiener,https://www.crunchbase.com/person/bryan-wiener,1,1,"New York, New York, United States",Bryan Wiener is a CEO of Profitero. He attended NYU Stern School of Business.,Individual/Angel,Seed,1,,,,1,,,,"196,276"
Guangzhou Lidi Economic and Trade,https://www.crunchbase.com/organization/guangzhou-lidi-economic-and-trade,1,1,"Guangzhou, Guangdong, China",Guangzhou Lidi Economic and Trade is engaged in commodity wholesale trade.,,,1,,,,1,,,,"196,277"
Minjun Kim,https://www.crunchbase.com/person/minjun-kim-8c96,,,"South Korea, Asia",Minjun Kim serves as a judge at Korea Investment Partners.,Investment Partner,,,1,,,,,,,"196,215"
Konstantin Zapolianski,https://www.crunchbase.com/person/konstantin-zapolianski,,,,Konstantin Zapolianski,Investment Partner,,,1,,,,,,,"196,278"
Desheng Tongfeng,https://www.crunchbase.com/organization/desheng-tongfeng,1,,"Chengdu, Sichuan, China",Desheng Tongfeng offers investment management and asset management service.,Private Equity Firm,,1,,,,,,,,"196,279"
