Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Paul Roy,https://www.crunchbase.com/person/paul-roy-c48b,,,"Dubai, Dubai, United Arab Emirates",Paul Roy Group CEO of Galaxy Racer.,,,,,,,,,,,"99,002"
Harris Jones,https://www.crunchbase.com/person/harris-jonesgreater-pittsburgh,,,"Pittsburgh, Pennsylvania, United States","Harris joined Adams Capital Management in 2014 as an Operating Partner. He was previously the Managing Director of Swallow Point Ventures, a...",,,,,,,,,,,"99,005"
Aurorial,https://www.crunchbase.com/organization/aurorial-13fa,1,,,"Aurorial es una sociedad dedicada a actividades financieras y de inversión, perteneciente al mismo grupo de PcComponentes.","Angel Group, Venture Capital",,1,,,,,,,,"99,007"
Business Valley,https://www.crunchbase.com/organization/business-valley,4,,"Cairo, Al Qahirah, Egypt","Co-working space , Incubator and Angel group network in Egypt",Angel Group,,4,,2,,,,,,"99,009"
Sausage Factory,https://www.crunchbase.com/organization/hokkaido-securities-holdings-北海道証券ホールディングス,,,,Sausage Factory,,,,,,,,,,,"99,015"
VF Invest,https://www.crunchbase.com/organization/vf-invest,,,"Chicago, Illinois, United States",Decentralized crypto investing application,Corporate Venture Capital,,,,,,,,,,"99,016"
Robin Pimentel,https://www.crunchbase.com/person/robin-pimentel,5,1,"Newport Beach, California, United States",Robin Pimentel - Chief Growth Officer @ Bodymatter,Individual/Angel,Seed,5,,,1,1,,,,"99,031"
Brett Shockley,https://www.crunchbase.com/person/brett-shockley,1,1,North America,Brett Shockley is an entrepreneurial tech industry veteran with over 25 years of thought leadership in enterprise software. Currently drivin...,Individual/Angel,Seed,1,,,,1,,,,"99,035"
Khmerhome,https://www.crunchbase.com/organization/khmerhome,1,,"Phnom Penh, Phnum Penh, Cambodia","Khmerhome is the real estate platform offering a new way to find houses, apartments, commercial properties and lands both for sale or rent.",,,1,,1,,,,,,"99,036"
Houshi Investment,https://www.crunchbase.com/organization/houshi-investment,2,,,Houshi Investment focuses on Investments.,Venture Capital,,2,,1,,,,,,"99,037"
Entregado Group,https://www.crunchbase.com/organization/entregado-group-0b64,,,"Houston, Texas, United States",Entregado Group is holding company of full service electrical infrastructure construction contractors.,,,,,,,,,,,"99,039"
CETC Investment,https://www.crunchbase.com/organization/cetc-investment,2,,"Beijing, Beijing, China",CETC Investment is an investment arm of China Electronics Technology Group Corporation (CETC).,Corporate Venture Capital,Venture,2,,,,,,,,"99,042"
N Capital Partners,https://www.crunchbase.com/organization/n-capital-partners,5,,,A seed investment company focus in South East Asia,Venture Capital,,5,,1,1,,,,,"99,046"
Mikhail Friedland,https://www.crunchbase.com/person/mikhail-friedland,1,,"California, United States, North America",Mikhail Friedland is the CTO / President of jNet Secure,Individual/Angel,Seed,1,,,,,,,,"99,048"
Edinburgh Investment Trust,https://www.crunchbase.com/organization/edinburgh-investment-trust,,,"Edinburgh, Edinburgh, City of, United Kingdom","The Edinburgh Investment Trust PLC is an investment trust company based in Edinburgh, Scotland.",,,,,,,,,,,"99,058"
John Stauffer Charitable Trust,https://www.crunchbase.com/organization/john-stauffer-charitable-trust,1,,"Pasadena, California, United States",John Stauffer Charitable Trust is a private foundation.,,,1,,1,,,,,,"99,061"
Kexi Capital,https://www.crunchbase.com/organization/kexi-capital,9,1,"Shenzhen, Guangdong, China",Kexi Capital ia an Investment Firm in Shenzhen.,Venture Capital,,9,,,,1,,,,"99,063"
Ross Karel,https://www.crunchbase.com/person/ross-karel,1,,"Chicago, Illinois, United States",Ross Karel is a Founder & Managing Partner at RSK Capital Management. He attended The University of Kansas.,Individual/Angel,Seed,1,,,,,,,,"99,066"
Syed Ashfaq Rahil,https://www.crunchbase.com/person/syed-ashfaq-rahil,,,"India, Asia","Syed Ashfaq Rahil is a Founder and Chief Executive Officer at Dikazo. He attended Osmania University. ""Inspire the Inspired"" is my slogan ba...",,Secondary Market,,,,,,,,,"99,000"
Navin Goyal,https://www.crunchbase.com/person/navin-goyal,,,"Columbus, Ohio, United States","Physician, Entrepreneur, Venture Capitalist",Investment Partner,Early Stage Venture,,4,,,,,,,"99,070"
Kilgarvan Holdings LLC,https://www.crunchbase.com/organization/kilgarvan-holdings-llc,2,,"Elmira, New York, United States",private family office,Family Investment Office,Early Stage Venture,1,,2,2,,,,,"99,001"
Hantan Capital,https://www.crunchbase.com/organization/hantan-capital,8,,"Xuhui, Shanghai, China",Hantan Capital engaged in venture capital business in the TMT field.,"Angel Group, Venture Capital","Early Stage Venture, Seed",8,,2,,,,,,"99,072"
Nextlevel Ventures,https://www.crunchbase.com/organization/nextlevel-ventures,,,"Florida, New York, United States",Impact venture investing for people and our planet.,,,,,,,,,,,"99,074"
Barton Capital,https://www.crunchbase.com/organization/barton-capital,1,,"Wombourn, Staffordshire, United Kingdom",Barton Capital,,,1,,,,,,,,"99,003"
"Skynet Systems CO.,LTD.",https://www.crunchbase.com/organization/skynet-systems-co-ltd,,,"Bangkok, Krung Thep, Thailand",Social Trading Platform with AI,,,,,,,,,,,"99,040"
Chad Volpe,https://www.crunchbase.com/person/chad-volpe,,,"San Francisco, California, United States","Chad Volpe is currently the Founder and Partner at Claytonia Capital. Previously, Chad served as a Vice President at Raine, and has been wit...",Investment Partner,,,4,,,,,,,"99,078"
Decatur Road Capital,https://www.crunchbase.com/organization/decatur-road-capital,,,"Atlanta, Georgia, United States","Decatur Road Capital is an investment firm that focuses on finding, acquiring, and managing a single small-to-medium-sized business.",,,,,,,,,,,"99,005"
Jonathan Bond,https://www.crunchbase.com/person/jonathan-bond-9b79,,,"Hong Kong, Asia","Jonathan is a co-founder/partner of TTB. He has 25 years experience in the financial services industry, latterly running Bond Ventures, a Ho...",Investment Partner,,,2,,,,,,,"99,000"
Oxygen Investors,https://www.crunchbase.com/organization/oxygen-investors,,,"Birmingham, Birmingham, United Kingdom",Oxygen Investors connects Entrepreneurs with Business Angels who are specifically seeking investment opportunities.,Micro VC,,,,,,,,,,"99,001"
Beeda Mega App,https://www.crunchbase.com/person/beeda-mega-app,,,"United States, North America",Beeda is the world’s first Mega App that seamlessly integrates a diverse range of 50+ AI-powered services for users. Currently having a pres...,,,,,,,,,,,"99,006"
John Beletic,https://www.crunchbase.com/person/john-beletic,1,,"Dallas, Texas, United States","John D. Beletic, Operating Partner, joined the Oak team in 2002 and is currently serving as Executive Chairman at XIO after service as Chief...",Individual/Angel,Seed,1,,,,,,,,"99,007"
Ian Jackson,https://www.crunchbase.com/person/ian-jackson-2,,,"Long Beach, California, United States",Founder and CEO with Enshored. I have built Enshored from an idea into a world class outsourcing partner for high growth companies. Enshored...,,,,,,,,,,,"99,008"
Ingenology,https://www.crunchbase.com/organization/ingenology-2,1,,"Kansas City, Missouri, United States",Innovation + Acceleration | HQ of the KC Fashion & Lifestyle Collaborative | Back to back winners of NASA's Space Apps Challenge,,"Early Stage Venture, Private Equity, Seed",1,,,,,,,,"99,009"
IR21 Capital,https://www.crunchbase.com/organization/ir21-capital,2,,"Singapore, Central Region, Singapore",A blockchain investment firm,,,2,,,,,,,,"99,010"
Jack Fennebresque,https://www.crunchbase.com/person/jack-fennebresque,,,"West Palm Beach, Florida, United States",Jack Fennebresque is a Founder and Managing Partner at Trestle Partners. He attended Trinity College-Hartford.,Investment Partner,,,1,,,,,,,"99,011"
Nanon de Gaspe Beaubien-Mattrick,https://www.crunchbase.com/person/nanon-de-gaspe-beaubien-mattrick,3,1,"San Francisco, California, United States","Nanon de Gaspé Beaubien-Mattrick is President and Founder of Beehive Holdings, an angel investment firm with a sweet spot for companies addr...",Individual/Angel,Seed,2,,,,1,,,,"99,012"
Andrey Belozerov,https://www.crunchbase.com/person/andrey-belozerov,,,,"Andrey Belozerov is an entrepreneur and investor. Expert in the field of digital technologies and digital transformation, co-founder Digital...",Investment Partner,,,1,,,,,,,"99,013"
Hills Advertising,https://www.crunchbase.com/organization/hills-advertising,1,,"Dubai, Dubai, United Arab Emirates",MENA Leading OOH Advertising Company,,,1,,,,,,,,"99,014"
Pule Taukobong,https://www.crunchbase.com/person/pule-taukobong,,,"Johannesburg, NA - South Africa, South Africa","Pule is a Co-founder and Senior Advisor at CRE Venture Capital. He previously founded Africa Angels Network, the first angel investment grou...",Investment Partner,Seed,,5,,,,,,,"99,016"
Atal Agarwal,https://www.crunchbase.com/person/atal-ashutosh-agarwal,,,"San Francisco, California, United States",Atal Agarwal - Staff Product Manager @ eHealth,,Seed,,,,,,,,,"99,015"
Tom Stemberg,https://www.crunchbase.com/person/tom-stemberg,,,"Cambridge, Massachusetts, United States",Tom is a Managing General Partner of the Highland Consumer Fund and focuses on retail and consumer services companies. He is also interested...,Investment Partner,,,1,,,,,,,"99,089"
InQvest Partners,https://www.crunchbase.com/organization/inqvest-partners,,,"Singapore, Central Region, Singapore",InQvest Partners is a VC FinTech firm that  focuses on FinTech companies which are in the early stage or growth stage of the lifecycle.,,,,,,,,,,,"99,017"
Shane Lauf,https://www.crunchbase.com/person/shane-lauf,,,"Hong Kong, Hong Kong Island, Hong Kong",Shane is a Principal at Permira and works with companies across Asia from a base in Hong Kong. He previously spent 6 years in the portfolio ...,,,,,,,,,,,"99,018"
Mohammed Jaffar,https://www.crunchbase.com/person/mohammed-jaffar,,,"Kuwait, Al Kuwayt, Kuwait",Mohammed Jaffar is the Managing Partner at Faith Capital.He attended University of Surrey.,Investment Partner,,,5,,,,,,,"99,094"
Anthony Nader,https://www.crunchbase.com/person/anthony-nader,,,"Washington, District of Columbia, United States",Anthony Nader joined Mr. Schaufeld at NEW in 1990 as Chief Operating Officer. He was promoted to President and CEO and grew the company at a...,,,,,,,,,,,"99,019"
Sharkbite Innovation,https://www.crunchbase.com/organization/sharkbite-innovation,,,"München, Bayern, Germany",Sharkbite Innovation is a consultancy and ecosystem builder that delivers business models with an impact in the organization.,Accelerator,Early Stage Venture,,,,,,On-Site,2020-02-05,26,"99,020"
The Chinese Founders Fund,https://www.crunchbase.com/organization/the-chinese-founders-fund,2,1,"Beijing, Beijing, China","Technology, Media and Telecom angel investors dedicated to investing in greater China.",Angel Group,Early Stage Venture,2,,,,1,,,,"99,096"
GTB Components,https://www.crunchbase.com/organization/gtb-components,,,"St. Helens, Staffordshire, United Kingdom",GTB Components Ltd is the leading powder metal parts manufacturer aims to produce the best stainless steel sintered components,,,,,,,,,,,"99,022"
Lexa Partners,https://www.crunchbase.com/organization/lexa-partners,1,,"New York, New York, United States",Lexa Partners,Venture Capital,,1,,1,,,,,,"99,100"
Otto Hilska,https://www.crunchbase.com/person/otto-hilska,3,1,"Finland, Europe",Otto Hilska is the Founder and CEO of Swarmia. He previously worked at Smartly.io and attended the University of Technology-Tekniska högskol...,Individual/Angel,Seed,3,,,,1,,,,"99,027"
Andy Pandharikar,https://www.crunchbase.com/person/andy-pandharikar,1,,"San Francisco, California, United States",Andy Pandharikar is the founder and CEO of Commerce.AI.,Individual/Angel,,1,,,,,,,,"99,028"
Aimee song,https://www.crunchbase.com/person/aimee-song-69f8,2,,,Aimee song,Individual/Angel,,2,,,,,,,,"99,030"
Tim Parsons,https://www.crunchbase.com/person/tim-parsons-e8f0,1,,"London, England, United Kingdom",Tim Parsons is the CFO at Wagestream.,Individual/Angel,,1,,,,,,,,"99,031"
Lang Sheng Investment,https://www.crunchbase.com/organization/langsheng-investment,28,1,"Shanghai, Shanghai, China",Lang Sheng Investment is a life science and big data investment firm in China.,Venture Capital,,22,,6,,1,,,,"99,103"
Daiwa Energy Infrastructure,https://www.crunchbase.com/organization/daiwa-energy-infrastructure,2,,"Tokyo, Tokyo, Japan",Daiwa Energy Infrastructure focuses on environmental preservation and the development of efficient social infrastructure.,,,2,,,,,,,,"99,104"
John Tilney,https://www.crunchbase.com/person/john-tilney,,,"San Francisco Bay Area, California, United States",John Tilney is the Partner at L37 Ventures. He attended Stanford University Graduate School of Business.,Investment Partner,Venture,,1,,,,,,,"99,034"
Aruna Ravichandran,https://www.crunchbase.com/person/aruna-ravichandran,1,,"San Francisco, California, United States","Aruna Ravichandran is the SVP, Chief Marketing and Customer Officer at Cisco. She attended Santa Clara University Leavey School of Business.",Individual/Angel,,1,,,,,,,,"99,105"
MORU Asset Management,https://www.crunchbase.com/organization/moru-asset-management,3,,"Yeoksamdong, Seoul-t'ukpyolsi, South Korea",MORU Asset Management is a financial and asset management service provider company.,,,2,,,,,,,,"99,106"
Phitrust Asia,https://www.crunchbase.com/organization/phitrust-asia,3,,"Paris, Ile-de-France, France",Phitrust Asia is an impact investment company,Venture Capital,,3,,,,,,,,"99,035"
RECOMEC,https://www.crunchbase.com/organization/recomec,1,,,RECOMEC operates as a venture capital firm that primarily invests in the healthcare sector.,Venture Capital,,1,,1,,,,,,"99,037"
JBC2 SAS,https://www.crunchbase.com/organization/jbc2-sas,1,,"Lyon, Rhone-Alpes, France",JBC2 SAS operates as an investment firm.,Venture Capital,,1,,,,,,,,"99,038"
Michelle Lam,https://www.crunchbase.com/person/michelle-lam,1,,"San Francisco, California, United States",Michelle is the co-founder and CEO of the intelligent apparel brand [True&Co](/organization/true-co). The company has gathered millions of p...,Individual/Angel,Seed,1,,,,,,,,"99,039"
Shikoku Bank,https://www.crunchbase.com/organization/shikoku-bank,7,,"Kochi, Kochi, Japan",Shikoku Bank is a regional bank in Kochi and Tokushima prefectures.,,,5,,4,,,,,,"99,040"
Tana Bateman-Greene,https://www.crunchbase.com/person/tana-bateman-greene-greene-group,,,"Charlotte, North Carolina, United States",Tana Greene is the Co-Founder & CEO at MyWorkChoice.,,,,,,,,,,,"99,114"
Neil Dhawan,https://www.crunchbase.com/person/neil-dhawan,,,"Brookline, Massachusetts, United States","Neil Dhawan is the CSO, Head of R&D, and Co-Founder of Totus Medicines. He previously worked at Dual Therapeutics LLC as a Co-Founder. Neil ...",,,,,,,,,,,"99,041"
Alan Chan,https://www.crunchbase.com/person/alan-chan-3,,,"Hong Kong, Hong Kong Island, Hong Kong",Alan Chan - Co-Founder & Managing Partner @ Vectr,Investment Partner,Seed,,5,,,,,,,"99,117"
716 Venture Partners,https://www.crunchbase.com/organization/716-venture-partners,,,,Venture Partners out of Buffalo NY,,,,,,,,,,,"99,118"
Fashion 22,https://www.crunchbase.com/organization/fashion-22,1,,"München, Bayern, Germany",Fashion 22 distribute High Quality and great Design we frequently travel Europe and adopt Brands who meet our goals.,,,1,,,,,,,,"99,120"
Mark Skapinker,https://www.crunchbase.com/person/mark-skapinker,1,,"Canada, North America",Mark offers an insider's view to the scope and magnitude of what it takes to create and build a company from an idea through to a thriving c...,"Investment Partner, Individual/Angel",Seed,1,14,,,,,,,"99,121"
Riverside Center for Innovation,https://www.crunchbase.com/organization/riverside-center-for-innovation,,,"Pittsburgh, Pennsylvania, United States","Riverside Center for Innovation is a non-profit company that pushes economic impact, supporting more than 3,500 jobs.",Incubator,,,,,,,,,,"99,043"
Premiere Capital,https://www.crunchbase.com/organization/premiere-capital,4,,"Brighton, East Sussex, United Kingdom","Premiere provides commercial investments and business opportunities in a range of sectors including film, media and property.",Private Equity Firm,,2,,1,,,,,,"99,044"
David Moeller,https://www.crunchbase.com/person/david-moeller,2,,"Atlanta, Georgia, United States",David Moeller is the CEO & Founder at Keep Technologies. David attended Harvard University.,Individual/Angel,,2,,,,,,,,"99,045"
Mediforum Pharm,https://www.crunchbase.com/organization/mediforum-pharm,1,,"Namyangju, Kyonggi-do, South Korea",Mediforum Pharm is a pharmaceutical company.,,,1,,1,,,,,,"99,123"
Byron Jones,https://www.crunchbase.com/person/byron-jones,2,,"Phoenix, Arizona, United States",Byron Jones is the Chief Financial Officer (CFO) for University of Phoenix. In this role he oversees and directs finance functions for the U...,Individual/Angel,,2,,,,,,,,"99,047"
