Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Durjoy Ace Bhattacharjya,https://www.crunchbase.com/person/durjoy-ace-bhattacharjya,,,"Boston, Massachusetts, United States","Founder and CEO of NCMR, we operate online healthcare and insurance media properties such as medicalrecords.com. Before moving to the startu...",,"Early Stage Venture, Seed",,,,,,,,,"142,804"
Christian Von Schimmelmann,https://www.crunchbase.com/person/christian-von-schimmelmann,,,"New York, New York, United States",Christian Von Schimmelmann,Investment Partner,,,1,,,,,,,"142,811"
Marc-Antoine Ducas,https://www.crunchbase.com/person/marc-antoine-ducas,1,,"Montréal, Quebec, Canada",Marc-Antoine Ducas - Founder & CEO @ Netlift,Individual/Angel,Seed,1,,,,,,,,"142,813"
Chris Calder,https://www.crunchbase.com/person/christopher-calder,,,"Salt Lake City, Utah, United States",Chris Calder is the Investor at Nomi Health. Chris Calder attended The Wharton School.,Investment Partner,,,8,,,,,,,"142,824"
Arian Radmand,https://www.crunchbase.com/person/arian-radmand,1,,"Brookline, Massachusetts, United States",Arian Radmand is the CEO & Founder of IgnitePost. Previously he worked as CEO & President for TurnGram.Arian Radmand attended Boston Univers...,Individual/Angel,Seed,1,,,,,,,,"142,802"
OJIT Ventures Investment,https://www.crunchbase.com/organization/ojit-ventures-investment,1,,"Palma De Mallorca, Islas Baleares, Spain",OJIT Ventures Investment was added to Crunchbase.,Micro VC,Seed,1,,,,,,,,"142,803"
Pathway Capital,https://www.crunchbase.com/organization/pathway-capital-77bf,1,,"Nyack, New York, United States",Pathway Capital helps companies Secure Funding & Debt Capital.,,,1,,1,,,,,,"142,805"
Maimiao Capital,https://www.crunchbase.com/organization/maimiao-capital,1,1,"Shanghai, Shanghai, China",Maimiao Capital is an equity investment fund jointly established by a group of senior experts in the capital market.,Private Equity Firm,,1,,,,1,,,,"142,804"
ZhengRun JinKong,https://www.crunchbase.com/organization/zhengrun-jinkong,1,,"Beijing, Beijing, China",ZhengRun JinKong is an investment firm.,,,1,,1,,,,,,"142,806"
Crawley Hatfield Capital,https://www.crunchbase.com/organization/crawley-hatfield-capital,2,1,"New York, New York, United States","Crawley Hatfield Capital is a financial organization. Nothing is publicly known about the organization. If you have more information,",Venture Capital,Early Stage Venture,2,,,,1,,,,"142,807"
Mayur Rele,https://www.crunchbase.com/person/mayur-rele,,,"New Jersey, United States, North America","Mayur Rele, cyber security expert and cloud automation leader, has extensive experience in overseeing global technology, security, and cloud...",,,,,,,,,,,"142,808"
Wuhan Fasike Energy Technology,https://www.crunchbase.com/organization/wuhan-fasike-energy-technology,1,,"Wuhan, T'ai-wan, Taiwan",Wuhan Fasike Energy Technology is engaged in energy-saving and environmental protection technology research and development.,,,1,,,,,,,,"142,809"
J. Anthony Antonelli,https://www.crunchbase.com/person/j-anthony-antonelli,,,"Salt Lake City, Utah, United States",Anthony Antonelli is the Chairman and Co-Founder at Havenpark Communities. J. Anthony Antonelli attended Brigham Young University.,,,,,,,,,,,"142,810"
VIKTOR kereskedelmi Kft.,https://www.crunchbase.com/organization/viktor-kereskedelmi-kft,1,,"Budapest, Budapest, Hungary",VIKTOR kereskedelmi Kft. is an investment firm.,,,1,,,,,,,,"142,811"
Jason Smith,https://www.crunchbase.com/person/jason-smith-12,,,"Charleston, South Carolina, United States",Jason Smith is a Partner in Private Equity at Sopris Capital.,Investment Partner,,,1,,,,,,,"142,812"
Paria Rajai,https://www.crunchbase.com/person/paria-rajai,1,,"San Francisco Bay Area, California, United States","Paria Rajai is the Founder and CEO of ModelExpand, a diversity and inclusion advisory firm that specializes in employer branding and talent ...",Individual/Angel,,1,,,,,,,,"142,813"
Alfredo A. Marti,https://www.crunchbase.com/person/alfredo-a-marti,,,"New City, New York, United States","Alfredo A. Marti is the Co-Founder at Sandbrook Capital. He attended Andrés Bello Catholic University, Stanford Graduate School of Business,...",,,,,,,,,,,"142,815"
Mediawan,https://www.crunchbase.com/organization/mediawan-7883,1,,,Media & Entertainment,Private Equity Firm,,1,,,,,,,,"142,836"
IKON Venture Capital,https://www.crunchbase.com/organization/ikon-venture-capital,,,,"IKONVC promotes entrepreneurship in LatAm investing in early stage, high-growth start-ups that use technology to generate social impact",Venture Capital,,,,,,,,,,"142,816"
David Cape,https://www.crunchbase.com/person/david-cape,1,,"Montréal, Quebec, Canada",David Cape is a President  at Canadian cosmetics company Marcelle,Individual/Angel,,1,,,,,,,,"142,817"
Joe Franzi,https://www.crunchbase.com/person/joe-franzi,,,"Bend, Oregon, United States",Franzi is the Chief Financial Officer at Seven Peaks Ventures. He attended the University of San Francisco.,Investment Partner,,,3,,,,,,,"142,818"
Stephen Watkins,https://www.crunchbase.com/person/stephen-watkins-3,,,"Boca Raton, Florida, United States","Serial entrepreneur and author of Capital Can’t Fund What It Can’t Find, Steve previously founded two technology and logistics companies tha...",,,,,,,,,,,"142,819"
Startupbootcamp FinTech,https://www.crunchbase.com/organization/startupbootcamp-fintech-ccab,,,"London, England, United Kingdom",Startupbootcamp FinTech is a business accelerator for fin-tech startups.,Accelerator,,,,,,,,2020-01-13,,"142,820"
Adrian Jonklaas,https://www.crunchbase.com/person/adrian-jonklaas,1,,"Vancouver, British Columbia, Canada",Adrian Jonklaas is the CFO/COO & Head of Reserch	at Covalent. Attended Baylor University - Hankamer School of Business.,Individual/Angel,Seed,1,,1,,,,,,"142,822"
MDG Investments,https://www.crunchbase.com/organization/mdg-investments,1,1,,MDG Investments was added in 2009.,,,1,,,,1,,,,"142,823"
TCCL Ventures,https://www.crunchbase.com/organization/tccl-ventures,1,,"Hanoi, NA - Vietnam, Vietnam","TCCL Ventures incubate blockchain initiatives, not only fund their advancement, but also advise them on strategy.",,,1,,,,,,,,"142,824"
Adam Beveridge,https://www.crunchbase.com/person/adam-beveridge,,,,Adam Beveridge is an investment associate at SFC Capital.,Investment Partner,,,3,,,,,,,"142,825"
Richard Chmiel,https://www.crunchbase.com/person/richard-chmiel,1,,"New York, New York, United States",Richard is an experienced business builder adept at all facets of growing and running a complex organization. Richard brings a deep understa...,Individual/Angel,,1,,,,,,,,"142,826"
Stijn Pieper,https://www.crunchbase.com/person/stijn-pieper,,,"Zürich, Zurich, Switzerland",Stijn Pieper is the Head of Product (Banking) at Uncapped.,,Seed,,,,,,,,,"142,827"
Reto Näscher,https://www.crunchbase.com/person/reto-näscher,,,"Liechtenstein, Europe","Reto Näscher - President, Co-Founder & Group CEO @ the prosperity company",Investment Partner,,,2,,,,,,,"142,829"
Olson Ortiz,https://www.crunchbase.com/person/olson-ortiz,1,,"Barranquilla, Atlantico, Colombia","Angel Investor, Entrepreneur, Certified Public Accountant, Blockchain Specialist, MBA, PhD candidate in Management Sciences, university prof...",Individual/Angel,"Early Stage Venture, Private Equity, Seed",1,,1,,,,,,"142,828"
Alex Karakozoff,https://www.crunchbase.com/person/alex-karakozoff,2,2,"Montréal, Quebec, Canada",Alex Karakozoff,Individual/Angel,Seed,2,,,,2,,,,"142,850"
chefs,https://www.crunchbase.com/organization/chefs,,,,chefs is an investment firm.,,,,,,,,,,,"142,830"
Sabrina Chiasson,https://www.crunchbase.com/person/sabrina-chiasson,,,"Boston, Massachusetts, United States","Sabrina joined Battery in 2015 as an associate. She focuses on later-stage software investments, including growth equity, buyouts, rollups, ...",Investment Partner,,,2,,,,,,,"142,831"
Gansu Guotou,https://www.crunchbase.com/organization/gansu-guotou,5,2,"Shanghai, Shanghai, China",Gansu Guotou engaged in investment management and investment consulting.,,,3,,,,2,,,,"142,832"
