Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Grupo Valgine,https://www.crunchbase.com/organization/grupo-valgine,1,,,Grupo Valgine is an investment Firm.,,,1,,1,,,,,,"202,200"
Scouting & Technology Ventures,https://www.crunchbase.com/organization/scouting-technology-ventures,,,"Houston, Texas, United States","Scouting & Technology Ventures team sources external technology, and engages in contractual relationships relating to technology.",Corporate Venture Capital,Early Stage Venture,,,,,,,,,"202,201"
Andrew Schneider,https://www.crunchbase.com/person/andrew-schneider,1,,"New York, New York, United States",Andrew Schneider is the Chief Marketing Officer of FOX Bet. He attended New York University and SUNY New Paltz.,Individual/Angel,,1,,,,,,,,"202,204"
Lawrence Mitchell,https://www.crunchbase.com/person/lawrence-mitchell,1,,"New York, New York, United States","Lawrence Mitchell is a business management consultant and lawyer specializing in small and medium enterprises, with experience as an interna...",Individual/Angel,Seed,1,,1,,,,,,"202,205"
David Walters,https://www.crunchbase.com/person/david-walters-9a90,,,,"David Walters, AFM Digital investment manager",Investment Partner,,,1,,,,,,,"202,206"
Yibao Chuangwubang,https://www.crunchbase.com/organization/yibao-chuangwubang,1,,"Shanghai, Shanghai, China",Yibao Chuangwubang is an investment firm.,,,1,,,,,,,,"202,208"
Marc Beausoleil,https://www.crunchbase.com/person/marc-beausoleil,1,,"Montréal, Quebec, Canada","Marc Beausoleil - Director, Business Service @ Regroupement économique et social du Sud-Ouest",Individual/Angel,Seed,1,,,,,,,,"202,207"
Spreek Away,https://www.crunchbase.com/person/spreek-away,1,,,Spreek Away,Individual/Angel,,1,,,,,,,,"202,209"
Jitandra Singh,https://www.crunchbase.com/person/jitandra-singh,,,"Mumbai, Maharashtra, India",Jitandra Singh is the Co-Founder & CEO at eJOHRI. Jitandra Singh attended Fortune Institute of International Business.,,"Early Stage Venture, Seed",,,,,,,,,"202,210"
Civan Sözkesen,https://www.crunchbase.com/person/civan-sözkesen-9e96,1,,,Civan Sözkesen,Individual/Angel,,1,,,,,,,,"202,212"
Stephen Hoffman,https://www.crunchbase.com/person/stephen-hoffman-dfdf,1,1,"Raleigh, North Carolina, United States","Stephen Hoffman is the SVP, Engineering at Percona. Attended Penn State University.",Individual/Angel,,1,,,,1,,,,"202,211"
Valeriu Filip,https://www.crunchbase.com/person/valeriu-filip,1,,"Romania, Europe",Valeriu Filip is Managing Partner at SecurifAI. He attended ESCP Business School.,Individual/Angel,,1,,1,,,,,,"202,213"
Brandon Baron,https://www.crunchbase.com/person/brandon-baron-1241,,,"New York, New York, United States",Brandon Baron,Investment Partner,,,2,,,,,,,"202,215"
Andrea Woodside,https://www.crunchbase.com/person/andrea-woodside,,,"San Francisco Bay Area, California, United States",Andrea Woodside,Investment Partner,,,1,,,,,,,"202,217"
Mark Sykes,https://www.crunchbase.com/person/mark-sykes,,,"London, England, United Kingdom",Mark Sykes is an Associate in the Financial & Business Services team. He joined Apax Partners in 2013 and is currently based in London. Pri...,Investment Partner,,,3,,,,,,,"202,218"
Marek Rei,https://www.crunchbase.com/person/marek-rei-phd,,,"Estonia, Europe",Marek Rei is the Co-Founder and Chief Scientific Officer at Transformative AI.,,,,,,,,,,,"202,219"
Philippe Kalousdian,https://www.crunchbase.com/person/philippe-kalousdian,,,"Paris, Ile-de-France, France",Philippe Kalousdian,,,,,,,,,,,"202,221"
