Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
China Merchants Venture,https://www.crunchbase.com/organization/china-merchants-venture,29,,"Shenzhen, Guangdong, China",China Merchants Venture is an investment Firm.,Venture Capital,Early Stage Venture,25,,8,,,,,,"52,805"
Influence Capital,https://www.crunchbase.com/organization/influence-capital,1,,,Influence Capital operates as an investment firm.,Venture Capital,Early Stage Venture,1,,,,,,,,"52,806"
Guidewire Group,https://www.crunchbase.com/organization/guidewire-group,2,1,"Redwood City, California, United States",Guide wire Group is a company that offers binary options for investment purposes.,,,1,,,,1,,,,"52,807"
Exxora,https://www.crunchbase.com/organization/exxora,2,,"Panaji, Goa, India",Exxora operates as an investment firm.,Private Equity Firm,,2,,2,,,,,,"52,810"
Bryan Taylor,https://www.crunchbase.com/person/bryan-m-taylor,,,"San Francisco Bay Area, California, United States",Bryan Taylor joined Advent International in February 2019 as a Managing Partner and head of the firm’s technology investment team. He has be...,Investment Partner,,,4,,,,,,,"52,820"
Entergy Arkansas Llc,https://www.crunchbase.com/organization/entergy-arkansas-llc,1,,"Little Rock, Arkansas, United States",Entergy is an integrated energy corporation mainly engaged in the manufacture of electric power and the retail delivery.,,,1,,1,,,,,,"52,822"
Padmasree Warrior,https://www.crunchbase.com/person/padmasree-warrior,2,1,"San Jose, California, United States","Padmasree Warrior is the Founder, President, and Chief Executive Officer at Fable. She is also the Chief Executive Officer of NextEV, U.S. S...",Individual/Angel,Seed,2,,,1,1,,,,"52,823"
Judge Ventures,https://www.crunchbase.com/organization/judge-ventures-2,,,"Grapevine, Texas, United States",Judge Ventures is a venture capital firm that invests in seed stage companies.,Venture Capital,Seed,,,,,,,,,"52,830"
Dawntreader Ventures,https://www.crunchbase.com/organization/dawntreader-ventures,20,14,"New York, New York, United States","Dawntreader Ventures is a private equity and venture capital investment firm specializing software, internet, and digital media companies.",Venture Capital,"Early Stage Venture, Late Stage Venture",16,,5,,14,,,,"52,836"
OSM,https://www.crunchbase.com/organization/osm,,,"Arendal, Aust-Agder, Norway",OSM Maritime Group is the leading provider of full service solutions to the Offshore and Maritime Industry.,,,,,,,,,,,"52,838"
Sobera Capital,https://www.crunchbase.com/organization/sobera-capital,1,1,"Berlin, Berlin, Germany",Sobera Capital provides liquidity and management solutions for private equity investors.,Private Equity Firm,Private Equity,1,,1,,1,,,,"52,843"
NB Ventures,https://www.crunchbase.com/organization/nb-ventures,43,2,"Dubai, Dubai, United Arab Emirates",NB Ventures is a Dubai based venture capital firm.,Venture Capital,"Early Stage Venture, Seed",34,,14,1,2,,,,"52,846"
Rob Wagemaker,https://www.crunchbase.com/person/rob-wagemaker,,,,Rob Wagemaker is the Founder of Action.,,,,,,,,,,,"52,800"
Ilya Perekopsky,https://www.crunchbase.com/person/ilya-perekopsky,,,"Moscow, Moscow City, Russian Federation","Ilya Perekopsky is the Vice President of Telegram Messenger and a Co-Founder of Blackmoon Financial Group. He was an entrepreneur, IT angel ...",,,,,,,,,,,"52,847"
VP Capital,https://www.crunchbase.com/organization/vp-capital-8bc9,2,,"Netherlands, Missouri, United States",VP Capital is the investment company of the Van Puijenbroek family.,,,2,,1,,,,,,"52,803"
Marco Giberti,https://www.crunchbase.com/person/marco-giberti,9,3,"Miami, Florida, United States",Marco Giberti is the Co-Founder and Board Member at The LAB Miami. He attended Harvard Business School in 2004.,"Investment Partner, Individual/Angel",Seed,8,1,,2,3,,,,"52,802"
Peeyush Ranjan,https://www.crunchbase.com/person/peeyush-ranjan,5,1,"Palo Alto, California, United States","Peeyush Ranjan is the GM and VP of Google Pay, Fintech, and Next Billion Users at Google. He attended the Indian Institute of Technology Kha...",Individual/Angel,Seed,5,,,,1,,,,"52,849"
Sudhir Maheshwari,https://www.crunchbase.com/person/sudhir-maheshwari-25f1,,,"United Arab Emirates, Asia","Sudhir Maheshwari is the Founder & Managing Partner at Synergy Capital. Sudhir attended St. Xavier's College (Autonomous), Kolkata.",Investment Partner,,,3,,,,,,,"52,850"
Mendr,https://www.crunchbase.com/organization/mendr,,,"Dallas, Texas, United States",Mendr is the Uber of professional photo-editing from your smartphone. Connect with pro editors around the world for real-time edits.,,,,,,,,,,,"52,804"
TBL Capital,https://www.crunchbase.com/organization/tbl-capital,2,,"San Francisco, California, United States",TBL Capital invests in entrepreneurs who are committed to building companies with strong triple bottom line returns.,Venture Capital,,2,,2,1,,,,,"52,806"
Millennium Network,https://www.crunchbase.com/organization/millennium-network,2,,"São Paulo, Sao Paulo, Brazil","The Millennium Network® develops ERP software for industry and retail clothing industry, clothing and footwear.",,,2,,2,,,,,,"52,807"
SITUS BOKEP GOKILSITUS BOKE XX JAVA,https://www.crunchbase.com/person/situs-bokep-gokilsitus-boke-xx-java,,,,SITUS BOKEP GOKILSITUS BOKE XX JAVA,,,,,,,,,,,"52,808"
