Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Green Bay Packers,https://www.crunchbase.com/organization/green-bay-packers,,,"Green Bay, Wisconsin, United States",Green Bay Packers is an American football team that competes in the national football league.,,,,,,,,,,,"43,200"
Barbara Belvisi,https://www.crunchbase.com/person/barbara-belvisi,,,"Paris, Ile-de-France, France",Barbara BELVISI is the Founder and CEO of Interstellar Lab and a Co-founder at HCVC. Barbara was a Co-founder and Partner at Elephants & Ven...,,,,,,,,,,,"43,204"
Florida Department of Financial Services,https://www.crunchbase.com/organization/florida-department-of-financial-services,1,,"Tallahassee, Florida, United States","Florida Department of Financial Services provides accounting, insurance, investigative, rehabilitation, risk management & consumer services.",,,1,,,,,,,,"43,205"
Deshi Touzi,https://www.crunchbase.com/organization/deshi-touzi,4,2,"Hangzhou, Zhejiang, China",Deshi Touzi is an investment firm that provides asset management and investment management services.,Private Equity Firm,,4,,,,2,,,,"43,209"
Stena AB,https://www.crunchbase.com/organization/stena-ab,4,,"Gothenburg, Vastra Gotaland, Sweden",Stena Sphere has developed into an international group of companies with business activities all over the world.,,,3,,1,1,,,,,"43,215"
Van de Velde,https://www.crunchbase.com/organization/van-de-velde,,,"Schellebelle, Oost-Vlaanderen, Belgium",Van de Velde designs and manufactures a range of luxury lingerie brands.,,,,,,,,,,,"43,216"
Buccini / Pollin Group,https://www.crunchbase.com/organization/buccini-pollin-group,,,"Chevy Chase, Maryland, United States",Buccini / Pollin Group is a hospitality company specializing in real estate investment services.,,,,,,,,,,,"43,226"
Barona,https://www.crunchbase.com/organization/barona,1,,"Helsinki, Southern Finland, Finland","Barona recruit people in the office, IT, logistics, industrial, construction, as well as the social and health sectors tasks.",,,1,,,,,,,,"43,232"
Christiana Wyly,https://www.crunchbase.com/person/christiana-wyly,3,,"Boulder, Colorado, United States",Christiana Wyly is an environmental advocate who serves as an evangelist for a sustainable future. Christiana's unique perspective as a twen...,Individual/Angel,,3,,,1,,,,,"43,236"
Joint Venture,https://www.crunchbase.com/organization/joint-venture,,,"San Jose, California, United States",Joint Venture Silicon Valley provides analysis and action on issues affecting our region's economy and quality of life.,Venture Capital,,,,,,,,,,"43,241"
Programa,https://www.crunchbase.com/organization/programa,1,,"Poznan, Wielkopolskie, Poland",Programa ™ is a software house from non-standard web applications.,,,1,,,,,,,,"43,242"
FastTrackTech,https://www.crunchbase.com/organization/fasttracktech,105,2,"Geneva, Geneve, Switzerland",The #FastTrackTech Africa initiative aims to support digital entrepreneurs and tech startups in sub-Saharan Africa go international.,"Accelerator, Entrepreneurship Program",Non Equity Assistance,104,,,,2,,2023-08-23,,"43,253"
MedVenture Partners,https://www.crunchbase.com/organization/medventure-partners,12,1,"Tokyo, Tokyo, Japan",MedVenture Partners invests in seed to early stage projects and start-ups in the life science field focusing mainly on medical devices.,Venture Capital,"Early Stage Venture, Seed",10,,5,2,1,,,,"43,256"
