Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
7 O’Clock Capital,https://www.crunchbase.com/organization/7-o-clock-capital,14,,"Beijing, Beijing, China",7 O’Clock Capital is a crypto asset venture fund focused on DeFi.,Venture Capital,Early Stage Venture,14,,,,,,,,"27,001"
C4D Partners,https://www.crunchbase.com/organization/c4d-partners,11,,"Amsterdam, Noord-Holland, The Netherlands",C4D Partners is an investment firm,Venture Capital,Early Stage Venture,8,,5,,,,,,"27,002"
The Asahi Shimbun Company,https://www.crunchbase.com/organization/the-asahi-shimbun-company,10,1,"Tokyo, Tokyo, Japan",The Asahi Shimbun Company is a publishing company that offers daily Japanese-language newspaper.,,,9,,,,1,,,,"27,004"
LC Ventures,https://www.crunchbase.com/organization/lc-ventures,24,1,"Lisbon, Lisboa, Portugal",LC Ventures is a Pan-European VC firm investing in high-performing disruptive businesses,Micro VC,"Convertible Note, Early Stage Venture, Seed",19,,13,,1,,,,"27,008"
LNK Partners,https://www.crunchbase.com/organization/lnk-partners,7,2,"White Plains, New York, United States",LNK Partners is a private equity firm focused on backing strong management teams who are building outstanding consumer & retail businesses.,Private Equity Firm,Private Equity,7,,7,1,2,,,,"27,009"
Tech4Planet,https://www.crunchbase.com/organization/tech4planet-8018,3,,"Rome, Lazio, Italy",Tech4Planet helps new businesses created in environmental sustainability-focused research labs gain access to markets and develop.,,,3,,1,,,,,,"27,012"
Zilliqa Capital,https://www.crunchbase.com/organization/zilliqa-capital,7,1,"Singapore, Central Region, Singapore","Zilliqa Capital is a blockchain investment company that invests in FinTech, Open Finance, and Decentralised Finance solutions.",Venture Capital,,7,,1,1,1,,,,"27,000"
Potluck Ventures,https://www.crunchbase.com/organization/potluck-ventures,6,,"Los Angeles, California, United States",Venture capital firm investing in breakout AAPI (Asian American & Pacific Islander) founders,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",5,,,1,,,,,"27,001"
DCA Capital Partners,https://www.crunchbase.com/organization/dca-capital-partners,6,3,"Roseville, California, United States",DCA Partners is a venture capital firm based in California that invests in later stage ventures.,Venture Capital,Late Stage Venture,6,,5,,3,,,,"27,002"
China Radio International,https://www.crunchbase.com/organization/china-radio-international,1,,"Beijing, Beijing, China",China Radio International is a state-run radio station that covers both domestic and global affairs.,,,1,,,,,,,,"27,004"
