Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Angelique Elize,https://www.crunchbase.com/person/angelique-elize,,,"Paris, Ile-de-France, France",Angélique Elizé serves as an Associate chez RAISE Ventures.,Investment Partner,,,2,,,,,,,"135,602"
Devscola,https://www.crunchbase.com/organization/devscola,,,"Valencia, Comunidad Valenciana, Spain",Devscola is the first bootcamp focused on your goals. Learn to code building stuff that matters to you.,Accelerator,,,,,,,,,12,"135,609"
Hangzhou Hanjing Xicheng Equity Investment,https://www.crunchbase.com/organization/hangzhou-hanjing-xicheng-equity-investment,1,,,Hangzhou Hanjing Xicheng Equity Investment is an investment Firm.,,,1,,,,,,,,"135,617"
Kuake Capital,https://www.crunchbase.com/organization/kuake-capital,5,,"Chaoyang, Liaoning, China",Kuake Capital is an investment firm.,Venture Capital,,5,,,,,,,,"135,622"
Adam Ivers,https://www.crunchbase.com/person/adam-ivers-abe4,,,"Winston Salem, North Carolina, United States",Adam Ivers is the CEO of Apothecary & Co. He previously worked at Cellular Sales as a Regional Recruiter. He attended Asheville-Buncombe Tec...,,,,,,,,,,,"135,628"
Anna Tye,https://www.crunchbase.com/person/anna-tye,,,,"Anna Tye is a Managing Director in the Technology, Media and Telecom group.",Investment Partner,,,2,,,,,,,"135,636"
Alfred Lam,https://www.crunchbase.com/person/alfred-lam,,,"Delft, Zuid-Holland, The Netherlands",Alfred joined Chrysalix EVC in 2012 with over eight years R&D experience with clean energy systems. He is a technology innovator with two pa...,Investment Partner,,,2,,,,,,,"135,639"
Micah Yost,https://www.crunchbase.com/person/micah-yost,1,,"Omaha, Nebraska, United States",Micah Yost is an Entrepreneur in Residence at Milan Laser Hair Removal. He attended Bellevue University and the University of Nebraska at Ke...,Individual/Angel,,1,,1,,,,,,"135,641"
Sam Johnston,https://www.crunchbase.com/person/sam-johnston,,,"Singapore, Asia",Sam Johnston is the CEO at Acumino.,,"Early Stage Venture, Seed",,,,,,,,,"135,600"
Roch Charbonneau,https://www.crunchbase.com/person/roch-charbonneau,,,"Ottawa, Ontario, Canada",Roch Charbonneau is an Entrepreneur in Residence in the Diversified Portfolio. He joined BDC Venture Capital in the fall of 2005 and brings ...,,,,,,,,,,,"135,601"
Rudeen & Company,https://www.crunchbase.com/organization/rudeen-company,1,,"Washington, District of Columbia, United States",Rudeen & Company is an investment firm.,,,1,,,,,,,,"135,602"
Diego Melo,https://www.crunchbase.com/person/diego-melo,,,"Newcastle upon Tyne, United Kingdom, Europe","Diego Melo is the Founder, Director, and Chief Executive Officer at Nudge Education Limited. He previously worked as the Training and Develo...",,,,,,,,,,,"135,603"
BeeChat Fund,https://www.crunchbase.com/organization/beechat-fund,2,,, BeeChat Fund,,,2,,,,,,,,"135,605"
Z-Gen Capital,https://www.crunchbase.com/organization/z-gen-capital,1,,,A Venture Investment Group,Venture Capital,,1,,,,,,,,"135,606"
André Bose do Amaral,https://www.crunchbase.com/person/andr-bose-do-amaral,2,,"Singapore, Central Region, Singapore",Chief Product Officer of SJML. Founder/CCO/CEO of Mecenato.co. Executive Creative Director and User Experience Designer. André Amaral is a ...,Individual/Angel,"Early Stage Venture, Seed",1,,,,,,,,"135,607"
Kevin Mintaraga,https://www.crunchbase.com/person/kevin-mintaraga,,,"Jakarta, Jakarta Raya, Indonesia",Founder of Bridestory.,,Seed,,,,,,,,,"135,608"
