Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Martin McCourt,https://www.crunchbase.com/person/martin-mccourt,4,,"Issy-les-moulineaux, Ile-de-France, France",Martin McCourt is Leader in High Tech Growth & Transformation,Individual/Angel,Seed,3,,,,,,,,"91,204"
SeekingDao,https://www.crunchbase.com/organization/seekingdao,1,,,SeekingDao,,,1,,,,,,,,"91,221"
Arden Asset Management,https://www.crunchbase.com/organization/arden-asset-management,,,"New York, New York, United States",A hedge fund firm with around $10.3 billion in assets under management,Hedge Fund,,,,,,,,,,"91,233"
Workplace Accelerator,https://www.crunchbase.com/organization/workplace-accelerator,1,,"Singapore, Central Region, Singapore",Workplace Accelerator provides a structured program for the region's highest potential HR Tech startups.,,,1,,,,,,,,"91,234"
DriveOp,https://www.crunchbase.com/organization/driveop,18,1,"Monterrey, Nuevo Leon, Mexico","DriveOp is a business acceleration firm focused on consumer goods & services, through digital technologies.",Accelerator,"Early Stage Venture, Private Equity, Seed",14,,,,1,On-Site,,52,"91,200"
Wellesleys,https://www.crunchbase.com/organization/wellesleys,1,,"Central, Hong Kong Island, Hong Kong",Wellesley Partners is recognised by clients & candidates alike an influential leader in Financial Services Executive Search within Asia.,,,1,,1,,,,,,"91,238"
Jiuzhi Ziben,https://www.crunchbase.com/organization/jiuzhi-ziben,4,,,Jiuzhi Ziben is an investment firm.,Venture Capital,,4,,2,,,,,,"91,202"
Pascal Yammine,https://www.crunchbase.com/person/pascal-yammine,,,"San Francisco Bay Area, California, United States","Pascal Yammine is the chief executive officer of Zilliant. He previously worked at Salesforce.com as a SVP, Global Customer Success. Pascal ...",Investment Partner,,,3,,,,,,,"91,203"
Investment For Growth & Jobs Northern Ireland,https://www.crunchbase.com/organization/investment-for-growth-jobs-northern-ireland,1,,"Belfast, Belfast, United Kingdom",Improving northern Ireland's economic growth,Venture Capital,,1,,,,,,,,"91,204"
Paul Pruijmboom,https://www.crunchbase.com/person/paul-pruijmboom,,,"Amsterdam, Noord-Holland, The Netherlands",Paul Pruijmboom - Managing Partner @ FORWARD.one,Investment Partner,,,9,,,,,,,"91,206"
Josh Shirazi,https://www.crunchbase.com/person/josh-shirazi,,,"San Francisco Bay Area, California, United States",Josh Shirazi is a Principal at Alkeon Capital.,Investment Partner,,,1,,,,,,,"91,207"
Jay Livingston,https://www.crunchbase.com/person/jay-livingston,5,1,"New York, New York, United States",Jay Livingston is a Chief Marketing Officer at Shake Shack. He attended Miami University.,Individual/Angel,Seed,5,,,1,1,,,,"91,208"
