Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Mohammed Balfaghia,https://www.crunchbase.com/person/mohammed-balfaghia-556a,,,,Mohammed Balfaghia,,,,,,,,,,,"235,382"
Samuel Franklin,https://www.crunchbase.com/person/samuel-franklin-8a70,,,,Samuel Franklin,Investment Partner,,,2,,,,,,,"235,203"
CashApp Account usaseoseller100,https://www.crunchbase.com/person/cashapp-account-usaseoseller100,,,,"If you Need More help: 24 Hours Reply/(Contact US),Email: usaseoseller10@gmail.com ,Telegram: @Usaseoseller, Skype: Usaseoseller",,,,,,,,,,,"235,202"
EKO NOVIANTO,https://www.crunchbase.com/person/eko-novianto,,,"Semarang, Jawa Barat, Indonesia",EKO NOVIANTO,,Seed,,,,,,,,,"235,200"
Adrian Doe,https://www.crunchbase.com/person/adrian-doe,,,,Adrian Doe,,,,,,,,,,,"235,201"
Krishna Mehra,https://www.crunchbase.com/person/krishna-mehra-f190,1,,,Krishna Mehra,Individual/Angel,,1,,,,,,,,"235,205"
Dale Colling,https://www.crunchbase.com/person/dale-colling,,,,Dale Colling,,,,,,,,,,,"235,204"
Joon-hyo Lee,https://www.crunchbase.com/person/joon-hyo-lee,,,,Joon-hyo Lee is a CEO at SBI Investment Korea.,,,,,,,,,,,"235,206"
Zeeshan Basu,https://www.crunchbase.com/person/zeeshan-basu,,,,Zeeshan Basu,Investment Partner,,,2,,,,,,,"235,208"
Divyanshu Anand,https://www.crunchbase.com/person/divyanshu-anand,1,,,Divyanshu Anand,Individual/Angel,,1,,,,,,,,"235,212"
Kentaro Ruichi,https://www.crunchbase.com/person/kentaro-ruichi,1,,"Japan, Asia",Ruichi Kentaro is an Angel Investor.,Individual/Angel,,1,,,,,,,,"235,213"
Shaffy Roell,https://www.crunchbase.com/person/shaffy-roell,,,"Amsterdam, Noord-Holland, The Netherlands",Shaffy Roell,Investment Partner,,,1,,,,,,,"235,216"
