Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Jianji Capital,https://www.crunchbase.com/organization/jianji-capital,1,,"Shenzhen, Guangdong, China",Jianji Capital,,,1,,1,,,,,,"175,201"
Adrian Walker,https://www.crunchbase.com/person/adrian-walker,,,"San Francisco, California, United States",Adrian Walker - Founder/CEO @ AIZA,,,,,,,,,,,"175,211"
Dmitry Kushaev,https://www.crunchbase.com/person/dmitry-kushaev,1,,,Dmitry Kushaev,Individual/Angel,Seed,1,,,,,,,,"175,200"
Eric Shaver,https://www.crunchbase.com/person/eric-shaver,,,"Boston, Massachusetts, United States",Eric Shaver is a Managing Partner at Kensei Partners. He attended the University of Massachusetts Amherst.,,,,,,,,,,,"175,214"
Karel Kucera,https://www.crunchbase.com/person/karel-kucera,,,,Karel Kucera is currently a Director at Moore EU-Asia and formerly General Manager (CEO) of CzechInvest.,Investment Partner,"Early Stage Venture, Seed",,7,,,,,,,"175,201"
Eileen O'Rourke,https://www.crunchbase.com/person/eileen-o-rourke-d515,,,"Baltimore, Maryland, United States","Eileen O'Rourke is Chief Financial Officer at Abell Foundation, Inc..Eileen O'Rourke attended Loyola University Maryland.",Investment Partner,,,1,,,,,,,"175,202"
Histtone Capital,https://www.crunchbase.com/organization/histtone-capital,5,2,"Shanghai, Shanghai, China","Histtone Capital is engaged in private equity investment, corporate strategy consulting and financial consulting.",Private Equity Firm,,5,,,,2,,,,"175,203"
Qimu Culture,https://www.crunchbase.com/organization/qimu-culture,1,,"Guangzhou, Guangdong, China",Qimu Culture is an original comics operator.,,,1,,,,,,,,"175,218"
Doug Schillinger,https://www.crunchbase.com/person/doug-schillinger,,,"Park City, Utah, United States",Doug Schillinger Managing Director at DW Healthcare Partners.,Investment Partner,,,3,,,,,,,"175,206"
Duncan Murdoch,https://www.crunchbase.com/person/duncan-murdoch,,,"New York, New York, United States",Duncan Murdoch,Investment Partner,,,1,,,,,,,"175,205"
Sidharth Chaudhary,https://www.crunchbase.com/person/sidharth-chaudhary,1,,"Gurgaon, Haryana, India",Sidharth Chaudhary,Individual/Angel,"Early Stage Venture, Seed",1,,,,,,,,"175,204"
Coft Token,https://www.crunchbase.com/organization/coft-token,,,"Kaithal, Haryana, India","Coft Token - Leading and the Best OTT, Gaming and E-Commerce Platform which offers you unique and profitable solutions.",,,,,,,,,,,"175,220"
Hailiang Ziben,https://www.crunchbase.com/organization/hailiang-ziben,5,,"Shenzhen, Guangdong, China",Hailiang Ziben is an investment company.,,,4,,1,,,,,,"175,207"
Evgeny Palchevsky,https://www.crunchbase.com/person/evgeny-palchevsky,1,,"Estonia, Europe",Evgeny Palchevsky is the CEO at Tap2Pay and Founder and Advisor at ChangeAgain.Me,Individual/Angel,Seed,1,,,,,,,,"175,222"
Hangzhou Beida Touzi Guanli,https://www.crunchbase.com/organization/hangzhou-beida-touzi-guanli,1,,"Hangzhou, Zhejiang, China",Hangzhou Beida Touzi Guanli is an investment firm.,,,1,,,,,,,,"175,224"
Dan O'Toole,https://www.crunchbase.com/person/dan-o-toole,,,"London, England, United Kingdom",Dan O'Toole,,,,,,,,,,,"175,208"
Grant E. Lippincott,https://www.crunchbase.com/person/grant-e-lippincott,,,"Omaha, Nebraska, United States","Grant Lippincott is the Managing Member of Rockbrook Partners, LLC.",,,,,,,,,,,"175,225"
Claire Poulard,https://www.crunchbase.com/person/claire-poulard,,,"Paris, Ile-de-France, France",Claire Poulard is a Principal at Omnes Capital. She attended ESCP Business School.,Investment Partner,,,4,,,,,,,"175,226"
Ville Tapani,https://www.crunchbase.com/person/ville-tapani,,,"Spain, Europe",I'm an entrepreneur-minded visionaire with high analytical and strong interpersonal skills. I'm interested in ventures with positive social ...,,,,,,,,,,,"175,209"
Uri Lavi,https://www.crunchbase.com/person/uri-lavi,,,"Israel, Asia",Uri Lavi - CEO & Co-founder @ RideVision,,,,,,,,,,,"175,211"
Maximiliano Del Vento,https://www.crunchbase.com/person/maximiliano-del-vento,,,"New York, New York, United States",Maximiliano Del Vento is the Managing Director at Brooklands Capital Strategies. Maximiliano Del Vento attended Harvard Business School Exec...,,,,,,,,,,,"175,212"
Zhongzhen Qiye Guanli Zixun,https://www.crunchbase.com/organization/zhongzhen-qiye-guanli-zixun,1,,"Dongguang, Guangdong, China",Zhongzhen Qiye Guanli Zixun engages in providing marketing or business consultations or solutions.,,,1,,,,,,,,"175,213"
Haru Capital,https://www.crunchbase.com/organization/haru-capital,1,,,Haru Capital is an investment Firm.,,,1,,1,,,,,,"175,215"
Patricia B. Melcher,https://www.crunchbase.com/person/patricia-b-melcher,,,"Houston, Texas, United States",Patti Melcher is the Managing Partner and Co-Founder of EIV Capital.,Investment Partner,,,7,,,,,,,"175,216"
Manfred Heid,https://www.crunchbase.com/person/manfred-heid-1a07,,,"Cologne, Nordrhein-Westfalen, Germany",Manfred Heid is the Managing Partner of BitStone Capital.,Investment Partner,,,1,,,,,,,"175,217"
Bai Hengfei,https://www.crunchbase.com/person/bai-hengfei,1,,,Bai Hengfei,Individual/Angel,,1,,,,,,,,"175,218"
John Lantz,https://www.crunchbase.com/person/john-lantz-7129,1,,,John Lantz,Individual/Angel,,1,,,,,,,,"175,219"
Prabhakar Reddy,https://www.crunchbase.com/person/prabhakar-reddy,,,"Dallas, Texas, United States",Prabhakar Reddy is Founding Partner at Stride Growth Partners. He attended The University of Chicago Booth School of Business.,,,,,,,,,,,"175,220"
Markus Windisch,https://www.crunchbase.com/person/markus-windisch,1,,"Berlin, Berlin, Germany",Markus T. Windisch is COO @ HelloFresh,Individual/Angel,,1,,,,,,,,"175,221"
Jay Kassing,https://www.crunchbase.com/person/jay-kassing,1,,"Dallas, Texas, United States",Jay Kassing was the Owner of MARQUIS. He attended Oklahoma State University.,Individual/Angel,Seed,1,,,,,,,,"175,222"
Innovation Partners Alpha,https://www.crunchbase.com/organization/innovation-partners-alpha,1,,,Innovation Partners Alpha is an investment firm.,,,1,,,,,,,,"175,243"
David Lee,https://www.crunchbase.com/person/david-lee-b6bb,1,,"United States, North America",David Lee,Individual/Angel,Private Equity,1,,,,,,,,"175,223"
Island Park Investments,https://www.crunchbase.com/organization/island-park-investments,,,"Ogden, Utah, United States",Island Park Investments is the personal investing entity of Alan E. Hall. Island Park Investments invests in early stage Utah technology,Venture Capital,,,,,,,,,,"175,252"
Nanjing Tongxing Yingdian Touzi Guanli Youxian Gongsi,https://www.crunchbase.com/organization/nanjing-tongxing-yingdian-touzi-guanli-youxian-gongsi,1,,"Nanjing, Jiangsu, China",Nanjing Tongxing Yingdian Touzi Guanli Youxian Gongsi is an private equity investment firm.,Private Equity Firm,Private Equity,1,,,,,,,,"175,251"
Jinjiang Capital,https://www.crunchbase.com/organization/jinjiang-capital,2,,"Changzhou, Zhejiang, China",Jinjiang Capital is focused on industrial mergers and acquisitions and investment of industry leaders and listed companies.,Venture Capital,,2,,,,,,,,"175,225"
Quentin de Chivré,https://www.crunchbase.com/person/quentin-de-chivr,2,,"Paris, Ile-de-France, France",Quentin de Chivré,Individual/Angel,"Early Stage Venture, Seed, Venture",2,,,,,,,,"175,227"
Shanghai Zhiyi,https://www.crunchbase.com/organization/shanghai-zhiyi,3,1,"Huangpu, Shanghai, China",Shanghai Zhiyi engaged in investment management and consulting.,,,3,,1,,1,,,,"175,229"
Mike Bunker,https://www.crunchbase.com/person/mike-bunker,,,"Chagrin Falls, Ohio, United States","Mike has many areas of expertise but has recently focused a lot of time on the treatment of stroke and on catheter-related technologies, par...",Investment Partner,,,3,,,,,,,"175,261"
GAM-SWT,https://www.crunchbase.com/organization/gam-swt,1,,"Naucalpan, Mexico, Mexico",GAM-SWT is a private sugar producer that owns and operates three strategically located mills in the Mexican Republic.,,,1,,1,,,,,,"175,262"
Wilson Hunter,https://www.crunchbase.com/person/wilson-hunter,,,"Charlottesville, Virginia, United States",Wilson Hunter is the Founder & CEO at CardBoard Live.,,,,,,,,,,,"175,263"
Indra Narayan Chatterjee,https://www.crunchbase.com/person/indra-narayan-chatterjee-ce4f,1,,"Kolkata, West Bengal, India",Indra Narayan Chatterjee,Individual/Angel,,1,,,,,,,,"175,231"
Russian Real Estate Investment,https://www.crunchbase.com/organization/russian-real-estate-investment,,,"Zelenogorsk, Saint Petersburg City, Russian Federation",Russian Real Estate Investment provides real estate services.,Venture Capital,Early Stage Venture,,,,,,,,,"175,232"
Tsuyoshi Mihara,https://www.crunchbase.com/person/tsuyoshi-mihara,,,"San Francisco Bay Area, California, United States",Todd Tsuyoshi Mihara is the venture partner at TEL Ventures. Tsuyoshi Mihara has joined TEL VC in 2012 and is now passionate about supportin...,,,,,,,,,,,"175,233"
Vladimíra Činčurová,https://www.crunchbase.com/person/vladimíra-činčurová,,,,Vladimíra Činčurová,Investment Partner,,,1,,,,,,,"175,235"
John Jarrett Jr,https://www.crunchbase.com/person/john-jarrett-jr,,,"Greensboro, North Carolina, United States","Prior to joining Five Points Capital in 2014, Jay worked with Greenspring & Associates, a  $3 billion venture capital  firm based in Baltimo...",,,,,,,,,,,"175,234"
