Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Marius Luther,https://www.crunchbase.com/person/marius-luther,1,,"Berlin, Berlin, Germany",Marius Luther - Founder & CEO @ HeyJobs,Individual/Angel,,1,,,,,,,,"82,200"
Szen Low,https://www.crunchbase.com/person/szen-low,,,"Hong Kong, Hong Kong Island, Hong Kong","Szen Low is a veteran of the finance industry, specializing in private equity and investment banking. Szen serves on the board of advisors ...",,,,,,,,,,,"82,206"
COOPERATIVA,https://www.crunchbase.com/organization/cooperativa-venture-group,1,,"Berlin, Berlin, Germany","the private VC family office of the entrepreneurs Anja Rath, Nikolas Samios, Andreas von Blottnitz, Jan Henric Buettner & Christian Vollmann",Venture Capital,"Crowdfunding, Early Stage Venture, Non Equity Assistance, Seed",1,,,,,,,,"82,220"
Morla Ventures,https://www.crunchbase.com/organization/morla-ventures,1,1,"Morgantown, West Virginia, United States",Morla Ventures is a investment firm focuses on innovators in carbon management.,Venture Capital,,1,,1,,1,,,,"82,224"
Dmitry Koval,https://www.crunchbase.com/person/dmitry-koval,,,"London, England, United Kingdom","Dmitry Koval is the founder and CEO at Netwell. He attended University of California, Berkeley, Haas School of Business.",,Early Stage Venture,,,,,,,,,"82,232"
The Strathmore Group,https://www.crunchbase.com/organization/the-strathmore-group,,,"Chula Vista, California, United States","The Strathmore Group employee benefits consulting, business plan design, brokerage, risk management, insurance, and administration services.",,,,,,,,,,,"82,233"
Elizabeth R Whitman,https://www.crunchbase.com/person/elizabeth-r-whitman,,,"New York, New York, United States","Liz is President of The Red Door by Elizabeth Arden, the leading national Salon & Spa brand. Originally founded over 105 years ago by the pr...",Investment Partner,,,2,,,,,,,"82,236"
Ismail Elshareef,https://www.crunchbase.com/person/ismail-elshareef,,,"Berlin, Berlin, Germany",Ismail Elshareef is the Chief Product Officer of CarGurus. He previously worked at UpKeep as a Chief Product Officer. Ismail Elshareef atten...,,Seed,,,,,,,,,"82,241"
Nicholas C. Gangestad,https://www.crunchbase.com/person/nicholas-c-gangestad,,,"Milwaukee, Wisconsin, United States","Nick Gangestad, 3M’s chief financial officer, grew up on a farm in Iowa intending to pursue a traditional accounting practice. That’s certai...",,,,,,,,,,,"82,243"
PR&D,https://www.crunchbase.com/organization/pr-d,1,,"Vienna, Wien, Austria",Public relations for research and education.,Venture Capital,,1,,,,,,,,"82,200"
Bent Helvang,https://www.crunchbase.com/person/bent-helvang,1,,"Denmark, Europe",Bent Helvang - Partner and owner @ ToonTV,Individual/Angel,Seed,1,,,,,,,,"82,245"
Guy Cavet,https://www.crunchbase.com/person/guy-cavet,,,"San Francisco, California, United States",Guy Cavet was the Head Of Operations at Flatiron Bio and the Founder of Paramune. He previously led informatics and computational biology at...,,,,,,,,,,,"82,246"
Łódzka Specjalna Strefa Ekonomiczna S.A.,https://www.crunchbase.com/organization/łódzka-specjalna-strefa-ekonomiczna-s-a,2,,"Lodz, Lodzkie, Poland",Special Economic Zone of Lodz,,,2,,2,,,,,,"82,247"
Caleb Winder,https://www.crunchbase.com/person/caleb-winder,,,"Boston, Massachusetts, United States","Caleb Winder is a venture capitalist who focused on life sciences, healthcare and information technology.  He is currently a Managing Direct...",Investment Partner,,,22,,,,,,,"82,203"
Argonaut Partners,https://www.crunchbase.com/organization/argonaut-partners,6,1,"Boston, Massachusetts, United States",Argonaut Partners is a private equity firm specialized in the acquisition and operation of middle-market value-added distributorships.,Private Equity Firm,"Early Stage Venture, Seed",5,,2,,1,,,,"82,251"
Matthew Hertz,https://www.crunchbase.com/person/matthew-hertz-e549,1,,"Nashville, Tennessee, United States",Matthew Hertz is the Co-Founder of Second Marathon Consulting. He previously worked at Shyp as a VP of Business Partnerships. Matthew Hertz ...,Individual/Angel,,1,,,,,,,,"82,204"
Cincy Ventures,https://www.crunchbase.com/organization/cincy-ventures,1,,"Indore, Madhya Pradesh, India",SAAS Investment Firm,Angel Group,Seed,1,,1,,,,,,"82,205"
Meadowlark,https://www.crunchbase.com/organization/meadowlark,,,"Fairfield, Connecticut, United States",Meadowlark is a private real estate investment company specializing in the identification of value-add deals.,Private Equity Firm,,,,,,,,,,"82,253"
Leo Cheng,https://www.crunchbase.com/person/leo-cheng,3,,"San Francisco, California, United States",Leo Cheng is a Co-founder & CEO @ Machi X. He attended  University of Michigan - Stephen M. Ross School of Business.,Individual/Angel,,3,,,,,,,,"82,206"
Topam invest,https://www.crunchbase.com/organization/topam-invest,1,,"Ho Chi Minh City, NA - Vietnam, Vietnam",Topam Invest is an incubation house seeking to help entrepreneurs transform ideas into valuable products.,"Accelerator, Co-Working Space, Entrepreneurship Program, Incubator",Seed,1,,1,,,,,,"82,207"
Robert Smithson,https://www.crunchbase.com/person/robert-smithson-81fb,4,,"Los Angeles, California, United States",Robert Smithson is the Founder and CEO of Just Auto Insurance. He previously worked at GAM as an Investment Director. Robert attended the Un...,Individual/Angel,,1,,1,,,,,,"82,208"
National Environmental Technology (NET) Incubator,https://www.crunchbase.com/organization/national-environmental-technology-net-incubator,,,"Wilberforce, Ohio, United States",The National Environmental Technology (NET) Incubator provides an affordable head start to companies whose focus is environmental,Incubator,,,,,,,,,,"82,209"
Beluga Capital,https://www.crunchbase.com/organization/beluga-capital-f4b4,,,"Paris, Ile-de-France, France","Partners to, and investors in recurring revenue model companies, real estate and highly regulated industries","Private Equity Firm, Venture Capital","Early Stage Venture, Private Equity",,,,,,,,,"82,210"
Chris Schroeder,https://www.crunchbase.com/person/chris-schroeder,2,,"Washington DC Metro Area, United States, North America",Christopher M. Schroeder is a Washington D.C. and New York City based internet entrepreneur and venture investor.  He was formerly co‐founde...,Individual/Angel,Seed,2,,,,,,,,"82,211"
Suzhou Guanghua Group,https://www.crunchbase.com/organization/suzhou-guanghua-group,1,,,Suzhou Guanghua Group is an investment co.,,,1,,,,,,,,"82,212"
John Brock,https://www.crunchbase.com/person/john-brock-2,3,,"Charlotte, North Carolina, United States",John Brock - Board Member @ Optic Gaming,Individual/Angel,,2,,1,,,,,,"82,213"
Baron Capital Management,https://www.crunchbase.com/organization/baron-capital-management,4,3,"Scottsdale, Arizona, United States",Baron Capital Management is a full service pension fund quality Registered Investment Advisor seeking long-term relationships.,Pension Funds,,4,,1,,3,,,,"82,214"
