Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Tony Berry,https://www.crunchbase.com/person/tony-berry-0a8b,,,"Oldham, United Kingdom, Europe",Tony Berry,,,,,,,,,,,"263,400"
Bruno Dubois,https://www.crunchbase.com/person/bruno-dubois,,,"Aurora, Colorado, United States",Bruno Dubois is an Executive Vice President of Corporate Development and was a Chief Revenue Officer at MycoTechnology. He was a Director fo...,,,,,,,,,,,"263,418"
Keiichi Uezumi,https://www.crunchbase.com/person/keiichi-uezumi,,,"Tokyo, Japan, Asia",Keiichi Uezumi - Outside Corporate Auditors @ Golf Digest Online,,,,,,,,,,,"263,407"
Jon Finke,https://www.crunchbase.com/person/jon-finke,1,,,Jon Finke,Individual/Angel,,1,,,,,,,,"263,420"
Song Jae-ho,https://www.crunchbase.com/person/song-jae-ho,,,,"Song Jae-ho, KT AI/DX Convergence Business Division head.",,,,,,,,,,,"263,411"
Matthew French,https://www.crunchbase.com/person/matthew-french,2,1,,Matthew French,Individual/Angel,Seed,2,,,,1,,,,"263,421"
Vincent Howard,https://www.crunchbase.com/person/vincent-howard-d564,,,,Vincent Howard,,,,,,,,,,,"263,426"
Dennis Winkler,https://www.crunchbase.com/person/dennis-winkler,,,"Greater Chicago Area, United States, North America",Dennis Winkler has 20 years of experience as a global outsourcing leader across a myriad of industries both in the United States and interna...,,,,,,,,,,,"263,401"
Angie Taylor,https://www.crunchbase.com/person/angie-taylor,,,"Reno, Nevada, United States",Angie Taylor,,,,,,,,,,,"263,405"
Tomasz Bielawski,https://www.crunchbase.com/person/tomasz-bielawski,,,,Tomasz Bielawski,,,,,,,,,,,"263,413"
Lari Pihlajapuro,https://www.crunchbase.com/person/lari-pihlajapuro,,,,Lari Pihlajapuro,,,,,,,,,,,"263,414"
Anita Ojala,https://www.crunchbase.com/person/anita-ojala,,,"Helsinki, Southern Finland, Finland",Anita has over 20 years of experience in the financing of mergers and acquisitions as well as debt instruments and equity capital. He is an ...,,,,,,,,,,,"263,403"
Tomas Jakobsson,https://www.crunchbase.com/person/tomas-jakobsson,,,"Stockholm, Stockholms Lan, Sweden",Tomas Jakobsson,,,,,,,,,,,"263,404"
Afonso Mendes,https://www.crunchbase.com/person/afonso-mendes,,,,Afonso Mendes,,,,,,,,,,,"263,412"
William Ransom Johnson,https://www.crunchbase.com/person/william-ransom-johnson,,,,William Ransom Johnson,,,,,,,,,,,"263,424"
Vikash Dugar,https://www.crunchbase.com/person/vikash-dugar,,,,"Vikash was appointed as Chief Financial Officer (CFO) of the company in September 2014. He is a graduate of Shriram College of Commerce, New...",,,,,,,,,,,"263,422"
Vijay Wadhwa,https://www.crunchbase.com/person/vijay-wadhwa-210f,,,,Vijay Wadhwa,,,,,,,,,,,"263,410"
Private Private,https://www.crunchbase.com/person/private-private-15c6,1,,,Private Private,Individual/Angel,,1,,,,,,,,"263,407"
Brent Harms,https://www.crunchbase.com/person/brent-harms,,,,Brent Harms,,,,,,,,,,,"263,408"
Joosten Rik,https://www.crunchbase.com/person/joosten-rik,,,"Paris, Ile-de-France, France",Joosten Rik,Investment Partner,,,1,,,,,,,"263,409"
Harmouche Abdessamie,https://www.crunchbase.com/person/harmouche-abdessamie,,,"Algiers, Alger, Algeria",Harmouche Abdessamie,,"Early Stage Venture, Seed",,,,,,,,,"263,425"
Guilherme Kudiess,https://www.crunchbase.com/person/guilherme-kudiess-6eff,,,,Guilherme Kudiess,,,,,,,,,,,"263,402"
Guy Cook,https://www.crunchbase.com/person/guy-cook-1eb0,,,,Guy Cook,Investment Partner,,,1,,,,,,,"263,414"
Osang Kwon,https://www.crunchbase.com/person/osang-kwon,,,,"Osang Kwon is a CEO of Primer Saje Partners,",Investment Partner,,,1,,,,,,,"263,429"
Manish Bisht,https://www.crunchbase.com/person/manish-bisht-9ad6,1,,,Manish Bisht,Individual/Angel,Seed,1,,,,,,,,"263,415"
João Alves,https://www.crunchbase.com/person/joão-alves,,,,João Alves,,,,,,,,,,,"263,451"
Kim Dong wook,https://www.crunchbase.com/person/kim-dong-wook,,,,Kim Dong-Wook is a director of TBT,Investment Partner,,,1,,,,,,,"263,430"
Tony Onsley,https://www.crunchbase.com/person/tony-onsley,,,"Sydney, New South Wales, Australia",Tony Onsley,,,,,,,,,,,"263,460"
Katie Storer,https://www.crunchbase.com/person/katie-storer-deb1,,,,Katie Storer,Investment Partner,,,1,,,,,,,"263,428"
Lee Myeong kwo,https://www.crunchbase.com/person/lee-myeong-kwo,,,,Lee Myeong is an Investment Director of LSK Investment.,,,,0,,,,,,,"263,500"
Sean O'Keefe,https://www.crunchbase.com/person/sean-o-keefe-4111,,,,Sean O'Keefe,,,,,,,,,,,"263,441"
James Glimm,https://www.crunchbase.com/person/james-glimm,1,1,"Brooklyn, New York, United States",James Glimm is an American mathematical physicist and professor at Stony Brook University. He has been noted for contributions to C*-algebra...,Individual/Angel,Seed,1,,,1,1,,,,"263,432"
Lee Olsen,https://www.crunchbase.com/person/lee-olsen,,,,Lee Olsen,,Venture,,,,,,,,,"263,424"
Yoon Min hyeon,https://www.crunchbase.com/person/yoon-min-hyeon,,,,Yoon Min is an Executive director of Hb investment.,,,,0,,,,,,,"263,504"
Eric Feinstein,https://www.crunchbase.com/person/eric-feinstein-8142,,,"Ossining, New York, United States",Eric Feinstein,,,,,,,,,,,"263,459"
Joshua Mailman,https://www.crunchbase.com/person/joshua-mailman-34ee,2,,,Joshua Mailman at Pelion Venture Partners.,Individual/Angel,,1,,,2,,,,,"263,474"
George Levin,https://www.crunchbase.com/person/george-levin-f305,,,"New York, New York, United States",George Levin,,,,,,,,,,,"263,436"
Jaewan Kim,https://www.crunchbase.com/person/jaewan-kim,,,,"Jaewan Kim, CEO at Partners Investment.",Investment Partner,,,1,,,,,,,"263,470"
Tom Ringo,https://www.crunchbase.com/person/tom-ringo,,,,Tom Ringo - President and CEO @ Olympic Resource Management,,,,,,,,,,,"263,447"
Taxi Tải Thành Hưng,https://www.crunchbase.com/person/taxi-tải-thành-hưng,,,,"Dịch vụ taxi tải Thành Hưng cung cấp dịch vụ cho thuê xe tải chở hàng giá rẻ, dịch vụ xe tải chuyển nhà chuyên nghiệp tại Hà Nội. Dịch vụ ta...",,,,,,,,,,,"263,433"
Ehsan Alipour,https://www.crunchbase.com/person/ehsan-alipour,,,"Richmond, California, United States",Ehsan Alipour,,,,,,,,,,,"263,465"
Valerie White,https://www.crunchbase.com/person/valerie-white-dea7,,,,"Valerie White, president of the Naples Woman’s Club.",Investment Partner,,,1,,,,,,,"263,438"
Mike Scott,https://www.crunchbase.com/person/mike-scott-6ada,,,"San Marcos, California, United States",Mike Scott,,,,,,,,,,,"263,451"
Tom Lindsay,https://www.crunchbase.com/person/tom-lindsay,,,,Tom Lindsay,,,,,,,,,,,"263,452"
Tom Malcolm,https://www.crunchbase.com/person/tom-malcolm,,,"Seattle, Washington, United States",Tom Malcolm,,,,,,,,,,,"263,448"
Vijay K. Gupta,https://www.crunchbase.com/person/vijay-k-gupta,,,,Vijay K. Gupta,,,,,,,,,,,"263,436"
Frank Walker,https://www.crunchbase.com/person/frank-walker,,,"New York, New York, United States","The auto leasing game has changed; have you? At Car Specials NY, we believe that leasing a car should be like any other purchase you make: s...",,,,,,,,,,,"263,464"
Francisco Iniesta,https://www.crunchbase.com/person/francisco-iniesta,,,"Murcia, Murcia, Spain",Francisco Iniesta is a Managing Partner at Galan Consultores.,,,,,,,,,,,"263,454"
Tomas Straska,https://www.crunchbase.com/person/tomas-straska,,,"Bratislava, Bratislava, Slovakia (Slovak Republic)",Tomas Straska,,,,,,,,,,,"263,440"
Zhifeng Yan,https://www.crunchbase.com/person/zhifeng-yan,1,,"China, Asia",Zhifeng Yan,Individual/Angel,,1,,,,,,,,"263,448"
Simon Rozas,https://www.crunchbase.com/person/simon-rozas-dae8,,,,Simon Rozas,,,,,,,,,,,"263,476"
Margo Lyons,https://www.crunchbase.com/person/margo-lyons,,,"Vancouver, British Columbia, Canada",Margo developed strong underwriting principles at one of Canada’s largest MGA’s. Bringing her experience to ApolloXE as Head of Broker Engag...,,,,,,,,,,,"263,468"
Guy Loyet,https://www.crunchbase.com/person/guy-loyet,1,,,Guy Loyet,Individual/Angel,Seed,1,,,,,,,,"263,439"
Tom Doll,https://www.crunchbase.com/person/tom-doll,,,"Seattle, Washington, United States","Tom is executive vice president of sales and marketing of APANA. Tom has repeatedly delivered results in startup, turnaround, and growth-dri...",,,,,,,,,,,"263,466"
Vincent Renard,https://www.crunchbase.com/person/vincent-renard,,,"Rennes, Bretagne, France",Vincent Renard,,,,,,,,,,,"263,438"
Alix Stolzer,https://www.crunchbase.com/person/alix-stolzer,,,,Alix Stolzer,,,,,,,,,,,"263,437"
Falk Haurenherm,https://www.crunchbase.com/person/falk-haurenherm,,,,Falk Haurenherm is the Partner @ another.vc.,Investment Partner,,,1,,,,,,,"263,466"
Irene Chen,https://www.crunchbase.com/person/irene-chen,1,,,Irene Chen,Individual/Angel,Seed,1,,,,,,,,"263,445"
Jared F. Brown,https://www.crunchbase.com/person/jared-f-brown,,,,Jared F. Brown,,,,,,,,,,,"263,450"
Frank Muir,https://www.crunchbase.com/person/frank-muir,,,"Eagle, Idaho, United States",Frank Muir,,,,,,,,,,,"263,472"
