Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Kingson Capital Partners,https://www.crunchbase.com/organization/kingson-capital-partners,5,,"Durban, NA - South Africa, South Africa",Kingson Capital Partners provide venture capital for companies and strategize their route to market.,Venture Capital,Early Stage Venture,5,,,,,,,,"57,008"
Daniel Rappaport,https://www.crunchbase.com/person/daniel-rappaport,,,"New York, New York, United States",Mr. Rappaport served as Chairman of the Board/CEO of the New York Mercantile Exchange (NYMEX) from 1993 through March 2001. Mr. Rappaport al...,Investment Partner,,,2,,,,,,,"57,011"
China Merchants Zhiyuan Capital,https://www.crunchbase.com/organization/china-merchants-zhiyuan-capital-ff5d,3,,"Beijing, Beijing, China",China Merchants Zhiyuan Capital is a private equity investment fund.,,,3,,2,,,,,,"57,013"
Brian Kelly,https://www.crunchbase.com/person/brian-kelly-aaba,3,1,"New York, New York, United States",Brian Kelly is a General Manager at Red Ventures. He attended the University of Pittsburgh.,Individual/Angel,,3,,,1,1,,,,"57,015"
Chris Moody,https://www.crunchbase.com/person/chris-moody,,,"Boulder, Colorado, United States","Chris Moody, aka “Moody,” joined Foundry in 2017 after working as an operator for 27 years. Prior to joining Foundry, he was GM & VP of Twit...",Investment Partner,,,11,,,,,,,"57,016"
Christian Klötzer,https://www.crunchbase.com/person/christian-klötzer,1,,"Berlin, Berlin, Germany","Christian Klötzer is the Co-Founder, CPO and COO of Matchbase.",Individual/Angel,,1,,,,,,,,"57,018"
OTTO Engineering,https://www.crunchbase.com/organization/otto-engineering,1,,"Carpentersville, Illinois, United States","OTTO: A designer/manufacturer of OEM, private label & OTTO-brand headsets & milspec components for DOD, public safety, & industrial clients.",,,1,,1,,,,,,"57,000"
Bryan Kelly,https://www.crunchbase.com/person/bryan-kelly,,,"San Francisco Bay Area, California, United States",Bryan Kelly is an Investor at Anthos Capital.,,,,,,,,,,,"57,001"
MAD Ventures,https://www.crunchbase.com/organization/mad-ventures,3,,"Victoria, British Columbia, Canada",MAD Ventures is a management firm that offers finance and and expertise to growing Canadian businesses.,Venture Capital,Early Stage Venture,3,,,,,,,,"57,003"
David Perry,https://www.crunchbase.com/person/david-perry,4,,"Irvine, California, United States","Currenty the CEO & Co-Founder of www.GetCarro.com. Previously Perry was the the CEO and co-founder of Gaikai, the pioneer of game streaming...",Individual/Angel,Seed,4,,,1,,,,,"57,004"
Jack Bowman,https://www.crunchbase.com/person/jack-bowman,1,,"Cambridge, Cambridgeshire, United Kingdom",Digital health entrepreneur,Individual/Angel,Seed,1,,,,,,,,"57,005"
Steven Klinsky,https://www.crunchbase.com/person/steven-klinsky,,,,"Steven Klinsky is the managing director, founder, and chief executive officer of New Mountain Capital. Prior to founding New Mountain Cap...",Investment Partner,,,1,,,,,,,"57,029"
Micota Capital,https://www.crunchbase.com/organization/micota-capital,1,,"London, England, United Kingdom",Micota Capital is a family office with a dedicated focus on investing and advising.,"Family Investment Office, Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity, Venture",1,,1,,,,,,"57,032"
Founders & Fools,https://www.crunchbase.com/organization/founders-fools,2,,"Oslo, Oslo, Norway",Founders & Fools was established to help Founders fulfill their potential and give the people who back them great returns.,Angel Group,,2,,,,,,,,"57,009"
Mengxi Lu,https://www.crunchbase.com/person/mengxi-lu,4,,"New York, New York, United States",Mengxi Lu is the Co-Founder of Kanmon. Mengxi Lu attended Duke University.,Individual/Angel,,3,,,,,,,,"57,010"
Adam Ghetti,https://www.crunchbase.com/person/adam-ghetti,2,1,"Atlanta, Georgia, United States",Adam Ghetti serves as a Board Observer at STORD.,"Investment Partner, Individual/Angel",,2,2,,1,1,,,,"57,034"
Apothecary Capital,https://www.crunchbase.com/organization/apothecary-capital,5,4,"Chicago, Illinois, United States",Apothecary Capital is an Illinois-based venture capital firm that provides financial advisory services.,Venture Capital,"Late Stage Venture, Private Equity",5,,1,,4,,,,"57,011"
Chaos Capital,https://www.crunchbase.com/organization/chaos-capital-090b,2,,"Atlanta, Georgia, United States",Chaos Capital,Venture Capital,,2,,1,,,,,,"57,012"
Alex Yakubovich,https://www.crunchbase.com/person/alex-yakubovich,2,,"San Francisco, California, United States",Alex Yakubovich - General Manager @ Workday,Individual/Angel,,2,,,,,,,,"57,013"
Mark Lawrence,https://www.crunchbase.com/person/mark-lawrence,3,1,"Chicago, Illinois, United States",Mark Lawrence is the Founder and CEO of SpotHero.,Individual/Angel,Seed,3,,,1,1,,,,"57,037"
Fortitude Investment Partners,https://www.crunchbase.com/organization/fortitude-investment-partners,1,,"Brisbane, Queensland, Australia","Fortitude Investment Partners is a private equity firm, specializing in growth capital investments in Australia and New Zealand.",Private Equity Firm,Private Equity,1,,1,,,,,,"57,014"
Peter Crisp,https://www.crunchbase.com/person/peter-crisp,1,,"Devens, Massachusetts, United States",Peter O. Crisp serves as an Advisor to the Rockefeller family.  Crisp served as an Associate of the Rockefeller Family for 45 years. He was ...,Individual/Angel,Seed,1,,,,,,,,"57,015"
TPX Ventures,https://www.crunchbase.com/organization/tpx-ventures,2,,,TPX Ventures is an early-stage venture firm.,,,2,,,,,,,,"57,016"
Dynamic Legal Funding,https://www.crunchbase.com/organization/dynamic-legal-funding,,,"New York, New York, United States",Dynamic Legal Funding provides pre-surgical and post-surgical funding to medical centers.,,,,,,,,,,,"57,017"
Blue Horizon Equity,https://www.crunchbase.com/organization/blue-horizon-equity,2,,"San Francisco, California, United States","Blue Horizon is a private equity firm focused on lower middle market buyouts and growth equity investments, where our operating experience",Private Equity Firm,,2,,1,,,,,,"57,019"
Project X,https://www.crunchbase.com/organization/project-x-72ed,1,,"Boston, Massachusetts, United States",Project X Investing in the Life Sciences Revolution.,Venture Capital,,1,,,,,,,,"57,020"
SQ Capital Group 尚策資本集團,https://www.crunchbase.com/organization/sq-capital-group,8,,"Hong Kong, Hong Kong Island, Hong Kong",SQ Capital (尚策資本) is a financial group focus in venture investment and fundraising advisory for technology companies in Asia.,"Investment Bank, Venture Capital",Venture,6,,2,,,,,,"57,021"
Ani Banerjee,https://www.crunchbase.com/person/ani-banerjee-8fca,1,1,,Ani Banerjee,Individual/Angel,,1,,,,1,,,,"57,023"
Petit Poucet,https://www.crunchbase.com/organization/petit-poucet,33,3,"Paris, Ile-de-France, France","Petit Poucet is a French incubator that offers accommodation, strategic consulting, and financing solutions to young entrepreneurs.","Incubator, Venture Capital",Early Stage Venture,33,,26,,3,,,,"57,044"
NXT Group,https://www.crunchbase.com/organization/nxt-group-2,,,"New York, New York, United States",NXT Group is a diversified holding company specializing in high growth and performance driven investment portfolios.,Private Equity Firm,,,,,,,,,,"57,024"
Arbroath Capital,https://www.crunchbase.com/organization/arbroath-capital,1,,"London, England, United Kingdom",Arbroath Capital has been working on creative diverse opportunities for the use of avatars for more than 2 years.,,,1,,,,,,,,"57,025"
Theresia Gouw,https://www.crunchbase.com/person/theresia-gouw,1,,"Palo Alto, California, United States","Theresia Gouw is a Founding Partner of aCrew Capital, an early-stage venture capital firm that recently spun out from Aspect Ventures. In 20...","Investment Partner, Individual/Angel",Seed,1,56,1,,,,,,"57,028"
Kyudenko,https://www.crunchbase.com/organization/kyudenko,,,"Fukuoka, Fukuoka, Japan",Kyudenko provides electrical facilities and construction services solutions.,,,,,,,,,,,"57,029"
Vicco Group,https://www.crunchbase.com/organization/vicco-group,2,,"Mumbai, Maharashtra, India",Vicco Group manufactures brands of herbal hygiene and healthcare products.,,,2,,,,,,,,"57,030"
VSS Investco,https://www.crunchbase.com/organization/vss-investco,3,,"Delhi, Delhi, India",VSS Investco,,,3,,,,,,,,"57,016"
SYARIAH BET,https://www.crunchbase.com/person/syariah-bet,,,"Jakarta, Jakarta Raya, Indonesia",SYARIAHBET | SYARIAH BET | LINK LOGIN ALTERNATIF SYARIAHBET,,,,,,,,,,,"57,048"
University of Missouri Enterprise Investment Program,https://www.crunchbase.com/organization/university-of-missouri-enterprise-investment-program,2,,"Columbia, Missouri, United States",EIP is designed to support Missouri based early-stage high tech start-up companies.,University Program,Seed,2,,1,2,,,,,"57,032"
University of Pennsylvania Graduate School of Education (GSE),https://www.crunchbase.com/organization/university-of-pennsylvania-graduate-school-of-education-gse,1,,"Philadelphia, Pennsylvania, United States",University of Pennsylvania Graduate School of Education offers degree programs in education research and practice.,,,1,,,,,,,,"57,034"
ATHOS,https://www.crunchbase.com/organization/athos-5fe0,2,1,,ATHOS is a well-known single-family office dedicated to advancing cutting-edge technologies and creating revolutionary businesses,Family Investment Office,,2,,1,,1,,,,"57,035"
Kevin Liu,https://www.crunchbase.com/person/kevin-liu-5,9,,"San Francisco, California, United States","Kevin Liu is a director at Techstars Investments, where he works with companies across Techstars' portfolio on deal evaluation, fundraising,...",Individual/Angel,,9,,,2,,,,,"57,038"
Adam Dell,https://www.crunchbase.com/person/adam-dell,2,,"New York, New York, United States",Adam Dell is the Co-Founder and CEO at Domain Money.,"Investment Partner, Individual/Angel",Seed,1,6,,,,,,,"57,039"
Jonathon Triest,https://www.crunchbase.com/person/jonathon-triest,3,1,"Detroit, Michigan, United States",Jonathon Triest is the Founder and Managing Partner of Ludlow Ventures where he has invested in over fifty technology companies. He attended...,"Investment Partner, Individual/Angel",Seed,3,3,,,1,,,,"57,041"
Ww Ventures,https://www.crunchbase.com/organization/ww-ventures,4,1,"Reading, Reading, United Kingdom",Ww Ventures,Venture Capital,,4,,,,1,,,,"57,042"
