Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
James Macpherson,https://www.crunchbase.com/person/james-macpherson-230f,,,"New York, New York, United States",James Macpherson,,,,,,,,,,,"250,205"
Diana Clark,https://www.crunchbase.com/person/diana-clark-37a8,,,,"Diana Clark, JD, MA., is OPG’s Chief of Clinical Operations. She is a renowned family recovery advocate in the field of addiction and mental...",,,,,,,,,,,"250,208"
Robert Kulewicz,https://www.crunchbase.com/person/robert-kulewicz,,,"Concord, Massachusetts, United States",Robert Kulewicz,,,,,,,,,,,"250,204"
Philippe Bonnefoy,https://www.crunchbase.com/person/philippe-bonnefoy,1,,,Philippe Bonnefoy,Individual/Angel,Seed,1,,,,,,,,"250,213"
James S. Athanasoulas,https://www.crunchbase.com/person/james-s-athanasoulas,,,,"James S. Athanasoulas - Managing Director, @ Bain Capital Credit",,,,,,,,,,,"250,216"
James Colley,https://www.crunchbase.com/person/james-colley,,,"United States, North America",James Colley,,,,,,,,,,,"250,203"
Henry Guo,https://www.crunchbase.com/person/henry-guo,,,"San Francisco, California, United States",Henry Guo - Senior Research Analyst @ M Science,,,,,,,,,,,"250,214"
Olaf Angloher,https://www.crunchbase.com/person/olaf-angloher,,,,Olaf Angloher,,,,,,,,,,,"250,210"
Grunde Eriksen,https://www.crunchbase.com/person/grunde-eriksen,1,,,Grunde Eriksen is an Angel Investor.,Individual/Angel,,1,,,,,,,,"250,218"
Andy Moats,https://www.crunchbase.com/person/andy-moats-fa5c,,,"Nashville, Tennessee, United States","Andy Moats is a senior vice president at Pinnacle and leads the firm’s music, sports and entertainment group.",Investment Partner,,,1,,,,,,,"250,219"
Virag Ashwin Gada,https://www.crunchbase.com/person/virag-ashwin-gada,1,,"India, Asia",One of the directors at a textile firm in Mumbai. Also an active angel investor investing across a diversified domain.,Individual/Angel,Seed,1,,,,,,,,"250,206"
Malik Zakaria,https://www.crunchbase.com/person/malik-zakaria-0f8c,1,,,Malik Zakaria,Individual/Angel,,1,,,,,,,,"250,215"
Brian Crowe,https://www.crunchbase.com/person/brian-crowe-1184,,,,Brian Crowe,,,,,,,,,,,"250,200"
Thomas Bailey,https://www.crunchbase.com/person/thomas-bailey-c4d1,1,,"Bethel Park, Pennsylvania, United States",Thomas Bailey,Individual/Angel,,1,,,,,,,,"250,212"
Frank Pizzolato,https://www.crunchbase.com/person/frank-pizzolato,,,,Frank Pizzolato,Investment Partner,,,1,,,,,,,"250,201"
Meenakshi Ramesh,https://www.crunchbase.com/person/meenakshi-ramesh-faf7,1,,"Chennai, Tamil Nadu, India",Founder & Director at GlideTrip,Individual/Angel,Early Stage Venture,1,,1,,,,,,"250,202"
Igor Pertsiya,https://www.crunchbase.com/person/igor-pertsiya-8bb8,,,,"Igor Pertsiya, Managing Partner at Hypra.",Investment Partner,,,1,,,,,,,"250,203"
Xu Hui,https://www.crunchbase.com/person/xu-hui,,,,Xu Hui is a partner of Frontage Capital.,Investment Partner,,,1,,,,,,,"250,220"
Philip Louis K.,https://www.crunchbase.com/person/philip-louis-k,,,"San Juan, NA - Puerto Rico, Puerto Rico",Philip Louis K.,Investment Partner,,,1,,,,,,,"250,221"
Electrician Network Harbor,https://www.crunchbase.com/person/electrician-network-harbor,,,"United States, North America",Licensed Electrical contractor near Sunny Isles Beach,,,,,,,,,,,"250,220"
Shivraj Sapali,https://www.crunchbase.com/person/shivraj-sapali,,,,Shivraj Sapali,,,,,,,,,,,"250,222"
Nicole Chavez,https://www.crunchbase.com/person/nicole-chavez,,,"Redwood City, California, United States",Nicole Chavez,,,,,,,,,,,"250,215"
Husain Najmi,https://www.crunchbase.com/person/husain-najmi,,,"Nagpur, Maharashtra, India","I m IT Proff, Internet Lover, Music Passionate #webdeveloper #digitalcoach Love to make New Frnds, Livng Prfctly in #Nagpur. #husainnajmi #r...",,Secondary Market,,,,,,,,,"250,223"
Brett Holloway,https://www.crunchbase.com/person/brett-holloway,,,"New York, New York, United States",Brett Holloway,,Seed,,,,,,,,,"250,222"
Ian Whitelock,https://www.crunchbase.com/person/ian-whitelock,,,"Darlington, United Kingdom, Europe",Ian Whitelock,,,,,,,,,,,"250,238"
Nga Le,https://www.crunchbase.com/person/nga-le,1,,"Ho Chi Minh City, NA - Vietnam, Vietnam",Nga Le,Individual/Angel,,1,,1,,,,,,"250,216"
Randy Whiting,https://www.crunchbase.com/person/randy-whiting-a9d2,,,"Fort Collins, Colorado, United States",Randy Whiting,Investment Partner,,,1,,,,,,,"250,234"
Lara Moore,https://www.crunchbase.com/person/lara-moore,,,"London, England, United Kingdom",Lara Moore,,,,,,,,,,,"250,232"
Stuart Erickson,https://www.crunchbase.com/person/stuart-erickson,1,,,Stuart Erickson - Investor @ HopStop.com,Individual/Angel,Seed,1,,,,,,,,"250,233"
Georg Krasser,https://www.crunchbase.com/person/georg-krasser,,,"Vienna, Wien, Austria",Georg Krasser serves as Investment Manager at HANNOVER Finanz.,Investment Partner,,,1,,,,,,,"250,225"
Wu Yiling,https://www.crunchbase.com/person/wu-yiling,,,,Wu Yiling,,,,,,,,,,,"250,228"
Mr. Huang Shengxuan,https://www.crunchbase.com/person/mr-huang-shengxuan,,,,Mr. Huang Shengxuan,Investment Partner,,,1,,,,,,,"250,226"
Joachim Schiødtz,https://www.crunchbase.com/person/joachim-schiødtz,1,,"Copenhagen, Hovedstaden, Denmark",Joachim Schiødtz,Individual/Angel,Seed,1,,1,,,,,,"250,227"
Danny Hoffman,https://www.crunchbase.com/person/danny-hoffman,,,,Danny Hoffman,,,,,,,,,,,"250,240"
Rutger Ruigrok,https://www.crunchbase.com/person/rutger-ruigrok,,,"Amsterdam, Noord-Holland, The Netherlands",Rutger Ruigrok,Investment Partner,,,1,,,,,,,"250,226"
Peter MacKinnon,https://www.crunchbase.com/person/peter-mackinnon-e706,1,,,Peter MacKinnon,Individual/Angel,,1,,,,,,,,"250,237"
Malinka Expediten,https://www.crunchbase.com/person/malinka-expediten,,,"Stockholm, Stockholms Lan, Sweden","Vi erbjuder hemsidor till företag, uteslutande i Stockholm. Därför blir det naturligt för oss att göra oss sökbara på sökbegrepp som ”köpa h...",,Venture,,,,,,,,,"250,235"
Andy Yu,https://www.crunchbase.com/person/andy-yu-0b57,,,"Vancouver, British Columbia, Canada","Andy Yu is the founder, managing partner of TMFOX, a global investment bank for new technologies, and a licensed VC/PE fund manager in China...",,"Early Stage Venture, Private Equity",,,,,,,,,"250,228"
Aileen Jiang,https://www.crunchbase.com/person/aileen-jiang,,,,Aileen Jiang joined GSR in 2013 and brings a great deal of experience in the industrial policies in China and has deep connections in the in...,,,,,,,,,,,"250,225"
Akshay Bhuwalka,https://www.crunchbase.com/person/akshay-bhuwalka,,,"Bengaluru, Karnataka, India",Akshay Bhuwalka is the Co-Founder and Director at b-Easy Solutions India Private Limited. Attended Zhejiang University.,,,,,,,,,,,"250,231"
andrew macland,https://www.crunchbase.com/person/andrew-macland-bcd8,,,"London, England, United Kingdom",andrew macland is the Head of European Debt at PGIM Real Estate.,Investment Partner,,,1,,,,,,,"250,224"
Mayank Goel,https://www.crunchbase.com/person/mayank-goel-481b,,,"Delhi, Delhi, India",Mayank Goel,,Convertible Note,,,,,,,,,"250,229"
Harry Lambert,https://www.crunchbase.com/person/harry-lambert-2,,,"United Kingdom, Europe",Harry Lambert,,,,,,,,,,,"250,239"
John Hubert,https://www.crunchbase.com/person/john-hubert-08d2,,,,"John Hubert, Vice President, Compass Group Equity Partners.",Investment Partner,,,1,,,,,,,"250,242"
Bayu Seto,https://www.crunchbase.com/person/bayu-seto,,,,Bayu Seto is a partner at Living Lab Ventures.,Investment Partner,,,1,,,,,,,"250,244"
Reshma Khilnani,https://www.crunchbase.com/person/reshma-khilnani-3d4e,,,,Reshma Khilnani,Investment Partner,,,3,,,,,,,"250,245"
Felipe Caezar,https://www.crunchbase.com/person/felipe-caezar,,,"Fortaleza, Mato Grosso do Sul, Brazil",Felipe Caezar,,,,,,,,,,,"250,254"
