Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Typhon Ventures,https://www.crunchbase.com/organization/typhon-ventures,1,,,Typhon Ventures is an early-stage fund investing in web3.,Venture Capital,,1,,,,,,,,"28,805"
Capmark Finance,https://www.crunchbase.com/organization/capmark-finance,,,"Horsham, Pennsylvania, United States","​Capmark Financial Group Inc., a commercial real estate finance company,",,,,,,,,,,,"28,806"
Mandalay Venture Partners,https://www.crunchbase.com/organization/mandalay-venture-partners,,,"Brisbane, Queensland, Australia",Mandalay Venture Partners is a venture capital firm who invests in amazing people doing remarkable things.,Venture Capital,,,,,,,,,,"28,809"
Deshi Capital,https://www.crunchbase.com/organization/deshi-capital,3,,,Deshi Capital is an Investment firm.,Venture Capital,,3,,1,,,,,,"28,813"
Mark Esiri,https://www.crunchbase.com/person/mark-esiri,,,,Mark Esiri serves as Chairman of Venrex Investment Management LLP. Mark Esiri serves as Director of Notonthehighstreet Enterprises Limited a...,Investment Partner,,,3,,,,,,,"28,821"
LX International,https://www.crunchbase.com/organization/lx-international,1,,"Seoul, Seoul-t'ukpyolsi, South Korea","LX International offers business development, investment, financing, and raw material supply to the logistics sector.",,,1,,,,,,,,"28,823"
ITI Venture Capital Partners,https://www.crunchbase.com/organization/iti,4,,"Tel Aviv, Tel Aviv, Israel",ITI is an entrepreneurial capital partner to visionary Israeli founders building technology companies that are changing the world.,Venture Capital,"Early Stage Venture, Late Stage Venture",3,,2,,,,,,"28,829"
Quilvest,https://www.crunchbase.com/organization/quilvest,1,1,"Luxembourg, Luxembourg, Luxembourg",Quilvest is an independent wealth manager and private equity investor.,Private Equity Firm,,1,,,,1,,,,"28,845"
Nunatak Capital,https://www.crunchbase.com/organization/nunatak-capital,9,,"Warsaw, Mazowieckie, Poland",Nunatak Capital is an emerging growth stage Venture Capital Fund.,Venture Capital,,9,,2,,,,,,"28,847"
Sistema JSFC,https://www.crunchbase.com/organization/sistema-2,7,1,"Moscow, Moscow City, Russian Federation",Sistema is the publicly-traded diversified holding company in Russia and the CIS.,Private Equity Firm,Private Equity,6,,3,,1,,,,"28,800"
