Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Citi,https://www.crunchbase.com/organization/citigroup,196,45,"New York, New York, United States",Citigroup is a diversified financial services holding company that provides various financial products and services.,Investment Bank,"Early Stage Venture, Late Stage Venture",159,,66,11,45,,,,1
UBS,https://www.crunchbase.com/organization/ubs,110,27,"Zürich, Zurich, Switzerland","UBS is a global financial services company that engages in wealth management, investment banking, asset management, and retail banking.","Corporate Venture Capital, Fund Of Funds, Investment Bank, Private Equity Firm, Venture Capital","Convertible Note, Debt, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Venture",93,,37,3,27,,,,2
Bristol-Myers Squibb,https://www.crunchbase.com/organization/bristol-myers-squibb,71,12,"New York, New York, United States","Bristol-Myers Squibb engages in the discovery, development, licensing, manufacturing, marketing, distribution and sale of pharmaceuticals.",Venture Capital,"Early Stage Venture, Venture",62,,18,9,12,,,,3
ElevenLabs,https://www.crunchbase.com/organization/elevenlabs,1,,"New York, New York, United States",ElevenLabs is a research company developing AI voice synthesis software for creators and publishers.,,,1,,,,,,,,4
Sanofi,https://www.crunchbase.com/organization/sanofi,29,12,"Paris, Ile-de-France, France",Sanofi is a healthcare company that provides treatments and the protection of life-saving vaccines.,,,27,,16,5,12,,,,5
NVIDIA,https://www.crunchbase.com/organization/nvidia,72,5,"Santa Clara, California, United States","NVIDIA is a computing platform company operating at the intersection of graphics, HPC, and AI.",,,60,,18,7,5,,,,6
KeyBank,https://www.crunchbase.com/organization/keycorp,27,4,"Cleveland, Ohio, United States",KeyBank is a bank holding company. It is a bank-based financial services company.,Investment Bank,,27,,23,,4,,,,7
ABB,https://www.crunchbase.com/organization/abb,12,1,"Zürich, Zurich, Switzerland",ABB provides electrification and automation solutions for various industries.,,,11,,4,,1,,,,8
SoftBank,https://www.crunchbase.com/organization/softbank,324,86,"Minato, Chiba, Japan","SoftBank provides fixed-line, mobile telephony, internet, telecommunications, and digital television products.",Investment Bank,"Early Stage Venture, Late Stage Venture, Seed",257,,157,38,86,,,,9
HDFC Bank,https://www.crunchbase.com/organization/hdfc-bank,35,2,"Mumbai, Maharashtra, India",HDFC Bank provides banking and financial services to individuals and businesses in India.,Investment Bank,,31,,16,,2,,,,10
PayPal,https://www.crunchbase.com/organization/paypal,34,7,"San Jose, California, United States",PayPal is a financial service company that provides online payment solutions to its users worldwide.,,,33,,10,3,7,,,,11
Fidelity,https://www.crunchbase.com/organization/fidelity-investments,468,229,,Fidelity is a privately-owned investment manager focusing on a diverse set of customers.,Investment Bank,"Late Stage Venture, Post-Ipo, Private Equity",361,,148,54,229,,,,12
Amazon,https://www.crunchbase.com/organization/amazon,134,32,"Seattle, Washington, United States","Amazon is a global tech firm with a focus on e-commerce, cloud computing, digital streaming, and artificial intelligence.",,,98,,67,13,32,,,,13
Snap,https://www.crunchbase.com/organization/Snapchat,16,1,"Venice, California, United States",Snap operates as a privately-owned global camera company focusing on multinational technology and social media.,,,16,,5,3,1,,,,14
Netflix,https://www.crunchbase.com/organization/netflix,4,1,"Los Gatos, California, United States",Netflix is an online streaming platform that enables users to watch TV shows and movies.,,,4,,,,1,,,,15
JP Morgan Chase,https://www.crunchbase.com/organization/jpmorgan-chase-co,207,74,"New York, New York, United States","JP Morgan Chase is a global financial services provider that offers investment banking, asset management, treasury, and other services.",Investment Bank,"Debt, Late Stage Venture, Private Equity",178,,97,22,74,,,,16
Ericsson,https://www.crunchbase.com/organization/ericsson,22,9,"Kista, Stockholms Lan, Sweden",Ericsson is an information and communications technology company that offers network services.,"Hedge Fund, Micro VC",Early Stage Venture,17,,3,1,9,On-Site,2019-11-28,,18
Roche,https://www.crunchbase.com/organization/roche,9,3,"Basel, Basel-Stadt, Switzerland",Roche is a pharmaceutical and diagnostics company that focuses on improving people’s lives.,,,6,,5,,3,,,,19
DraftKings,https://www.crunchbase.com/organization/draftkings,4,1,"Boston, Massachusetts, United States",DraftKings provides online daily and weekly fantasy sports contests for cash prizes in major sports.,,,4,,0,,1,,,,18
Gallagher,https://www.crunchbase.com/organization/arthur-j-gallagher-co,4,,"Rolling Meadows, Illinois, United States",Gallagher is an international insurance brokerage and risk management services firm.,,,4,,3,,,,,,19
SAP,https://www.crunchbase.com/organization/sap,35,15,"Walldorf, Baden-Wurttemberg, Germany","SAP provides enterprise application software to various industries, including consumer, discrete manufacturing, public services.",,,29,,7,,15,,,,21
Manta Network,https://www.crunchbase.com/organization/manta-network,2,,"Boston, Massachusetts, United States",Manta Network is building a secure and interoperable future with Zero-Knowledge.,,,2,,,,,,,,21
IP Group,https://www.crunchbase.com/organization/ip-group-plc,281,28,"London, England, United Kingdom",IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",164,,56,7,28,,,,22
Amgen,https://www.crunchbase.com/organization/amgen,18,8,"Thousand Oaks, California, United States",Amgen is a biotechnology company that develops and manufactures human therapeutics for various illnesses and diseases.,,,16,,7,3,8,,,,23
GE Healthcare,https://www.crunchbase.com/organization/ge-healthcare,23,6,"Chicago, Illinois, United States",GE Healthcare provides a wide range of medical technologies and services to healthcare providers and researchers.,Private Equity Firm,,20,,12,3,6,,,,24
Google,https://www.crunchbase.com/organization/google,275,49,"Mountain View, California, United States",Google is a multinational corporation that specializes in Internet-related services and products.,,,244,,140,21,49,,,,26
Techstars,https://www.crunchbase.com/organization/techstars,"5,967",472,"Boulder, Colorado, United States",Techstars is a global platform that provides investment and innovation.,"Accelerator, Venture Capital","Debt, Early Stage Venture, Seed","4,509",,"3,171","1,211",472,On-Site,,13,27
T-Mobile,https://www.crunchbase.com/organization/t-mobile,9,5,"Bellevue, Washington, United States","T-Mobile is a telecommunications company that provides wireless communication services, including mobile phone and internet services.",Venture Capital,Venture,9,,3,1,5,,,,28
Apple,https://www.crunchbase.com/organization/apple,30,14,"Cupertino, California, United States","Apple is a corporation that designs, manufactures, and markets consumer electronics, personal computers, and software.",,,28,,20,2,14,,,,29
UniCredit,https://www.crunchbase.com/organization/unicredit,51,10,"Milan, Lombardia, Italy",UniCredit Group is an Italian global banking and financial services company.,Investment Bank,,43,,18,,10,,,,30
Ares Management,https://www.crunchbase.com/organization/ares-management,81,21,"Chicago, Illinois, United States","Ares Management is an alternative asset manager focusing on credit, private equity, and real estate.",Private Equity Firm,"Debt, Early Stage Venture, Late Stage Venture",75,,46,2,21,,,,31
CIBC,https://www.crunchbase.com/organization/canadian-imperial-bank-of-commerce,61,31,"Toronto, Ontario, Canada",CIBC is a financial service company that offers business solutions.,"Investment Bank, Venture Debt",,58,,31,3,31,,,,32
Pfizer,https://www.crunchbase.com/organization/pfizer,49,19,"New York, New York, United States","Pfizer is a biopharmaceutical company that provides affordable access to safe, effective medicines and health care services.","Corporate Venture Capital, Venture Capital","Private Equity, Venture",44,,21,5,19,,,,32
Silver Lake,https://www.crunchbase.com/organization/silver-lake,132,56,"Menlo Park, California, United States",Silver Lake is a private equity firm that makes large-scale investments in technology companies.,Private Equity Firm,"Debt, Late Stage Venture, Private Equity",108,,75,13,56,,,,34
Gate.io,https://www.crunchbase.com/organization/gate-io,45,,"George Town, Midland, Cayman Islands","Gate.io is a crypto exchange platform that provides trade, investment, and digital wallet services.",,,44,,2,1,,,,,35
Shein,https://www.crunchbase.com/organization/shein-b79e,1,,"Singapore, Central Region, Singapore","Shein is an online marketplace that offers apparel, beauty, accessories, and home goods.",,,1,,1,,,,,,36
Antler,https://www.crunchbase.com/organization/antler-be9c,"1,191",7,"Singapore, Central Region, Singapore","Antler is the investor backing the world's most driven founders, from day zero to greatness.","Accelerator, Venture Capital","Early Stage Venture, Seed, Venture","1,025",,627,24,7,On-Site,,26,37
Societe Generale,https://www.crunchbase.com/organization/societe-generale,120,55,"Paris, Ile-de-France, France","Societe Generale is a financial services organization that offers retail, corporate, and investment banking services.",Investment Bank,"Early Stage Venture, Late Stage Venture",108,,23,,55,,,,38
Chainlink,https://www.crunchbase.com/organization/chainlink,4,,"Grand Cayman, Midland, Cayman Islands","Chainlink is a web3 services platform that connects people, businesses, and data to the blockchain.",,,4,,1,,,,,,39
Novartis,https://www.crunchbase.com/organization/novartis,74,21,"Basel, Basel-Stadt, Switzerland",Novartis is a healthcare company that provides solutions to address the evolving needs of patients worldwide.,,,57,,14,14,21,,2020-03-17,7,40
Siemens,https://www.crunchbase.com/organization/siemens,35,12,"Munich, Bayern, Germany","Siemens is a technology company that offers cybersecurity, digital consulting, and business services.",,,30,,14,3,12,,,,41
Meta,https://www.crunchbase.com/organization/facebook,55,1,"Menlo Park, California, United States","Meta is a social technology company that enables people to connect, find communities, and grow businesses.",,,50,,27,7,1,,,,42
Rocket Lab,https://www.crunchbase.com/organization/rocket-lab,1,,"Huntington Beach, California, United States",Rocket Lab delivers a range of complete rocket systems and technologies for fast and low-cost payload deployment.,,,1,,,,,,,,43
HATCHER+,https://www.crunchbase.com/organization/hatcher,132,7,"Singapore, Central Region, Singapore",Hatcher+ offers a data-driven venture firm that uses AI/ML-based technologies to identify early-stage opportunities.,"Micro VC, Venture Capital","Early Stage Venture, Seed",130,,85,32,7,,,,44
Telefonica,https://www.crunchbase.com/organization/telefonica,35,8,"Madrid, Madrid, Spain",Telefonica is a diversified telecommunications group that provides fixed line and mobile telephone services.,,,32,,2,2,8,,,,45
Juniper Networks,https://www.crunchbase.com/organization/juniper-networks,52,30,"Sunnyvale, California, United States",Juniper Networks is a networking company that markets and develops networking products for enterprise companies.,,,42,,9,4,30,,,,46
HP,https://www.crunchbase.com/organization/hewlett-packard,30,13,"Palo Alto, California, United States","HP is a manufacturer and seller of personal computers, printers, computer hardwares, and business solutions.",,,25,,6,,13,,,,47
Box,https://www.crunchbase.com/organization/box,1,1,"Redwood City, California, United States","Box is an online file sharing and cloud content management service offering unlimited storage, custom branding, and administrative controls.",,,1,,,,1,,,,48
OpenAI,https://www.crunchbase.com/organization/openai,8,,"San Francisco, California, United States",OpenAI is an AI research and deployment company that conducts research and implements machine learning.,"Micro VC, Venture Capital",Early Stage Venture,8,,4,1,,,,,49
Nokia,https://www.crunchbase.com/organization/nokia,40,15,"Espoo, Southern Finland, Finland",Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices and network infrastructure.,,,35,,11,3,15,,,,50
Nasdaq,https://www.crunchbase.com/organization/nasdaq,10,3,"New York, New York, United States","Nasdaq is a global provider of trading, clearing, exchange technology, listing, information, and public company services.",,,9,,6,,3,,,,51
Verizon,https://www.crunchbase.com/organization/verizon-communications,18,3,"New York, New York, United States",Verizon Communications is a broadband and telecommunications company that provides information and entertainment services.,,,17,,11,2,3,,,,52
Chronosphere,https://www.crunchbase.com/organization/chronosphere,,,"New York, New York, United States",Chronosphere is the only cloud native observability platform that helps teams quickly resolve incidents while controlling costs.,,,,,,,,,,,53
Deliveroo,https://www.crunchbase.com/organization/deliveroo,1,,"London, England, United Kingdom",Deliveroo is an online food delivery service that allows users to order restaurant meals using the web and mobile.,,,1,,,,,,,,55
Microsoft,https://www.crunchbase.com/organization/microsoft,249,51,"Redmond, Washington, United States","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","Angel Group, Family Investment Office, Incubator","Late Stage Venture, Private Equity",225,,85,9,51,,,,55
AstraZeneca,https://www.crunchbase.com/organization/astrazeneca,42,11,"Cambridge, Cambridgeshire, United Kingdom","AstraZeneca is a pharmaceutical company that discovers, develops, manufactures, and markets prescription medicines.",,,35,,15,8,11,,,,56
Starbucks,https://www.crunchbase.com/organization/starbucks,8,3,"Seattle, Washington, United States","Starbucks is an international restaurant chain that retails handcrafted coffee, tea, and fresh food items.",,,7,,3,1,3,,,,58
