Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Teklas Ventures,https://www.crunchbase.com/organization/teklas-ventures,1,,"Luxembourg, Luxembourg, Luxembourg",Teklas Ventures is a corporate venture arm.,,,1,,,,,,,,"74,400"
Sigma Private Office,https://www.crunchbase.com/organization/sigma-private-office,1,,"Dubai, Dubai, United Arab Emirates","Sigma Private Office provide holistic wealth management solutions for high-net-worth individuals and their families, corporates, and trusts.",Family Investment Office,,1,,,,,,,,"74,405"
WEPOWER Capital,https://www.crunchbase.com/organization/wepower-capital,3,1,"St Louis, Missouri, United States",WEPOWER Capital is a venture capital fund.,Venture Capital,,3,,3,1,1,,,,"74,406"
Anguk Health,https://www.crunchbase.com/organization/anguk-health,1,1,"Kangnam, Cholla-namdo, South Korea",Anguk Health is a retailer of pharmaceutical products.,,,1,,1,,1,,,,"74,408"
Panera Bread Foundation,https://www.crunchbase.com/organization/panera-bread-foundation,2,,"St Louis, Missouri, United States","Panera Bread Foundation serves freshly prepared, clean food .",,,2,,2,,,,,,"74,410"
Kai Karttunen,https://www.crunchbase.com/person/kai-karttunen-d4f1,,,,"Kai Karttunen is the Co-Founder, CEO at Kama International. He attended Columbia Business School.",Investment Partner,,,4,,,,,,,"74,414"
Bala Swaminathan,https://www.crunchbase.com/person/bala-swaminathan,3,,"Singapore, Central Region, Singapore",Bala Swaminathan,"Investment Partner, Individual/Angel",Seed,2,1,1,,,,,,"74,418"
Keramos.Tech,https://www.crunchbase.com/organization/keramos-tech,,,"San Francisco, California, United States",Keramos.Tech is a DEFI platform using multiple strategies and high-frequency trading approach.,,,,,,,,,,,"74,428"
Anna Hazlett,https://www.crunchbase.com/person/anna-hazlett-bbde,,,"Dubai, Dubai, United Arab Emirates",Anna Hazlett,Investment Partner,"Early Stage Venture, Late Stage Venture, Private Equity",,1,,,,,,,"74,432"
ATB Private Equity,https://www.crunchbase.com/organization/atb-private-equity,2,,"Edmonton, Alberta, Canada",ATB Private Equity is a private equity arm of ATB Financial.,Private Equity Firm,Private Equity,2,,1,,,,,,"74,435"
Oakwood Capital Management,https://www.crunchbase.com/organization/oakwood,,,"Los Angeles, California, United States",The company makes it possible for both individual and institutional investors to meet financial goals.,Private Equity Firm,,,,,,,,,,"74,400"
Foster Supply Hospitality,https://www.crunchbase.com/organization/foster-supply-hospitality,1,,"Livingston Manor, New York, United States",Foster Supply Hospitality creates soulful and rurally independent small hotels and restaurants in the Western Catskills.,,,1,,1,,,,,,"74,401"
Altergaia,https://www.crunchbase.com/organization/altergaia,3,,"London, England, United Kingdom",Altergaia is a Aires-based startup incubator and business accelerator that offer services to technology and mobile businesses.,Incubator,Seed,3,,,,,,,,"74,440"
