Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Michael Jordan,https://www.crunchbase.com/person/michael-jordan,12,5,"Los Angeles, California, United States",Michael Jeffrey Jordan is a Co-founder of Heir.,Individual/Angel,Seed,12,,3,3,5,,,,"13,801"
Devon Energy Corporation,https://www.crunchbase.com/organization/devon-energy-corporation,2,,"Oklahoma City, Oklahoma, United States",Devon Energy is oil and natural gas exploration and production company.,,,2,,2,,,,,,"13,804"
Mediahuis,https://www.crunchbase.com/organization/mediahuis,3,,"Antwerp, Antwerpen, Belgium",Mediahuis is a Belgian newspaper publishing and broadcast media company. ,,,3,,1,,,,,,"13,807"
SIX,https://www.crunchbase.com/organization/six-group,6,1,"Zürich, Zurich, Switzerland","SIX is a financial service company that offers securities, banking, financial information services to clients in the financial market.",,,6,,2,,1,,,,"13,810"
Hope & Main,https://www.crunchbase.com/organization/hope-main,,,"Warren, Rhode Island, United States","Hope & Main provides access to industry-specific resources & low cost, low risk shared use commercial kitchens to local entrepreneurs.",Incubator,Seed,,,,,,,,,"13,812"
Gemalto,https://www.crunchbase.com/organization/gemalto,1,,"Amsterdam, Noord-Holland, The Netherlands","Gemalto is a digital security company that offers mobile connectivity, payment technology, and data protection solutions to manage services.",,,1,,,,,,,,"13,813"
Dai-ichi Life,https://www.crunchbase.com/organization/dai-ichi-life,56,6,"Tokyo, Tokyo, Japan",Dai-ichi Life is a private insurance company that provides life insurance and pension products services.,Investment Bank,,46,,9,1,6,,,,"13,816"
DnA | Consulting and Venture Building,https://www.crunchbase.com/organization/dna-ventures,5,,"Düsseldorf, Nordrhein-Westfalen, Germany",Venture builder and early stage investor focused on manufacturing and industrial operations,"Family Investment Office, Micro VC","Convertible Note, Early Stage Venture, Non Equity Assistance, Seed",5,,,,,,,,"13,820"
Ameren Accelerator,https://www.crunchbase.com/organization/ameren-accelerator,11,,"St Louis, Missouri, United States",Ameren Accelerator partners energy corporation to help advance the traditional corporate Accelerator model to the next level.,Accelerator,Seed,11,,5,1,,,,,"13,821"
Saturn Partners,https://www.crunchbase.com/organization/saturn-venture-partners,24,3,"St. Petersburg, Florida, United States","Since 1994, Saturn Partners has taken an active role in the formation and management of seed and early-stage technology companies.",Venture Capital,Early Stage Venture,15,,6,,3,,,,"13,822"
BAREFOOT,https://www.crunchbase.com/organization/barefoot,1,,"Ixelles, Brussels Hoofdstedelijk Gewest, Belgium","Barefoot is a start-up studio in Brussels, we create and develop innovative projects.",,,1,,,,,,,,"13,827"
Shana Fisher,https://www.crunchbase.com/person/shana-fisher,20,7,"New York, New York, United States","Shana Fisher is the Managing Partner of HLVP, a NY Based venture fund focused on early stage investments.  From December 2003 to June 201...","Investment Partner, Individual/Angel",Seed,18,13,1,3,7,,,,"13,828"
Abakan,https://www.crunchbase.com/organization/abakan-inc,2,1,"Miami, Florida, United States",Abakan develops waste-to-energy conversion technology that converts waste to a variety of revenue-producing products and renewable energy.,,,2,,,,1,,,,"13,833"
EV Group,https://www.crunchbase.com/organization/ev-group,2,1,"Sankt Florian Am Inn, Oberosterreich, Austria","EV Group (EVG) is a world leader in wafer-processing solutions for semiconductor, MEMS and nanotechnology applications.",,,2,,,,1,,,,"13,835"
Redcliffe Capital,https://www.crunchbase.com/organization/redcliffe-capital-ltd,31,3,"London, England, United Kingdom",Redcliffe Capital is a investment banking and principal investment firm.,Micro VC,,28,,8,1,3,,,,"13,802"
Acrobator Ventures | Acrobator.vc,https://www.crunchbase.com/organization/acrobator-ventures,15,,"Amsterdam, Noord-Holland, The Netherlands","Acrobator invests in pre-seed and seed stage software startups doing infrastructure, market-enabling fintech, compliance and AI/ML.",Venture Capital,"Early Stage Venture, Seed",13,,11,3,,,,,"13,843"
OZFund,https://www.crunchbase.com/organization/ozfund,,,"Lancaster, Pennsylvania, United States",OZFund is a community-focused qualified opportunity fund.,Private Equity Firm,,,,,,,,,,"13,844"
Investeco Capital,https://www.crunchbase.com/organization/investeco-capital,41,9,"Toronto, Ontario, Canada",Investeco is a Canadian investment company financing high growth sustainable food and agriculture companies.,Micro VC,Early Stage Venture,33,,14,6,9,,,,"13,804"
Freeman Spogli,https://www.crunchbase.com/organization/freeman-spogli,13,5,"Los Angeles, California, United States",Freeman Spogli is a private equity firm dedicated to investing in and partnering with management in consumer-related.,Private Equity Firm,Private Equity,13,,8,1,5,,,,"13,805"
Smedvig Ventures,https://www.crunchbase.com/organization/smedvig-capital,72,15,"London, England, United Kingdom",Turning early traction into inspiring success stories.,Venture Capital,"Early Stage Venture, Venture",40,,42,,15,,,,"13,806"
Reapers Co.,https://www.crunchbase.com/organization/reapers-co,1,,,Reapers Corporation is the owner and manager of the popular V-Pop boy band Reapers Team.,,,1,,1,,,,,,"13,807"
VenGrowth Asset Management,https://www.crunchbase.com/organization/vengrowth-asset-management,74,27,"Toronto, Ontario, Canada",VenGrowth Asset Management is a private equity venture capital firm that specializes in venture capital and mezzanine investments.,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture",43,,20,,27,,,,"13,808"
Celeritas,https://www.crunchbase.com/organization/celeritas-fa6e,1,,"Bogotá, Distrito Especial, Colombia",Celeritas is an agriculture company that applies state-of-the-art technologies to propel the value chains of tropical crops.,,,1,,1,,,,,,"13,809"
REMUS Capital,https://www.crunchbase.com/organization/remus-capital,15,2,"Boston, Massachusetts, United States",REMUS is an early-stage venture capital firm that invests in companies enabling digital transformation.,Venture Capital,,13,,1,,2,,,,"13,810"
Pomp Investments,https://www.crunchbase.com/organization/pomp-investments,2,,,Pomp Investments is an investment firm.,,,2,,1,2,,,,,"13,811"
ITC,https://www.crunchbase.com/organization/itc-ltd,6,,"Kolkata, West Bengal, India","ITC a multi-business conglomerate has diversified presence in FMCG, Hotels, Paperboards & Packaging, Agri Business & Information Technology.",,,4,,5,,,,,,"13,814"
Sting,https://www.crunchbase.com/organization/stockholm-innovation-and-growth,309,21,"Stockholm, Stockholms Lan, Sweden",Sting enables talented people to turn their ideas into sustainable businesses.,"Accelerator, Incubator",Seed,298,,161,2,21,On-Site,,17,"13,854"
Grupo Axo,https://www.crunchbase.com/organization/grupo-axo,2,,"Mexico City, Distrito Federal, Mexico",A leading multi-brand retailer in Mexico.,,,1,,1,,,,,,"13,860"
Far Out Ventures,https://www.crunchbase.com/organization/far-out-venture-capital,26,1,"Santa Barbara, California, United States","We are an equity investor at the pre-seed and seed stages at the intersection of: Marketplaces, FinTech, and Enterprise Vertical Software",Venture Capital,"Early Stage Venture, Seed, Venture",23,,1,3,1,,,,"13,816"
Baker & McKenzie,https://www.crunchbase.com/organization/baker-mckenzie,,,"Chicago, Illinois, United States",Baker & McKenzie is a business law firm that offers legal advisory services in diverse categories.,,,,,,,,,,,"13,819"
Steris,https://www.crunchbase.com/organization/steris,2,1,"Mentor, Ohio, United States",STERIS is a provider of infection prevention and other procedural products and services.,,,2,,2,,1,,,,"13,855"
