Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Marcus Glowasz,https://www.crunchbase.com/person/marcus-glowasz,,,"Zürich, Zurich, Switzerland",Marcus Glowasz,,,,,,,,,,,"212,400"
Marc Cole,https://www.crunchbase.com/person/marc-cole,,,"Newport Beach, California, United States",Co-Founder and Chief Executive Officer at SG Credit Partners.,,,,,,,,,,,"212,401"
YuanYuan Gao,https://www.crunchbase.com/person/yuanyuan-gao,1,,"Beijing, Beijing, China",YuanYuan Gao - Senior Startup Advisor @ Legend Star,Individual/Angel,,1,,,,,,,,"212,402"
Eric Fry,https://www.crunchbase.com/person/eric-fry,,,"New York, New York, United States",Eric Fry - Partner @ Lindsay Goldberg,,,,,,,,,,,"212,403"
Du Min,https://www.crunchbase.com/person/du-min,,,,Du Min is a partner of Yuanhe Origin.,Investment Partner,,,2,,,,,,,"212,405"
Jason Morris,https://www.crunchbase.com/person/jason-morris-1,,,"Boston, Massachusetts, United States","Jason Morris is currently the Director for Analytics and Investor Relations at Sapphire Ventures. Prior to joining Bain Capital Ventures, ...",,,,,,,,,,,"212,406"
Arun Singhal,https://www.crunchbase.com/person/arun-singhal,1,,,Arun Singhal - Managing Director @ Standard Chartered Bank,Individual/Angel,,1,,,,,,,,"212,407"
Lissa Baum,https://www.crunchbase.com/person/lissa-baum,,,,Lissa Baum,Investment Partner,,,1,,,,,,,"212,411"
David Kris,https://www.crunchbase.com/person/david-kris,,,"Bellevue, Washington, United States",David Kris is the Co-Founder at Culper Partners LLC. David Kris attended Harvard Law School.,,,,,,,,,,,"212,413"
Keisuke Sogawa,https://www.crunchbase.com/person/keisuke-sogawa,2,,"San Francisco, California, United States",Keisuke Sogawa completed his studies at the Graduate School of Informatics at Kyoto University and joined an IPA Mitou Youth in 2011. He wen...,Individual/Angel,,2,,,,,,,,"212,414"
"Caney Creek Capital, LLC",https://www.crunchbase.com/organization/caney-creek-capital-llc,,,"Houston, Texas, United States",Real Estate Holding Company,,,,,,,,,,,"212,416"
Health Cloud Management Platfotm,https://www.crunchbase.com/organization/health-cloud-management-platfotm,1,,,"Health Cloud Management Platfotm is a professional health app that integrates medical appointment services, expert online consultation, etc.",,,1,,1,,,,,,"212,418"
Peter Staunton,https://www.crunchbase.com/person/peter-staunton,1,,"Sydney, New South Wales, Australia",Peter Staunton - General Manager @ Kindred Group,Individual/Angel,Seed,1,,,,,,,,"212,419"
Rivers Powers,https://www.crunchbase.com/person/rivers-powers,,,"Memphis, Tennessee, United States",Rivers Powers is the Retail Specialist at REI.,,,,,,,,,,,"212,420"
Manuela Rios,https://www.crunchbase.com/person/manuela-rios-ac57,1,,,Manuela Rios is a individual investor.,Individual/Angel,,1,,,1,,,,,"212,421"
Roberto Bargagli,https://www.crunchbase.com/person/roberto-bargagli,,,"Querétaro, Queretaro de Arteaga, Mexico",Roberto Bargagli is the Co-Founder and CEO of Yattos. He attended Tecnológico de Monterrey.,,,,,,,,,,,"212,423"
Tomas Jancys,https://www.crunchbase.com/person/tomas-jancys,,,"Vilnius, Vilniaus Apskritis, Lithuania","Entrepreneur, Investor, Rally driver",,,,,,,,,,,"212,426"
Shenzhen Dongfang Jiateng Investment,https://www.crunchbase.com/organization/shenzhen-dongfang-jiateng-investment,1,1,"Shenzhen, Guangdong, China",Shenzhen Dongfang Jiateng Investment is engaged in investment and establishment of industries.,,,1,,,,1,,,,"212,428"
Tongdao Qichuang,https://www.crunchbase.com/organization/tongdao-qichuang,2,,"Zhuhai, Guangdong, China",Tongdao Qichuang is an investment company.,,,2,,,,,,,,"212,429"
Nora Doherty,https://www.crunchbase.com/person/nora-doherty,,,"Indianapolis, Indiana, United States","Nora Doherty is the EVP Strategy, Managing Director Seed Fund at BioCrossroads.",Investment Partner,,,2,,,,,,,"212,430"
