Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
McNamee Lawrence & Co. LLC,https://www.crunchbase.com/organization/mcnamee-lawrence-co-llc,,,"Boston, Massachusetts, United States",McNamee Lawrence & Co. LLC is a company that offers investment banking services.,Private Equity Firm,,,,,,,,,,"137,400"
Florida Angel Network,https://www.crunchbase.com/organization/florida-angel-network,1,,"Kenansville, Florida, United States","Florida Angel Network is a soon-to-be established angel network for small, early-stage companies in Florida.",Angel Group,,1,,,,,,,,"137,418"
Heiwa Real Estate,https://www.crunchbase.com/organization/heiwa-real-estate,2,,"Tokyo, Tokyo, Japan",Heiwa Real Estate provides leasing services and real estate solutions.,Private Equity Firm,,2,,1,,,,,,"137,422"
Signature Capital Securities,https://www.crunchbase.com/organization/signature-capital-securities,6,1,"Portland, Maine, United States","Signature Capital Securities is a results-oriented venture capital firm based in Portland, ME.",Venture Capital,"Early Stage Venture, Seed",6,,3,1,1,,,,"137,427"
Cheng Tian Capital I,https://www.crunchbase.com/organization/cheng-tian-capital-i,1,,"Hong Kong, Hong Kong Island, Hong Kong",Cheng Tian Capital I is an investment firm.,,,1,,,,,,,,"137,431"
Joel Killion,https://www.crunchbase.com/person/joel-killion,,,"New York, New York, United States","Joel focuses on the software and consumer sectors. Mr. Killion has 17 years of private equity investment experience. Prior to NexPhase, Mr. ...",Investment Partner,,,4,,,,,,,"137,436"
Louis Rajczi,https://www.crunchbase.com/person/louis-rajczi,,,"Menlo Park, California, United States","Louis Rajczi joined Forté Ventures in 2012 and serves as a Partner and member of the firm's Investment Committee. For over 25 years, Louis h...",Investment Partner,,,5,,,,,,,"137,437"
Amit Dey,https://www.crunchbase.com/person/ami-dey,1,,"Gurgaon, Haryana, India",Amit has been in Telecom industry for the last 20 years and have spent most of his time in building products and business from scratch. The ...,Individual/Angel,,1,,,,,,,,"137,400"
Salim Mattar,https://www.crunchbase.com/person/salim-mattar,1,,"Cordoba, Colombia, South America",Salim Mattar,Individual/Angel,,1,,,,,,,,"137,401"
Robbert de Klerk,https://www.crunchbase.com/person/robbert-de-klerk,,,"Los Angeles, California, United States","Robbert J.F. de Klerk is the founder and managing partner of Orange Equity, LLC. He is also the CEO of Humphrey Bogart Estate. After receiv...",,,,,,,,,,,"137,402"
