Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Richard L. Love,https://www.crunchbase.com/person/richard-l-love-2,,,,"Richard L. Love has 40 years of industry experience, with more than 27 years of leadership roles in the biosciences industry.  He started...",,,,,,,,,,,"168,601"
Accelerate Korea,https://www.crunchbase.com/organization/accelerate-korea,1,,"Seoul, Seoul-t'ukpyolsi, South Korea",Cross-border Incubator & Accelerator Program designed to successfully expand your Start-up Business globally.,Accelerator,,1,,1,,,,,,"168,600"
C. James Judson,https://www.crunchbase.com/person/c-james-judson,1,1,"Kirkland, Washington, United States","Former VP and General Counsel of Eagle River, Inc; Nextlink C. James Judson is a senior partner at Davis Wright Tremaine, a Seattle-based...",Individual/Angel,Seed,1,,,,1,,,,"168,604"
Daniele Guerini,https://www.crunchbase.com/person/daniele-guerini,,,,Daniele Guerini is the Head of Origination at Fasanara Capital.,Investment Partner,,,1,,,,,,,"168,601"
Phil Pompa,https://www.crunchbase.com/person/phil-pompa,,,"Austin, Texas, United States","Phil Pompa is the Chief Executive Officer at Work4Workers, Inc. He attended Stanford University Graduate School of Business.",,Seed,,,,,,,,,"168,602"
Keith Falardeau,https://www.crunchbase.com/person/keith-falardeau,,,"Abbotsford, British Columbia, Canada",Keith Falardeau is the President of Status.,,,,,,,,,,,"168,603"
Senior Marketing Systems,https://www.crunchbase.com/organization/senior-marketing-systems,2,,,Senior Marketing System Group (SMS) is one of the largest providers of healthcare information infrastructure in Asia.,,,2,,2,,,,,,"168,605"
"Union Pier Enterprises, LLC",https://www.crunchbase.com/organization/union-pier-enterprises--llc,1,,,Focused on educational travel.,Venture Capital,,1,,,1,,,,,"168,604"
YummyApps,https://www.crunchbase.com/organization/yummyapps,1,,,Yummy Apps is a mobile apps developer company and has developed various utility apps for the Android and iOS users.,,,1,,,,,,,,"168,607"
Bridget Croke,https://www.crunchbase.com/person/bridget-croke-ea3e,,,"Waterbury, Vermont, United States","Managing Director, Closed Loop Partners",Investment Partner,,,2,,,,,,,"168,608"
Ulrich Schmitt,https://www.crunchbase.com/person/ulrich-schmitt,,,"Bonn, Nordrhein-Westfalen, Germany",Ulrich Schmitt is the Principal at High-Tech Gründerfonds. Ulrich Schmitt attended The University of Cambridge.,Investment Partner,,,1,,,,,,,"168,610"
Nancy Lukitsh,https://www.crunchbase.com/person/nancy-lukitsh,,,,Nancy Lukitsh has been active in the investment management industry since 1993. She spent the majority of that time as senior vice president...,,,,,,,,,,,"168,611"
edLABS,https://www.crunchbase.com/organization/edlabs,1,,"Atlanta, Georgia, United States",edLABS is Gray Matters Capital’s early stage education.,,,1,,1,,,,,,"168,613"
Shanghai Hongji Touzi Guanli Youxian Gongsi,https://www.crunchbase.com/organization/shanghai-hongji-touzi-guanli-youxian-gongsi,1,1,"Jingan, Shanghai, China","Shanghai Hongji Touzi Guanli Youxian Gongsi is an investment firm that offer asset management, investment management and consulting service.",,,1,,,,1,,,,"168,612"
Ailifang Touzi,https://www.crunchbase.com/organization/ailifang-touzi,1,,"Harbin, Heilongjiang, China",Ailifang Touzi is an investment management firm.,Venture Capital,,1,,,,,,,,"168,613"
Donald F Haller Jr,https://www.crunchbase.com/person/donald-f-haller-jr,1,1,"Garland, Texas, United States",Donald F Haller Jr,Individual/Angel,,1,,,,1,,,,"168,615"
Thomas Leysen,https://www.crunchbase.com/person/thomas-leysen,1,,,Mr. Thomas Leysen served as the Managing Director of Umicore NV. Mr. Leysen joined Umicore in 1993. Mr. Leysen served as an Executive Vice P...,"Investment Partner, Individual/Angel",,1,1,,,,,,,"168,616"
Mark Longstreth,https://www.crunchbase.com/person/mark-longstreth,,,"New York, New York, United States",Mark Longstreth,Investment Partner,,,2,,,,,,,"168,617"
Donna Goodrich,https://www.crunchbase.com/person/donna-goodrich,,,,"Goodrich joined BB&T in 1985. After graduating from BB&T's Leadership Development Program, she served as a retail services officer, financia...",,,,,,,,,,,"168,618"
Wingz Capital,https://www.crunchbase.com/organization/wingz-capital,1,,"Singapore, Central Region, Singapore",Wingz Capital is an investment management firm that specializes on private equity and venture capital funds.,Venture Capital,,1,,,,,,,,"168,619"
Roland van der Vorst,https://www.crunchbase.com/person/roland-van-der-vorst,,,"The Netherlands, Europe",Roland van der Vorst,Investment Partner,,,1,,,,,,,"168,621"
Yang Yigang,https://www.crunchbase.com/person/yang-yigang,,,"Beijing, Beijing, China","Yang Yigang is the Co-Founder ,CEO & Managing Partner of WaterStart Capital.He attend to the Capital University of Economics and Business in...",Investment Partner,,,3,,,,,,,"168,620"
Steven Ratoff,https://www.crunchbase.com/person/steven-ratoff,,,,Mr. Ratoff joined ProQuest as a Venture Partner in 2004. Mr. Ratoff is a seasoned executive with extensive experience in the global pharmace...,,,,,,,,,,,"168,618"
Margaret Groh,https://www.crunchbase.com/person/margaret-groh,,,"Columbus, Ohio, United States","An experienced scientist and entrepreneur, Meg identifies life science and medical device venture opportunities from Rev1 Innovation Partner...",Investment Partner,,,5,,,,,,,"168,622"
Shinsuke Sakamoto,https://www.crunchbase.com/person/shinsuke-sakamoto-2,1,1,"Tokyo, Tokyo, Japan",Shinsuke Sakamoto - Deputy President @ Mitsubishi UFJ Capital,"Investment Partner, Individual/Angel",,1,3,1,,1,,,,"168,623"
Kevin Custer,https://www.crunchbase.com/person/kevin-custer,,,"Golden, Colorado, United States",Kevin Custer is the Principal of Arc Capital Development. Custer offers over 25 years of experience in technology solutions for the educatio...,Investment Partner,"Early Stage Venture, Seed",,4,,,,,,,"168,624"
Daniel Santana,https://www.crunchbase.com/person/daniel-santana-78c7,,,"Germany, Europe","CTO with over 25 years of hands-on experience in software development, I have proudly led, built, and cultivated Agile development teams glo...",,,,,,,,,,,"168,625"
Vighnaraj Kuloor,https://www.crunchbase.com/person/vighnaraj-kuloor,,,"United Arab Emirates, Asia",Vighnaraj Kuloor is the Managing Director at Tritium Consulting. Vighnaraj Kuloor attended the Indian Institute of Management Ahmedabad.,,,,,,,,,,,"168,626"
Alex Marsh,https://www.crunchbase.com/person/alex-marsh,,,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Alex Marsh - Investment Manager @ Maven Capital Partners,Investment Partner,,,6,,,,,,,"168,627"
Martin Kariuki,https://www.crunchbase.com/person/martin-kariuki,,,"Nairobi, Nairobi Area, Kenya","Martin Kariuki has broad operational & management experience in Sales, Distribution & Marketing having worked in both Local & Multinational ...",,,,,,,,,,,"168,629"
Yingfu Tianxia Touzi,https://www.crunchbase.com/organization/yingfu-tianxia-touzi,1,,,Yingfu Tianxia Touzi  provides investment management and consulting services.,,,1,,1,,,,,,"168,631"
Deborah Zajac,https://www.crunchbase.com/person/deborah-zajac,,,"New York, New York, United States",Deborah Zajac joined Touchdown Ventures in 2016 and has launched and run multiple corporate venture funds. She has over 15 years’ experience...,,,,,,,,,,,"168,632"
