Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Javier Santiso,https://www.crunchbase.com/person/javier-santiso,,,"London, England, United Kingdom",Javier Santiso is the managing director of global affairs and new ventures at [Telefonica](https://www.crunchbase.com/organization/telefonic...,Investment Partner,,,9,,,,,,,"73,205"
Matthew Sutton,https://www.crunchbase.com/person/matthew-sutton-2,4,1,"Cambridge, Massachusetts, United States","Matt Sutton is a Partner at Sentire Ventures, a seed stage venture capital firm focused on advising strong technical founders and their mana...",Individual/Angel,Seed,3,,,1,1,,,,"73,209"
Tadano,https://www.crunchbase.com/organization/tadano,1,1,"Takamatsu, Kagawa, Japan",Tadano is a manufacturer of cranes and aerial work platforms.,,,1,,,,1,,,,"73,210"
Pari Ventures,https://www.crunchbase.com/organization/pari-ventures,1,,"San Francisco, California, United States",Empowering entrepreneurs beyond just contributing capital.,Venture Capital,"Early Stage Venture, Private Equity, Seed",1,,1,,,,,,"73,211"
Will Murphy,https://www.crunchbase.com/person/will-murphy-15a3,9,7,"Palo Alto, California, United States",Will Murphy is the Leader and Head of Innovation @ Data.ai. Will attended The University of Memphis and Christian Brothers University.,Individual/Angel,Early Stage Venture,9,,1,1,7,,,,"73,214"
VT HOLDINGS,https://www.crunchbase.com/organization/vt-holdings,2,1,"Nagoya, Aichi, Japan",VT HOLDINGS provides vehicle maintenance and repair services.,,,1,,1,,1,,,,"73,217"
Canada Eurasia Russia Business Association,https://www.crunchbase.com/organization/canada-eurasia-russia-business-association,,,"Edmonton, Alberta, Canada",Canada Eurasia Russia Business Association is an independent non-profit organization that promotes bilateral trade and investments.,Government Office,,,,,,,,,,"73,219"
Hugo Liu,https://www.crunchbase.com/person/hugo-liu,,,"New York, New York, United States","Dr. Hugo Liu was a Chief Scientist at Artsy. Previously, Hugo was Co-founder and CEO of Artadvisor, a killer app for art collectors that sea...",,,,,,,,,,,"73,226"
ABM Credit Consultant and Investment Consultant,https://www.crunchbase.com/organization/abm-credit-union,1,,"Atlanta, Georgia, United States",ABMCU is a wealth management service app that offers investment tracking tools for everyone.,,,1,,1,,,,,,"73,228"
Welfare Tech invests,https://www.crunchbase.com/organization/welfare-tech-invests,2,,"Odense, Syddanmark, Denmark",Providing loans to entrepreneurial companies in the Region of Southern outlying areas.,Venture Capital,,2,,1,,,,,,"73,234"
Gil Fuchsberg,https://www.crunchbase.com/person/gil-fuchsberg,2,,"Greater New York Area, United States, North America",Gil Fuchsberg - Head of Corporate Development @ Roku,Individual/Angel,Seed,2,,,,,,,,"73,238"
Broadspan capital LLC,https://www.crunchbase.com/organization/broadspan-capital-llc,,,"Miami, Florida, United States",Broadspan Capital LLC is a firm that provides financial advisement services.,"Investment Bank, Venture Capital",,,,,,,,,,"73,239"
