Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
4d Investments,https://www.crunchbase.com/organization/4d-investments,1,,"Dothan, Alabama, United States",4d Investments,,,1,,1,,,,,,"105,000"
Yusung Electronics,https://www.crunchbase.com/organization/yusung-electronics,3,,"Hwasong, Cholla-bukto, South Korea",Yusung Electronics is a SMT specialized company based on EMS technology that manufactures electrical and electronic devices and parts.,,,1,,,,,,,,"105,006"
Kent Janer,https://www.crunchbase.com/person/kent-janer,2,,"Stockholm, Stockholms Lan, Sweden",Kent Janer - Partner @ Brummer & Partners,Individual/Angel,Seed,2,,,,,,,,"105,013"
Dave Rawitat Pulam,https://www.crunchbase.com/person/rawitat-pulam-2,,,"Bang Yai, Nonthaburi, Thailand",Dave Rawitat Pulam - CTO @ AVA,,,,,,,,,,,"105,012"
Chartwell Ventures,https://www.crunchbase.com/organization/chartwell-ventures,2,,,Chartwell Ventures is an investment firm.,,,1,,,,,,,,"105,017"
California State Transportation Agency,https://www.crunchbase.com/organization/california-state-transportation-agency,1,,"Sacramento, California, United States",CalSTA is a cabinet-level agency that focuses on addressing the state’s transportation issues.,Government Office,,1,,1,,,,,,"105,031"
Info-Giant,https://www.crunchbase.com/organization/info-giant,1,,,Info-Giant engages in investing business.,,,1,,,,,,,,"105,032"
Four Hats Capital,https://www.crunchbase.com/organization/four-hats-capital,,,"Sydney, New South Wales, Australia",Four Hats Capital is an experienced private equity and venture capital firm based in Australia.,Venture Capital,,,,,,,,,,"105,035"
Alimentos Ventures,https://www.crunchbase.com/organization/alimentos-ventures,1,1,"Lüneburg, Niedersachsen, Germany",Accelerate innovation in aquaculture feed and technology.,Micro VC,,1,,1,,1,,,,"105,044"
Shining Sea Capital,https://www.crunchbase.com/organization/shining-sea-capital,,,"Miami, Florida, United States",Shining Sea Capital is an investment company that focuses on garments markets and early stages companies.,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Seed",,,,,,,,,"105,046"
Jennifer Johnson,https://www.crunchbase.com/person/jennifer-johnson,1,,"New York, New York, United States","Jennifer Johnson is the Venture Advisor, Product Development and Data Science at Alpha Objectives.",Individual/Angel,Seed,1,,,1,,,,,"105,054"
Angel Association New Zealand,https://www.crunchbase.com/organization/angel-association-new-zealand,1,,"Auckland, Auckland, New Zealand",Angel Association New Zealand invests in companies to create greater resources for business.,,,1,,,,,,,,"105,001"
