Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Fredrik vom Hofe,https://www.crunchbase.com/person/fredrik-vom-hofe,1,,"Gothenburg, Vastra Gotaland, Sweden",Fredrik vom Hofe - Senior Vice President of Business Development @ IFS,Individual/Angel,,1,,,,,,,,"194,400"
Sylvia Brune,https://www.crunchbase.com/person/sylvia-brune,,,"Berlin, Berlin, Germany",Sylvia Brune,,,,,,,,,,,"194,405"
Shaoxing Jiuyuan Asset Management,https://www.crunchbase.com/organization/shaoxing-jiuyuan-asset-management,2,,"Shaoxing, Zhejiang, China","Shaoxing Jiuyuan Asset Management is engaged in corporate asset management, investment management, etc.",,,2,,,,,,,,"194,403"
Yiwangtong Technology,https://www.crunchbase.com/organization/yiwangtong-technology,1,,"Wuhan, Hubei, China",Yiwangtong Technology is engaged in computer software development.,,,1,,,,,,,,"194,406"
Roman Loch,https://www.crunchbase.com/person/roman-loch,,,"Karlsruhe, Baden-Wurttemberg, Germany",Roman Loch - Managing Director @ Engelhardt Kaupp Kiefer,Investment Partner,,,1,,,,,,,"194,407"
Waqar Siddique,https://www.crunchbase.com/person/waqar-siddique,,,"Dubai, Dubai, United Arab Emirates",Waqar Siddique,,,,,,,,,,,"194,408"
Jian Chu,https://www.crunchbase.com/person/jian-chu-d818,1,,,Jian Chu,Individual/Angel,,1,,,,,,,,"194,409"
Lihe Xin Nengyuan Chuangtou,https://www.crunchbase.com/organization/lihe-xin-nengyuan-chuangtou,1,1,"Shenzhen, Guangdong, China",Lihe Xin Nengyuan Chuangtou is an investment management firm.,,,1,,,,1,,,,"194,410"
CBD Shop Pro,https://www.crunchbase.com/organization/cbd-shop-pro,,,,Looking for a Guest posting website to promote your Vape Store & CBD Store.,,,,,,,,,,,"194,411"
Yigal Tamir,https://www.crunchbase.com/person/yigal-tamir,1,,,Yigal Tamir,Individual/Angel,,1,,,,,,,,"194,412"
Melanie Chladek,https://www.crunchbase.com/person/melanie-chladek,,,"San Francisco, California, United States","Melanie Chladek joined Institutional Venture Partners (IVP) in 2000. As Administrative Partner and Chief Financial Officer, Melanie is respo...",,,,,,,,,,,"194,414"
Robert Munro,https://www.crunchbase.com/person/robert-munro,1,,"San Francisco, California, United States","Rob drives the company’s vision, decisions, and overall strategic direction.  He is a world leader in applying big data analytics to huma...",Individual/Angel,Seed,1,,,,,,,,"194,413"
Zhongzhao Investment Management,https://www.crunchbase.com/organization/zhongzhao-investment-management,2,1,"Shenzhen, Guangdong, China",Zhongzhao Investment Management is engaged in investment and establishment of industries.,,,2,,1,,1,,,,"194,415"
Moti Weiss,https://www.crunchbase.com/person/moti-weiss,,,"Herzliya, Tel Aviv, Israel",Moti is a seasoned executive with over 30 years of experience in the high tech corporate and financial management. In 2000 Moti co-founded V...,,,,,,,,,,,"194,417"
Shi Yina,https://www.crunchbase.com/person/shi-yina,,,,"Shi Yina, Managing Director of Sherpa Investment.",Investment Partner,,,1,,,,,,,"194,416"
Kannan Soundararajan,https://www.crunchbase.com/person/kannan-soundararajan,,,"Karnataka, India, Asia",Kannan Soundararajan is a Chief Executive Officer at IIM Udaipur Incubation Centre.,Investment Partner,,,1,,,,,,,"194,418"
Bavuusuren Chuluunbaatar,https://www.crunchbase.com/person/bavuusuren-chuluunbaatar,1,,"Ulaanbaatar, Ulaanbaatar, Mongolia","Bavuusuren Chuluunbaatar (born 30 May 1989), commonly known as Biirchin (Бавуу Бийрчин), is a Mongolian serial entrepreneur, and podcast hos...",Individual/Angel,Seed,1,,1,,,,,,"194,419"
Courtney Walker,https://www.crunchbase.com/person/courtney-walker-b007,,,,Courtney Walker is an Investor at BGF.,Investment Partner,,,2,,,,,,,"194,420"
Altaf Bahora,https://www.crunchbase.com/person/altaf-bahora,,,"Nashville, Tennessee, United States",Altaf Bahora,,,,,,,,,,,"194,421"
João Simões,https://www.crunchbase.com/person/joão-simões-6f60,,,,João Simões,Investment Partner,,,1,,,,,,,"194,423"
Shanxi Hongchuang,https://www.crunchbase.com/organization/shanxi-hongchuang,4,1,,Shanxi Hongchuang engaged in investment management and consulting.,Private Equity Firm,,3,,,,1,,,,"194,422"
JV Company,https://www.crunchbase.com/organization/jv-company,,,,JV Company is the joint venture of Lion and Wilmar International.,,,,,,,,,,,"194,424"
To the sea and countryside,https://www.crunchbase.com/organization/to-the-sea-and-countryside-2020,,,"Reykjavík, Gullbringusysla, Iceland","Business accelerator for new solutions in agriculture, marine industry, and retail.",Accelerator,,,,,,,,2020-06-16,10,"194,425"
Joe Rogers,https://www.crunchbase.com/person/joe-rogers,,,"Atlanta, Georgia, United States",Joe Rogers - Managing Director @ Source Capital,,,,,,,,,,,"194,427"
Zhou Lihong,https://www.crunchbase.com/person/zhou-lihong,,,,Zhou Lihong is the founding partner of Fuju Investment (Future Invest).,Investment Partner,,,1,,,,,,,"194,428"
Josh Blachman,https://www.crunchbase.com/person/josh-blachman,,,"San Francisco, California, United States",Josh Blachman is the Co-Founder and Managing Director at Atlas Peak Capital.,,,,,,,,,,,"194,430"
Manteecorp,https://www.crunchbase.com/organization/manteecorp,1,,"Johannesburg, NA - South Africa, South Africa",Trading company backing early stage investible companies,,,1,,,,,,,,"194,431"
Rasmus Jensen,https://www.crunchbase.com/person/rasmus-jensen,1,,"Copenhagen, Hovedstaden, Denmark",Rasmus Jensen - CCO @ Templafy,Individual/Angel,,1,,,,,,,,"194,432"
Simon Schock,https://www.crunchbase.com/person/simon-schock,,,"Copenhagen, Hovedstaden, Denmark","Simon is the co-founder of Stardust CBS, and he was a member of the board in the first years of Stardust's life. Through his investment comp...",,,,,,,,,,,"194,433"
StartUp Alcobendas,https://www.crunchbase.com/organization/startup-alcobendas,1,,"Madrid, Madrid, Spain",StartUp Alcobendas Accelerator for Innovation and Technological Projects.,Accelerator,Seed,1,,1,,,,,,"194,434"
Kevin Hughes,https://www.crunchbase.com/person/kevin-hughes-4,,,"Irvine, California, United States",Kevin Hughes joined Apple as Firmware Engineering Manager in 2021.,,,,,,,,,,,"194,435"
Alfonso Val,https://www.crunchbase.com/person/alfonso-merry-del-val,,,"Madrid, Madrid, Spain","Founding partner of Mimub and Expirit. Investor Doctordoctor, Belbex",,,,,,,,,,,"194,436"
Jon Suarez-Davis,https://www.crunchbase.com/person/jon-suarez-davis,,,"Indianapolis, Indiana, United States","Jon Suarez-Davis is the Chief Strategy Officer of the Marketing Cloud at Salesforce, where he is responsible for developing technology solut...",,,,,,,,,,,"194,437"
Luis Gutierrez,https://www.crunchbase.com/person/luis-gutierrez-9805,,,"Chicago, Illinois, United States",Luis Gutierrez is the Founder & CEO -of Latinos Progresando. He attented DePaul University.,,,,,,,,,,,"194,438"
Ajay Kotkar,https://www.crunchbase.com/person/ajay-kotkar,2,,"Hong Kong, Hong Kong Island, Hong Kong",Ajay Kotkar - Advisory Council Member @ Amplifi,Individual/Angel,,1,,,,,,,,"194,440"
Wen Chen,https://www.crunchbase.com/person/wen-chen-3896,,,,Wen Chen is a Senior Director of Pharmaceutical Sciences and Formulation Development at Karyopharm Therapeutics.  Wen Chen attended Guangzho...,Investment Partner,,,2,,,,,,,"194,441"
Nigel Smith,https://www.crunchbase.com/person/nigel-smith-4ec8,,,"London, England, United Kingdom","Nigel Smith worked for 35 years with HSBC, working across 6 different areas of the business with some great people.",Investment Partner,,,1,,,,,,,"194,443"
Marc Costa,https://www.crunchbase.com/person/marc-costa,1,,"Barcelona, Catalonia, Spain",Marc Costa - Dtor. General / CEO @ TATAY,Individual/Angel,Seed,1,,,,,,,,"194,444"
Beijing Mengtianxing Investment,https://www.crunchbase.com/organization/beijing-mengtianxing-investment,1,1,"Beijing, Beijing, China",Beijing Mengtianxing Investment is engaged in investment management; investment consulting; asset management; etc.,Private Equity Firm,,1,,1,,1,,,,"194,445"
Andrew Harvey,https://www.crunchbase.com/person/andrew-harvey,,,"San Francisco, California, United States",Andrew Harvey - Investor @ Oreilly AlphaTech Ventures,,,,,,,,,,,"194,446"
George Miller,https://www.crunchbase.com/person/george-miller-9a7a,1,,,George Miller,Individual/Angel,Seed,1,,1,,,,,,"194,447"
