Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Elevera Advisers,https://www.crunchbase.com/organization/elevera-advisers,,,"Gothenburg, Vastra Gotaland, Sweden",Elevera Advisers is a strategic advisory services in areas of fund raising and M&A to clients globally,"Angel Group, Syndicate, Venture Capital","Early Stage Venture, Seed, Venture",,,,,,,,,"113,411"
George Samman,https://www.crunchbase.com/person/george-samman,1,,"New York, New York, United States",Founder of BTC.sx.,Individual/Angel,,1,,,,,,,,"113,422"
Klaus Roewe,https://www.crunchbase.com/person/klaus-roewe,1,1,"Weßling, Bayern, Germany",Klaus Roewe is the CEO of Lilium.,Individual/Angel,,1,,,,1,,,,"113,425"
Jim Labe,https://www.crunchbase.com/person/jim-labe,,,"San Francisco, California, United States",Jim Labe is the Chief Executive Officer and co-founder of TriplePoint Capital. Jim Labe is widely recognized as the pioneer of the venture l...,Investment Partner,,,2,,,,,,,"113,428"
Johnny Zou,https://www.crunchbase.com/person/johnny-zou,,,"Hong Kong, Asia",Johnny Zou is the Executive Director at Primavera Capital Group. He attended Yale University.,Investment Partner,,,1,,,,,,,"113,429"
Ottawa Regional Cancer Foundation,https://www.crunchbase.com/organization/ottawa-regional-cancer-foundation,1,1,"Ottawa, Ontario, Canada","UC San Diego is an academic powerhouse and economic engine, recognized as one of the top 10 public universities by U.S.","Micro VC, Venture Capital",Late Stage Venture,1,,1,,1,,,,"113,430"
Inversore,https://www.crunchbase.com/organization/inversore,,,,Inversore.com is Crowdfunding Platform.,,,,,,,,,,,"113,431"
Nicole Gibbons,https://www.crunchbase.com/person/nicole-gibbons,,,"Greater New York Area, United States, North America","After 10 years at Victoria’s Secret, Nicole Gibbons left her position as director of public relations to re-create herself as a design exper...",,,,,,,,,,,"113,447"
Jason Clark,https://www.crunchbase.com/person/jason-clark-5,,,"St Louis, Missouri, United States",Jason Clark is The Chief Security Officer & Chief Strategy Officer At Netskope. He attended Washington University in St. Louis - Olin Busine...,,,,,,,,,,,"113,453"
HFT Investment Management,https://www.crunchbase.com/organization/hft-investment-management,2,1,"Pudong, Shandong, China",HFT Investment Management is a leading Chinese asset manager company established in 2003 in Shanghai,,,2,,,,1,,,,"113,454"
