Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Ratan Ingu,https://www.crunchbase.com/person/ratan-ingu-491f,1,,,Ratan Ingu,Individual/Angel,,1,,,,,,,,"181,213"
Jarindr .eth,https://www.crunchbase.com/person/jarindr-eth,1,,,is the GuildfiGlobal .,Individual/Angel,,1,,,,,,,,"181,210"
Jonathan Lowe,https://www.crunchbase.com/person/jonathan-lowe,,,"Nottingham, Nottingham, United Kingdom","Based in Nottingham, Jonathan leads Maven’s MEIF team for East & South East Midlands, with responsibility for delivering new investments and...",Investment Partner,,,3,,,,,,,"181,216"
John Shaw,https://www.crunchbase.com/person/john-shaw-6c62,1,,,"John Shaw is a managing partner. Former Senior Vice President of Jefferies & Company, KCG Holding, Inc., and ITG, Inc.",Individual/Angel,,1,,,,,,,,"181,221"
Mike Smith,https://www.crunchbase.com/person/mike-smith-7,,,"Palo Alto, California, United States","Mike (avatar ""smithtahoe"") joined IMVU in December 2009 as Senior Director of People and Talent. Mike now leads all human resources, staffin...",Investment Partner,,,1,,,,,,,"181,223"
Khorezad Dordi,https://www.crunchbase.com/person/khorezad-dordi,1,,"Mumbai, Maharashtra, India",Khorezad Dordi,Individual/Angel,,1,,,,,,,,"181,228"
Sertac Yeltekin,https://www.crunchbase.com/person/sertac-yeltekin,,,,Sertac Yeltekin,Investment Partner,,,1,,,,,,,"181,237"
Combplus,https://www.crunchbase.com/organization/combplus,,,"Chaoyang, Liaoning, China",COMB+ is business incubation platform.,Incubator,,,,,,,,,,"181,203"
Suzhou Industrial Park Hongfeng Venture Capital,https://www.crunchbase.com/organization/suzhou-industrial-park-hongfeng-venture-capital,2,,"Suzhou, Jiangsu, China",Suzhou Industrial Park Hongfeng Venture Capital is engaged in venture capital business.,Venture Capital,,2,,1,,,,,,"181,204"
Glenn A. Youngkin,https://www.crunchbase.com/person/glenn-a-youngkin,,,"Washington, District of Columbia, United States","Mr. Youngkin is a Managing Director, Chief Operating Officer of Carlyle and serves on Carlyle’s Management Committee. He is based in Washing...",Investment Partner,,,1,,,,,,,"181,205"
IdeaHub,https://www.crunchbase.com/organization/ideahub,,,"London, England, United Kingdom",IdeaHub connects innovators with funding & advice from big established companies.,Venture Capital,,,,,,,,,,"181,206"
