Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Juxian Huizhi Wenhua Zhongxin,https://www.crunchbase.com/organization/juxian-huizhi-wenhua-zhongxin,1,,"Beijing, Beijing, China",Juxian Huizhi Wenhua Zhongxin is a company engaged in software and information technology services.,,,1,,,,,,,,"204,600"
Private Inc,https://www.crunchbase.com/person/private-inc,1,,"Los Angeles, California, United States",Private Inc,Individual/Angel,,1,,,1,,,,,"204,601"
Peter Mægbæk,https://www.crunchbase.com/person/peter-mægbæk,1,,"Copenhagen, Hovedstaden, Denmark",Peter Mægbæk - Founder @ Fastspeed,Individual/Angel,Seed,1,,,,,,,,"204,603"
Ahmet Bozer,https://www.crunchbase.com/person/ahmet-bozer,1,,,Ahmet Bozer is a partner investor at Twin.,Individual/Angel,,1,,,,,,,,"204,604"
Sho Sengoku,https://www.crunchbase.com/person/sho-sengoku,,,,"Mr. Sho Sengoku, Deputy Chief, Domestic Investment Management Department 1, Daiwa Corporate Investment Co., Ltd.",Investment Partner,,,1,,,,,,,"204,605"
Paul Bingham,https://www.crunchbase.com/person/paul-bingham,1,,"Canterbury, New Zealand, Oceania",Paul Bingham - Chairman @ Shuttlerock,Individual/Angel,Seed,1,,,,,,,,"204,606"
Yvonne Lillebo,https://www.crunchbase.com/person/yvonne-lillebo,,,,Yvonne Lillebo brings the perfect combination of business finance expertise and creative problem solving. Responsible for all of Velocity Pa...,,,,,,,,,,,"204,607"
Anthony Tufariello,https://www.crunchbase.com/person/anthony-tufariello,1,,"United States, North America",Anthony Tufariello,Individual/Angel,Seed,1,,,,,,,,"204,608"
Bart Raedts,https://www.crunchbase.com/person/bart-raedts,,,"Tilburg, Noord-Brabant, The Netherlands",Bart is a succesfull entrepreneur and investor in the biobased industry. He co-founded Orgaworld and sold the company to the UK listed compa...,,,,,,,,,,,"204,609"
Nicolas Jacobi,https://www.crunchbase.com/person/nicolas-jacobi,,,"Hamburg, Germany, Europe","Nicolas Jacobi is founder and managing director of Immomio GmbH. Together with his co-founders, he developed the concept of tenant matching....",,,,,,,,,,,"204,610"
Josh Gray,https://www.crunchbase.com/person/josh-gray-3a5f,,,,"Josh Gray, Operating Managing Director at Vista.",Investment Partner,,,1,,,,,,,"204,611"
Iron Private Equty,https://www.crunchbase.com/organization/iron-private-equty,,,"New York, New York, United States",Iron Private Equty  is an Investment Firm.,,,,,,,,,,,"204,614"
Edouard Guillet,https://www.crunchbase.com/person/edouard-guillet,,,"Geneva, Geneve, Switzerland","Edouard Guillet is Partner of IPF Partners, leading alternative financing provider focused on the European healthcare sector. With 18 years ...",Investment Partner,,,1,,,,,,,"204,615"
Cynthia Muller,https://www.crunchbase.com/person/cynthia-muller,,,"Battle Creek, Michigan, United States","Cynthia Muller - Director, Mission Driven Investment @ The W.K. Kellogg Foundation",Investment Partner,"Early Stage Venture, Private Equity, Venture",,1,,,,,,,"204,616"
Quinn Pasloske,https://www.crunchbase.com/person/quinn-pasloske-a86d,,,,Quinn Pasloske,Investment Partner,,,2,,,,,,,"204,617"
