Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Kenworth Sales Company,https://www.crunchbase.com/organization/kenworth-sales-company,1,,"West Valley City, Utah, United States",Kenworth Sales Company was founded in 1945 by the Treadway Family as an intermountain Kenworth Truck dealership.,,,1,,1,,,,,,"48,604"
Dick Butt,https://www.crunchbase.com/person/kyrie-irving,2,1,"Cleveland, Ohio, United States",Kyrie Irving is the Professional Basketball Player of Nba.,Individual/Angel,Seed,2,,,1,1,,,,"48,609"
BRI Capital Partners,https://www.crunchbase.com/organization/bri-capital-partners,,,"San Francisco, California, United States","BRI Capital Partners focuses on investments in the semiconductor, smart eco-city, clean energy, and advanced manufacturing sectors.",Venture Capital,Early Stage Venture,,,,,,,,,"48,610"
NewWorld Capital Group LLC,https://www.crunchbase.com/organization/newworld-capital-group-llc,10,7,"New York, New York, United States",NewWorld Capital Group is a private equity firm focused on investments in the environmental opportunities sector.,Private Equity Firm,"Late Stage Venture, Private Equity",10,,3,2,7,,,,"48,611"
Mesta,https://www.crunchbase.com/organization/mesta,1,1,"Oslo, Oslo, Norway",Mesta is a construction company that offers operation and maintenance services for roads and railways.,,,1,,1,,1,,,,"48,613"
Axiom Ventures,https://www.crunchbase.com/organization/axiom-ventures,31,14,"Hartford, Connecticut, United States","Axiom Ventures is a financial organisation which targets its investments in the high technology(communications, software, Internet",,,21,,2,,14,,,,"48,614"
Aquarius Venture Capital,https://www.crunchbase.com/organization/aquarius-venture-capital,3,,"Foochow, Fujian, China",Aquarius Venture Capital is an early stage investment firm.,Venture Capital,Early Stage Venture,3,,,,,,,,"48,615"
iBank,https://www.crunchbase.com/organization/ibank,1,,"Costa Mesa, California, United States",Financial Resource for Small Businesses,,,1,,1,,,,,,"48,616"
PSA Unboxed,https://www.crunchbase.com/organization/psa-unboxed,10,1,"Singapore, Central Region, Singapore",PSA unboXed is the external innovation and Venture capital arm of PSA International.,Corporate Venture Capital,Seed,5,,2,,1,,,,"48,630"
Motor City Match,https://www.crunchbase.com/organization/motor-city-match,83,,"Detroit, Michigan, United States","Motor City Match connects new and expanding businesses with services and space to grow, providing them with the funding and tools.",Entrepreneurship Program,,83,,83,,,,,,"48,617"
