Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Scroll360,https://www.crunchbase.com/organization/scroll360,,,"Nakamatsu, Fukuoka, Japan",Scroll360 is a mail-order business and logistics agency.,,,,,,,,,,,"103,205"
DRC Capital,https://www.crunchbase.com/organization/drc-capital,,,"London, England, United Kingdom",DRC is an investment advisory firm that focuses on developing debt structures for the commercial real estate sector.,Venture Debt,,,,,,,,,,"103,216"
Zhongtian Liaochuang,https://www.crunchbase.com/organization/zhongtian-liaochuang,1,,,Zhongtian Liaochuang is an investment firm.,,,1,,,,,,,,"103,222"
Red Horse Capital,https://www.crunchbase.com/organization/red-horse-capital,7,,"Chongqing, Heilongjiang, China",Red Horse Capital is a venture capital firm that invests in the automobile industry.,Venture Capital,,6,,2,,,,,,"103,228"
B Cryptos,https://www.crunchbase.com/organization/b-cryptos,2,,"Tokyo, Tokyo, Japan","Japan's first ever FSA-licensed digital assets investment firm, supporting entrepreneurs in blockchain globally.",Venture Capital,Early Stage Venture,1,,,,,,,,"103,232"
Cade Hill Investments,https://www.crunchbase.com/organization/cade-hill-investments,1,,"Elsworth, Cambridgeshire, United Kingdom",Cade Hill is a long-term investor who focuses on capital-efficient companies.,Venture Capital,,1,,1,,,,,,"103,233"
Outfront Capital Advisors,https://www.crunchbase.com/organization/outfront-capital-advisors,,,,Venture capital and private equity investment manager,,,,,,,,,,,"103,236"
Daniel Fetner,https://www.crunchbase.com/person/daniel-fetner,,,"New York, New York, United States",Daniel Fetner is the Co-founder and Advisor at Soil Connect. He is also a General Partner at Alpaca VC. He previously worked at J.P. Morgan ...,,Early Stage Venture,,,,,,,,,"103,240"
Miguel Armaza,https://www.crunchbase.com/person/miguel-armaza,,,"New York, New York, United States",Miguel Armaza joined Gilgamesh Ventures as Co-Founder & General Partner. He attended The Wharton School.,,,,,,,,,,,"103,252"
Biju Ashokan,https://www.crunchbase.com/person/biju-ashokan,,,"San Francisco, California, United States",Biju Ashokan - CEO @ Radius Agent,,,,,,,,,,,"103,256"
Greg Kopriva,https://www.crunchbase.com/person/greg-kopriva,1,,"Naples, Florida, United States",Greg Kopriva,Individual/Angel,,1,,1,,,,,,"103,265"
Kim HyunTae,https://www.crunchbase.com/person/kim-hyuntae,,,,Kim HyunTae is the Co-Founder of Shift up.,,,,,,,,,,,"103,272"
Mainspring Capital,https://www.crunchbase.com/organization/mainspring-capital,1,,"Scottsdale, Arizona, United States",Mainspring Capital is a company that specializes in project development services.,Private Equity Firm,,1,,,,,,,,"103,276"
Prateek Kathpal,https://www.crunchbase.com/person/prateek-kathpal,,,"San Francisco Bay Area, California, United States","Prateek is the EVP and CTO of Cerence. Prateek has also worked with EMC Documentum, NEC, Sapient, Cognizant, JPMorgan Chase and others. Pra...",Investment Partner,,,1,,,,,,,"103,281"
HB4,https://www.crunchbase.com/organization/hb4,1,,"Modena, Emilia-Romagna, Italy","HB4 is a family owned business operating in the industrial, real estate, automotive and interior design sectors.",,,1,,,,,,,,"103,285"
Shalendra Gupta,https://www.crunchbase.com/person/shalendra-gupta,,,"New Delhi, Delhi, India","MBA with 26 years’ finance, business development and manufacturing experience after IIM Ahmedabad, at SBI Capital Markets, Deutsche Bank, Si...",,,,,,,,,,,"103,200"
Korea Sports Promotion Foundation,https://www.crunchbase.com/organization/korea-sports-promotion-foundation-9857,1,,"Songpadong, Seoul-t'ukpyolsi, South Korea",Managing and preserving the Seoul Olympic legacy is one of the main tasks of KSPO.,Government Office,,1,,1,,,,,,"103,201"
Scott Segal,https://www.crunchbase.com/person/scott-segal,,,"New York, New York, United States",Scott Segal is a Partner and Co-Head Corporate Credit and Private Lending at BDT & MSD Partners. Mr. Segal received his B.A. from Queen’s U...,Investment Partner,,,1,,,,,,,"103,202"
Akamai Capital,https://www.crunchbase.com/organization/akamai-capital,,,"Kailua, Hawaii, United States",Akamai Capital operating within socioeconomically disadvantaged communities or companies owned by socioeconomically disadvantaged persons.,Venture Capital,,,,,,,,,,"103,204"
OSTP Ventures,https://www.crunchbase.com/organization/ostp-ventures,,,"Maryland, Louisiana, United States","OSTP is an early stage V.C. firm that founds, accelerates, and invests in start-ups.",,,,,,,,,,,"103,205"
Matteo Pallotta,https://www.crunchbase.com/person/matteo-pallotta,,,"Budapest, Budapest, Hungary",Co-Founding Partner @ WHEREFOR Group,,,,,,,,,,,"103,206"
Taaleri Bioindustry,https://www.crunchbase.com/organization/taaleri-bioindustry,1,,"Helsinki, Southern Finland, Finland",Taaleri Bioindustry develops and invests in industrial scale plants that enable the growth of bioeconomy sector globally.,Private Equity Firm,,1,,1,,,,,,"103,207"
Power Play Energy,https://www.crunchbase.com/organization/power-play-energy,1,1,"New Canaan, Connecticut, United States",private equity,Private Equity Firm,Early Stage Venture,1,,,,1,,,,"103,215"
Noah Johnson,https://www.crunchbase.com/person/noah-johnson,1,,"Los Angeles, California, United States",Noah Johnson is Founder of LiveControl. He attended University of Southern California - Marshall School of Business.,Individual/Angel,,1,,,,,,,,"103,209"
David Crane,https://www.crunchbase.com/person/david-crane-e5f3,,,,David Crane,,,,,,,,,,,"103,211"
Jack Hennessy,https://www.crunchbase.com/person/jack-hennessy,,,"Singapore, Central Region, Singapore","Mr. Hennessy is a Managing Director with Baring Private Equity Asia (“Baring Asia”), the largest regional growth private equity and real est...",,,,,,,,,,,"103,212"
Corporación Empresarial de Extremadura,https://www.crunchbase.com/organization/corporacin-empresarial-de-extremadura,,,"Badajoz, Extremadura, Spain",CorporaciÃ³n Empresarial de Extremadura is a venture capital company directed at regional development.,Venture Capital,,,,,,,,,,"103,214"
Anhui Publishing Group,https://www.crunchbase.com/organization/anhui-publishing-group,1,1,"Hefei, Anhui, China",Anhui Publishing Group is a publishing and printing company that provides publishing commodities trading services.,,,1,,,,1,,,,"103,213"
North Venture Partners,https://www.crunchbase.com/organization/north-venture-partners,,,"Oakland, California, United States","They are a team of progressive business minds who incubate and execute high impact growth strategies for early stage entertainment,",Incubator,,,,,,,,,,"103,297"
Tanmay Mohanty,https://www.crunchbase.com/person/tanmay-mohanty-fb11,,,"Bhubaneswar, Orissa, India","Tanmay Mohanty is the Founder , CEO Cum Managing Director at Luminious Infoways. Attended Orissa Engineering College.",,,,,,,,,,,"103,217"
Bruce Wallace,https://www.crunchbase.com/person/bruce-wallace,1,1,"Benicia, California, United States",Bruce Wallace is the Strategic Advisor at Brex.,Individual/Angel,,1,,,,1,,,,"103,306"
Adeline Okoh,https://www.crunchbase.com/person/eyo-o-eyo,1,,"Abuja, Federal Capital Territory, Nigeria",Adeline Okoh is the Operations Lead at PneumaCare.,Individual/Angel,,1,,,,,,,,"103,307"
Hayes Drumwright,https://www.crunchbase.com/person/hayes-drumwright,,,"Irvine, California, United States",Hayes Drumwright is the founder of Vida Valiente Winery and Memento Mori. He previously worked as Founder and CEO of POPin.,,,,,,,,,,,"103,218"
JP Capital Management,https://www.crunchbase.com/organization/jp-capital-management,,,"Canfield, Ohio, United States","JP Capital Management is a private equity company that specializes in the operation of manufacturing, health care, and brokerage.",Private Equity Firm,,,,,,,,,,"103,219"
Renu Sehgal Trust,https://www.crunchbase.com/organization/renu-sehgal-trust,1,,,Renu Sehgal Trust,,,1,,,,,,,,"103,221"
Daniel Křetínský,https://www.crunchbase.com/person/daniel-křetínský,1,,,"Co-founded and managed by Daniel Křetínský, IMI is the leading media operator in the Czech Republic, with four dailies, numerous magazines, ...","Investment Partner, Individual/Angel",,1,3,,,,,,,"103,223"
Justin Stottlemyer,https://www.crunchbase.com/person/justin-stottlemyer,2,1,"San Jose, California, United States",Justin Stottlemyer is the Distinguished Architect at Intuit.,Individual/Angel,Seed,2,,,,1,,,,"103,224"
Thomas Middleton,https://www.crunchbase.com/person/thomas-middleton-2,,,"New York, New York, United States",Tom Middleton is a Senior Managing Director (partner) at The Blackstone Group based in New York City. He has specialized in mergers and acqu...,,,,,,,,,,,"103,225"
Biothom,https://www.crunchbase.com/organization/biothom,1,,,Biothom,,,1,,,,,,,,"103,226"
Martin Boase,https://www.crunchbase.com/person/martin-boase,1,,"London, England, United Kingdom",Martin Boase has always been known as much for his personal elegance and manners as for his taste in ad agencies. At its peak in the late '8...,Individual/Angel,Seed,1,,,,,,,,"103,228"
Evergreen Companies,https://www.crunchbase.com/organization/evergreen-companies,,,"Washington, District of Columbia, United States",Evergreen Companies is a commercial real estate investment platform.,,,,,,,,,,,"103,227"
