Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
kRoad Ventures,https://www.crunchbase.com/organization/kroad-ventures,3,1,"New York, New York, United States",A global venture capital fund based in New York City,Venture Capital,,2,,1,,1,,,,"151,808"
Elise Bellicini Roemer,https://www.crunchbase.com/person/elise-bellicini-roemer,,,"Potomac, Maryland, United States",Elise Bellicini Roemer is the current President and Chief Executive Officer of Gen3 Technology Consulting. She previously worked at FTI Cons...,,,,,,,,,,,"151,815"
Automat Ventures,https://www.crunchbase.com/organization/automat-ventures,,,"London, England, United Kingdom",Automat Ventures is a venture capital firm that primarily invests in automation.,Venture Capital,Venture,,,,,,,,,"151,826"
Anthony M. Royer,https://www.crunchbase.com/person/anthony-m-royer,,,"Johnson City, Tennessee, United States",Anthony M. Royer is the President and CEO of TrxNow. He attended William & Mary – Raymond A. Mason School of Business.,,,,,,,,,,,"151,831"
Yi Larson,https://www.crunchbase.com/person/yi-larson,,,"San Diego, California, United States",Yi Larson is the Chief Financial Officer at LianBio. Yi Larson attended the Massachusetts Institute of Technology.,,,,,,,,,,,"151,834"
Rafael Ferrero,https://www.crunchbase.com/person/rafael-ferrero-1821,,,"Canada, North America",Blockchain Expert | Investor | Day Trader | Project Developer | Lifestyle Hacker Looking to collaborate? Let's chat.,,"Early Stage Venture, Seed",,,,,,,,,"151,836"
Happy Walters,https://www.crunchbase.com/person/happy-walters,2,2,,"Happy Walters - Founder, Chairman and Chief Executive Officer @ Immortal Entertainment Group",Individual/Angel,Seed,2,,,,2,,,,"151,802"
Nikolas Majola,https://www.crunchbase.com/person/nikolas-majola,,,"United States, North America",Nikolas Majola is a private investor. He attended Nelson Mandela University.,,,,,,,,,,,"151,803"
Glikvest,https://www.crunchbase.com/organization/glikvest,2,,"Weston, Massachusetts, United States",Glikvest,,,1,,,,,,,,"151,804"
Ashish Thakkar,https://www.crunchbase.com/person/ashish-thakkar,,,"United Arab Emirates, Asia",Ashish J. Thakkar is the Founder of Atlas Mara Ltd.,,,,,,,,,,,"151,805"
Xinke Hudong,https://www.crunchbase.com/organization/xinke-hudong,2,,,Xinke Hudong is an investment management firm.,,,2,,,,,,,,"151,806"
Jeevan Varghese,https://www.crunchbase.com/person/jeevan-varghese,,,,Jeevan Varghese is the Founder & CEO at JOBOY. He attended Manipal Academy of Higher Education.,,,,,,,,,,,"151,807"
Ami Sagi,https://www.crunchbase.com/person/ami-sagi,1,1,,Ami Sagi,Individual/Angel,,1,,,,1,,,,"151,808"
Matthias Ummenhofer,https://www.crunchbase.com/person/matthias-ummenhofer,2,1,"Luxembourg, Luxembourg, Luxembourg",Matthias is responsible for EIF’s Venture Capital operations (EUR 3.4bn committed into ~ 220 VC funds). Besides managing EIF’s VC team he is...,Individual/Angel,Seed,2,,,,1,,,,"151,809"
Jay van Zyl,https://www.crunchbase.com/person/jay-van-zyl,,,"United States, North America",Jay van Zyl is the founder of Ecosystem. Ai. He attended the University of the Witwatersrand.,,Early Stage Venture,,,,,,,,,"151,845"
Fanshun Technology,https://www.crunchbase.com/organization/fanshun-technology,1,1,"Hangzhou, Zhejiang, China","Fanshun Technology is engaged in digital technology, electronic products, network information technology.",,,1,,,,1,,,,"151,810"
HQI france,https://www.crunchbase.com/organization/hqi-france,,,"Paris, Ile-de-France, France",HQI france is a a hybrid HPC-Quantum platform and a research program.,,,,,,,,,,,"151,811"
Ozlem Petek Hun,https://www.crunchbase.com/person/ozlem-petek-hun,2,,"Turkey, Europe",Ozlem Petek Hun,Individual/Angel,,2,,,,,,,,"151,812"
Louis T. Dubuque,https://www.crunchbase.com/person/louis-t-dubuque,,,"Saint Louis, Missouri, United States","Louis T. Dubuque, a managing director and chief credit officer at Advantage Capital Partners, works on formulating investment policy, identi...",,,,,,,,,,,"151,847"
Utah Celebrations Catering,https://www.crunchbase.com/organization/utah-celebrations-catering,,,,"Utah Celebrations Catering serves Salt Lake City, Provo, Park City, Nephi and surrounding areas. Founded in 2008.",Private Equity Firm,"Private Equity, Seed",,,,,,,,,"151,813"
Ibrahim Al Eisri,https://www.crunchbase.com/person/ibrahim-al-eisri,,,"Oman, Asia",Ibrahim Al Eisri is a Director Private Equity OIA.,Investment Partner,,,1,,,,,,,"151,815"
Daniel Bergmann,https://www.crunchbase.com/person/daniel-bergmann,,,"London, England, United Kingdom","Daniel Bergmann is the founder and CEO of Stink, www.stink.tv. With offices in London, Berlin, Paris, Shanghai, Moscow, Sao Paulo, Bombay, N...",,,,,,,,,,,"151,816"
Boyue Digital Technology,https://www.crunchbase.com/organization/boyue-digital-technology,1,,"Longgang, Zhejiang, China",Boyue Digital Technology is a producer of international consumer electronics,,,1,,1,,,,,,"151,817"
Saraf family,https://www.crunchbase.com/organization/saraf-family,1,1,,A investment firm.,,,1,,,,1,,,,"151,819"
Matt Ebbel,https://www.crunchbase.com/person/matt-ebbel,,,"New York, New York, United States","Matt Ebbel is a Director at New Mountain Capital, joining the firm in 2003. He previously worked in the Corporate Finance and Strategy group...",,,,,,,,,,,"151,856"
Low Carbon Seed Fund,https://www.crunchbase.com/organization/low-carbon-seed-fund,1,,,Low Carbon Seed Fund is a carbon trust investments firm.,Micro VC,Seed,1,,,,,,,,"151,821"
Graham Insurance Agency,https://www.crunchbase.com/organization/graham-insurance-agency,1,,"Lake Forest, Illinois, United States","Graham Insurance Agency provides life, health, home, auto, property, recreational, personal, business and commercial insurance services.",,,1,,,,,,,,"151,860"
interworks,https://www.crunchbase.com/organization/interworks-inc-,1,,"Tokyo, Tokyo, Japan",Interworks is an opportunity creation company that provides human resources services.,,,1,,1,,,,,,"151,824"
GRN Loj. Teknolojileri A.Ş.,https://www.crunchbase.com/organization/grn-loj-teknolojileri-a-ş,2,,"Istanbul, Istanbul, Turkey",GRN Logistics Technology LLC,Incubator,Seed,2,,,,,,,,"151,825"
Yindu Xintiandi,https://www.crunchbase.com/organization/yindu-xintiandi,1,1,"Beijing, Beijing, China",Yindu Xintiandi is a company engaged in software and information technology services.,,,1,,,,1,,,,"151,826"
Avi Azulai,https://www.crunchbase.com/person/avi-azulai,1,,"London, England, United Kingdom","Avi Azulai is the Managing Partner, UK at Medvest. He attended University of the Witwatersrand.",Individual/Angel,,1,,,,,,,,"151,827"
Beijing Capital Investment,https://www.crunchbase.com/organization/beijing-capital-investment,1,,"Haidian, Beijing, China",Beijing Capital Investment is specializing in start-up investments.,Venture Capital,Early Stage Venture,1,,1,,,,,,"151,828"
Olivier Cahane,https://www.crunchbase.com/person/olivier-cahane-2,1,,,Olivier Cahane,Individual/Angel,Seed,1,,,,,,,,"151,829"
Veronica Fil,https://www.crunchbase.com/person/veronica-fil,,,"New York, New York, United States",Veronica Fil is the Co-Founder and CEO at Grounded Foods Co.,,,,,,,,,,,"151,830"
Kevin Raheja,https://www.crunchbase.com/person/kevin-raheja,,,"San Francisco, California, United States",www.twitter.com/crabfisher,,Seed,,,,,,,,,"151,831"
Thanos Partners,https://www.crunchbase.com/organization/thanos-partners,,,"Portland, Oregon, United States","Thanos Partners serves the higher education technology industry, supporting vendors to better understand the community.",,,,,,,,,,,"151,864"
Sam Kokin,https://www.crunchbase.com/person/sam-kokin,,,"Los Angeles, California, United States",Sam Kokin - Venture and Growth Investments @ Mirae Asset,,,,,,,,,,,"151,832"
Matthias Vandepitte,https://www.crunchbase.com/person/matthias-vandepitte,,,"Antwerp, Antwerpen, Belgium","Matthias Vandepitte (1980) joined Gimv in 2011. Previously he worked for ExxonMobil’s petroleum refining business in Belgium and in Italy, w...",Investment Partner,,,1,,,,,,,"151,833"
Rob Brouwer,https://www.crunchbase.com/person/rob-brouwer,,,"Milan, Lombardia, Italy",Rob Brouwer is the Chief Executive Officer of Jobrapido. He attended Erasmus University Rotterdam.,,Private Equity,,,,,,,,,"151,866"
Dong-ki Lee,https://www.crunchbase.com/person/dong-ki-lee,,,"Suwon, Ch'ungch'ong-namdo, South Korea",Dong-ki Lee Founder and CEO at Olix Pharmaceuticals. Dong-ki Lee attended Cornell University.,,,,,,,,,,,"151,867"
Chadd Evans,https://www.crunchbase.com/person/chadd-evans,1,,"Atlanta, Georgia, United States",Chadd Evans is the CEO & Founding Partner at Altera Investments.He attended The University of Georgia .,Individual/Angel,,1,,,,,,,,"151,834"
Josh Borts,https://www.crunchbase.com/person/josh-borts,,,"Vancouver, British Columbia, Canada","Josh Borts is a co-founder at Lighthouse Labs, the first Canada-wide 8-week developer bootcamp, where he focuses on strategy and growth. He ...",,,,,,,,,,,"151,835"
