Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Adrien van den Branden,https://www.crunchbase.com/person/adrien-van-den-branden,1,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Adrien obtained a Master's degree in corporate law from the Catholic University of Louvain and an LL. M. from the University of Cambridge. ...,Individual/Angel,,1,,,,,,,,"126,601"
Centre Palisades Ventures,https://www.crunchbase.com/organization/centre-palisades-ventures,2,2,"Los Angeles, California, United States",Centre Palisades Ventures operates as a venture capital firm.,Venture Capital,,2,,,1,2,,,,"126,603"
Team Kentucky Nonprofit Assistance Fund,https://www.crunchbase.com/organization/team-kentucky-nonprofit-assistance-fund,3,,,Team Kentucky Nonprofit Assistance Fund makes one-time direct relief payments to eligible nonprofit organizations.,Government Office,,3,,3,,,,,,"126,612"
McNulty Foundation,https://www.crunchbase.com/organization/mcnulty-foundation,,,"New York, New York, United States",McNulty Foundation is supporting the leadership of individuals who strive to make a difference in the world.,,,,,,,,,,,"126,613"
Assif Stoffman,https://www.crunchbase.com/person/assif-stoffman,,,"Tel Aviv, Tel Aviv, Israel",Assif Stoffman is the Managing Director at  XT Hi-Tech. Studied at Bar-Ilan University.,Investment Partner,,,1,,,,,,,"126,618"
Jim Sokoloff,https://www.crunchbase.com/person/jim-sokoloff,1,1,"Boston, Massachusetts, United States","Jim Sokoloff is the Vice President, Fulfillment Tech and Tech Operations at Cimpress. He attended the Massachusetts Institute of Technology.",Individual/Angel,Seed,1,,,,1,,,,"126,623"
Sunil Butolia,https://www.crunchbase.com/person/sunil-butolia,,,"Delhi, Delhi, India",Sunil Butolia is the Founder of Duloit. He previously worked at Arabian Construction Co. as a Document Controller. Sunil Butolia attended De...,,Early Stage Venture,,,,,,,,,"126,624"
Sachin Bhatia,https://www.crunchbase.com/person/sachin-bhatia,,,"Gurgaon, Haryana, India",Sachin Bhatia - Founder Customer Experience Evangelist @ Ameyo,,Seed,,,,,,,,,"126,627"
"ngena investments SPV, LP",https://www.crunchbase.com/organization/ngena-investments-spv-lp-6216,1,,"George Town, Midland, Cayman Islands",fund,,,1,,,,,,,,"126,632"
Kevin Denato,https://www.crunchbase.com/person/kevin-donato,,,"San Francisco, California, United States","Kevin Denato - CEO, CMO & Co-Founder @ Inclusion Financial Labs",,Early Stage Venture,,,,,,,,,"126,637"
Christina Smolke,https://www.crunchbase.com/person/christina-smolke,1,,"Menlo Park, California, United States",Christina Smolke is the Co-Founder and CEO at Antheia.,Individual/Angel,,1,,,,,,,,"126,638"
Biochem Group,https://www.crunchbase.com/organization/biochem-group,1,,"Beijing, Beijing, China","Biochem Group provides medical, health care, food safety, and military medical service.",,,1,,,,,,,,"126,641"
David Pottruck,https://www.crunchbase.com/person/david-pottruck,6,1,"San Francisco, California, United States",David Pottruck has been a director of Intel since 1998 and is Chairman of the Compensation Committee of the Board.  Pottruck is Chairman ...,"Investment Partner, Individual/Angel",Seed,5,1,1,3,1,,,,"126,643"
Belerofonte Capital,https://www.crunchbase.com/organization/belerofonte-capital,,,"Madrid, Madrid, Spain","A financial boutique specialized in venture capital, business & financial advisory services .",Investment Bank,"Early Stage Venture, Private Equity, Seed, Venture",,,,,,,,,"126,646"
Tiimafrica,https://www.crunchbase.com/organization/tiimafrica,,,"Abuja, Federal Capital Territory, Nigeria",Tiimafrica is a venture capital company that invests in African startups/ventures.,"Accelerator, Corporate Venture Capital, Micro VC, Private Equity Firm, Venture Capital","Early Stage Venture, Private Equity",,,,,,Online,2021-07-04,16,"126,651"
Ramon Nunez Nunez,https://www.crunchbase.com/person/ramón-núñez,,,"Madrid, Spain, Europe",Ramon Nunez joined MCH in 2005 as a Principal in Fund II. He is one of the Partners of Fund III. Ramón is a Director of the Board at Nutrica...,,,,,,,,,,,"126,652"
Meghan Cross,https://www.crunchbase.com/person/meghan-cross,,,"New York, New York, United States","Meghan is a Partner at Amplifyher Ventures, where she launched and built the firm's operations and investment strategy. Her 40 deals makeup ...",Investment Partner,"Early Stage Venture, Seed",,4,,,,,,,"126,658"
Mario Carranza,https://www.crunchbase.com/person/mario-carranza-6a35,,,"Madrid, Madrid, Spain","Mario is a Spanish mobility entrepreneur. In 2019 he founded Vamos, a consumer focused Car as a Service company, where he serves as Chief E...",,,,,,,,,,,"126,666"
Tore Hofstad,https://www.crunchbase.com/person/tore-hofstad,1,,"Oslo, Oslo, Norway",Tore Hofstad,Individual/Angel,,1,,1,,,,,,"126,670"
CTS Capital,https://www.crunchbase.com/organization/cts-capital,2,,"Chaoyang, Liaoning, China",CTS Capital is a healthcare-focused fund investing in the top players of the medical vertical sector.,Private Equity Firm,,2,,,,,,,,"126,671"
Xia Chuang Venture Capital,https://www.crunchbase.com/organization/xia-chuang-venture-capital,1,,"Hebei, Hebei, China",Xia Chuang Venture Capital offers early-stage equity investments.,Venture Capital,,1,,1,,,,,,"126,673"
