Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Katrina Niehaus,https://www.crunchbase.com/person/katrina-niehaus,,,"Greater New York Area, United States, North America",Katrina Niehaus is a Managing Director in the Structured Finance business within the Investment Banking division of Goldman Sachs. Prior to ...,,,,,,,,,,,"82,801"
Raheel Zia,https://www.crunchbase.com/person/raheel-zia,,,,Raheel (Raz) Zia is the Co-Founder and Partner at Aldrich Capital Partners. He attended Harvard Business School.,Investment Partner,,,23,,,,,,,"82,804"
Private Equity Holding,https://www.crunchbase.com/organization/private-equity-holding,1,,"Zug, Zug, Switzerland",Private Equity Holding is equity investment that offers institutional & private investors opportunity.,Private Equity Firm,,1,,,,,,,,"82,807"
Maezawa Kasei Industries,https://www.crunchbase.com/organization/maezawa-kasei-industries,1,,"Tokyo, Tokyo, Japan",Maezawa Kasei Industries is a manufacturer of environmental equipment and sewage-related products.,,,1,,1,,,,,,"82,809"
Coral Capital Management,https://www.crunchbase.com/organization/coral-capital-management,8,5,"Minneapolis, Minnesota, United States","Coral Capital Management invests in technology driven companies with substantial intrinsic momentum led by strong management teams, with",Venture Capital,"Early Stage Venture, Late Stage Venture",5,,3,,5,,,,"82,810"
David Bookspan,https://www.crunchbase.com/person/david-bookspan,,,"Philadelphia, Pennsylvania, United States",David  Bookspan is the Founder and Board Director at Dreamit Ventures.,,,,,,,,,,,"82,819"
Michael Mente,https://www.crunchbase.com/person/michael-mente,2,,"Los Angeles, California, United States",Michael Mente is the Owner /Founder at REVOLVE.,Individual/Angel,,2,,,1,,,,,"82,821"
Tom Kartsotis,https://www.crunchbase.com/person/tom-kartsotis,1,,,Tom Kartsotis is a Founder at Fossil Group company.,"Investment Partner, Individual/Angel",,1,1,,,,,,,"82,823"
"Joseph V. Popolo, Jr.",https://www.crunchbase.com/person/joseph-v-popolo-jr,,,"Dallas, Texas, United States",Joe Popolo serves as a CEO at Charles & Potomac Capital LLC.He attended University of Chicago.,Investment Partner,"Private Equity, Venture",,1,,,,,,,"82,830"
Jesse Jacobs,https://www.crunchbase.com/person/jesse-jacobs-c5d1,,,,"Jesse Jacobs is a Co-Founder and Partner at TCG. Jesse also co-founded The Chernin Group, LLC with Peter Chernin in 2010, leading the compan...",Investment Partner,,,3,,,,,,,"82,832"
