Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
RK Equity Group,https://www.crunchbase.com/organization/rk-equity-group,,,"New York, New York, United States",RK Equity Advisors is a financial services group based in focused on emerging growth companies.,Venture Capital,Private Equity,,,,,,,,,"41,401"
Muneeb Maayr,https://www.crunchbase.com/person/muneeb-maayr,,,"Pakistan, Asia",Muneeb Maayr is Founder at Bykea.,,,,,,,,,,,"41,416"
David B. Kirk,https://www.crunchbase.com/person/david-b-kirk,5,1,"Waimea, Hawaii, United States","David Kirk is the President Of The Board Of Directors at Parker School Hawaii and was a Fellow at NVIDIA. He attended Caltech,",Individual/Angel,Seed,4,,1,,1,,,,"41,417"
Julia Popowitz,https://www.crunchbase.com/person/julia-popowitz,21,8,"San Francisco, California, United States","Julia is an advisor to start ups and an active technology angel investor, with angel investments in Gusto, Lever, Baobab Studios, Brit Media...",Individual/Angel,Seed,21,,,6,8,,,,"41,400"
Shining Capital,https://www.crunchbase.com/organization/shining-capital,7,2,"Beijing, Beijing, China",Shining Capital is an investment management company that manages charitable assets.,Venture Capital,Late Stage Venture,5,,4,,2,,,,"41,402"
Life Science Institute,https://www.crunchbase.com/organization/life-science-institute,2,,"Tokyo, Tokyo, Japan",Life Science Institute strengthens and expands the healthcare business of the Mitsubishi Chemical Holdings (MCHC) Group.,,,1,,1,,,,,,"41,403"
Yongshan Investment,https://www.crunchbase.com/organization/yongshan-investment,1,,"Ningbo, Zhejiang, China",Yongshan Investment is an investment firm.,,,1,,1,,,,,,"41,404"
BKK,https://www.crunchbase.com/organization/bkk,3,1,"Bergen, Hordaland, Norway",BKK is one of the country's largest energy and infrastructure companies with over 1100 employees covering most disciplines. ,,,3,,1,,1,,,,"41,405"
Bennett J. Goodman,https://www.crunchbase.com/person/bennett-j-goodman,,,,"Bennett Goodman is a Founder of GSO Capital Partners (“GSO”), Senior Managing Director of Blackstone and a Member of Blackstone’s Management...",Investment Partner,,,1,,,,,,,"41,406"
Bayview Capital,https://www.crunchbase.com/organization/bayview-capital,12,7,"Wayzata, Minnesota, United States","Established in Wayzata, Minnesota in 1995, Bayview Capital Group exclusively represents smaller middle market businesses for sale.","Micro VC, Venture Capital",Seed,11,,,1,7,,,,"41,407"
Doreen Huber,https://www.crunchbase.com/person/doreen-huber,3,,"Berlin, Berlin, Germany",Doreen Huber is a Non Executive Director & Aufsichtsrat at Domino's Pizza Enterprises. He attended  Humboldt University of Berlin.,Individual/Angel,Seed,3,,,1,,,,,"41,409"
GAIN - Guadalajara Angel Investor Network,https://www.crunchbase.com/organization/gain---guadalajara-angel-investor-network,6,1,"Jalisco, Durango, Mexico","GAIN is a seed stage investment fund focused Information Technology, mobile, healthcare, greentech and social impact startups.","Angel Group, Venture Capital",,5,,1,,1,,,,"41,410"
