Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Redbox,https://www.crunchbase.com/organization/redbox,1,,"Chicago, Illinois, United States",Redbox offers Blu-ray Disc and video game rentals through its network of self-service kiosks.,,,1,,,,,,,,"2,401"
Funderbeam,https://www.crunchbase.com/organization/funderbeam,14,,"London, England, United Kingdom",Funderbeam is a funding and trading platform that connects companies and investors to buy and sell equity stakes.,Private Equity Firm,,11,,4,,,,,,"2,402"
Foodspring,https://www.crunchbase.com/organization/foodspring,1,,"Berlin, Berlin, Germany",Foodspring is a premium fitness food & sports nutrition company.,,,1,,,,,,,,"2,407"
Milken Institute,https://www.crunchbase.com/organization/milken-institute,,,"Santa Monica, California, United States","Milken Institute is an independent economic think tank based in Santa Monica, California.",,,,,,,,,,,"2,405"
Banque Misr,https://www.crunchbase.com/organization/banque-misr,4,,"Cairo, Al Qahirah, Egypt",Banque Misr is an Egyptian bank.,Investment Bank,,4,,3,,,,,,"2,408"
Cowen Group,https://www.crunchbase.com/organization/cowen-group,45,29,"New York, New York, United States","Cowen Group is a financial services firm that provides equity and debt financings, investment banking, and other financial-related services.",Investment Bank,"Post-Ipo, Private Equity",41,,15,4,29,,,,"2,407"
Aquila Capital,https://www.crunchbase.com/organization/aquila-capital,2,1,"Hamburg, Hamburg, Germany",Aquila Capital is provides institutional investors worldwide with alternative investments solutions in real assets and private markets.,Private Equity Firm,,2,,,,1,,,,"2,408"
Apollomics,https://www.crunchbase.com/organization/cbt-pharmaceuticals,1,,"Foster City, California, United States",Apollomics is a biopharmaceutical company discovering and developing mono- and combination- oncology therapies to harness the immune system.,,,1,,,,,,,,"2,410"
Paytm Money,https://www.crunchbase.com/organization/paytm-money,,,"Bangalore, Karnataka, India",Paytm Money is the Investment and Wealth Management business of Paytm,,,,,,,,,,,"2,410"
ONDA,https://www.crunchbase.com/organization/t-port-inc,1,,"Seoul, Seoul-t'ukpyolsi, South Korea","ONDA is a leading travel tech company offering room distribution, PMS for the hospitality industry as SaaS to increase sales and efficiency.",,,1,,1,,,,,,"2,411"
Arlington Capital Partners,https://www.crunchbase.com/organization/arlington-capital-partners,5,1,"Chevy Chase, Maryland, United States",Arlington Capital Partners is a middle market private equity firm.,Private Equity Firm,,5,,2,,1,,,,"2,412"
Kemin Industries,https://www.crunchbase.com/organization/kemin-industries-2,1,,"Des Moines, Iowa, United States","Kemin Industries provides health-related products to improve the quality, safety, and efficacy of food.",,,1,,1,1,,,,,"2,413"
Rush Street Interactive,https://www.crunchbase.com/organization/rush-street-interactive,1,,"Chicago, Illinois, United States",Rush Street Interactive offers online casino and sports betting in the U.S.,,,1,,,,,,,,"2,414"
Low Carbon Innovation Fund,https://www.crunchbase.com/organization/low-carbon-innovation-fund,68,5,"Norwich, Norfolk, United Kingdom","Low Carbon Innovation Fund is a venture capital fund, providing equity finance for SME’s based wholly or partially in the East of England.",Venture Capital,"Early Stage Venture, Seed",52,,27,,5,,,,"2,437"
Kering,https://www.crunchbase.com/organization/kering,8,1,"Paris, Ile-de-France, France","PPR is a French multinational holding company which develops a worldwide brand portfolio of luxury, sport and lifestyle brands.",,,7,,4,,1,,,,"2,415"
AngloGold Ashanti,https://www.crunchbase.com/organization/anglogold-ashanti,5,3,"Johannesburg, NA - South Africa, South Africa","AngloGold Ashanti produced 4.1Moz of gold in 2013, generating $5.5bn in gold income",,,3,,3,,3,,,,"2,416"
Suncor Energy,https://www.crunchbase.com/organization/suncor-energy,5,,"Calgary, Alberta, Canada",Suncor Energy is an integrated energy company specializes in production of synthetic crude from oil sands.,,,5,,4,,,,,,"2,417"
EPCOR,https://www.crunchbase.com/organization/epcor-utilities-inc,1,1,"Edmonton, Alberta, Canada","EPCOR is a utility company that provides electricity, natural gas, and water to their customers.",,,1,,1,,1,,,,"2,418"
LSQ,https://www.crunchbase.com/organization/lsq-funding-group,1,,"Orlando, Florida, United States","Offering invoice financing and supply chain finance solutions, LSQ provides clients with a simple, secure, and honest funding experience.",,,1,,1,,,,,,"2,419"
Dash Solutions,https://www.crunchbase.com/organization/prepaid-technologies,1,1,"Birmingham, Alabama, United States",Dash Solutions is an expertise with innovative technology to manage efficient payments programs for banks and businesses.,,,1,,,,1,,,,"2,420"
finleap,https://www.crunchbase.com/organization/finleap,36,8,"Berlin, Berlin, Germany","finleap is Europe's #1 fintech ecosystem. In addition to access to capital, it offers a network of investors as well as partners and talent.",Venture Capital,"Early Stage Venture, Seed",21,,7,,8,,,,"2,422"
Spindl,https://www.crunchbase.com/organization/spindl,,,"San Francisco, California, United States",User growth and attribution for Web 3,,,,,,,,,,,"2,421"
Marcus & Millichap,https://www.crunchbase.com/organization/marcus-millichap-venture-partners,9,6,"Calabasas, California, United States","Marcus & Millichap helps create and preserve wealth with the best real estate investment sales, financing, research and advisory services.",Private Equity Firm,,9,,2,,6,,,,"2,423"
